sound	en	best_fr	good_candidates	total_candidates
0.586	cynicism	cynisme	1	3
0.586	coupler	coupleur	2	4
0.586	correspondent	correspondante	1	4
0.586	correspondence	correspondances	2	3
0.586	confiscating	confisquer	4	4
0.586	concludes	conclut	1	1
0.586	cheater	tricheur	1	5
0.586	bandage	bandages	1	2
0.586	authoritarianism	autoritaire	3	3
0.586	arthritis	arthrite	1	2
0.586	amazonia	amazonie	1	4
0.585	watts	watt	1	1
0.585	valentin	valentine	1	1
0.585	transponders	transpondeurs	1	1
0.585	torment	tourments	2	4
0.585	telephone	téléphone	1	1
0.585	tanned	tan	1	1
0.585	suprematism	suprématisme	1	1
0.585	statute	statuts	2	2
0.585	sophisticated	sophistiqué	3	3
0.585	snc	cns	1	1
0.585	sins	sin	1	1
0.585	simonian	simonien	1	1
0.585	seleucid	séleucide	1	1
0.585	seismic	sismique	2	2
0.585	scientology	scientologie	1	1
0.585	saudis	saoudiens	1	1
0.585	retarded	retardé	3	5
0.585	restrictions	restriction	1	1
0.585	restricting	restreindre	1	1
0.585	responsible	responsable	2	2
0.585	resonance	résonance	1	1
0.585	rejects	rejette	1	8
0.585	psychopathic	psychopathe	2	2
0.585	preparation	préparation	3	3
0.585	premeditated	prémédité	1	1
0.585	precipitated	précipitée	2	2
0.585	multiplier	multipliant	1	4
0.585	meditate	méditer	1	2
0.585	lesbians	lesbien	3	3
0.585	kayaking	kayak	2	3
0.585	info	infos	1	1
0.585	gutierrez	gutiérrez	1	1
0.585	gas	gaz	1	1
0.585	freudian	freudien	1	1
0.585	fonts	fontes	2	4
0.585	fins	fin	1	1
0.585	enchaîné	enchaînés	1	1
0.585	dissipate	dissiper	1	1
0.585	decorate	décorer	1	2
0.585	decimate	décimer	1	1
0.585	cypriot	chypriote	1	1
0.585	conspire	conspirent	1	1
0.585	barricade	barricades	1	1
0.585	assessors	assesseurs	1	1
0.585	arrhythmia	arythmie	2	2
0.585	anthropological	anthropologique	2	2
0.585	ange	anges	1	1
0.585	alas	hélas	1	1
0.585	actresses	actrices	1	1
0.584	volunteer	volontaires	2	3
0.584	visceral	viscérale	1	1
0.584	violet	violette	2	2
0.584	vinyl	vinyles	2	2
0.584	validate	valider	1	2
0.584	tracer	traceur	3	3
0.584	tangible	tangibles	1	1
0.584	spongy	spongieux	1	1
0.584	sinusoid	sinusoïde	1	1
0.584	scalar	scalaire	1	1
0.584	salamis	salamine	1	1
0.584	restructuring	restructurer	3	3
0.584	resettlement	relogement	1	4
0.584	remixed	remixée	1	1
0.584	redirecting	redirection	1	2
0.584	pêcheurs	pêcheur	1	1
0.584	prêtre	priest	1	1
0.584	prostitutes	prostituées	1	2
0.584	pretend	prétends	4	5
0.584	portuguese	portugaise	1	2
0.584	planar	planaire	1	1
0.584	petersburg	petersbourg	2	2
0.584	perpetrating	perpétrer	1	1
0.584	overexploitation	surexploitation	1	1
0.584	ostend	ostende	1	1
0.584	nutritional	nutritionnelles	2	2
0.584	noting	notant	1	1
0.584	matilda	mathilde	1	1
0.584	mascots	mascottes	1	1
0.584	maniac	maniaque	1	1
0.584	liberal	libéral	3	4
0.584	laminate	laminé	2	2
0.584	infiltrations	infiltrer	1	2
0.584	inexperienced	inexpérimentés	1	1
0.584	iff	fif	1	1
0.584	hydrology	hydrologie	1	1
0.584	geotechnical	géotechnique	1	1
0.584	georgian	georgie	2	5
0.584	futile	futiles	1	1
0.584	françois	francois	2	2
0.584	fluctuates	fluctuer	2	2
0.584	fif	iff	1	1
0.584	epiphany	épiphanie	1	1
0.584	dribbling	dribble	1	1
0.584	copious	copieux	1	1
0.584	contraception	contraceptifs	1	1
0.584	concierge	conciergerie	1	1
0.584	complicated	compliqué	4	6
0.584	comment	commente	1	3
0.584	clément	clement	1	1
0.584	calderon	calderón	1	1
0.584	brushed	brossé	1	1
0.584	arch	arche	1	1
0.584	aggression	agression	2	7
0.584	affection	affections	1	1
0.584	activate	activer	1	2
0.584	abstraction	abstrait	3	3
0.584	abdicate	abdiquer	1	1
0.583	uncontrollable	incontrôlable	2	2
0.583	tunisia	tunisie	4	4
0.583	totalitarianism	totalitarisme	1	1
0.583	torturers	tortionnaires	1	1
0.583	shechem	sichem	1	1
0.583	rumbling	rumble	1	1
0.583	roma	rom	3	3
0.583	regulating	règlement	1	6
0.583	regionalist	régionaliste	1	1
0.583	radiographic	radiographique	1	1
0.583	puissant	puissante	2	3
0.583	progeny	progéniture	1	1
0.583	princely	princier	1	1
0.583	pluralism	pluralisme	1	2
0.583	planters	planteurs	1	1
0.583	photographs	photographies	1	2
0.583	philanthropic	philanthropiques	2	2
0.583	personal	personnel	4	4
0.583	normandie	normande	1	1
0.583	nematodes	nématodes	1	1
0.583	mélange	mélanger	1	2
0.583	multipolar	multipolaire	1	1
0.583	motivations	motiver	1	3
0.583	monoclonal	monoclonaux	1	1
0.583	mohammad	mohammed	2	4
0.583	mandarin	mandarine	1	1
0.583	karelia	carélie	1	1
0.583	isometries	isométries	1	1
0.583	infection	infections	1	1
0.583	icebergs	iceberg	1	1
0.583	holistic	holistique	1	1
0.583	glazed	glacé	3	4
0.583	distracting	distraire	1	1
0.583	disagreeable	désagréable	2	4
0.583	diagnostics	diagnostiques	4	4
0.583	deploy	déploie	2	4
0.583	dentists	dentistes	2	2
0.583	demonstration	démonstration	2	8
0.583	delights	délices	2	2
0.583	céline	celine	1	1
0.583	cramping	crampes	2	2
0.583	congress	congrès	1	1
0.583	biographies	biographie	3	3
0.583	assistant	assistante	1	2
0.583	aracari	araçari	1	1
0.583	antigens	antigènes	2	2
0.583	ane	âne	2	2
0.583	ame	âmes	2	2
0.583	adjective	adjectif	1	1
0.583	adequate	adéquate	2	4
0.583	ace	as	1	3
0.582	violate	violer	1	4
0.582	unstable	instable	2	3
0.582	triglycerides	triglycérides	1	1
0.582	treatise	traité	1	1
0.582	teacup	cup	1	4
0.582	stucco	stuc	1	1
0.582	stratified	stratifié	2	2
0.582	stimulating	stimuler	1	7
0.582	sterols	stérols	1	1
0.582	speculating	spéculer	1	1
0.582	specification	spec	1	3
0.582	sovereigns	souverains	4	4
0.582	smyrna	smyrne	1	1
0.582	sgs	gss	1	1
0.582	seagull	gull	1	1
0.582	sargasso	sargasses	1	1
0.582	reunion	réunie	3	5
0.582	reprogramming	reprogrammer	2	2
0.582	repoussé	repoussée	2	2
0.582	reformulated	reformulé	1	1
0.582	questioning	questionner	2	2
0.582	procreation	procréer	2	3
0.582	prized	prisée	2	2
0.582	possessor	possesseur	1	1
0.582	pollutant	polluante	2	4
0.582	plethora	pléthore	1	1
0.582	orient	orienter	2	2
0.582	mucous	mucus	1	1
0.582	mrl	lmr	1	1
0.582	microorganisms	microorganismes	1	1
0.582	markup	marquages	2	2
0.582	latitude	latitudes	1	1
0.582	kaleidoscope	kaléidoscope	1	1
0.582	jar	jarre	1	1
0.582	harmonic	harmonique	2	2
0.582	gss	sgs	1	1
0.582	glories	gloires	1	1
0.582	freezing	frits in	1	1
0.582	fluctuated	fluctué	1	1
0.582	facelift	lifting	1	1
0.582	exhilarating	exaltant	1	2
0.582	exhibition	expositions	3	3
0.582	emigrated	émigré	1	2
0.582	ecuador	équateur	2	2
0.582	dominos	domino	1	1
0.582	dominoes	dominos	2	2
0.582	cytotoxic	cytotoxique	1	1
0.582	creating	créer	4	4
0.582	cloister	cloître	1	1
0.582	capitol	capitole	1	1
0.582	cantonese	cantonais	1	1
0.582	bombardments	bombardements	2	2
0.582	bavaria	bavière	1	3
0.582	astrologer	astrologue	1	1
0.581	vasculitis	vascularite	1	1
0.581	utopian	utopie	2	2
0.581	summaries	synthèses	2	3
0.581	subordinated	subordonnées	4	5
0.581	subdivides	subdivise	1	1
0.581	styling	style	1	1
0.581	stenosis	sténose	1	1
0.581	solver	solveur	1	1
0.581	solvent	solvant	2	3
0.581	sogdian	sogdien	1	1
0.581	seminar	séminaire	1	1
0.581	sandinista	sandiniste	1	1
0.581	rwandans	rwandaise	1	2
0.581	revoked	révoqué	2	2
0.581	retinol	rétinol	1	1
0.581	renouveau	renouvellement	1	1
0.581	relaxing	relax	3	4
0.581	reclusive	reclus	2	2
0.581	professionals	professionnels	4	4
0.581	private	privée	3	3
0.581	pousseur	poussoir	1	1
0.581	photographing	photographie	2	2
0.581	patriotism	patriotisme	1	4
0.581	pardoned	pardonné	3	3
0.581	papi	pépé	1	2
0.581	organiser	organisatrice	2	2
0.581	negotiable	négociable	2	3
0.581	necrosis	nécrose	1	1
0.581	nan	nah	1	1
0.581	myeloma	myélome	1	1
0.581	manta	mante	1	1
0.581	koran	coran	1	1
0.581	integral	intégral	3	3
0.581	golfer	golfeur	2	2
0.581	fibrosis	fibrose	1	1
0.581	exoneration	exemption	2	2
0.581	crayons	crayon	1	1
0.581	cosmology	cosmologie	1	1
0.581	comedies	comédies	1	1
0.581	collaborators	collaborateurs	1	2
0.581	coca	cocaïne	2	2
0.581	benzoic	benzoïque	1	1
0.581	benefits	bénéfices	2	2
0.581	barcelona	barcelone	1	1
0.581	attractive	attractif	1	4
0.581	allergy	allergie	2	4
0.581	aerobic	aérobic	1	2
0.581	abkhazia	abkhazie	1	1
0.580	équateur	equateur	1	1
0.580	vertical	verticales	2	4
0.580	ugandans	ougandaise	1	3
0.580	trillion	trillions	1	1
0.580	tonnage	tonnages	1	1
0.580	synodal	synodale	1	1
0.580	subjectively	subjectivement	1	1
0.580	stimulator	stimulateur	1	2
0.580	spontaneity	spontanéité	1	1
0.580	spiders	spider	1	1
0.580	speculator	spéculateur	1	1
0.580	snipers	sniper	1	1
0.580	sneaky	sly	1	3
0.580	skeleton	squelette	2	4
0.580	sienese	siennoise	1	1
0.580	replacements	remplacements	2	6
0.580	proportional	proportionnels	3	6
0.580	primers	primer	1	2
0.580	posting	poster	1	1
0.580	poetry	poésie	1	1
0.580	phosphorus	phosphore	1	1
0.580	philosopher	philosophe	2	2
0.580	organizations	organismes	2	2
0.580	oceania	océanie	1	1
0.580	obelisk	obélisque	1	1
0.580	nominal	nominale	1	1
0.580	narrator	narrateur	1	1
0.580	musical	musicale	1	1
0.580	moldy	moisi	1	4
0.580	metropolitan	métropolitaine	1	2
0.580	mentorship	mentorat	1	2
0.580	melodrama	mélodrame	1	3
0.580	masonic	maçonnique	1	1
0.580	mangroves	mangrove	1	1
0.580	lyudmila	ludmila	1	1
0.580	loin	longe	1	1
0.580	legislators	législateur	4	4
0.580	isps	isp	1	1
0.580	islamism	islamisme	1	1
0.580	interpret	interprète	2	4
0.580	illustrating	illustrer	1	3
0.580	grandiose	grand	2	2
0.580	femoral	fémorale	1	1
0.580	feminists	féministes	2	2
0.580	fanatic	fanatique	2	2
0.580	electronically	électroniquement	1	1
0.580	dubious	douteux	3	3
0.580	disintegrated	désintégré	1	1
0.580	cyclops	cyclope	1	1
0.580	cruising	cruise	1	3
0.580	commissar	commissaire	1	1
0.580	carnivores	carnivore	1	1
0.580	carcinogenicity	cancérigène	2	5
0.580	bohemia	bohême	2	2
0.580	blunder	bourde	1	1
0.580	balconies	balcons	2	2
0.580	assorted	assortis	3	4
0.580	angelica	angel	1	2
0.580	almanac	almanach	1	1
0.579	vaginal	vaginales	2	2
0.579	tyrol	tirol	1	1
0.579	tars	tar	1	1
0.579	symptomatic	symptomatique	1	1
0.579	stripes	tresses	1	1
0.579	specializes	spécialise	1	1
0.579	sochi	sotchi	1	1
0.579	sexualities	sexualités	1	1
0.579	seduced	séduite	1	3
0.579	santonian	santonien	1	1
0.579	sadism	sadisme	1	1
0.579	ritual	rituels	2	2
0.579	repeater	répéteur	1	1
0.579	renewal	renouvelle	1	5
0.579	recession	récession	1	1
0.579	racism	racisme	1	1
0.579	pulse	pulsion	1	7
0.579	preferential	préférentiels	3	3
0.579	plumber	plombier	3	3
0.579	persists	persiste	3	3
0.579	peasants	paysans	1	1
0.579	orphanages	orphelinats	2	2
0.579	notoriety	notoriété	1	1
0.579	napoleon	napoléon	1	1
0.579	monstrosity	monstruosité	1	1
0.579	micron	microns	1	1
0.579	masturbation	masturber	1	1
0.579	lin	linge	1	1
0.579	kidnapped	kidnappée	2	2
0.579	inspectorate	inspection	2	2
0.579	infrastructures	infrastructure	1	1
0.579	inflated	enflé	4	4
0.579	implicit	implicite	2	3
0.579	hostile	hostiles	1	2
0.579	grammy	mamie	1	1
0.579	glamorous	glamour	1	1
0.579	fusible	fusibles	1	1
0.579	fraudster	fraudeur	1	1
0.579	franchisee	franchise	4	4
0.579	flattering	flatte	2	3
0.579	fascism	fascisme	1	1
0.579	election	élection	3	3
0.579	drainage	drainer	1	2
0.579	dividend	dividendes	2	2
0.579	distilled	distillée	1	1
0.579	disciplined	discipline	3	3
0.579	destruction	destructions	1	1
0.579	deduced	déduites	2	4
0.579	constraints	contraintes	1	1
0.579	compromise	compromises	1	4
0.579	communal	communales	1	1
0.579	citroën	citroen	1	1
0.579	catalan	catalane	1	2
0.579	capable	capables	1	1
0.579	calculator	calculateur	1	2
0.579	béatrice	beatrice	1	1
0.579	buffoon	clowns	2	3
0.579	breakage	bris	1	1
0.579	barres	bars	1	1
0.579	arms	armes	2	4
0.579	aristocratic	aristocratique	1	2
0.579	amethyst	améthyste	1	1
0.579	activists	activistes	1	1
0.578	zoot	zot	1	1
0.578	vital	vitales	2	3
0.578	trafficking	trafics	2	4
0.578	thermoplastic	thermoplastique	1	1
0.578	terminology	terminologie	1	1
0.578	synchronous	synchrone	1	1
0.578	substituted	substitué	1	1
0.578	soluble	solubles	1	1
0.578	sepulchre	sépulcre	1	1
0.578	sentinel	sentinelle	2	2
0.578	scurvy	scorbut	1	1
0.578	sanhedrin	sanhédrin	1	1
0.578	rusted	rusty	1	4
0.578	romania	roumanie	1	1
0.578	reverence	révérence	1	1
0.578	retrace	retracer	1	1
0.578	reproducing	reproduisant	1	1
0.578	reference	référence	1	1
0.578	recruiting	recrue	3	5
0.578	reactionary	réactionnaire	2	2
0.578	presidential	présidentielle	2	2
0.578	preserves	préserve	1	1
0.578	posthumously	posthume	1	1
0.578	plenary	plénière	2	2
0.578	planetarium	planétarium	1	1
0.578	photocopying	photocopie	2	2
0.578	pheromones	phéromones	1	1
0.578	pathologist	pathologiste	1	1
0.578	naturalist	naturaliste	1	1
0.578	mutagenic	mutagène	2	2
0.578	methodology	méthodologie	1	2
0.578	methadone	méthadone	1	1
0.578	meilleur	meilleurs	3	4
0.578	marbles	marbres	2	2
0.578	louisiana	louisiane	1	1
0.578	legislation	législation	2	2
0.578	laxity	laxisme	1	1
0.578	laudable	louable	1	1
0.578	kolkata	calcutta	1	1
0.578	klingons	klingon	1	1
0.578	kirkuk	kirkouk	1	1
0.578	indiscreet	indiscret	1	1
0.578	ide	ied	1	1
0.578	homophobe	homophobes	1	1
0.578	heraklion	héraklion	1	1
0.578	grossly	grossièrement	1	1
0.578	gangster	gangsta	2	2
0.578	frontiers	frontières	2	3
0.578	friuli	frioul	1	1
0.578	erection	érection	1	1
0.578	enthusiastic	enthousiaste	2	3
0.578	divides	divise	1	2
0.578	disasters	désastres	2	3
0.578	disarm	désarmer	1	1
0.578	directorate	direction	1	1
0.578	different	différentes	2	4
0.578	difference	différence	1	2
0.578	depositary	dépositaire	2	2
0.578	democrats	démocrates	2	4
0.578	deference	déférence	1	1
0.578	cultivating	cultiver	1	2
0.578	counterproductive	contreproductif	1	1
0.578	consults	consulte	1	1
0.578	confront	confronter	1	1
0.578	compose	composer	1	2
0.578	cohesion	cohésion	1	1
0.578	cereal	céréale	2	2
0.578	calabria	calabre	1	1
0.578	brewer	brasseur	1	1
0.578	bonuses	bonus	1	2
0.578	bijoux	bijouterie	1	1
0.578	bascule	basculer	1	1
0.578	bartender	barmaid	1	2
0.578	anthropogenic	anthropique	2	2
0.578	anglican	anglicane	1	1
0.578	aggravated	aggravée	4	4
0.578	aerodromes	aérodromes	1	1
0.577	virgil	virgile	1	1
0.577	tutelage	tutelle	1	1
0.577	truffle	truffes	2	2
0.577	toluene	toluène	1	1
0.577	thrombin	thrombine	1	1
0.577	the	le	1	1
0.577	telephones	téléphones	1	1
0.577	tasmania	tasmanie	1	1
0.577	tacs	tac	1	1
0.577	superoxide	superoxyde	1	1
0.577	subscriber	souscrit	3	3
0.577	stimulation	stimuler	1	5
0.577	singapore	singapour	1	1
0.577	selenium	sélénium	1	1
0.577	seismology	sismologie	1	1
0.577	saps	sape	1	1
0.577	radiology	radiologie	1	2
0.577	preferring	préfère	5	5
0.577	paedophilia	pédophilie	1	1
0.577	omnipresent	omniprésente	1	3
0.577	obsidian	obsidienne	1	1
0.577	nappes	nappe	1	1
0.577	namibian	namibienne	1	2
0.577	moustaches	moustache	1	1
0.577	mosul	mossoul	1	1
0.577	monsignor	monseigneur	1	1
0.577	micronesia	micronésie	1	1
0.577	microbial	microbienne	1	1
0.577	maltreatment	maltraitance	1	1
0.577	léopold	leopold	1	1
0.577	lightening	lightning	1	1
0.577	leopold	léopold	1	1
0.577	lebanese	libanaises	2	3
0.577	labels	libellés	2	4
0.577	kerosene	kérosène	1	1
0.577	interconnected	interconnectés	1	1
0.577	inorganic	inorganiques	2	2
0.577	inflate	gonfler	1	2
0.577	illustrator	illustrateur	1	1
0.577	host	hôte	1	1
0.577	hologram	hologramme	1	1
0.577	hamsters	hamster	1	1
0.577	flowered	fleuri	1	1
0.577	flabby	flasque	1	2
0.577	extremadura	estrémadure	1	1
0.577	experimentally	expérimentalement	1	1
0.577	duped	dupes	1	2
0.577	dukes	ducs	1	1
0.577	distributors	distributeurs	2	2
0.577	disperse	dispersé	6	6
0.577	determine	détermine	1	3
0.577	delegates	délégués	5	5
0.577	degrades	dégrade	1	1
0.577	defunct	défunte	1	2
0.577	cybernetic	cybernétique	1	1
0.577	clp	cip	2	2
0.577	cld	cid	1	1
0.577	classified	classées	4	4
0.577	cervical	cervicale	2	2
0.577	castilla	castille	1	1
0.577	bridle	bride	1	1
0.577	bolivian	bolivie	2	4
0.577	bengal	bengale	1	1
0.577	ballistics	balistique	2	2
0.577	auc	acs	2	2
0.577	anomaly	anomalie	1	1
0.577	alps	alpes	1	1
0.577	algorithm	algorithme	2	2
0.577	acts	actes	1	1
0.576	vulgar	vulgaire	2	2
0.576	venezuelan	vénézuélienne	1	3
0.576	varnish	vernis	1	1
0.576	unitary	unitaire	1	1
0.576	transactional	transactionnelle	2	2
0.576	touched	touchdown	1	4
0.576	tolerate	tolérer	1	2
0.576	synthesizer	synth	1	2
0.576	sundiata	soundiata	1	1
0.576	sulphur	sulfure	2	3
0.576	squadron	escadron	4	5
0.576	specimens	spécimens	2	2
0.576	skating	skate	1	1
0.576	sevastopol	sébastopol	1	1
0.576	serenade	sérénade	1	1
0.576	reykjavík	reykjavik	1	1
0.576	resurrections	résurrections	1	1
0.576	rene	rené	1	1
0.576	regulation	règlement	2	10
0.576	reflectivity	réflectivité	1	1
0.576	péter	pet	2	2
0.576	punitive	punitives	1	1
0.576	preponderance	prépondérance	2	3
0.576	phonetic	phonétique	1	1
0.576	pawns	pions	1	1
0.576	paternal	paternelle	2	2
0.576	patagonia	patagonie	1	1
0.576	participating	participer	2	5
0.576	parasite	parasites	3	4
0.576	mural	murale	1	1
0.576	multiplying	multipliant	3	6
0.576	multiplied	multiplié	4	4
0.576	milligrams	milligrammes	2	2
0.576	mediocrity	médiocrité	1	1
0.576	mathilde	matilda	1	1
0.576	maritime	maritimes	1	1
0.576	légendes	légende	1	1
0.576	linen	lin	2	3
0.576	laxative	laxatif	1	1
0.576	kilometer	kilomètre	2	3
0.576	hydrostatic	hydrostatique	1	1
0.576	humanoid	humanoïde	1	1
0.576	humanist	humaniste	2	2
0.576	headset	oreillette	1	1
0.576	fright	frayeur	1	3
0.576	examiners	examinateurs	1	1
0.576	eritreans	érythréens	4	4
0.576	dynamic	dynamiques	2	3
0.576	dissent	dissidente	1	4
0.576	diphtheria	diphtérie	1	1
0.576	dignitaries	dignitaires	1	1
0.576	dermatology	dermatologie	1	1
0.576	degrade	dégrader	3	3
0.576	criminals	criminels	3	3
0.576	constructs	construit	3	3
0.576	confessions	confession	2	2
0.576	comedian	comédie	1	4
0.576	colloquia	colloques	1	1
0.576	coincide	coïncide	2	3
0.576	ciné	cinéma	2	2
0.576	christianisme	christian	1	5
0.576	cartouche	cartouches	1	1
0.576	bubonic	bubonique	1	1
0.576	botsaris	botzaris	1	1
0.576	biomass	biomasse	1	1
0.576	biologist	biologiste	1	1
0.576	argentina	argentine	1	3
0.576	angolans	angolaise	1	2
0.576	adsorbed	adsorbé	1	1
0.576	absorbing	absorbent	3	3
0.576	absorbed	absorbée	3	3
0.575	zoe	zoé	1	1
0.575	wing	wings	2	2
0.575	trumpets	trompettes	1	1
0.575	transcends	transcende	3	3
0.575	trailed	traîné	3	3
0.575	thyroid	thyroïde	1	1
0.575	substitution	substitutions	1	1
0.575	spherical	sphériques	2	2
0.575	somatic	somatiques	1	1
0.575	soldiers	soldats	1	1
0.575	senyavin	seniavine	1	1
0.575	saxophone	saxo	2	2
0.575	sahelian	sahélienne	1	1
0.575	replicant	répliquant	1	1
0.575	reaffirm	réaffirment	1	3
0.575	preparations	préparations	3	3
0.575	positive	positives	1	3
0.575	polygon	polygone	1	1
0.575	photovoltaics	photovoltaïque	2	2
0.575	philatelic	philatélique	1	1
0.575	pancreas	pancréas	1	2
0.575	oxygen	oxygène	1	1
0.575	obeying	obéissant	1	1
0.575	nuisance	nuisances	1	1
0.575	noah	noé	1	1
0.575	nave	nef	1	1
0.575	mystical	mystique	2	2
0.575	mosaic	mosaïques	2	2
0.575	melodramatic	mélodramatique	1	3
0.575	maximizing	maximiser	2	2
0.575	kilograms	kilogrammes	2	2
0.575	iscariot	iscariote	1	1
0.575	instinctive	instinctif	1	4
0.575	imprint	empreinte	1	1
0.575	immortals	immortels	3	3
0.575	granules	granulés	2	3
0.575	glacier	glaciers	1	1
0.575	francis	françois	2	2
0.575	excitement	excitation	1	1
0.575	encyclopedia	encyclopédie	1	1
0.575	emir	émir	1	2
0.575	emil	emile	2	2
0.575	dus	dhs	1	3
0.575	dominic	dominique	1	1
0.575	dissociate	dissocier	1	1
0.575	dissidents	dissidence	1	3
0.575	discharge	décharge	2	5
0.575	diazepam	diazépam	1	1
0.575	diagrams	diagrammes	2	2
0.575	detriment	détriment	1	1
0.575	crystallized	cristallisé	1	2
0.575	cote	cotation	1	1
0.575	commandment	commandement	2	4
0.575	clinical	clinique	2	2
0.575	carotid	carotide	1	1
0.575	capital	capitale	1	3
0.575	cantonal	cantonales	1	1
0.575	bruges	brugge	1	1
0.575	braces	bretelles	1	1
0.575	bhutanese	bhoutanais	1	1
0.575	beirut	beyrouth	1	1
0.575	bays	baies	2	2
0.575	autograph	autographes	2	2
0.575	austerity	austérité	1	1
0.575	aquatic	aquatiques	2	2
0.575	anchorage	ancrage	1	4
0.575	analogy	analogie	1	1
0.575	administer	administre	2	2
0.575	absurd	absurde	2	3
0.574	viscount	vicomte	1	1
0.574	vigilant	vigilante	1	2
0.574	vertebrae	vertèbre	2	2
0.574	traverse	traverser	2	2
0.574	tones	tons	1	2
0.574	tactical	tactique	2	2
0.574	studious	studieux	1	1
0.574	staying	rester	1	3
0.574	sorceress	sorcière	2	2
0.574	sophronius	sophrone	1	1
0.574	simonyan	simonian	1	1
0.574	shits	chie	1	1
0.574	saturn	saturne	1	1
0.574	rhodesia	rhodésie	1	1
0.574	resident	résidente	1	5
0.574	residence	résidence	1	1
0.574	reprehensible	répréhensibles	2	2
0.574	renovated	rénovés	4	4
0.574	rematch	revanche	1	1
0.574	registers	registres	1	2
0.574	railway	railroad	1	2
0.574	radial	radiale	1	1
0.574	proverbs	proverbes	1	1
0.574	pressurized	pressurisée	2	2
0.574	pressurised	pressurisée	2	2
0.574	powdery	poudreuse	1	1
0.574	pontifical	pontificale	1	2
0.574	phoebus	phœbus	1	1
0.574	pentecost	pentecôte	1	1
0.574	parameter	paramètre	1	1
0.574	paragraphs	paragraphes	1	1
0.574	ostrich	autruche	1	1
0.574	nfs	src	1	1
0.574	moroccan	marocaine	1	3
0.574	mobilization	mobiliser	1	3
0.574	migs	mig	1	1
0.574	marginal	marginales	2	3
0.574	lumbar	lombaires	2	2
0.574	liquidate	liquider	1	1
0.574	kosovar	kosovars	1	1
0.574	kills	kill	1	1
0.574	institut	institute	1	1
0.574	gauls	gaule	1	2
0.574	gangsta	gangster	2	2
0.574	fund	fonds	1	1
0.574	foetal	fœtale	2	4
0.574	figs	figues	1	1
0.574	feudal	féodal	1	1
0.574	fetal	fœtal	2	4
0.574	faithful	fidèle	2	4
0.574	ellen	helene	3	3
0.574	dominant	dominante	1	4
0.574	distillate	distillat	2	2
0.574	discuss	discuter	3	3
0.574	diligent	diligente	1	1
0.574	demonstrations	démonstrations	2	3
0.574	delegated	délégués	5	5
0.574	decoder	décodeur	1	1
0.574	covet	convoite	1	1
0.574	complicit	complice	1	1
0.574	collegial	collégiale	2	2
0.574	clemency	clémence	1	2
0.574	classical	classique	3	3
0.574	chiropractic	chiropratique	1	1
0.574	cem	emf	2	2
0.574	butyl	butyle	1	1
0.574	boxers	boxeurs	1	1
0.574	atmospheres	atmosphères	1	1
0.574	arrhythmias	arythmies	2	2
0.574	approached	approchée	3	3
0.574	alkaline	alcalines	2	4
0.574	adriatic	adriatique	1	1
0.573	éva	eva	1	2
0.573	uzbekistan	ouzbékistan	1	1
0.573	tuyen	tuyên	1	1
0.573	traffickers	trafiquants	1	1
0.573	torments	tourments	2	2
0.573	tints	teintes	1	2
0.573	syntactic	syntaxique	1	1
0.573	supports	supporte	2	5
0.573	succinct	succincte	1	1
0.573	subscription	souscription	3	3
0.573	stricken	sinistrées	1	1
0.573	statutes	statuts	2	2
0.573	stability	stables	3	4
0.573	siemowit	siemovit	1	1
0.573	shia	chiite	2	2
0.573	safeguards	sauvegardes	3	3
0.573	rhetoric	rhétorique	1	1
0.573	resupply	repeuplement	1	1
0.573	reprimands	réprimandes	1	1
0.573	regenerator	régénérateur	1	1
0.573	readjustment	réajustement	1	1
0.573	quays	quais	1	1
0.573	predisposition	prédisposition	1	1
0.573	penance	pénitence	1	1
0.573	patriots	patriote	3	5
0.573	organically	organiquement	1	1
0.573	notaries	notaires	2	2
0.573	neutrons	neutron	1	1
0.573	mustard	moutarde	1	1
0.573	mauritian	mauricienne	1	2
0.573	mauritania	mauritanie	1	1
0.573	machetes	machette	2	2
0.573	lilac	lilas	1	1
0.573	liberated	libérée	3	3
0.573	kilometre	kilomètre	2	3
0.573	kidnapper	kidnappeurs	2	2
0.573	jurist	juriste	1	1
0.573	iraq	irak	1	1
0.573	interviews	interview	1	1
0.573	hormones	hormonaux	3	4
0.573	growling	grogne	1	3
0.573	gravures	gravure	1	1
0.573	frictions	friction	1	2
0.573	foetus	fœtus	1	3
0.573	fetus	foetus	2	4
0.573	federated	fédérés	1	1
0.573	facial	faciale	1	2
0.573	exponentially	exponentiellement	1	1
0.573	dysfunctional	dysfonctionnelle	1	4
0.573	deliverable	livrable	2	2
0.573	deactivation	désactivé	2	4
0.573	cranium	crâne	2	2
0.573	cotillion	cotillon	1	1
0.573	consisted	consistait	1	1
0.573	confectionery	confiseries	2	3
0.573	ceylon	ceylan	1	1
0.573	cci	cic	1	1
0.573	carnal	charnel	1	1
0.573	captivity	captives	5	5
0.573	bukharin	boukharine	1	1
0.573	bombard	bombarder	1	1
0.573	arterial	artérielle	1	1
0.573	aromatherapy	aromathérapie	1	1
0.573	arid	arides	2	2
0.573	antidepressant	antidépresseur	2	2
0.573	amir	émir	1	1
0.573	amin	amine	1	1
0.573	albino	albinos	1	1
0.573	acid	acide	2	2
0.572	you	vous	1	1
0.572	vivid	vives	3	3
0.572	variant	variante	1	3
0.572	turkmenistan	turkménistan	1	1
