a	b	hops	quality	subchain
fr:crasse	fr:fille	5	0.889	≈ fr:crasse en:dirt ≈ fr:dote ~ fr:dotés ≈ en:daughter = fr:fille
en:dirt	en:daughter	3	0.889	= en:dirt ≈ fr:dote fr:dotés ≈ en:daughter
en:dirt	fr:fille	4	0.889	= en:dirt ≈ fr:dote fr:dotés ≈ en:daughter = fr:fille
fr:dote	en:daughter	2	0.889	≈ fr:dote ~ fr:dotés ≈ en:daughter
fr:dote	fr:fille	3	0.889	≈ fr:dote ~ fr:dotés ≈ en:daughter fr:fille
fr:dotés	fr:fille	2	0.889	~ fr:dotés ≈ en:daughter = fr:fille
en:custody	fr:paix échine	2	0.889	en:custody ~ en:possession ≈ fr:paix échine
en:custody	fr:paix est	3	0.889	en:custody ~ en:possession ≈ fr:paix échine ~ fr:paix est
en:custody	en:possessed	4	0.889	en:custody ~ en:possession ≈ fr:paix échine ~ fr:paix est ≈ en:possessed
en:custody	fr:possédé	5	0.889	en:custody ~ en:possession ≈ fr:paix échine ~ fr:paix est ≈ en:possessed = fr:possédé
en:possession	fr:possédé	4	0.889	~ en:possession fr:paix échine ~ fr:paix est ≈ en:possessed = fr:possédé
fr:paix échine	fr:possédé	3	0.889	≈ fr:paix échine ~ fr:paix est en:possessed = fr:possédé
en:dare	fr:ciseaux	6	0.889	en:dare = fr:ose ≈ en:owes ~ en:debt ≈ fr:dettes ~ en:seas ≈ fr:ciseaux
fr:ose	fr:ciseaux	5	0.889	= fr:ose en:owes ~ en:debt ≈ fr:dettes ~ en:seas ≈ fr:ciseaux
en:owes	fr:ciseaux	4	0.889	≈ en:owes ~ en:debt fr:dettes ~ en:seas ≈ fr:ciseaux
en:debt	fr:ciseaux	3	0.889	~ en:debt ≈ fr:dettes ~ en:seas fr:ciseaux
fr:dettes	fr:ciseaux	2	0.889	≈ fr:dettes ~ en:seas ≈ fr:ciseaux
en:decorative	fr:décris	3	0.889	en:decorative ≈ fr:décret ive ~ en:decree ≈ fr:décris
en:decorative	fr:déc	4	0.889	en:decorative ≈ fr:décret ive ~ en:decree ≈ fr:décris ~ fr:déc
en:decorative	en:duck	5	0.889	en:decorative ≈ fr:décret ive ~ en:decree ≈ fr:décris ~ fr:déc ≈ en:duck
en:decorative	fr:duck	6	0.889	en:decorative ≈ fr:décret ive ~ en:decree ≈ fr:décris ~ fr:déc ≈ en:duck ~ fr:duck
fr:décret ive	fr:décris	2	0.889	≈ fr:décret ive en:decree ≈ fr:décris
fr:décret ive	fr:déc	3	0.889	≈ fr:décret ive en:decree ≈ fr:décris ~ fr:déc
fr:décret ive	en:duck	4	0.889	≈ fr:décret ive en:decree ≈ fr:décris ~ fr:déc ≈ en:duck
fr:décret ive	fr:duck	5	0.889	≈ fr:décret ive en:decree ≈ fr:décris ~ fr:déc ≈ en:duck ~ fr:duck
en:decree	fr:déc	2	0.889	~ en:decree ≈ fr:décris fr:déc
en:decree	en:duck	3	0.889	~ en:decree ≈ fr:décris fr:déc ≈ en:duck
en:decree	fr:duck	4	0.889	~ en:decree ≈ fr:décris fr:déc ≈ en:duck ~ fr:duck
fr:décris	en:duck	2	0.889	≈ fr:décris ~ fr:déc ≈ en:duck
fr:décris	fr:duck	3	0.889	≈ fr:décris ~ fr:déc ≈ en:duck fr:duck
fr:déc	fr:duck	2	0.889	~ fr:déc ≈ en:duck ~ fr:duck
fr:sont aide	fr:sortent	3	0.889	~ fr:sont aide ≈ en:sorted ~ en:sort fr:sortent
en:edit riyal	fr:aident êtes	2	0.889	en:edit riyal ~ en:edit ≈ fr:aident êtes
en:edit riyal	fr:sont aide	3	0.889	en:edit riyal ~ en:edit ≈ fr:aident êtes ~ fr:sont aide
en:edit riyal	en:sorted	4	0.889	en:edit riyal ~ en:edit ≈ fr:aident êtes ~ fr:sont aide ≈ en:sorted
en:edit riyal	en:sort	5	0.889	en:edit riyal ~ en:edit ≈ fr:aident êtes ~ fr:sont aide ≈ en:sorted ~ en:sort
en:edit riyal	fr:sortent	6	0.889	en:edit riyal ~ en:edit ≈ fr:aident êtes ~ fr:sont aide ≈ en:sorted ~ en:sort ≈ fr:sortent
en:edit	fr:sont aide	2	0.889	~ en:edit fr:aident êtes ~ fr:sont aide
en:edit	en:sorted	3	0.889	~ en:edit fr:aident êtes ~ fr:sont aide ≈ en:sorted
en:edit	en:sort	4	0.889	~ en:edit fr:aident êtes ~ fr:sont aide ≈ en:sorted ~ en:sort
en:edit	fr:sortent	5	0.889	~ en:edit fr:aident êtes ~ fr:sont aide ≈ en:sorted ~ en:sort ≈ fr:sortent
fr:aident êtes	en:sorted	2	0.889	≈ fr:aident êtes ~ fr:sont aide en:sorted
fr:aident êtes	en:sort	3	0.889	≈ fr:aident êtes ~ fr:sont aide en:sorted ~ en:sort
fr:aident êtes	fr:sortent	4	0.889	≈ fr:aident êtes ~ fr:sont aide en:sorted ~ en:sort ≈ fr:sortent
en:edit riyal	fr:sortes	6	0.889	en:edit riyal ~ en:edit ≈ fr:aident êtes ~ fr:sont aide ≈ en:sorted ~ en:sort ≈ fr:sortes
en:edit	fr:sortes	5	0.889	~ en:edit fr:aident êtes ~ fr:sont aide ≈ en:sorted ~ en:sort ≈ fr:sortes
fr:aident êtes	fr:sortes	4	0.889	≈ fr:aident êtes ~ fr:sont aide en:sorted ~ en:sort ≈ fr:sortes
fr:sont aide	fr:sortes	3	0.889	~ fr:sont aide ≈ en:sorted ~ en:sort fr:sortes
en:edit riyal	fr:sorte	6	0.889	en:edit riyal ~ en:edit ≈ fr:aident êtes ~ fr:sont aide ≈ en:sorted ~ en:sort ≈ fr:sorte
en:edit	fr:sorte	5	0.889	~ en:edit fr:aident êtes ~ fr:sont aide ≈ en:sorted ~ en:sort ≈ fr:sorte
fr:aident êtes	fr:sorte	4	0.889	≈ fr:aident êtes ~ fr:sont aide en:sorted ~ en:sort ≈ fr:sorte
en:fastest	fr:fats tes	2	0.889	en:fastest ≈ fr:fats test ~ fr:fats tes
en:fastest	en:faster	3	0.889	en:fastest ≈ fr:fats test ~ fr:fats tes ≈ en:faster
en:fastest	en:foster	5	0.889	en:fastest ≈ fr:fats test ~ fr:fats tes ≈ en:faster ~ fr:faste ≈ en:foster
en:fastest	fr:foster	6	0.889	en:fastest ≈ fr:fats test ~ fr:fats tes ≈ en:faster ~ fr:faste ≈ en:foster ~ fr:foster
fr:fats test	en:faster	2	0.889	≈ fr:fats test fr:fats tes ≈ en:faster
fr:fats test	en:foster	4	0.889	≈ fr:fats test fr:fats tes ≈ en:faster ~ fr:faste ≈ en:foster
fr:fats test	fr:foster	5	0.889	≈ fr:fats test fr:fats tes ≈ en:faster ~ fr:faste ≈ en:foster ~ fr:foster
fr:fats tes	en:foster	3	0.889	~ fr:fats tes ≈ en:faster fr:faste ≈ en:foster
fr:fats tes	fr:foster	4	0.889	~ fr:fats tes ≈ en:faster fr:faste ≈ en:foster ~ fr:foster
en:faster	en:foster	2	0.889	≈ en:faster ~ fr:faste ≈ en:foster
en:faster	fr:foster	3	0.889	≈ en:faster ~ fr:faste ≈ en:foster fr:foster
en:founders	fr:adrets aise	2	0.889	~ en:founders fr:fanent aise ~ fr:adrets aise
en:founders	en:addresses	3	0.889	~ en:founders fr:fanent aise ~ fr:adrets aise ≈ en:addresses
en:founders	en:address	4	0.889	~ en:founders fr:fanent aise ~ fr:adrets aise ≈ en:addresses ~ en:address
en:founders	fr:adresses	5	0.889	~ en:founders fr:fanent aise ~ fr:adrets aise ≈ en:addresses ~ en:address ≈ fr:adresses
fr:fanent aise	en:addresses	2	0.889	≈ fr:fanent aise ~ fr:adrets aise en:addresses
fr:fanent aise	en:address	3	0.889	≈ fr:fanent aise ~ fr:adrets aise en:addresses ~ en:address
fr:fanent aise	fr:adresses	4	0.889	≈ fr:fanent aise ~ fr:adrets aise en:addresses ~ en:address ≈ fr:adresses
en:founding	fr:fanent aise	2	0.889	en:founding ~ en:founders ≈ fr:fanent aise
en:founding	fr:adrets aise	3	0.889	en:founding ~ en:founders ≈ fr:fanent aise ~ fr:adrets aise
en:founding	en:addresses	4	0.889	en:founding ~ en:founders ≈ fr:fanent aise ~ fr:adrets aise ≈ en:addresses
en:founding	en:address	5	0.889	en:founding ~ en:founders ≈ fr:fanent aise ~ fr:adrets aise ≈ en:addresses ~ en:address
en:founding	fr:adresses	6	0.889	en:founding ~ en:founders ≈ fr:fanent aise ~ fr:adrets aise ≈ en:addresses ~ en:address ≈ fr:adresses
en:founding	fr:adresse	6	0.889	en:founding ~ en:founders ≈ fr:fanent aise ~ fr:adrets aise ≈ en:addresses ~ en:address ≈ fr:adresse
en:founders	fr:adresse	5	0.889	~ en:founders fr:fanent aise ~ fr:adrets aise ≈ en:addresses ~ en:address ≈ fr:adresse
fr:fanent aise	fr:adresse	4	0.889	≈ fr:fanent aise ~ fr:adrets aise en:addresses ~ en:address ≈ fr:adresse
en:freezing	fr:fol haines	3	0.889	en:freezing ~ en:frozen ≈ fr:frais haine ~ fr:fol haines
en:freezing	en:fallen	4	0.889	en:freezing ~ en:frozen ≈ fr:frais haine ~ fr:fol haines ≈ en:fallen
en:freezing	en:fell	5	0.889	en:freezing ~ en:frozen ≈ fr:frais haine ~ fr:fol haines ≈ en:fallen ~ en:fell
en:freezing	fr:faibles	6	0.889	en:freezing ~ en:frozen ≈ fr:frais haine ~ fr:fol haines ≈ en:fallen ~ en:fell ≈ fr:faibles
en:freezing	fr:faible	6	0.889	en:freezing ~ en:frozen ≈ fr:frais haine ~ fr:fol haines ≈ en:fallen ~ en:fell ≈ fr:faible
en:lets	fr:houlette	2	0.889	≈ en:lets ~ en:let ≈ fr:houlette
en:greeted	fr:district	6	0.889	en:greeted ≈ fr:crient aide ~ fr:dis traquent aide ≈ en:distracted ~ en:distract ≈ fr:districts ~ fr:district
fr:crient aide	fr:district	5	0.889	≈ fr:crient aide fr:dis traquent aide ≈ en:distracted ~ en:distract ≈ fr:districts ~ fr:district
en:grinding	fr:grades	3	0.889	en:grinding ~ en:grind ≈ fr:grade ~ fr:grades
en:grind	fr:grades	2	0.889	~ en:grind fr:grade ~ fr:grades
fr:laisses	en:let	3	0.889	≈ fr:laisses fr:laissent ≈ en:lets ~ en:let
fr:laisses	fr:houlette	4	0.889	≈ fr:laisses fr:laissent ≈ en:lets ~ en:let ≈ fr:houlette
fr:laisses	fr:légalité	5	0.889	≈ fr:laisses fr:laissent ≈ en:lets ~ en:let ≈ fr:houlette ~ fr:légalité
en:lets	fr:légalité	3	0.889	≈ en:lets ~ en:let ≈ fr:houlette fr:légalité
en:less	en:lets	3	0.889	en:less ≈ fr:laisses ~ fr:laissent ≈ en:lets
en:less	en:let	4	0.889	en:less ≈ fr:laisses ~ fr:laissent ≈ en:lets ~ en:let
en:less	fr:houlette	5	0.889	en:less ≈ fr:laisses ~ fr:laissent ≈ en:lets ~ en:let ≈ fr:houlette
en:less	fr:légalité	6	0.889	en:less ≈ fr:laisses ~ fr:laissent ≈ en:lets ~ en:let ≈ fr:houlette ~ fr:légalité
fr:laisses	en:lets	2	0.889	≈ fr:laisses fr:laissent ≈ en:lets
fr:laissent	en:let	2	0.889	~ fr:laissent ≈ en:lets en:let
fr:laissent	fr:houlette	3	0.889	~ fr:laissent ≈ en:lets en:let ≈ fr:houlette
fr:laissent	fr:légalité	4	0.889	~ fr:laissent ≈ en:lets en:let ≈ fr:houlette ~ fr:légalité
en:lesser	fr:laissent	2	0.889	en:lesser ≈ fr:laisses ~ fr:laissent
en:lesser	en:lets	3	0.889	en:lesser ≈ fr:laisses ~ fr:laissent ≈ en:lets
en:lesser	en:let	4	0.889	en:lesser ≈ fr:laisses ~ fr:laissent ≈ en:lets ~ en:let
en:lesser	fr:houlette	5	0.889	en:lesser ≈ fr:laisses ~ fr:laissent ≈ en:lets ~ en:let ≈ fr:houlette
en:lesser	fr:légalité	6	0.889	en:lesser ≈ fr:laisses ~ fr:laissent ≈ en:lets ~ en:let ≈ fr:houlette ~ fr:légalité
en:might	fr:baigne bis	4	0.889	en:might ~ en:maybe ≈ fr:baby ~ en:baby ≈ fr:baigne bis
en:might	fr:bachar	5	0.889	en:might ~ en:maybe ≈ fr:baby ~ en:baby ≈ fr:baigne bis ~ fr:bachar
en:maybe	fr:baigne bis	3	0.889	~ en:maybe fr:baby ~ en:baby ≈ fr:baigne bis
en:maybe	fr:bachar	4	0.889	~ en:maybe fr:baby ~ en:baby ≈ fr:baigne bis ~ fr:bachar
fr:baby	fr:baigne bis	2	0.889	≈ fr:baby ~ en:baby fr:baigne bis
fr:baby	fr:bachar	3	0.889	≈ fr:baby ~ en:baby fr:baigne bis ~ fr:bachar
en:baby	fr:bachar	2	0.889	~ en:baby ≈ fr:baigne bis ~ fr:bachar
en:mounted	fr:mènent aide	2	0.889	en:mounted ≈ fr:mat aide ~ fr:mènent aide
en:mounted	en:melted	3	0.889	en:mounted ≈ fr:mat aide ~ fr:mènent aide ≈ en:melted
en:mounted	en:melt	4	0.889	en:mounted ≈ fr:mat aide ~ fr:mènent aide ≈ en:melted ~ en:melt
en:mounted	fr:mettent	5	0.889	en:mounted ≈ fr:mat aide ~ fr:mènent aide ≈ en:melted ~ en:melt ≈ fr:mettent
fr:mat aide	en:melted	2	0.889	≈ fr:mat aide fr:mènent aide ≈ en:melted
fr:mat aide	en:melt	3	0.889	≈ fr:mat aide fr:mènent aide ≈ en:melted ~ en:melt
fr:mat aide	fr:mettent	4	0.889	≈ fr:mat aide fr:mènent aide ≈ en:melted ~ en:melt ≈ fr:mettent
en:net	en:nest	3	0.889	en:net ≈ fr:nets ~ fr:nettes ≈ en:nest
en:net	fr:nids	4	0.889	en:net ≈ fr:nets ~ fr:nettes ≈ en:nest = fr:nids
en:net	en:near	5	0.889	en:net ≈ fr:nets ~ fr:nettes ≈ en:nest = fr:nids ≈ en:near
en:net	fr:proche	6	0.889	en:net ≈ fr:nets ~ fr:nettes ≈ en:nest = fr:nids ≈ en:near = fr:proche
fr:nets	en:nest	2	0.889	≈ fr:nets fr:nettes ≈ en:nest
fr:nets	fr:nids	3	0.889	≈ fr:nets fr:nettes ≈ en:nest = fr:nids
fr:nets	en:near	4	0.889	≈ fr:nets fr:nettes ≈ en:nest = fr:nids ≈ en:near
fr:nets	fr:proche	5	0.889	≈ fr:nets fr:nettes ≈ en:nest = fr:nids ≈ en:near = fr:proche
fr:nettes	fr:nids	2	0.889	~ fr:nettes ≈ en:nest fr:nids
fr:nettes	en:near	3	0.889	~ fr:nettes ≈ en:nest fr:nids ≈ en:near
fr:nettes	fr:proche	4	0.889	~ fr:nettes ≈ en:nest fr:nids ≈ en:near = fr:proche
en:net	fr:près	6	0.889	en:net ≈ fr:nets ~ fr:nettes ≈ en:nest = fr:nids ≈ en:near = fr:près
fr:nets	fr:près	5	0.889	≈ fr:nets fr:nettes ≈ en:nest = fr:nids ≈ en:near = fr:près
fr:nettes	fr:près	4	0.889	~ fr:nettes ≈ en:nest fr:nids ≈ en:near = fr:près
en:nippy	fr:spots aide	4	0.889	en:nippy ≈ fr:dépit = en:spite ≈ fr:spots ~ fr:spots aide
en:nippy	en:sponsored	5	0.889	en:nippy ≈ fr:dépit = en:spite ≈ fr:spots ~ fr:spots aide ≈ en:sponsored
en:nippy	fr:sponsorisé	6	0.889	en:nippy ≈ fr:dépit = en:spite ≈ fr:spots ~ fr:spots aide ≈ en:sponsored ~ fr:sponsorisé
en:port	en:pale	4	0.889	~ en:port fr:pote = en:pal ≈ fr:pâle = en:pale
en:port	fr:pl	5	0.889	~ en:port fr:pote = en:pal ≈ fr:pâle = en:pale ≈ fr:pl
fr:pote	en:pale	3	0.889	≈ fr:pote = en:pal fr:pâle = en:pale
fr:pote	fr:pl	4	0.889	≈ fr:pote = en:pal fr:pâle = en:pale ≈ fr:pl
en:pal	en:pale	2	0.889	= en:pal ≈ fr:pâle = en:pale
en:pal	fr:pl	3	0.889	= en:pal ≈ fr:pâle = en:pale fr:pl
en:ports	en:pal	3	0.889	en:ports ~ en:port ≈ fr:pote = en:pal
en:ports	fr:pâle	4	0.889	en:ports ~ en:port ≈ fr:pote = en:pal ≈ fr:pâle
en:ports	en:pale	5	0.889	en:ports ~ en:port ≈ fr:pote = en:pal ≈ fr:pâle = en:pale
en:ports	fr:pl	6	0.889	en:ports ~ en:port ≈ fr:pote = en:pal ≈ fr:pâle = en:pale ≈ fr:pl
en:quip	en:kept	4	0.889	en:quip ≈ fr:clip ~ fr:clips ≈ en:keep ~ en:kept
en:quip	fr:quête	5	0.889	en:quip ≈ fr:clip ~ fr:clips ≈ en:keep ~ en:kept ≈ fr:quête
en:quip	fr:qué	6	0.889	en:quip ≈ fr:clip ~ fr:clips ≈ en:keep ~ en:kept ≈ fr:quête ~ fr:qué
fr:clip	en:kept	3	0.889	≈ fr:clip fr:clips ≈ en:keep ~ en:kept
fr:clip	fr:quête	4	0.889	≈ fr:clip fr:clips ≈ en:keep ~ en:kept ≈ fr:quête
fr:clip	fr:qué	5	0.889	≈ fr:clip fr:clips ≈ en:keep ~ en:kept ≈ fr:quête ~ fr:qué
en:quip	en:leapt	4	0.889	en:quip ≈ fr:clip ~ fr:clips ≈ en:leap ~ en:leapt
en:quip	fr:loft	5	0.889	en:quip ≈ fr:clip ~ fr:clips ≈ en:leap ~ en:leapt ≈ fr:loft
en:quip	fr:plafonds	6	0.889	en:quip ≈ fr:clip ~ fr:clips ≈ en:leap ~ en:leapt ≈ fr:loft ~ fr:plafonds
fr:clip	en:leapt	3	0.889	≈ fr:clip fr:clips ≈ en:leap ~ en:leapt
fr:clip	fr:loft	4	0.889	≈ fr:clip fr:clips ≈ en:leap ~ en:leapt ≈ fr:loft
fr:clip	fr:plafonds	5	0.889	≈ fr:clip fr:clips ≈ en:leap ~ en:leapt ≈ fr:loft ~ fr:plafonds
en:quip	fr:plafond	6	0.889	en:quip ≈ fr:clip ~ fr:clips ≈ en:leap ~ en:leapt ≈ fr:loft ~ fr:plafond
fr:clip	fr:plafond	5	0.889	≈ fr:clip fr:clips ≈ en:leap ~ en:leapt ≈ fr:loft ~ fr:plafond
en:reason	fr:oie	2	0.889	en:reason ~ en:why ≈ fr:oie
en:reason	fr:oise	3	0.889	en:reason ~ en:why ≈ fr:oie ~ fr:oise
en:why	fr:oise	2	0.889	~ en:why fr:oie ~ fr:oise
en:remainder	fr:presses	5	0.889	en:remainder ~ fr:restent ≈ en:pressed ~ en:pressing ≈ fr:pressing ~ fr:presses
fr:restent	fr:presses	4	0.889	~ fr:restent en:pressed ~ en:pressing ≈ fr:pressing ~ fr:presses
en:rat	fr:main taux	2	0.889	~ en:rat ≈ fr:rate fr:main taux
en:rat	en:mentor	3	0.889	~ en:rat ≈ fr:rate fr:main taux ≈ en:mentor
en:rat	fr:mentor	4	0.889	~ en:rat ≈ fr:rate fr:main taux ≈ en:mentor ~ fr:mentor
en:rotten	fr:main taux	4	0.889	en:rotten ≈ fr:rat haine ~ en:rat ≈ fr:rate ~ fr:main taux
fr:rat haine	fr:main taux	3	0.889	≈ fr:rat haine en:rat ≈ fr:rate ~ fr:main taux
en:rotten	en:mentor	5	0.889	en:rotten ≈ fr:rat haine ~ en:rat ≈ fr:rate ~ fr:main taux ≈ en:mentor
en:rotten	fr:mentor	6	0.889	en:rotten ≈ fr:rat haine ~ en:rat ≈ fr:rate ~ fr:main taux ≈ en:mentor ~ fr:mentor
fr:rat haine	en:mentor	4	0.889	≈ fr:rat haine en:rat ≈ fr:rate ~ fr:main taux ≈ en:mentor
fr:rat haine	fr:mentor	5	0.889	≈ fr:rat haine en:rat ≈ fr:rate ~ fr:main taux ≈ en:mentor ~ fr:mentor
en:shave	fr:hausse	3	0.889	en:shave = fr:rase ≈ en:rise ~ fr:hausse
fr:rase	fr:hausse	2	0.889	= fr:rase en:rise ~ fr:hausse
en:soil	fr:thaïlande	5	0.889	en:soil = fr:sols ≈ en:small ~ en:tiny ≈ fr:thaï nient ~ fr:thaïlande
fr:sols	fr:thaïlande	4	0.889	= fr:sols en:small ~ en:tiny ≈ fr:thaï nient ~ fr:thaïlande
en:suffers	fr:plafonds	6	0.889	en:suffers ≈ fr:saut aise ~ en:leaped ≈ fr:lift ~ en:lift ≈ fr:loft ~ fr:plafonds
fr:saut aise	fr:plafonds	5	0.889	≈ fr:saut aise en:leaped ≈ fr:lift ~ en:lift ≈ fr:loft ~ fr:plafonds
en:territory	fr:terreau cerises	2	0.889	en:territory ~ en:territories ≈ fr:terreau cerises
en:website	en:seat	3	0.889	en:website ~ fr:site ≈ en:seats ~ en:seat
en:website	en:seats	2	0.889	en:website ~ fr:site ≈ en:seats
en:website	fr:cite	4	0.889	en:website ~ fr:site ≈ en:seats ~ en:seat ≈ fr:cite
en:website	en:quote	5	0.889	en:website ~ fr:site ≈ en:seats ~ en:seat ≈ fr:cite = en:quote
en:website	fr:couette	6	0.889	en:website ~ fr:site ≈ en:seats ~ en:seat ≈ fr:cite = en:quote ≈ fr:couette
fr:site	en:quote	4	0.889	~ fr:site en:seats ~ en:seat ≈ fr:cite = en:quote
fr:site	fr:couette	5	0.889	~ fr:site en:seats ~ en:seat ≈ fr:cite = en:quote ≈ fr:couette
en:seats	en:quote	3	0.889	≈ en:seats ~ en:seat fr:cite = en:quote
en:seats	fr:couette	4	0.889	≈ en:seats ~ en:seat fr:cite = en:quote ≈ fr:couette
en:seat	en:quote	2	0.889	~ en:seat ≈ fr:cite = en:quote
en:seat	fr:couette	3	0.889	~ en:seat ≈ fr:cite = en:quote fr:couette
fr:cite	fr:couette	2	0.889	≈ fr:cite = en:quote ≈ fr:couette
en:asset	en:rooting	5	0.888	en:asset ~ en:properties ≈ fr:frappait aise ~ fr:ruent aise ≈ en:rooters ~ en:rooting
en:asset	fr:routine	6	0.888	en:asset ~ en:properties ≈ fr:frappait aise ~ fr:ruent aise ≈ en:rooters ~ en:rooting ≈ fr:routine
fr:mènent aide	fr:métisse	4	0.888	~ fr:mènent aide ≈ en:melted en:melt ≈ fr:mettent ~ fr:métisse
en:melted	fr:métisse	3	0.888	≈ en:melted ~ en:melt ≈ fr:mettent fr:métisse
en:melt	fr:métisse	2	0.888	~ en:melt ≈ fr:mettent ~ fr:métisse
en:clinic	en:cleaning	2	0.888	en:clinic ~ fr:cliniques ≈ en:cleaning
en:clinic	fr:nettoyage	3	0.888	en:clinic ~ fr:cliniques ≈ en:cleaning ~ fr:nettoyage
fr:cliniques	fr:nettoyage	2	0.888	~ fr:cliniques en:cleaning ~ fr:nettoyage
en:coil	fr:collent	5	0.888	en:coil ≈ fr:cols ~ fr:colle ≈ en:call ~ en:calls ≈ fr:collent
en:coil	fr:colle	2	0.888	en:coil ≈ fr:cols ~ fr:colle
en:coil	fr:collet	6	0.888	en:coil ≈ fr:cols ~ fr:colle ≈ en:call ~ en:calls ≈ fr:collent ~ fr:collet
fr:cols	en:call	2	0.888	≈ fr:cols fr:colle ≈ en:call
fr:cols	en:calls	3	0.888	≈ fr:cols fr:colle ≈ en:call ~ en:calls
fr:cols	fr:collent	4	0.888	≈ fr:cols fr:colle ≈ en:call ~ en:calls ≈ fr:collent
fr:cols	fr:collet	5	0.888	≈ fr:cols fr:colle ≈ en:call ~ en:calls ≈ fr:collent ~ fr:collet
fr:colle	fr:collent	3	0.888	~ fr:colle ≈ en:call en:calls ≈ fr:collent
fr:colle	fr:collet	4	0.888	~ fr:colle ≈ en:call en:calls ≈ fr:collent ~ fr:collet
en:call	fr:collet	3	0.888	≈ en:call ~ en:calls ≈ fr:collent fr:collet
en:calls	fr:collet	2	0.888	~ en:calls ≈ fr:collent ~ fr:collet
en:col	en:calls	3	0.888	en:col ~ fr:cols ≈ en:call ~ en:calls
en:col	fr:colle	4	0.888	en:col ~ fr:cols ≈ en:call ~ en:calls ≈ fr:colle
en:col	en:glue	5	0.888	en:col ~ fr:cols ≈ en:call ~ en:calls ≈ fr:colle = en:glue
en:col	fr:clous	6	0.888	en:col ~ fr:cols ≈ en:call ~ en:calls ≈ fr:colle = en:glue ≈ fr:clous
fr:cols	fr:colle	3	0.888	~ fr:cols en:call ~ en:calls ≈ fr:colle
fr:cols	en:glue	4	0.888	~ fr:cols en:call ~ en:calls ≈ fr:colle = en:glue
fr:cols	fr:clous	5	0.888	~ fr:cols en:call ~ en:calls ≈ fr:colle = en:glue ≈ fr:clous
en:call	fr:colle	2	0.888	≈ en:call ~ en:calls fr:colle
en:call	en:glue	3	0.888	≈ en:call ~ en:calls fr:colle = en:glue
en:call	fr:clous	4	0.888	≈ en:call ~ en:calls fr:colle = en:glue ≈ fr:clous
en:calls	en:glue	2	0.888	~ en:calls ≈ fr:colle = en:glue
en:calls	fr:clous	3	0.888	~ en:calls ≈ fr:colle = en:glue fr:clous
en:committing	en:committed	2	0.888	en:committing ≈ fr:commit in ~ en:committed
en:committing	fr:commit aide	3	0.888	en:committing ≈ fr:commit in ~ en:committed ≈ fr:commit aide
en:committing	fr:évoquent aide	4	0.888	en:committing ≈ fr:commit in ~ en:committed ≈ fr:commit aide ~ fr:évoquent aide
en:committing	en:affected	5	0.888	en:committing ≈ fr:commit in ~ en:committed ≈ fr:commit aide ~ fr:évoquent aide ≈ en:affected
en:committing	fr:affectée	6	0.888	en:committing ≈ fr:commit in ~ en:committed ≈ fr:commit aide ~ fr:évoquent aide ≈ en:affected = fr:affectée
fr:commit in	fr:commit aide	2	0.888	≈ fr:commit in en:committed ≈ fr:commit aide
fr:commit in	fr:évoquent aide	3	0.888	≈ fr:commit in en:committed ≈ fr:commit aide ~ fr:évoquent aide
fr:commit in	en:affected	4	0.888	≈ fr:commit in en:committed ≈ fr:commit aide ~ fr:évoquent aide ≈ en:affected
fr:commit in	fr:affectée	5	0.888	≈ fr:commit in en:committed ≈ fr:commit aide ~ fr:évoquent aide ≈ en:affected = fr:affectée
en:committing	fr:affectés	6	0.888	en:committing ≈ fr:commit in ~ en:committed ≈ fr:commit aide ~ fr:évoquent aide ≈ en:affected = fr:affectés
fr:commit in	fr:affectés	5	0.888	≈ fr:commit in en:committed ≈ fr:commit aide ~ fr:évoquent aide ≈ en:affected = fr:affectés
en:committing	fr:touchés	6	0.888	en:committing ≈ fr:commit in ~ en:committed ≈ fr:commit aide ~ fr:évoquent aide ≈ en:affected = fr:touchés
fr:commit in	fr:touchés	5	0.888	≈ fr:commit in en:committed ≈ fr:commit aide ~ fr:évoquent aide ≈ en:affected = fr:touchés
en:conductor	en:deed arse	4	0.888	en:conductor ≈ fr:con dictée ~ fr:disent ≈ en:deeds ~ en:deed arse
en:conductor	fr:distances	5	0.888	en:conductor ≈ fr:con dictée ~ fr:disent ≈ en:deeds ~ en:deed arse ≈ fr:distances
en:conductor	fr:distance	6	0.888	en:conductor ≈ fr:con dictée ~ fr:disent ≈ en:deeds ~ en:deed arse ≈ fr:distances ~ fr:distance
fr:con dictée	en:deed arse	3	0.888	≈ fr:con dictée fr:disent ≈ en:deeds ~ en:deed arse
fr:con dictée	fr:distances	4	0.888	≈ fr:con dictée fr:disent ≈ en:deeds ~ en:deed arse ≈ fr:distances
fr:con dictée	fr:distance	5	0.888	≈ fr:con dictée fr:disent ≈ en:deeds ~ en:deed arse ≈ fr:distances ~ fr:distance
fr:disent	en:deed arse	2	0.888	~ fr:disent ≈ en:deeds en:deed arse
fr:disent	fr:distances	3	0.888	~ fr:disent ≈ en:deeds en:deed arse ≈ fr:distances
fr:disent	fr:distance	4	0.888	~ fr:disent ≈ en:deeds en:deed arse ≈ fr:distances ~ fr:distance
en:deeds	fr:distances	2	0.888	≈ en:deeds ~ en:deed arse ≈ fr:distances
en:deeds	fr:distance	3	0.888	≈ en:deeds ~ en:deed arse ≈ fr:distances fr:distance
