en	fr	combo	tier	cognate	src_en	src_fr	src_tier	zipf_en	zipf_fr
bet	bernés	0.609	DUAL-A	0	betting	berne	A	4.79	2.17
bet	bernée	0.609	DUAL-A	0	betting	berne	A	4.79	1.62
blocked	blaguer	0.609	DUAL-A	0	blocked	blague	A	4.31	2.78
blocked	blagué	0.609	DUAL-A	0	blocked	blague	A	4.31	2.38
blocked	blaguez	0.609	DUAL-A	0	blocked	blague	A	4.31	2.05
blocks	blaguer	0.609	DUAL-A	0	blocked	blague	A	4.43	2.78
blocks	blagué	0.609	DUAL-A	0	blocked	blague	A	4.43	2.38
blocks	blaguez	0.609	DUAL-A	0	blocked	blague	A	4.43	2.05
bodies	baptisé	0.609	DUAL-A	0	bodies	baptise	A	4.69	3.88
bodies	baptisée	0.609	DUAL-A	0	bodies	baptise	A	4.69	3.64
bodies	baptisés	0.609	DUAL-A	0	bodies	baptise	A	4.69	3.14
bodies	baptiser	0.609	DUAL-A	0	bodies	baptise	A	4.69	3.11
bodies	baptisées	0.609	DUAL-A	0	bodies	baptise	A	4.69	2.55
booth	bouillir	0.609	DUAL-A	0	booth	bout	A	4.1	3.45
bunny	bannissant	0.609	DUAL-A	0	bunny	banni	A	3.88	2.22
censure	sec	0.609	DUAL-A	0	censure	sèches	A	2.94	4.44
censure	secs	0.609	DUAL-A	0	censure	sèches	A	2.94	3.76
chucking	tchèque	0.609	DUAL-A	0	chuck	tchèque	A	2.74	3.96
chucking	tchèques	0.609	DUAL-A	0	chuck	tchèque	A	2.74	3.25
cliff	classe	0.609	DUAL-A	0	cliffs	classe	A	4.1	5.14
cliff	classes	0.609	DUAL-A	0	cliffs	classe	A	4.1	4.61
clinics	clic	0.609	DUAL-A	0	clinic	clic	A	3.79	3.79
clinics	clics	0.609	DUAL-A	1	clinic	clic	A	3.79	3.46
crashed	crachant	0.609	DUAL-A	0	crash	crache	A	4.04	2.65
crashed	crachait	0.609	DUAL-A	0	crash	crache	A	4.04	2.55
crushed	crachant	0.609	DUAL-A	0	crush	crache	A	4.03	2.65
crushed	crachait	0.609	DUAL-A	0	crush	crache	A	4.03	2.55
cts	sidi	0.609	DUAL-A	0	ct	sidi	A	2.99	3.49
cured	cordons	0.609	DUAL-A	0	cured	corde	A	3.74	3.18
decreeing	décrivant	0.609	DUAL-A	0	decree	décrit	A	1.9	3.51
diets	data	0.609	DUAL-A	0	diet	date	A	3.66	4.02
diets	daté	0.609	DUAL-A	0	diet	date	A	3.66	3.71
diets	datée	0.609	DUAL-A	0	diet	date	A	3.66	3.66
fences	fessait	0.609	DUAL-A	0	fence	fesse	A	3.6	2.19
fords	fauté	0.609	DUAL-A	0	ford	fautes	A	2.74	2.45
fords	fauter	0.609	DUAL-A	0	ford	fautes	A	2.74	1.74
glassed	glaçons	0.609	DUAL-A	0	glass	glace	A	2.23	3.27
gloving	glaive	0.609	DUAL-A	0	glove	glaive	A	1.62	3.02
gloving	glaives	0.609	DUAL-A	0	glove	glaive	A	1.62	2.45
keeps	équipé	0.609	DUAL-A	0	keep	équipe	A	4.67	3.99
keeps	équipés	0.609	DUAL-A	0	keep	équipe	A	4.67	3.87
keeps	équipée	0.609	DUAL-A	0	keep	équipe	A	4.67	3.79
keeps	équiper	0.609	DUAL-A	0	keep	équipe	A	4.67	3.55
keeps	équipées	0.609	DUAL-A	0	keep	équipe	A	4.67	3.49
parent	permettra	0.609	DUAL-A	0	parenting	permit	A	4.57	4.38
payroll	parole	0.609	DUAL-A	1	payroll	paroles	A	3.76	4.92
plant	planant	0.609	DUAL-A	1	planted	plane	A	4.89	2.68
posting	potes	0.609	DUAL-A	0	post	potes	A	4.39	4.35
pounding	panne	0.609	DUAL-A	0	pound	panne	A	3.57	4.17
pounding	pannes	0.609	DUAL-A	0	pound	panne	A	3.57	3.37
prizes	pris	0.609	DUAL-A	1	prize	prends	A	4.01	5.44
produced	prusse	0.609	DUAL-A	0	produce	prusse	A	4.87	3.81
rifle	rafler	0.609	DUAL-A	0	rifle	rafle	A	4.18	2.81
rifle	raflé	0.609	DUAL-A	0	rifle	rafle	A	4.18	2.62
rifle	raflés	0.609	DUAL-A	0	rifle	rafle	A	4.18	1.81
sacrifices	surface	0.609	DUAL-A	0	sacrifice	surface	A	3.72	4.81
sacrifices	surfaces	0.609	DUAL-A	0	sacrifice	surface	A	3.72	4.08
semesters	sommet	0.609	DUAL-A	0	semester	sommet	A	3.0	4.65
semesters	sommets	0.609	DUAL-A	0	semester	sommet	A	3.0	3.87
soaked	sautait	0.609	DUAL-A	0	soaked	saute	A	3.66	2.79
soaks	sautait	0.609	DUAL-A	0	soaked	saute	A	2.58	2.79
spend	sprint	0.609	DUAL-A	0	spent	sprint	A	4.97	3.74
spend	sprints	0.609	DUAL-A	0	spent	sprint	A	4.97	2.68
storied	store	0.609	DUAL-A	1	story	store	A	2.99	3.82
tasks	taxant	0.609	DUAL-A	0	tasks	taxe	A	4.23	2.52
tran	tracé	0.609	DUAL-A	0	trans	traces	A	3.09	4.04
tran	tracer	0.609	DUAL-A	0	trans	traces	A	3.09	3.67
tran	tracés	0.609	DUAL-A	0	trans	traces	A	3.09	3.22
tran	tracée	0.609	DUAL-A	0	trans	traces	A	3.09	3.22
tran	tracées	0.609	DUAL-A	0	trans	traces	A	3.09	2.81
trucks	traquant	0.609	DUAL-A	0	truck	traque	A	4.2	2.32
trucked	traquant	0.609	DUAL-A	0	truck	traque	A	2.37	2.32
trumps	trappe	0.609	DUAL-A	0	trump	trappe	A	3.47	3.52
trumps	trappes	0.609	DUAL-A	0	trump	trappe	A	3.47	3.2
trumped	trappe	0.609	DUAL-A	0	trump	trappe	A	2.81	3.52
trumped	trappes	0.609	DUAL-A	0	trump	trappe	A	2.81	3.2
trustee	traces	0.609	DUAL-A	0	trustee	tracé	A	3.68	4.46
trustee	trace	0.609	DUAL-A	0	trustee	tracé	A	3.68	4.37
wrists	restant	0.609	DUAL-A	0	wrist	reste	A	3.4	4.26
briefest	bref	0.608	DUAL-A	0	brief	bref	DUAL-S	2.34	4.89
briefest	brefs	0.608	DUAL-A	1	brief	bref	DUAL-S	2.34	3.38
ferrying	ferry	0.608	DUAL-A	1	ferry	ferries	DUAL-S	2.54	3.74
regretting	regrettera	0.608	DUAL-A	0	regret	regrette	DUAL-S	3.05	3.0
metered	méthodes	0.608	DUAL-A	0	metered	méthode	S	2.63	4.54
praetor	prêté	0.608	DUAL-A	0	praetor	prêter	S	2.32	4.06
praetor	prêtés	0.608	DUAL-A	0	praetor	prêter	S	2.32	3.02
pretor	prêter	0.608	DUAL-A	0	pretor	prêtons	S	1.07	4.08
pretor	prêté	0.608	DUAL-A	0	pretor	prêtons	S	1.07	4.06
pretor	prêtés	0.608	DUAL-A	0	pretor	prêtons	S	1.07	3.02
scooping	scoop	0.608	DUAL-A	1	scoop	scoops	S	2.82	3.49
treater	traiter	0.608	DUAL-A	1	treater	traité	S	1.68	4.55
treater	traités	0.608	DUAL-A	0	treater	traité	S	1.68	4.28
treater	traitée	0.608	DUAL-A	0	treater	traité	S	1.68	3.83
dialed	daller	0.608	DUAL-A	0	dial	dalle	STRICT-GOLD	3.01	2.32
dialed	dallé	0.608	DUAL-A	0	dial	dalle	STRICT-GOLD	3.01	1.97
dialed	dallée	0.608	DUAL-A	0	dial	dalle	STRICT-GOLD	3.01	1.83
granting	grand	0.608	DUAL-A	0	granted	grande	STRICT-GOLD	3.68	5.79
granting	grands	0.608	DUAL-A	0	granted	grande	STRICT-GOLD	3.68	5.23
organize	organisé	0.608	DUAL-A	1	organize	organise	STRICT-GOLD	3.98	4.58
organize	organisée	0.608	DUAL-A	1	organize	organise	STRICT-GOLD	3.98	4.37
organize	organisées	0.608	DUAL-A	1	organize	organise	STRICT-GOLD	3.98	3.98
organize	organisés	0.608	DUAL-A	0	organize	organise	STRICT-GOLD	3.98	3.98
parceled	parcelle	0.608	DUAL-A	1	parcel	parcelle	STRICT-GOLD	1.84	3.6
parceled	parcelles	0.608	DUAL-A	1	parcel	parcelle	STRICT-GOLD	1.84	3.58
realized	relâché	0.608	DUAL-A	0	realize	relâche	STRICT-GOLD	4.59	3.42
realized	relâcher	0.608	DUAL-A	0	realize	relâche	STRICT-GOLD	4.59	3.42
realized	relâchés	0.608	DUAL-A	0	realize	relâche	STRICT-GOLD	4.59	3.03
realized	relâchée	0.608	DUAL-A	0	realize	relâche	STRICT-GOLD	4.59	2.89
realized	relâchées	0.608	DUAL-A	0	realize	relâche	STRICT-GOLD	4.59	2.44
realizing	relâche	0.608	DUAL-A	0	realize	relâche	STRICT-GOLD	3.97	3.76
realizing	relâchent	0.608	DUAL-A	0	realize	relâche	STRICT-GOLD	3.97	2.6
transmits	transmettant	0.608	DUAL-A	0	transmitted	transmettent	STRICT-GOLD	3.02	2.86
coded	causé	0.608	DUAL-A	0	codes	cause	LOOP5	3.58	4.17
coded	causer	0.608	DUAL-A	0	codes	cause	LOOP5	3.58	4.03
coded	causés	0.608	DUAL-A	0	codes	cause	LOOP5	3.58	3.74
coded	causée	0.608	DUAL-A	0	codes	cause	LOOP5	3.58	3.64
greenest	graines	0.608	DUAL-A	0	green	graines	LOOP2	2.43	4.06
greenest	graine	0.608	DUAL-A	0	green	graines	LOOP2	2.43	3.69
dreaming	rimait	0.608	DUAL-A	0	dream	rime	GOLD	3.94	2.15
emceeing	aime	0.608	DUAL-A	0	emcee	aimer	GOLD	1.58	5.52
emceeing	aimes	0.608	DUAL-A	0	emcee	aimer	GOLD	1.58	4.63
emceeing	aiment	0.608	DUAL-A	0	emcee	aimer	GOLD	1.58	4.57
exhibits	existant	0.608	DUAL-A	0	exhibit	existent	GOLD	3.82	4.02
flatter	flattant	0.608	DUAL-A	0	flat	flatte	GOLD	3.27	2.14
getting	guettait	0.608	DUAL-A	0	get	guette	GOLD	5.57	2.34
gritting	grise	0.608	DUAL-A	0	grit	gris	GOLD	2.24	3.94
gritting	grises	0.608	DUAL-A	0	grit	gris	GOLD	2.24	3.36
linking	links	0.608	DUAL-A	0	linked	links	GOLD	3.96	2.72
los	las	0.608	DUAL-A	0	los	lasse	GOLD	4.78	4.22
memoirs	mémoire	0.608	DUAL-A	0	memoir	mémoire	GOLD	3.58	4.89
playes	plaider	0.608	DUAL-A	0	played	plaide	GOLD	1.59	3.56
playes	plaidé	0.608	DUAL-A	0	played	plaide	GOLD	1.59	3.24
remits	rhinite	0.608	DUAL-A	0	remit	rhinite	GOLD	1.67	2.27
remits	rhinites	0.608	DUAL-A	0	remit	rhinite	GOLD	1.67	1.79
speeding	speed	0.608	DUAL-A	1	sped	speed	GOLD	3.68	3.78
stances	stade	0.608	DUAL-A	0	stance	stade	GOLD	3.0	4.85
stances	stades	0.608	DUAL-A	1	stance	stade	GOLD	3.0	3.85
stored	stock	0.608	DUAL-A	0	store	stock	GOLD	4.18	4.16
stored	stocks	0.608	DUAL-A	0	store	stock	GOLD	4.18	3.87
targets	targuait	0.608	DUAL-A	0	target	targue	GOLD	4.29	1.85
bone	bon	0.608	DUAL-A	1	bone	bonne	A	4.47	5.93
bone	bons	0.608	DUAL-A	1	bone	bonne	A	4.47	4.95
bros	bronzé	0.608	DUAL-A	0	bros	bronze	A	4.08	3.05
bros	bronzés	0.608	DUAL-A	0	bros	bronze	A	4.08	2.79
bros	bronzée	0.608	DUAL-A	0	bros	bronze	A	4.08	2.66
bros	bronzées	0.608	DUAL-A	0	bros	bronze	A	4.08	2.16
careered	criant	0.608	DUAL-A	0	career	cries	A	1.54	3.73
careered	criait	0.608	DUAL-A	0	career	cries	A	1.54	3.37
careering	crise	0.608	DUAL-A	0	careers	crise	A	1.81	4.88
careering	crises	0.608	DUAL-A	0	careers	crise	A	1.81	4.08
citing	sarde	0.608	DUAL-A	0	cited	sarde	A	3.94	2.78
coursed	causant	0.608	DUAL-A	0	courses	cause	A	2.25	3.48
cultured	catch	0.608	DUAL-A	0	culture	catch	A	3.3	3.45
decreeing	criait	0.608	DUAL-A	0	decree	cries	A	1.9	3.37
freebie	frémir	0.608	DUAL-A	0	freebie	frémit	A	2.86	2.94
freebies	frémit	0.608	DUAL-A	0	freebie	frémit	A	2.95	2.43
freebies	frémis	0.608	DUAL-A	0	freebie	frémit	A	2.95	2.25
freebies	frémi	0.608	DUAL-A	0	freebie	frémit	A	2.95	1.85
garden	garder	0.608	DUAL-A	1	garden	garde	A	4.77	4.88
garden	gardé	0.608	DUAL-A	0	garden	garde	A	4.77	4.21
garden	gardez	0.608	DUAL-A	1	garden	garde	A	4.77	3.82
gowns	gagner	0.608	DUAL-A	0	gown	gagne	A	3.25	5.0
gowns	gagné	0.608	DUAL-A	0	gown	gagne	A	3.25	4.81
gowns	gagnez	0.608	DUAL-A	0	gown	gagne	A	3.25	3.6
leaves	ligue	0.608	DUAL-A	0	leaving	ligue	A	4.79	4.86
leaves	ligues	0.608	DUAL-A	0	leaving	ligue	A	4.79	3.48
leaves	liguent	0.608	DUAL-A	0	leaving	ligue	A	4.79	1.99
mouths	massé	0.608	DUAL-A	0	mouth	masse	A	3.72	3.26
mouths	masser	0.608	DUAL-A	0	mouth	masse	A	3.72	3.22
mouths	massés	0.608	DUAL-A	0	mouth	masse	A	3.72	2.43
mouths	massée	0.608	DUAL-A	0	mouth	masse	A	3.72	2.34
planed	plaise	0.608	DUAL-A	0	planes	plaise	A	2.43	3.65
planed	plaisent	0.608	DUAL-A	0	planes	plaise	A	2.43	3.58
planets	plate	0.608	DUAL-A	0	planet	plate	A	4.05	4.31
planets	plates	0.608	DUAL-A	1	planet	plate	A	4.05	3.8
planting	plan	0.608	DUAL-A	0	planted	plane	A	3.81	5.32
planting	plans	0.608	DUAL-A	0	planted	plane	A	3.81	4.64
port	petite	0.608	DUAL-A	0	ported	petite	A	4.73	5.46
port	petites	0.608	DUAL-A	0	ported	petite	A	4.73	4.95
prisoners	prenne	0.608	DUAL-A	0	prisoner	prenne	A	4.37	4.23
prisoners	prend	0.608	DUAL-A	0	prisoner	prenne	A	4.37	5.29
prisoners	prends	0.608	DUAL-A	0	prisoner	prenne	A	4.37	4.88
processing	proteste	0.608	DUAL-A	0	processed	proteste	A	4.46	3.28
processing	protestent	0.608	DUAL-A	0	processed	proteste	A	4.46	3.08
processing	protestaient	0.608	DUAL-A	0	processed	proteste	A	4.46	2.35
pronounce	prend	0.608	DUAL-A	0	pronounce	prenant	A	3.66	5.29
pronounce	prends	0.608	DUAL-A	0	pronounce	prenant	A	3.66	4.88
proposing	reposant	0.608	DUAL-A	0	propose	reposent	A	3.69	3.67
red	restera	0.608	DUAL-A	0	reddest	reste	A	5.32	4.41
redder	restera	0.608	DUAL-A	0	reddest	reste	A	2.44	4.41
rides	radine	0.608	DUAL-A	0	riding	radine	A	4.06	2.27
skinning	ski	0.608	DUAL-A	0	skin	ski	A	2.55	4.42
skinning	skis	0.608	DUAL-A	0	skin	ski	A	2.55	3.37
soldiers	solde	0.608	DUAL-A	1	soldier	solde	A	4.7	4.08
soldiers	soldes	0.608	DUAL-A	1	soldier	solde	A	4.7	3.85
sweats	souhaiter	0.608	DUAL-A	0	sweat	souhaites	A	3.1	4.0
sweats	souhaité	0.608	DUAL-A	0	sweat	souhaites	A	3.1	3.99
sweats	souhaitez	0.608	DUAL-A	0	sweat	souhaites	A	3.1	3.96
trafficked	traque	0.608	DUAL-A	0	traffic	traque	A	3.07	3.51
trafficked	traquent	0.608	DUAL-A	0	traffic	traque	A	3.07	2.59
traffics	traque	0.608	DUAL-A	0	traffic	traque	A	2.01	3.51
traffics	traquent	0.608	DUAL-A	0	traffic	traque	A	2.01	2.59
peri	périra	0.607	DUAL-A	0	peri	péri	DUAL-S	2.99	2.41
peri	périront	0.607	DUAL-A	0	peri	péri	DUAL-S	2.99	2.28
plants	planter	0.607	DUAL-A	1	plant	plante	DUAL-S	4.71	3.9
plants	planté	0.607	DUAL-A	1	plant	plante	DUAL-S	4.71	3.85
plants	plantés	0.607	DUAL-A	1	plant	plante	DUAL-S	4.71	3.41
plants	plantée	0.607	DUAL-A	1	plant	plante	DUAL-S	4.71	3.3
plants	plantées	0.607	DUAL-A	1	plant	plante	DUAL-S	4.71	3.01
an	haines	0.607	DUAL-A	0	an	haine	S	6.53	3.2
awes	ode	0.607	DUAL-A	0	awed	ode	S	1.68	3.34
cellists	céleste	0.607	DUAL-A	0	cellist	céleste	S	1.75	3.85
cellists	célestes	0.607	DUAL-A	0	cellist	céleste	S	1.75	3.28
clammed	clamant	0.607	DUAL-A	0	clam	clame	S	1.68	2.55
clammed	clamait	0.607	DUAL-A	0	clam	clame	S	1.68	2.3
clammed	clamaient	0.607	DUAL-A	0	clam	clame	S	1.68	1.64
perry	périra	0.607	DUAL-A	0	perry	péri	S	4.22	2.41
perry	périront	0.607	DUAL-A	0	perry	péri	S	4.22	2.28
prawns	prônant	0.607	DUAL-A	0	prawn	prône	S	2.96	3.11
prawns	prônait	0.607	DUAL-A	0	prawn	prône	S	2.96	2.7
presses	précis	0.607	DUAL-A	0	presses	précise	S	3.52	4.54
press	précise	0.607	DUAL-A	0	presses	précise	S	5.16	4.63
press	précises	0.607	DUAL-A	0	presses	précise	S	5.16	3.98
privies	prive	0.607	DUAL-A	1	privy	privé	S	1.72	3.64
quins	couinant	0.607	DUAL-A	0	quin	couine	S	1.96	1.64
ass	s	0.607	DUAL-A	0	ass	as	STRICT-GOLD	5.0	6.53
bot	bat	0.607	DUAL-A	0	bot	battent	STRICT-GOLD	3.82	4.44
branch	branché	0.607	DUAL-A	1	branch	branches	STRICT-GOLD	4.58	3.67
branch	brancher	0.607	DUAL-A	1	branch	branches	STRICT-GOLD	4.58	3.49
branch	branchés	0.607	DUAL-A	1	branch	branches	STRICT-GOLD	4.58	3.2
branch	branchée	0.607	DUAL-A	1	branch	branches	STRICT-GOLD	4.58	3.15
branch	branchez	0.607	DUAL-A	1	branch	branches	STRICT-GOLD	4.58	2.81
broads	broda	0.607	DUAL-A	0	broad	brode	STRICT-GOLD	2.74	1.67
deeded	dirait	0.607	DUAL-A	0	deeds	disent	STRICT-GOLD	2.35	4.89
dialing	dalle	0.607	DUAL-A	0	dial	dalle	STRICT-GOLD	3.06	3.98
dialing	dalles	0.607	DUAL-A	0	dial	dalle	STRICT-GOLD	3.06	3.37
knew	nos	0.607	DUAL-A	0	know	nos	STRICT-GOLD	5.2	5.73
lot	las	0.607	DUAL-A	0	lots	lasse	STRICT-GOLD	5.61	4.22
mades	méthode	0.607	DUAL-A	0	made	méthodes	STRICT-GOLD	1.67	4.72
photographed	photographes	0.607	DUAL-A	1	photograph	photographes	STRICT-GOLD	3.72	3.67
photographed	photographe	0.607	DUAL-A	1	photograph	photographes	STRICT-GOLD	3.72	4.25
piecing	épices	0.607	DUAL-A	0	piece	épices	STRICT-GOLD	2.67	3.66
piecing	épice	0.607	DUAL-A	0	piece	épices	STRICT-GOLD	2.67	3.05
pleasures	plus	0.607	DUAL-A	0	pleasure	plais	STRICT-GOLD	3.54	6.68
policies	précisant	0.607	DUAL-A	0	policies	précises	STRICT-GOLD	4.71	3.68
preceded	présidera	0.607	DUAL-A	0	precede	préside	STRICT-GOLD	3.68	2.64
realizes	relâché	0.607	DUAL-A	0	realize	relâche	STRICT-GOLD	3.75	3.42
realizes	relâcher	0.607	DUAL-A	0	realize	relâche	STRICT-GOLD	3.75	3.42
realizes	relâchés	0.607	DUAL-A	0	realize	relâche	STRICT-GOLD	3.75	3.03
realizes	relâchée	0.607	DUAL-A	0	realize	relâche	STRICT-GOLD	3.75	2.89
realizes	relâchées	0.607	DUAL-A	0	realize	relâche	STRICT-GOLD	3.75	2.44
sheeting	schiste	0.607	DUAL-A	0	sheet	schiste	STRICT-GOLD	2.73	3.53
sheeting	schistes	0.607	DUAL-A	0	sheet	schiste	STRICT-GOLD	2.73	2.99
vetting	vestes	0.607	DUAL-A	0	vet	vestes	STRICT-GOLD	3.11	3.36
vetting	veste	0.607	DUAL-A	0	vet	vestes	STRICT-GOLD	3.11	4.22
coding	cause	0.607	DUAL-A	0	codes	cause	LOOP5	3.81	5.4
coding	causes	0.607	DUAL-A	0	codes	cause	LOOP5	3.81	4.39
crying	crée	0.607	DUAL-A	0	cry	crée	LOOP2	4.56	4.56
crying	créent	0.607	DUAL-A	0	cry	crée	LOOP2	4.56	3.95
became	baume	0.607	DUAL-A	0	become	baume	GOLD	5.15	3.54
became	baumes	0.607	DUAL-A	0	become	baume	GOLD	5.15	2.42
blame	blâmé	0.607	DUAL-A	0	blamed	blâme	GOLD	4.63	2.87
blame	blâmez	0.607	DUAL-A	0	blamed	blâme	GOLD	4.63	2.16
boards	bordant	0.607	DUAL-A	0	board	borde	GOLD	4.31	2.91
bursts	buste	0.607	DUAL-A	0	burst	buste	GOLD	3.5	3.61
bursts	bustes	0.607	DUAL-A	1	burst	buste	GOLD	3.5	2.9
captained	capte	0.607	DUAL-A	0	captain	capte	GOLD	2.93	3.52
captained	captent	0.607	DUAL-A	0	captain	capte	GOLD	2.93	2.86
courses	corsa	0.607	DUAL-A	0	course	corse	GOLD	4.46	2.62
crashed	crise	0.607	DUAL-A	0	crashes	crise	GOLD	4.04	4.88
crashed	crises	0.607	DUAL-A	0	crashes	crise	GOLD	4.04	4.08
dragged	draguait	0.607	DUAL-A	0	drag	drague	GOLD	4.0	2.16
drugged	draguait	0.607	DUAL-A	0	drug	drague	GOLD	3.24	2.16
forces	forçant	0.607	DUAL-A	0	force	forces	GOLD	4.98	3.45
fur	font	0.607	DUAL-A	0	fur	fait	GOLD	4.03	5.47
knew	no	0.607	DUAL-A	0	know	no	GOLD	5.2	4.76
laboratories	librairie	0.607	DUAL-A	0	laboratory	librairie	GOLD	3.72	4.14
laboratories	librairies	0.607	DUAL-A	0	laboratory	librairie	GOLD	3.72	3.45
lining	lad	0.607	DUAL-A	0	line	lad	GOLD	3.88	2.85
lining	lads	0.607	DUAL-A	0	line	lad	GOLD	3.88	1.9
melting	met	0.607	DUAL-A	0	melt	mette	GOLD	3.8	5.12
melting	mets	0.607	DUAL-A	0	melt	mette	GOLD	3.8	4.76
melts	merde	0.607	DUAL-A	0	melted	merde	GOLD	3.41	5.23
melts	merdes	0.607	DUAL-A	0	melted	merde	GOLD	3.41	3.75
melts	merdent	0.607	DUAL-A	0	melted	merde	GOLD	3.41	1.67
methods	mise	0.607	DUAL-A	0	method	mette	GOLD	4.68	5.32
mutes	miettes	0.607	DUAL-A	0	mute	miettes	GOLD	2.45	3.53
mutes	miette	0.607	DUAL-A	0	mute	miettes	GOLD	2.45	3.01
parley	parlant	0.607	DUAL-A	0	parley	parler	GOLD	2.61	4.45
patched	putsch	0.607	DUAL-A	0	patch	putsch	GOLD	3.19	3.26
pecked	peignes	0.607	DUAL-A	0	pecking	peigne	GOLD	2.34	2.58
pecked	peignent	0.607	DUAL-A	0	pecking	peigne	GOLD	2.34	2.56
pet	peignant	0.607	DUAL-A	0	pet	peinte	GOLD	4.45	2.73
place	placé	0.607	DUAL-A	1	place	places	GOLD	5.71	4.59
place	placer	0.607	DUAL-A	1	place	places	GOLD	5.71	4.37
place	placée	0.607	DUAL-A	1	place	places	GOLD	5.71	4.19
place	placés	0.607	DUAL-A	0	place	places	GOLD	5.71	4.16
place	placées	0.607	DUAL-A	1	place	places	GOLD	5.71	3.8
plain	plaisant	0.607	DUAL-A	1	plains	plaise	GOLD	4.43	3.66
romances	roman	0.607	DUAL-A	1	romance	romane	GOLD	3.15	4.71
romances	romans	0.607	DUAL-A	1	romance	romane	GOLD	3.15	4.21
trees	traité	0.607	DUAL-A	0	treed	traite	GOLD	4.69	4.72
trees	traiter	0.607	DUAL-A	0	treed	traite	GOLD	4.69	4.55
trees	traités	0.607	DUAL-A	0	treed	traite	GOLD	4.69	4.28
beaming	bis	0.607	DUAL-A	0	beams	bises	A	3.03	3.93
biasing	basse	0.607	DUAL-A	0	bias	basse	A	2.26	4.58
biasing	basses	0.607	DUAL-A	0	bias	basse	A	2.26	4.01
blocking	blague	0.607	DUAL-A	0	blocked	blague	A	4.12	4.64
blocking	blagues	0.607	DUAL-A	0	blocked	blague	A	4.12	4.13
boarders	bordant	0.607	DUAL-A	0	boarder	borde	A	2.87	2.91
brace	brasser	0.607	DUAL-A	0	brace	brasse	A	3.72	3.0
brace	brassée	0.607	DUAL-A	0	brace	brasse	A	3.72	2.72
brace	brassé	0.607	DUAL-A	0	brace	brasse	A	3.72	2.57
brace	brassées	0.607	DUAL-A	0	brace	brasse	A	3.72	2.36
broke	braquer	0.607	DUAL-A	0	broke	braque	A	4.85	3.37
broke	braqué	0.607	DUAL-A	0	broke	braque	A	4.85	3.15
broke	braqués	0.607	DUAL-A	0	broke	braque	A	4.85	2.75
broke	braquée	0.607	DUAL-A	0	broke	braque	A	4.85	2.47
break	braquer	0.607	DUAL-A	0	broke	braque	A	5.18	3.37
break	braqué	0.607	DUAL-A	0	broke	braque	A	5.18	3.15
break	braqués	0.607	DUAL-A	0	broke	braque	A	5.18	2.75
break	braquée	0.607	DUAL-A	0	broke	braque	A	5.18	2.47
ccs	sise	0.607	DUAL-A	0	cc	sis	A	3.01	3.08
ccs	sises	0.607	DUAL-A	0	cc	sis	A	3.01	2.08
chickened	tchèque	0.607	DUAL-A	0	chicken	tchèque	A	2.26	3.96
chickened	tchèques	0.607	DUAL-A	0	chicken	tchèque	A	2.26	3.25
classed	close	0.607	DUAL-A	0	classes	close	A	3.31	3.72
dna	dîne	0.607	DUAL-A	0	dna	dîner	A	4.49	2.79
dna	dînent	0.607	DUAL-A	0	dna	dîner	A	4.49	2.2
dwarf	dorment	0.607	DUAL-A	0	dwarf	dors	A	3.75	3.63
extinct	excité	0.607	DUAL-A	0	extinct	excite	A	3.66	3.77
extinct	exciter	0.607	DUAL-A	0	extinct	excite	A	3.66	3.37
extinct	excitée	0.607	DUAL-A	0	extinct	excite	A	3.66	3.34
extinct	excités	0.607	DUAL-A	0	extinct	excite	A	3.66	3.29
fa	fate	0.607	DUAL-A	0	fa	fat	A	4.2	2.83
firing	phase	0.607	DUAL-A	0	fires	phase	A	4.27	4.67
firing	phases	0.607	DUAL-A	0	fires	phase	A	4.27	4.04
flying	flot	0.607	DUAL-A	0	flown	flot	A	4.71	3.7
flying	flots	0.607	DUAL-A	0	flown	flot	A	4.71	3.48
foresees	force	0.607	DUAL-A	0	foresaw	force	A	2.39	5.22
foresees	forces	0.607	DUAL-A	0	foresaw	force	A	2.39	4.96
freestyle	cristaux	0.607	DUAL-A	0	freestyle	cristal	A	3.8	3.76
frogging	frac	0.607	DUAL-A	0	frog	frac	A	1.72	2.91
grave	grevé	0.607	DUAL-A	0	grave	grèves	A	4.31	2.35
grave	grever	0.607	DUAL-A	0	grave	grèves	A	4.31	2.21
grave	grevés	0.607	DUAL-A	0	grave	grèves	A	4.31	1.9
grave	grevée	0.607	DUAL-A	0	grave	grèves	A	4.31	1.77
graver	grevé	0.607	DUAL-A	0	grave	grèves	A	2.27	2.35
graver	grever	0.607	DUAL-A	1	grave	grèves	A	2.27	2.21
graver	grevés	0.607	DUAL-A	0	grave	grèves	A	2.27	1.9
graver	grevée	0.607	DUAL-A	0	grave	grèves	A	2.27	1.77
guiding	gaz	0.607	DUAL-A	0	guide	gaz	A	3.71	4.82
keeping	équipe	0.607	DUAL-A	0	keep	équipe	A	4.84	5.48
keeping	équipes	0.607	DUAL-A	0	keep	équipe	A	4.84	4.81
leaking	lisse	0.607	DUAL-A	0	leaks	lisse	A	3.7	3.82
leaking	lisses	0.607	DUAL-A	0	leaks	lisse	A	3.7	3.47
leaking	lys	0.607	DUAL-A	0	leaks	lys	A	3.7	3.56
minoring	man	0.607	DUAL-A	0	minor	man	A	1.73	4.45
minoring	manne	0.607	DUAL-A	0	minor	manne	A	1.73	3.23
