en_phrase	fr_phrase	combo	coverage	fluency
species of	décisive	0.607	0.88	0.288
days of	des as	0.600	0.83	0.768
live in	les unes	0.577	1.00	0.798
years and	leurs âne	0.468	0.86	0.368
remember that	rien plate	0.510	1.00	0.438
not make	d mec	0.490	0.86	0.627
that even	d éden	0.462	1.00	0.767
but perhaps	but pacs	0.530	0.88	0.465
is just	s geste	0.588	1.00	0.593
nothing in	d un n	0.459	1.00	0.837
his being	mais bine	0.451	0.86	0.274
form of	former	0.727	0.83	0.505
who can	automne	0.454	0.80	0.420
they might	démarches	0.471	0.86	0.330
me no	main a	0.543	0.80	0.711
love with	les villes	0.501	1.00	0.767
that any	d uni	0.556	1.00	0.560
where you	verra	0.490	0.80	0.438
come and	commande	0.622	0.83	0.438
the affair	d air	0.578	0.83	0.655
them by	son bah	0.494	0.83	0.525
now when	navire	0.564	0.83	0.403
and twenty	n soin du	0.490	1.00	0.710
is by	aux bah	0.486	0.80	0.431
was just	as geste	0.557	0.88	0.617
would do	vous nous	0.499	1.00	0.817
his sisters	s astres	0.461	0.88	0.471
ten thousand	son temps n	0.459	0.80	0.710
against him	gain stem	0.579	0.78	0.333
bennet had	bain et n	0.560	0.88	0.686
deal of	silence	0.476	1.00	0.603
had any	et uni	0.576	0.83	0.574
replied elizabeth	plat les oppose	0.507	0.85	0.406
like this	lacs as	0.640	0.86	0.558
and sometimes	n savent âme	0.465	0.82	0.461
leave the	les de	0.561	1.00	0.773
and took	n donc	0.586	1.00	0.536
felt the	fort de	0.546	1.00	0.649
by such	bas est	0.532	0.86	0.471
with pleasure	les plage	0.530	1.00	0.557
made him	pays aimes	0.493	0.86	0.450
well that	elles as	0.498	0.83	0.604
that so	d saut	0.514	0.83	0.517
few of	suivent	0.497	0.80	0.405
the less	jeunesse	0.571	1.00	0.468
was never	les neuve	0.494	1.00	0.506
three or	dehors	0.567	0.80	0.516
does he	des a	0.531	0.80	0.819
tell us	silence	0.508	1.00	0.603
before it	maurice	0.482	0.83	0.392
my dearest	mais irrite	0.541	0.78	0.339
given to	gays on tout	0.662	1.00	0.549
and having	en living	0.473	0.88	0.598
whom she	un si	0.487	0.80	0.798
with any	les henni	0.640	1.00	0.298
say to	sont où	0.713	0.80	0.496
could she	tout j	0.478	1.00	0.817
he replied	surplace	0.613	0.88	0.009
to town	t n	0.573	0.83	0.603
passed the	pas de	0.581	0.83	0.880
night in	d une	0.466	0.83	0.937
therefore to	servirent a	0.529	1.00	0.546
his countenance	quais gagnent on s	0.459	0.85	0.487
is what	boîte	0.499	0.80	0.464
would make	vous manque	0.480	0.86	0.767
before we	est aurez	0.459	0.83	0.452
and good	n guide	0.496	1.00	0.540
you please	reprise	0.529	1.00	0.447
told her	tels que	0.481	0.86	0.568
fixed on	fixent or	0.709	1.00	0.454
only in	on tienne	0.497	0.86	0.574
could do	con tout	0.634	1.00	0.524
day or	dehors	0.743	0.80	0.516
could he	con et	0.540	0.80	0.609
to feel	t il	0.693	1.00	0.880
to work	avec	0.502	0.80	0.614
be married	numérique	0.455	1.00	0.453
his cousin	quelques n	0.464	1.00	0.557
opened the	open de	0.585	0.88	0.715
was most	les poste	0.538	0.88	0.604
happy to	était où	0.591	0.83	0.540
appears to	efforts tout	0.560	1.00	0.487
and gave	in gave	0.453	0.86	0.767
yet it	est il	0.500	0.80	0.848
did it	d if	0.504	1.00	0.942
was such	les taches	0.468	0.86	0.767
and looked	in look	0.539	0.86	0.782
which have	laid savent	0.501	0.86	0.461
will never	un ève	0.673	0.83	0.429
be too	but où	0.775	1.00	0.672
which will	et chouette	0.470	0.86	0.524
myself and	mas aident in	0.525	0.80	0.452
them on	domaine	0.500	1.00	0.528
use of	yeux s	0.465	1.00	0.767
was also	oies elles a	0.508	0.88	0.464
over to	aux tout	0.694	0.80	0.539
his long	échelonnent	0.505	0.83	0.016
forward to	fort tout	0.807	0.86	0.521
to help	teckel	0.543	0.83	0.000
what will	laid il	0.502	0.83	0.605
which led	est plaide	0.611	0.86	0.414
round his	rien dix	0.510	0.88	0.433
put on	tout homme	0.514	1.00	0.767
never had	des aides	0.494	0.83	0.516
round to	rendent tout	0.781	0.86	0.472
this that	d date	0.480	1.00	0.533
and these	en dise	0.603	0.83	0.767
had before	et est or	0.451	0.86	0.716
which at	et chatte	0.498	0.83	0.519
place of	plus if	0.564	0.86	0.693
all day	os et	0.493	0.80	0.566
yes sir	est ce	0.534	0.80	0.900
behind him	man comme	0.468	0.78	0.653
on all	on or	0.526	1.00	0.820
the south	ressasse	0.571	0.83	0.000
would give	laid gave	0.574	1.00	0.548
you ll	rebelles	0.520	0.83	0.342
our visitor	avez or	0.584	0.86	0.630
which to	ouest où	0.673	1.00	0.486
some sort	son short	0.711	1.00	0.602
corner of	con rêve	0.601	0.86	0.457
the blood	semblait	0.469	0.83	0.409
that night	d light	0.463	1.00	0.672
story of	studio	0.500	0.86	0.415
the stone	des faunes	0.483	0.86	0.767
in hand	on hard	0.494	0.83	0.624
that while	d huile	0.454	0.86	0.798
my god	madame	0.541	0.83	0.775
the ice	traces	0.479	0.80	0.437
his body	les bandits	0.530	1.00	0.598
the coronet	reconnaissent	0.630	0.78	0.288
miss hunter	mais est	0.477	0.86	0.798
mr rucastle	mais truquées il	0.577	1.00	0.414
whales and	réels hard	0.453	1.00	0.341
try works	triangle	0.504	0.88	0.233
in length	on let	0.459	0.83	0.798
of oil	aux elle	0.509	0.80	0.530
she blows	chinoise	0.619	0.86	0.380
his ivory	les abris	0.596	0.88	0.466
that now	d na	0.514	0.83	0.428
queequeg and	critiquable	0.462	0.90	0.024
chief mate	t miettes	0.505	0.88	0.373
pequod was	piquant as	0.483	0.78	0.526
the windlass	don lace	0.482	0.78	0.385
of lydia	aux lady	0.461	0.86	0.497
not like	d lac	0.570	0.86	0.572
visit to	vies et tout	0.652	1.00	0.652
not quite	d boîte	0.535	0.88	0.575
who in	fouine	0.488	1.00	0.133
her heart	offerte	0.550	0.83	0.290
nature and	nid freine	0.466	0.78	0.195
at work	avec	0.513	0.80	0.614
connection with	con excessive	0.508	0.91	0.396
if there	s air	0.580	1.00	0.767
way in	viennent	0.506	0.80	0.505
of lady	aux lady	0.592	0.86	0.497
inclined to	un clin tout	0.604	0.80	0.713
the kind	regardes	0.467	0.86	0.348
the result	serais out	0.511	1.00	0.481
for its	police	0.472	0.83	0.561
her being	cabine	0.493	0.83	0.302
no man	non n	0.603	0.83	0.521
given me	gays on mi	0.662	1.00	0.499
the river	serve	0.517	0.80	0.466
to read	bride	0.691	0.80	0.416
no answer	maurice	0.451	0.83	0.392
you be	rubis	0.633	1.00	0.270
so but	suppose	0.470	0.83	0.565
the girls	secondes	0.488	0.83	0.482
lady lucas	les illégal	0.571	0.90	0.498
since you	son tout	0.590	0.83	0.633
promised to	promis tout	0.663	0.89	0.488
not come	d came	0.494	1.00	0.676
the office	d s	0.460	0.83	0.771
am sorry	en série	0.592	1.00	0.608
sorry to	saurait et	0.489	1.00	0.767
and being	in bing	0.457	0.86	0.531
him she	un si	0.511	0.80	0.798
in good	on guide	0.519	1.00	0.650
wish you	rejoue	0.477	0.80	0.076
high and	gaillarde	0.462	1.00	0.060
very great	vérifié	0.506	0.78	0.288
you never	on ève	0.692	0.80	0.507
brother and	bras rendent	0.630	0.88	0.356
his family	aux faiblit	0.519	0.78	0.267
my word	malades	0.687	0.83	0.397
feeling of	filon if	0.638	1.00	0.443
were as	venise	0.492	1.00	0.476
but elizabeth	bat les baisse	0.465	0.90	0.405
be but	bitter	0.594	0.80	0.500
the person	jamais n	0.467	1.00	0.560
let him	laid home	0.681	0.83	0.508
of london	aux land n	0.483	1.00	0.516
it when	et n	0.609	0.80	0.855
not say	dit ces	0.484	0.83	0.798
my aunt	malades	0.531	0.83	0.397
so often	second n	0.508	1.00	0.616
they did	d inde	0.519	0.83	0.556
very often	verront n	0.644	0.88	0.434
can never	man ève	0.606	1.00	0.473
my brother	nombreuses	0.462	0.86	0.528
not hear	d or	0.471	0.83	0.855
not wish	notice	0.496	0.83	0.507
room for	on for	0.660	0.83	0.855
she must	limite	0.547	0.83	0.497
into an	un trône	0.483	1.00	0.767
he that	hésite	0.519	0.80	0.380
work of	épave	0.475	0.80	0.231
answer to	en tout	0.652	0.80	0.767
from mr	frein piste	0.679	1.00	0.334
with us	les as	0.504	1.00	0.767
going on	gorgone	0.619	0.86	0.170
of love	aux love	0.479	1.00	0.554
longed to	legs tout	0.660	1.00	0.508
hours of	arrive	0.592	0.80	0.459
you ever	arrive	0.454	1.00	0.459
waiting for	héron for	0.624	0.78	0.570
may say	merci	0.518	0.83	0.656
up my	émail	0.470	0.80	0.152
she then	chez n	0.696	1.00	0.547
of pleasure	aux plage	0.543	1.00	0.451
then in	on n	0.600	0.80	0.893
however was	arrêts vise	0.555	0.88	0.328
and almost	en don ouest	0.528	1.00	0.555
done and	don in	0.460	0.83	0.735
gave me	gars mi	0.641	0.83	0.479
on you	on nous	0.555	1.00	0.840
however and	arrêts rendent	0.473	0.78	0.328
but here	but or	0.574	0.83	0.820
there can	certaines	0.549	1.00	0.574
anxious to	en ces tout	0.564	1.00	0.741
his side	s out	0.481	0.86	0.761
window and	in arides	0.453	0.78	0.528
have known	des nonne	0.460	0.86	0.370
london and	land on n	0.512	0.89	0.840
not what	d hôte	0.473	0.83	0.767
than any	décennies	0.645	1.00	0.371
me now	mon a	0.607	0.80	0.764
for those	sors as	0.496	0.86	0.622
happiness and	afin et hard	0.464	0.90	0.551
allowed to	attendent où	0.633	0.86	0.422
endeavouring to	un des rhin tout	0.538	1.00	0.639
never have	les ève	0.561	0.83	0.433
when at	on êtes	0.498	0.80	0.635
that very	d série	0.547	1.00	0.632
of light	aux light	0.545	1.00	0.555
the marriage	son érige	0.466	0.88	0.365
to secure	t cœur	0.561	0.86	0.545
as my	aux ma	0.501	0.80	0.518
adventure of	et vain savent	0.480	0.80	0.540
these two	des tout	0.602	1.00	0.629
her aunt	quarante	0.515	0.83	0.371
do what	durée	0.480	0.80	0.507
picture of	piquent trouve	0.597	1.00	0.231
about this	abat six	0.557	0.88	0.392
men who	main un	0.504	0.80	0.798
you how	yoga	0.502	0.80	0.263
glimpse of	grain peuvent	0.533	0.88	0.272
before his	marquise	0.460	0.86	0.509
the afternoon	savent lune	0.458	0.88	0.418
and will	un tel	0.506	0.83	0.798
even if	in if	0.492	0.83	0.856
for which	sandwich	0.538	1.00	0.286
men in	mon n	0.737	1.00	0.601
mind that	man dette	0.689	0.88	0.586
made of	mes as	0.576	0.83	0.648
where is	erreur	0.486	0.80	0.507
purpose of	pompes as	0.475	0.86	0.564
me when	viennent	0.581	0.80	0.505
thing that	son date	0.485	1.00	0.509
rose and	roux halte	0.466	0.86	0.269
my journey	ment génie	0.649	0.88	0.253
the paper	pépites	0.458	0.83	0.183
beside the	pays je	0.463	0.86	0.767
my face	matrice	0.633	0.86	0.263
on earth	on s	0.455	1.00	0.767
about that	abat set	0.548	0.88	0.370
and left	in let	0.469	0.86	0.801
down from	don fraude	0.553	0.88	0.434
amid the	aimait le	0.496	1.00	0.767
of human	avion n	0.499	0.88	0.546
filled with	files ville	0.490	1.00	0.306
they say	lycéens	0.502	0.83	0.284
within me	les ennemis	0.631	1.00	0.767
whales in	réels une	0.553	1.00	0.463
the try	d ras	0.502	0.83	0.504
the shore	major	0.473	1.00	0.591
the fishermen	d n n	0.489	1.00	0.653
his tail	les tels	0.475	0.86	0.576
sea as	suisse	0.530	1.00	0.503
new bedford	nouveauté	0.496	0.86	0.325
thus far	les faire	0.475	1.00	0.798
do ye	durée	0.518	1.00	0.507
said stubb	saint stop	0.591	1.00	0.554
his hammock	islamique	0.467	0.88	0.376
the lakeman	téléphone	0.476	0.78	0.526
of ice	aux as	0.539	0.80	0.678
the coffin	second n	0.476	1.00	0.616
is much	aux matchs	0.568	1.00	0.462
because it	bébés êtes	0.572	1.00	0.360
perhaps the	femmes de	0.471	0.86	0.767
not of	native	0.637	1.00	0.379
necessary to	s rient où	0.690	0.88	0.455
of jane	as jeune	0.486	0.86	0.660
ever been	estime	0.460	1.00	0.449
off his	office	0.648	0.80	0.509
to express	express	0.675	0.78	0.437
when mr	on must	0.509	0.86	0.781
be called	vicomte	0.517	0.83	0.359
give way	gueux les	0.454	0.83	0.767
or more	on or	0.594	0.80	0.820
affection and	et excellence	0.461	0.90	0.523
and like	un lac	0.593	0.86	0.558
with whom	les hommes	0.481	0.83	0.887
pleasure to	plus tout	0.722	1.00	0.767
she spoke	chez banque	0.560	0.86	0.457
never to	des tout	0.563	1.00	0.629
not an	d une	0.456	1.00	0.937
perhaps you	pipes go	0.471	0.86	0.478
down on	don n	0.607	0.83	0.590
thing for	son for	0.669	1.00	0.830
best of	baissent as	0.741	1.00	0.507
be for	but or	0.705	1.00	0.820
mind was	man rose	0.623	0.88	0.678
knew not	non a	0.524	0.80	0.684
not tell	d tels	0.658	1.00	0.587
he left	pilote	0.538	0.83	0.426
door was	dérange	0.485	0.83	0.384
not all	d elle	0.480	1.00	0.830
to accept	turcs êtes	0.529	0.88	0.320
ten minutes	tain main s	0.586	0.89	0.458
to london	selon de	0.561	0.88	0.557
man the	main de	0.634	1.00	0.767
talked of	tombent as	0.485	1.00	0.580
to sit	t s	0.498	1.00	0.692
with so	ouais se	0.483	0.83	0.767
own and	on hard	0.514	0.83	0.624
off and	office	0.567	0.80	0.509
the village	devinette	0.466	0.88	0.074
so he	série	0.603	0.80	0.577
say the	ces a	0.623	0.80	0.742
and me	ils mis	0.585	1.00	0.767
ill of	élèves	0.551	1.00	0.495
sure of	preuve	0.475	0.80	0.516
whom the	on ne	0.475	0.80	0.918
thought the	dont je	0.496	1.00	0.830
put it	poste	0.620	0.80	0.543
him his	chemise	0.508	0.83	0.346
many hours	main rose	0.568	0.86	0.514
imagine that	met chaînes êtes	0.470	0.90	0.415
make me	marquis	0.527	0.83	0.516
light and	land hard	0.559	0.86	0.425
does it	des hautes	0.579	1.00	0.767
intention of	est un genève	0.547	0.90	0.707
allow me	élan et	0.452	0.83	0.510
nor did	nord s	0.660	1.00	0.503
you he	youpi	0.726	1.00	0.139
their eyes	terrasse	0.606	0.83	0.336
morning to	man un tout	0.614	1.00	0.677
seeing him	sien if	0.480	0.86	0.527
with many	les mini	0.540	1.00	0.548
than once	chinoise	0.476	0.86	0.380
of making	aux viking	0.503	0.88	0.313
if your	est or	0.509	0.80	0.717
bed and	but hard	0.544	1.00	0.624
she found	chient halte	0.557	0.86	0.111
pleasure in	plaies in	0.598	0.86	0.528
that can	d cane	0.509	1.00	0.551
by what	balade	0.610	0.83	0.321
am very	en série	0.573	1.00	0.608
to quit	secret	0.474	0.83	0.598
on in	on n	0.596	1.00	0.893
the sake	d hic	0.494	0.83	0.445
sake of	séquence	0.582	0.83	0.336
that might	d man	0.484	0.86	0.758
can do	con tout	0.622	1.00	0.524
but then	but gêne	0.655	1.00	0.586
the circumstance	d aucun stand	0.456	0.92	0.660
expected to	s box tout	0.532	1.00	0.755
your mother	normal	0.457	1.00	0.505
your uncle	iran quel	0.506	0.88	0.383
never seen	nées fine	0.685	1.00	0.370
him not	n êtes	0.458	0.83	0.817
not even	d hiver	0.462	1.00	0.591
to stay	tout et	0.586	0.83	0.798
to persuade	types laide	0.554	0.88	0.363
an idea	on adieu	0.481	0.86	0.674
this letter	les leurs	0.480	1.00	0.767
the means	remise	0.635	0.83	0.432
not seem	d cime	0.658	1.00	0.394
is well	aux elle	0.601	0.80	0.530
on each	on if	0.503	0.80	0.798
do in	duel	0.526	1.00	0.446
not take	d sec	0.470	0.86	0.548
her of	arrive	0.531	0.80	0.459
reached the	restent de	0.559	1.00	0.623
because the	bébés de	0.542	1.00	0.573
street and	trait hard	0.532	0.88	0.358
made to	mes tout	0.796	0.83	0.509
oh no	on ores	0.516	0.80	0.521
reason for	rien for	0.778	0.88	0.671
were so	vaisseau	0.551	0.80	0.495
hands of	in savent	0.457	0.86	0.680
left to	laid tout	0.751	0.83	0.537
if that	et cette	0.454	1.00	0.798
of yours	affreuse	0.477	0.83	0.233
them from	don femme	0.477	0.86	0.464
before us	et horace	0.538	1.00	0.546
and whose	en dise	0.531	0.83	0.767
nothing else	dauphin elle	0.487	0.88	0.408
the match	demandent	0.465	0.83	0.399
period of	pierrot as	0.459	0.89	0.493
quitted the	corps de	0.621	0.86	0.817
to set	tous êtes	0.786	1.00	0.472
have just	as geste	0.551	0.88	0.617
be made	limite	0.488	0.83	0.497
brought to	brut où	0.740	1.00	0.400
back again	bagatelle	0.463	1.00	0.233
it cannot	et quarante	0.474	1.00	0.542
to throw	t deux	0.469	0.83	0.578
you tell	est elle	0.680	0.80	0.817
through it	suite	0.502	0.80	0.379
day after	direct	0.518	1.00	0.446
passed in	pas donne	0.576	1.00	0.767
fear and	farine	0.486	0.83	0.307
try to	travaux	0.641	0.83	0.551
can only	canon le	0.521	0.88	0.767
or at	honnête	0.611	1.00	0.379
here are	erreur	0.513	0.80	0.507
anything of	on est neuve	0.525	0.88	0.658
that these	d vise	0.561	1.00	0.544
so little	solidaire	0.544	0.88	0.340
my fellow	mat aileron	0.611	0.88	0.078
the wedding	jouait n	0.480	0.86	0.445
there to	gèrent où	0.810	1.00	0.321
out that	as as	0.486	0.83	0.862
know where	navire	0.588	0.83	0.403
lost in	lord in	0.523	1.00	0.767
the park	remarque	0.559	1.00	0.430
which my	laid mailles	0.460	0.86	0.319
the steps	des têtes	0.468	0.86	0.767
was some	les femmes	0.483	1.00	0.848
down with	don ville	0.487	0.86	0.482
voice of	vous if	0.494	0.83	0.724
with these	les vise	0.529	1.00	0.533
of air	hiver	0.770	1.00	0.495
hand to	un tout	0.611	0.83	0.642
we went	ouverte	0.463	0.83	0.464
then said	son cède	0.681	1.00	0.465
last and	les femmes	0.465	0.86	0.848
that on	d une	0.474	1.00	0.937
of great	aux grotte	0.532	0.86	0.379
aspect of	et piquent as	0.483	1.00	0.556
turned out	son date	0.613	0.86	0.509
sitting room	terrain rome	0.497	1.00	0.524
the original	dirais sain elle	0.479	1.00	0.401
the woods	pelouse	0.476	0.83	0.298
you look	unique	0.475	0.80	0.512
you go	logo	0.479	0.80	0.416
he called	accorde	0.574	0.83	0.365
and went	n ouest	0.614	1.00	0.561
that what	d hôte	0.488	0.83	0.767
your majesty	hermès dit	0.517	0.80	0.402
over my	ores ma	0.555	0.83	0.364
towards me	dehors mi	0.606	0.78	0.454
found myself	fan pas elfes	0.675	0.83	0.332
out into	afin de	0.518	0.86	0.695
some few	son vous	0.585	0.83	0.672
the key	requis	0.726	1.00	0.321
the left	relève	0.566	0.83	0.413
man was	main as	0.516	0.83	0.660
him who	un coup	0.499	0.80	0.840
hosmer angel	aux brides gel	0.505	0.83	0.284
up into	afin tout	0.452	1.00	0.567
one which	on ouest	0.458	0.86	0.670
of god	aux guide	0.452	1.00	0.469
the american	américaine	0.481	0.80	0.505
the act	pacte	0.590	0.80	0.338
days and	des est	0.557	0.86	0.663
night the	tant de	0.482	0.83	0.876
the iron	vienne	0.464	0.80	0.438
of heaven	avez une	0.479	0.86	0.767
fast fish	set fiche	0.567	1.00	0.480
and death	n dette	0.583	1.00	0.511
boats and	but sarde	0.608	0.88	0.438
to windward	terrain tout	0.471	1.00	0.532
will ye	allié	0.498	0.80	0.323
spirit of	sport as	0.532	0.88	0.568
and stubb	in stop	0.454	1.00	0.709
cried starbuck	grand statique	0.516	0.83	0.356
boats were	but soin	0.650	0.86	0.597
right and	rat en est	0.530	0.86	0.631
sense and	set in	0.496	0.86	0.840
the book	debout	0.472	0.80	0.170
than one	son watts	0.462	1.00	0.421
with those	les choses	0.451	0.86	0.830
while she	litchi	0.551	0.83	0.000
in two	en tout	0.655	1.00	0.767
one was	on vases	0.517	0.83	0.597
the late	relate	0.571	0.83	0.476
the half	joseph	0.477	1.00	0.422
man is	main il	0.521	1.00	0.767
for mr	formule	0.683	0.86	0.445
difficult to	d collent tout	0.635	0.90	0.461
said of	saint as	0.514	1.00	0.740
even more	afin pour	0.482	1.00	0.578
young men	on mène	0.690	0.83	0.581
which his	laid chose	0.501	0.86	0.466
came down	crimes are	0.468	0.88	0.614
see me	soumis	0.755	1.00	0.420
you want	ouverte	0.473	0.83	0.464
for as	force	0.676	0.80	0.512
pretend to	prêt n tout	0.731	1.00	0.485
advantage of	et vain d chauve	0.476	1.00	0.530
their father	servant	0.498	0.83	0.606
is such	s h	0.499	0.83	0.610
have nothing	avenant n	0.482	0.88	0.373
for they	former	0.665	0.83	0.505
soon afterwards	son épouse	0.514	0.78	0.767
in law	un le	0.455	1.00	0.720
darcy had	dans équipe	0.451	0.88	0.623
to stand	t dan	0.487	0.86	0.451
and turning	in on n	0.468	0.88	0.828
am in	on n	0.500	1.00	0.893
she looked	pilote	0.519	0.83	0.426
equal to	égalent a	0.476	0.86	0.452
herself she	insert j	0.530	0.88	0.405
were very	les édit	0.474	1.00	0.477
for half	tarifs	0.496	0.83	0.378
spoke of	sportive	0.594	1.00	0.348
in meryton	n aurait n	0.460	1.00	0.731
said miss	saint baisse	0.604	1.00	0.519
what we	et oui	0.621	0.80	0.570
continued to	con deniers tout	0.671	1.00	0.399
her from	et rome	0.487	0.83	0.661
this to	dit tout	0.615	1.00	0.798
is impossible	son pas pale	0.466	0.90	0.622
that every	d ouvrit	0.608	1.00	0.428
one morning	in holding	0.470	0.89	0.695
an object	on abject	0.660	0.89	0.542
interest in	un très n	0.630	0.89	0.768
his friends	des freine	0.577	0.78	0.404
any more	un homère	0.507	1.00	0.767
is about	aux abattent	0.581	0.86	0.274
just now	jet na	0.486	0.88	0.201
as one	aux n	0.473	0.80	0.565
something to	son pain tout	0.611	1.00	0.692
the rain	lorraine	0.507	0.83	0.355
read the	dit de	0.586	1.00	0.767
pursuit of	tout if	0.494	0.83	0.684
by reason	bandits n	0.548	0.88	0.563
was almost	les n ouest	0.460	1.00	0.596
by them	pas homme	0.517	0.83	0.767
had in	et n	0.527	0.80	0.855
whole party	hostellerie	0.493	0.78	0.000
been very	bain verra	0.666	1.00	0.394
you it	couette	0.486	1.00	0.212
prevailed on	prêts ils n	0.586	0.90	0.666
words of	on savent	0.506	0.83	0.644
is too	aux tout	0.608	1.00	0.539
this moment	dit mon halte	0.461	0.90	0.595
any man	on hymen	0.736	1.00	0.448
had received	cadres if	0.491	0.88	0.567
much like	met plaque	0.606	0.88	0.442
and did	n dit	0.492	0.83	0.646
never been	nos peines	0.533	1.00	0.767
couple of	catalans	0.452	0.86	0.466
him before	aimait or	0.474	0.86	0.550
no less	notice	0.661	0.83	0.507
with every	les offrit	0.551	1.00	0.449
opened and	open in	0.526	0.78	0.830
herself to	et est où	0.514	0.88	0.617
himself he	on servi	0.535	0.78	0.555
no sign	nos arme	0.563	0.86	0.412
her on	baronne	0.655	1.00	0.388
took place	lectrice	0.450	0.88	0.089
had lost	et poste	0.615	0.86	0.628
dear sir	dit à	0.490	0.80	0.861
be my	bain a	0.535	0.80	0.677
myself with	mas aident vise	0.586	0.90	0.263
the society	des est henri	0.521	0.80	0.529
find out	femmes out	0.620	0.88	0.541
around him	rien dîme	0.580	0.88	0.265
very long	vérité	0.502	0.86	0.403
memory of	mon rives	0.615	0.86	0.402
been my	bain me	0.548	0.83	0.623
had it	et êtes	0.527	0.80	0.584
feelings and	physiques in	0.472	0.89	0.640
of wickham	aux item	0.451	0.86	0.318
take place	lectrice	0.454	0.78	0.089
for not	forte	0.717	0.83	0.516
on such	on patch	0.599	1.00	0.542
signs of	son savent	0.665	0.86	0.557
him again	on éden	0.531	0.86	0.492
collins and	calmes en est	0.467	1.00	0.617
for so	fort à	0.693	0.83	0.767
that day	d d	0.521	0.83	0.728
three of	drive	0.464	1.00	0.466
would take	vous sec	0.487	0.86	0.515
fail to	veulent où	0.695	0.83	0.494
the adventure	d verge	0.458	0.78	0.510
had now	et narre	0.496	0.83	0.369
during my	terrain ma	0.498	0.78	0.511
many months	mon immense	0.645	0.78	0.498
again the	rien de	0.471	1.00	0.848
the gentle	d gênent il	0.643	1.00	0.497
or whether	horloge	0.599	1.00	0.298
no wonder	novembre	0.554	0.86	0.233
ashamed of	échappent ève	0.497	0.88	0.175
the gloom	diplôme	0.452	1.00	0.397
us we	et oui	0.666	1.00	0.570
was for	lots for	0.668	1.00	0.817
would seem	vous aime	0.492	0.83	0.798
returning to	et n tout	0.519	0.88	0.751
his very	les verrez	0.530	1.00	0.767
where we	lundi	0.480	0.80	0.507
still in	staline	0.666	1.00	0.248
which could	laid code	0.469	0.86	0.382
up at	attente	0.511	1.00	0.426
out at	attente	0.645	0.80	0.426
of new	n où	0.597	1.00	0.562
calm and	candide	0.549	0.83	0.717
the people	capital	0.515	1.00	0.529
love of	les hommes	0.478	1.00	0.887
be with	billets	0.570	0.80	0.417
on me	on mi	0.722	1.00	0.645
hands in	in zone	0.501	0.86	0.711
are they	ares et	0.463	0.80	0.406
came back	con mec	0.549	0.86	0.495
eye of	arrive	0.616	1.00	0.459
was standing	ouest in in	0.501	1.00	0.766
ceased to	sept ou	0.675	0.83	0.767
the direction	d recteur	0.492	1.00	0.468
are now	n a	0.494	0.80	0.883
upon their	pan chair	0.589	0.86	0.399
by night	bien as	0.556	0.86	0.716
set down	set out	0.640	1.00	0.867
you then	vous n	0.546	1.00	0.898
his pocket	des pacte	0.479	0.88	0.485
be some	but home	0.599	1.00	0.692
they seemed	d hymne	0.504	0.86	0.487
the past	déteste	0.559	1.00	0.430
he stood	et cède	0.523	0.83	0.501
how did	candide	0.513	0.83	0.717
he held	nickel	0.477	0.83	0.275
away at	alerte	0.455	0.83	0.407
the presence	après s	0.566	0.78	0.767
for example	forêts en pale	0.562	0.91	0.606
until he	on délit	0.520	0.86	0.584
of fire	aux far	0.468	1.00	0.519
instant the	un stand de	0.562	1.00	0.641
centre of	set rêve	0.717	1.00	0.501
far more	former	0.563	0.83	0.505
his pipe	des pape	0.559	0.86	0.501
series of	séries as	0.632	1.00	0.639
what seemed	as hymne	0.570	0.86	0.554
day the	des a	0.623	0.80	0.819
to death	t elle	0.482	1.00	0.840
neville st	mais ils êtes	0.470	0.89	0.677
my beloved	matelas et	0.503	0.88	0.498
heads of	aides as	0.599	0.83	0.609
arrived at	ras rate	0.622	0.86	0.357
loose fish	tous fiche	0.666	1.00	0.471
of sperm	as pomme	0.571	1.00	0.592
cape horn	cloportes	0.517	0.88	0.000
still further	stellaire	0.534	0.86	0.137
sea but	suppose	0.492	1.00	0.565
lower jaw	laid je	0.606	0.83	0.580
ahab was	établir	0.466	0.88	0.426
and ahab	on dérive	0.469	0.88	0.563
dough boy	débris	0.472	0.83	0.233
greenland whale	grain let il	0.580	0.83	0.549
to love	relève	0.580	1.00	0.413
book and	baguette	0.452	0.83	0.270
go for	d or	0.534	0.83	0.855
here to	eurent où	0.725	0.80	0.358
made it	mes s	0.593	0.83	0.624
superior to	soupirait et	0.655	0.89	0.767
the days	d elle	0.459	0.83	0.830
jane to	viennent où	0.613	0.86	0.475
there but	servant	0.483	0.83	0.606
catherine de	patron de	0.543	1.00	0.659
of view	aux vous	0.470	0.80	0.579
the mouth	chômage	0.482	0.83	0.447
talking to	aucun tout	0.584	0.86	0.451
not give	d gave	0.464	1.00	0.667
which mr	et sieste	0.501	0.88	0.487
by far	but are	0.563	0.83	0.830
best and	baissent en est	0.673	1.00	0.597
the girl	secondes	0.488	1.00	0.482
regard to	gardent et	0.564	0.86	0.767
like it	label	0.556	0.83	0.473
to assure	toujours	0.594	0.83	0.523
the breakfast	devrait êtes	0.504	0.80	0.479
mrs long	mais aux longue	0.464	1.00	0.447
it mr	et piste	0.568	1.00	0.581
must know	mat nos	0.676	0.86	0.269
he comes	chicane	0.461	0.83	0.118
see no	sinon	0.743	0.80	0.551
