score	sound	cos	hops	seed	endpoint	chain
0.3312	0.908	0.635	6	eldest	ailes	en:eldest ≈ fr:elles est ~ fr:elles aise ≈ en:elders ~ en:elderly ≈ fr:aile relis ~ fr:ailes
0.3312	0.943	0.649	6	booed	balais	en:booed ≈ fr:boudes ~ fr:boumes ≈ en:boom = fr:boum ≈ en:broom = fr:balais
0.3310	0.854	0.612	3	remark	spectaculaire	en:remark = fr:remarque ≈ en:dramatic = fr:spectaculaire
0.3309	0.890	0.628	6	lording	lors	en:lording ~ en:lords ≈ fr:lord ~ en:lord ≈ fr:laure = en:laura ≈ fr:lors
0.3307	0.967	0.658	6	praetor	presses	en:praetor ≈ fr:prirent ~ en:prissy ≈ fr:précis ~ fr:précise ≈ en:presses ~ fr:presses
0.3306	0.922	0.641	6	peas	pistes	en:peas ~ en:pease ≈ fr:pisse ~ fr:pisses ≈ en:piece ~ en:pieced ≈ fr:pistes
0.3305	0.920	0.641	6	explorer	exploré	en:explorer ~ fr:explorent ≈ en:explore ~ fr:explore ≈ en:explored ~ en:exploring ≈ fr:exploré
0.3305	0.774	0.573	6	vol	promise	en:vol ~ fr:vol ≈ en:verbal ~ fr:verbale ≈ en:variables ~ en:parameters ≈ fr:promise
0.3301	0.961	0.656	5	chi	reine	en:chi ~ en:quin ≈ fr:couine ~ fr:couines ≈ en:queen = fr:reine
0.3301	0.904	0.635	6	wander	booba	en:wander ≈ fr:van des ~ fr:dalle ≈ en:doll = fr:poupée ≈ en:booby ~ fr:booba
0.3301	0.910	0.637	6	meany	mènent lis	en:meany ≈ fr:minis ~ fr:mini ≈ en:mean ~ en:meant ≈ fr:mènent ~ fr:mènent lis
0.3298	0.879	0.625	6	really	donnes	en:really ~ en:truly ≈ fr:trous lies ~ fr:trous ≈ en:drew ~ en:drawn ≈ fr:donnes
0.3296	0.937	0.648	6	briefly	presser	en:briefly ≈ fr:prient lis ~ en:prissy ≈ fr:précis ~ fr:précise ≈ en:presses ~ fr:presser
0.3295	0.846	0.610	5	mortal	ceci	en:mortal = fr:mortels ≈ en:mortality ~ en:deaths ≈ fr:dette ~ fr:ceci
0.3295	0.949	0.653	5	off	dé	en:off ~ fr:off ≈ en:of ~ fr:de ≈ en:de ~ fr:dé
0.3295	0.872	0.622	4	larder	âmes	en:larder ≈ fr:latter ~ en:um ≈ fr:âme ~ fr:âmes
0.3294	0.890	0.630	6	exist	exacte	en:exist ~ fr:existence ≈ en:exit arse ~ en:exit ≈ fr:exact ~ en:exact ≈ fr:exacte
0.3294	0.850	0.613	5	comes	tirs	en:comes ~ fr:came ≈ en:com ~ en:twitter ≈ fr:tir ~ fr:tirs
0.3292	0.930	0.646	5	reaming	récupéré	en:reaming ~ en:reaped ≈ fr:rift ~ fr:rient rift ≈ en:retrieved = fr:récupéré
0.3291	0.870	0.622	6	potentially	plaide	en:potentially ~ en:possibly ≈ fr:pas blé ~ fr:blé ≈ en:bleed ~ en:bled ≈ fr:plaide
0.3291	0.915	0.640	6	clam	colles	en:clam ≈ fr:clame ~ fr:claque ≈ en:cluck ~ fr:clous ≈ en:glue = fr:colles
0.3291	0.935	0.648	3	promotes	promets	en:promotes ~ en:promoting ≈ fr:promet in ~ fr:promets
0.3289	0.857	0.616	6	perspectives	lisent	en:perspectives ~ en:perspective ≈ fr:perspectives = en:prospects ≈ fr:prospects = en:leads ≈ fr:lisent
0.3289	0.864	0.619	6	meant	nounou	en:meant ~ en:means ≈ fr:mise ~ en:mise ≈ fr:midi = en:noon ≈ fr:nounou
0.3287	0.857	0.616	6	perspectives	lise	en:perspectives ~ en:perspective ≈ fr:perspectives = en:prospects ≈ fr:prospects = en:leads ≈ fr:lise
0.3284	0.872	0.623	6	letter	lé	en:letter ~ fr:lettre ≈ en:let ~ en:letting ≈ fr:laid in ~ en:lay ≈ fr:lé
0.3283	0.852	0.615	6	extremely	rime	en:extremely ~ fr:extrême ≈ en:extreme = fr:extrêmes ≈ en:irked rim ~ en:rim ≈ fr:rime
0.3282	0.930	0.647	6	very	traitée	en:very ≈ fr:vais rient ~ fr:rire ≈ en:treater ~ en:treaty ≈ fr:traité ~ fr:traitée
0.3281	0.845	0.612	5	opportunity	biens	en:opportunity ~ en:opportunities ≈ fr:apprise ~ fr:appris ≈ en:property = fr:biens
0.3280	0.917	0.642	6	sorta	scot	en:sorta ≈ fr:sauter = en:skip ≈ fr:scoop ~ en:scoop ≈ fr:scoops ~ fr:scot
0.3280	0.802	0.591	2	regarded	garde	en:regarded ~ en:regard ≈ fr:garde
0.3279	0.896	0.634	5	wrest	restreinte	en:wrest ≈ fr:reste ~ fr:restes restent ≈ en:restaurant ~ en:restaurants ≈ fr:restreinte
0.3279	0.922	0.644	6	told	terre	en:told ~ en:tells ≈ fr:thèses ~ fr:thérèse ≈ en:terrors ~ en:terror ≈ fr:terre
0.3279	0.898	0.635	6	latest	n	en:latest ≈ fr:laid est ~ fr:laisses ≈ en:lesser ~ en:lessen ≈ fr:les n ~ fr:n
0.3278	0.941	0.652	6	free	libérée	en:free ≈ fr:frit ~ en:frit ≈ fr:frites ~ fr:frite ≈ en:freed ~ fr:libérée
0.3278	0.916	0.642	3	clear	déclarer	en:clear = fr:clair ≈ en:declare = fr:déclarer
0.3278	0.841	0.610	6	practical	prête	en:practical = fr:pratique ≈ en:pricing ~ en:price ≈ fr:presses ~ en:pressed ≈ fr:prête
0.3278	0.860	0.619	6	caste	elbe	en:caste ~ fr:caste ≈ en:cosset ~ en:coot ≈ fr:coudes = en:elbow ≈ fr:elbe
0.3276	0.916	0.642	6	jeff	der	en:jeff ~ en:jeffrey ≈ fr:d ri ~ fr:de ≈ en:de ~ en:der ≈ fr:der
0.3276	0.880	0.628	6	kneader	folles	en:kneader ~ en:brett ≈ fr:bêtes ~ fr:folle ≈ en:fall ~ en:fallen ≈ fr:folles
0.3275	0.790	0.585	2	regard	garde	en:regard ~ en:regarded ≈ fr:garde
0.3275	0.986	0.668	6	terry	fées	en:terry ≈ fr:tait rient ~ fr:faits rient ≈ en:ferry ~ fr:ferry ≈ en:fairy = fr:fées
0.3274	0.862	0.620	6	bris	brique	en:bris ~ fr:bris ≈ en:breathe ~ en:breathing ≈ fr:briques = en:brick ≈ fr:brique
0.3273	0.877	0.627	6	status	pa	en:status ~ en:pt ≈ fr:pipi = en:pee ≈ fr:pie ~ en:pie ≈ fr:pa
0.3273	0.962	0.660	6	care	précises	en:care ≈ fr:caire ~ en:bris ≈ fr:presse ~ en:presses ≈ fr:précise ~ fr:précises
0.3271	0.931	0.649	6	to	troie	en:to ≈ fr:touts ~ fr:tout ≈ en:too = fr:trop ≈ en:troy = fr:troie
0.3270	0.812	0.597	6	popped	pistes	en:popped ~ en:pops ≈ fr:passent = en:pass ≈ fr:passes ~ en:passed ≈ fr:pistes
0.3270	0.858	0.619	3	be	rédactrice	en:be ~ fr:être ≈ en:editor = fr:rédactrice
0.3269	0.852	0.616	6	near	prés	en:near = fr:près ≈ en:prep ~ fr:pré ≈ en:prayed ~ en:pray ≈ fr:prés
0.3268	0.863	0.621	3	begun	commet	en:begun ~ en:commenced ≈ fr:commettent ~ fr:commet
0.3268	0.906	0.639	6	questions	saine	en:questions ~ fr:questions ≈ en:get your ~ fr:sain digne ≈ en:sending ~ en:send ≈ fr:saine
0.3268	0.967	0.662	4	men	mensuel	en:men ≈ fr:mènent ~ fr:mènent lis ≈ en:monthly = fr:mensuel
0.3267	0.902	0.638	6	existence	exacte	en:existence ~ fr:existence ≈ en:exit arse ~ en:exit ≈ fr:exact ~ en:exact ≈ fr:exacte
0.3267	0.868	0.624	6	enjoyed	chauds	en:enjoyed ~ en:enjoys ≈ fr:haines chose ~ fr:chose ≈ en:shows ~ en:show ≈ fr:chauds
0.3265	0.926	0.647	6	presses	bris in	en:presses ~ fr:presse ≈ en:bris ~ fr:bris ≈ en:breathe ~ en:breathing ≈ fr:bris in
0.3265	0.914	0.643	6	ruler	régulière	en:ruler ≈ fr:roule ~ fr:roulé ≈ en:rule ~ fr:règle ≈ en:regular = fr:régulière
0.3265	0.877	0.628	6	status	pas	en:status ~ en:pt ≈ fr:pipi = en:pee ≈ fr:pie ~ en:pie ≈ fr:pas
0.3265	0.916	0.644	6	commonly	ligue	en:commonly ≈ fr:commun lis ~ fr:lisent ≈ en:leagues = fr:ligues ≈ en:league = fr:ligue
0.3263	0.815	0.600	6	grabs	grippe	en:grabs ~ en:grab ≈ fr:grappe ~ fr:grappes ≈ en:grasp ~ en:grip ≈ fr:grippe
0.3261	0.888	0.633	6	preceding	prête	en:preceding ~ en:preceded ≈ fr:précis ~ fr:précise ≈ en:presses ~ en:pressed ≈ fr:prête
0.3261	0.822	0.603	6	shout	rite	en:shout = fr:crie ≈ en:carry ~ en:tow ≈ fr:taux = en:rate ≈ fr:rite
0.3260	0.845	0.614	6	praise	tas	en:praise ~ en:praised ≈ fr:prises ~ fr:digue ≈ en:dig ~ en:ti ≈ fr:tas
0.3260	0.870	0.625	5	duties	croît	en:duties ~ en:duty ≈ fr:nourris = en:fed ≈ fr:faîtes ~ fr:croît
0.3258	0.914	0.643	4	mu	humeur	en:mu ≈ fr:moue ~ fr:mou ≈ en:mood ~ fr:humeur
0.3258	0.937	0.652	6	body	pari	en:body ~ fr:body ≈ en:bawdy ~ en:bawdry ≈ fr:poterie = en:pottery ≈ fr:pari
0.3258	0.870	0.626	6	exclusively	exacte	en:exclusively ~ en:strictly ≈ fr:strictes lies ~ fr:exacts lies ≈ en:exactly ~ en:exact ≈ fr:exacte
0.3257	0.865	0.623	6	nonetheless	les n	en:nonetheless ~ en:nevertheless ≈ fr:s laisse ~ fr:laisse ≈ en:lesser ~ en:lessen ≈ fr:les n
0.3257	0.909	0.642	4	clever	émises	en:clever = fr:habile ≈ en:amyl ~ en:amice ≈ fr:émises
0.3252	0.897	0.637	5	butty	bout	en:butty ~ en:butt ≈ fr:battent ~ fr:batte ≈ en:bout ~ fr:bout
0.3252	0.848	0.617	2	bids	bide	en:bids ~ en:bid ≈ fr:bide
0.3248	0.904	0.641	6	claire	claqué	en:claire ≈ fr:clair = en:clear ≈ fr:clerc ~ en:clerk ≈ fr:claques ~ fr:claqué
0.3247	0.832	0.610	6	started	tente	en:started ~ en:start ≈ fr:tarte ~ fr:tartes lies ≈ en:tightly ~ en:tight ≈ fr:tente
0.3246	0.887	0.634	6	jin	dan	en:jin ~ en:jinn ≈ fr:gin ~ en:gin ≈ fr:jean = en:john ≈ fr:dan
0.3246	0.979	0.668	2	benny	bénir	en:benny ≈ fr:béni ~ fr:bénir
0.3245	0.897	0.638	6	dicky	obtenez	en:dicky ≈ fr:tiquer ~ fr:tiennes ≈ en:yen ~ en:ought yen ≈ fr:obtiennent ~ fr:obtenez
0.3243	0.929	0.651	6	tells	sain ses	en:tells ~ en:says ≈ fr:seize ~ fr:saines seize ≈ en:sensors ~ en:sensor ≈ fr:sain ses
0.3243	0.854	0.620	6	dorks	et axe	en:dorks ≈ fr:docte ~ fr:doc ≈ en:duck ~ en:ducks ≈ fr:axe ~ fr:et axe
0.3239	0.885	0.634	6	lessen	lettre	en:lessen ~ en:lesser ≈ fr:laisses ~ fr:laissent ≈ en:lets ~ en:let ≈ fr:lettre
0.3235	0.857	0.622	6	consist	raté	en:consist ~ fr:comprises ≈ en:countries = fr:pays ≈ en:petty ~ en:ratty ≈ fr:raté
0.3235	0.950	0.660	4	patron	vétéran	en:patron ≈ fr:peut reine ~ fr:fait reine ≈ en:veteran = fr:vétéran
0.3234	0.807	0.599	6	row	lasse	en:row = fr:ligne ≈ en:leading ~ en:lead ≈ fr:lie ~ en:lies ≈ fr:lasse
0.3232	0.883	0.634	6	cheep	taper	en:cheep ≈ fr:jeep ~ en:jeep ≈ fr:type ~ en:type ≈ fr:tapent ~ fr:taper
0.3230	0.849	0.620	3	main	principe	en:main = fr:principal ≈ en:principle ~ fr:principe
0.3230	0.922	0.650	5	clever	émise	en:clever = fr:habile ≈ en:amyl ~ en:amice ≈ fr:émises ~ fr:émise
0.3229	0.856	0.623	4	nor	na	en:nor ~ en:neither ≈ fr:ni ~ en:ni ≈ fr:na
0.3229	0.988	0.673	6	so	sissi	en:so ≈ fr:se ~ en:se ≈ fr:si ~ en:si ≈ fr:sis ~ fr:sissi
0.3228	0.963	0.665	5	blessed	gueux	en:blessed = fr:béni ≈ en:beanie ~ en:bean ≈ fr:bines ~ fr:gueux
0.3228	0.864	0.626	4	moreover	âme	en:moreover ~ fr:latter ≈ en:latter ~ en:um ≈ fr:âme
0.3228	0.887	0.636	6	strictly	exacts	en:strictly ≈ fr:strictes lies ~ fr:exacts lies ≈ en:exactly ~ en:exact ≈ fr:exactes ~ fr:exacts
0.3227	0.865	0.627	5	thrust	saut	en:thrust ~ fr:saut aise ≈ en:suffers ~ en:suffered ≈ fr:saut aide ~ fr:saut
0.3227	0.839	0.615	6	rucked	triste	en:rucked ~ fr:tracé ≈ en:trustee ~ en:trustees ≈ fr:tristesse ~ en:triste ≈ fr:triste
0.3226	0.776	0.584	4	truce	rixe	en:truce ~ fr:trucs ≈ en:trick ~ en:tricks ≈ fr:rixe
0.3226	0.954	0.662	3	rishi	réf	en:rishi ~ fr:riz ≈ en:re ~ fr:réf
0.3226	0.878	0.633	6	perhaps	plaide	en:perhaps ~ en:possibly ≈ fr:pas blé ~ fr:blé ≈ en:bleed ~ en:bled ≈ fr:plaide
0.3226	0.958	0.663	6	ceded	se	en:ceded ≈ fr:scient aide ~ fr:scient ≈ en:si ~ fr:si ≈ en:se ~ fr:se
0.3225	0.894	0.639	6	skit	correcte	en:skit = fr:sketch ≈ en:sketch = fr:croquis ≈ en:correctly ~ en:correct ≈ fr:correcte
0.3223	0.926	0.652	6	menaced	perturbée	en:menaced ≈ fr:main est ~ fr:main bée ≈ en:member ~ en:members ≈ fr:main baise ~ fr:perturbée
0.3222	0.812	0.603	6	surely	lise	en:surely ~ en:certainly ≈ fr:son lie ~ fr:lie ≈ en:flee ~ en:flees ≈ fr:lise
0.3222	0.840	0.616	5	rushy	et axe	en:rushy ~ en:rusher ≈ fr:roches = en:rocks ≈ fr:axe ~ fr:et axe
0.3222	0.926	0.652	5	nixed	scoop	en:nixed ~ fr:soupent ≈ en:soup ~ fr:soupe ≈ en:scoop ~ fr:scoop
0.3221	0.933	0.655	6	candour	perry	en:candour ≈ fr:khan des ~ fr:khan tri ≈ en:country = fr:pays ≈ en:perry ~ fr:perry
0.3221	0.984	0.673	2	bream	bresse	en:bream ≈ fr:brime ~ fr:bresse
0.3219	0.844	0.619	3	submission	facturation	en:submission ~ en:petition ≈ fr:paient chaîne ~ fr:facturation
0.3217	0.857	0.625	3	sally	chilien	en:sally ~ en:shelly ≈ fr:chili ~ fr:chilien
0.3217	0.867	0.629	3	belonged	blocus	en:belonged ~ en:belongs ≈ fr:bloc ~ fr:blocus
0.3216	0.925	0.652	6	semi	se	en:semi ≈ fr:semis = en:seeding ≈ fr:scient in ~ fr:scient ≈ en:si ~ fr:se
0.3216	0.853	0.623	2	murray	méfie	en:murray ~ en:murphy ≈ fr:méfie
0.3215	0.947	0.661	6	col	péquiste	en:col ~ fr:col ≈ en:call ~ en:caller ≈ fr:coller = en:paste ≈ fr:péquiste
0.3214	0.913	0.648	6	seemed	sain serez	en:seemed ~ en:seems ≈ fr:six ~ fr:sain six ≈ en:senses ~ en:sensory ≈ fr:sain serez
0.3214	0.941	0.658	6	don	de	en:don ~ fr:don ≈ en:dawn = fr:aube ≈ en:of ~ en:de ≈ fr:de
0.3213	0.960	0.665	6	seen	saisine	en:seen ~ en:sees ≈ fr:sise ~ fr:sises ≈ en:seize ~ en:seizing ≈ fr:saisine
0.3213	0.756	0.575	2	trick	cette	en:trick ~ en:stunt ≈ fr:cette
0.3212	0.800	0.598	6	surely	lisent	en:surely ~ en:certainly ≈ fr:son lie ~ fr:lie ≈ en:lead ~ en:leads ≈ fr:lisent
0.3211	0.914	0.649	6	anyone	de	en:anyone ~ en:any ≈ fr:henni ~ fr:elle ≈ en:dell ~ en:de ≈ fr:de
0.3211	0.918	0.650	6	flan	suivez	en:flan ≈ fr:flâne ~ fr:flots ≈ en:flow ~ fr:flow ≈ en:follow = fr:suivez
0.3210	0.977	0.671	6	pi	pistes	en:pi ~ fr:pi ≈ en:pee = fr:pisse ≈ en:piece ~ en:pieced ≈ fr:pistes
0.3210	0.846	0.621	5	mortal	toto	en:mortal = fr:mortels ≈ en:mortality ~ en:deaths ≈ fr:dette ~ fr:toto
0.3209	0.932	0.656	5	don	den	en:don ~ fr:don ≈ en:dawn = fr:aube ≈ en:of ~ fr:den
0.3208	0.803	0.601	2	loony	lui	en:loony ~ en:looney ≈ fr:lui
0.3208	0.866	0.630	6	chick	sexe	en:chick ~ en:chicks ≈ fr:tchèque ~ fr:tchèques ≈ en:tech ~ en:techs ≈ fr:sexe
0.3207	0.911	0.648	6	written	ist	en:written ≈ fr:rient haine ~ fr:haines esthète ≈ en:invested ~ fr:investit ≈ en:est ~ fr:ist
0.3207	0.876	0.634	6	gets	or	en:gets ~ en:get ≈ fr:ghetto ~ en:ghetto ≈ fr:guerre ~ en:war ≈ fr:or
0.3207	0.902	0.645	4	forepeak	abrégé	en:forepeak ≈ fr:phobique ~ fr:phobie ≈ en:forby ~ fr:abrégé
0.3206	0.910	0.648	4	spreading	propagation	en:spreading ≈ fr:sprays in ~ fr:spray ≈ en:spread = fr:propagation
0.3206	0.887	0.639	6	par	potes	en:par ~ fr:par ≈ en:potter ~ fr:potelée ≈ en:portly ~ en:port ≈ fr:potes
0.3204	0.888	0.639	6	chicks	sexe	en:chicks ~ en:chick ≈ fr:tchèque ~ fr:tchèques ≈ en:tech ~ en:techs ≈ fr:sexe
0.3202	0.883	0.637	3	went	haut	en:went ~ fr:go ≈ en:gore ~ fr:haut
0.3199	0.966	0.669	6	secede	parler	en:secede ≈ fr:ces ides ~ fr:raies dits ≈ en:ready = fr:prête ≈ en:prat ~ fr:parler
0.3199	0.909	0.648	6	treading	traînent	en:treading ≈ fr:training ~ en:training ≈ fr:train in ~ en:train ≈ fr:traîne ~ fr:traînent
0.3197	0.831	0.615	3	prior	prioritaires	en:prior ~ fr:priori ≈ en:priorities ~ fr:prioritaires
0.3197	0.948	0.663	6	colly	marcel	en:colly ≈ fr:colis = en:parcel ≈ fr:pas elle ~ fr:mas elle ≈ en:marcel ~ fr:marcel
0.3196	0.782	0.591	2	mitch	michel	en:mitch ~ en:mitchell ≈ fr:michel
0.3195	0.898	0.644	6	pursue	piste	en:pursue ~ en:pursuit ≈ fr:pute ~ fr:pissent ≈ en:piece ~ en:pieced ≈ fr:piste
0.3195	0.895	0.643	4	preset	cygne	en:preset ≈ fr:pris êtes ~ fr:soient ≈ en:swan = fr:cygne
0.3193	0.892	0.642	4	exact	existence	en:exact ~ fr:exact ≈ en:exit ~ en:exit arse ≈ fr:existence
0.3191	0.858	0.628	3	belonging	blocus	en:belonging ~ en:belonged ≈ fr:bloc ~ fr:blocus
0.3190	0.902	0.646	5	jeff	dé	en:jeff ~ en:jeffrey ≈ fr:d ri ~ fr:de ≈ en:de ~ fr:dé
0.3188	0.855	0.627	3	blair	empêcher	en:blair ~ fr:blair ≈ en:beware ~ fr:empêcher
0.3187	0.927	0.656	6	senors	saine	en:senors ~ en:senores ≈ fr:sain ose ~ fr:sain ses ≈ en:sensor ~ en:sensors ≈ fr:saine
0.3187	0.953	0.666	6	ceded	ist	en:ceded ≈ fr:scient aide ~ fr:scient ≈ en:si ~ fr:si ≈ en:se ~ fr:ist
0.3187	0.821	0.612	6	foremost	lacs ode	en:foremost ~ en:firstly ≈ fr:faste lies ~ fr:les lie ≈ en:loudly ~ en:loud ≈ fr:lacs ode
0.3187	0.911	0.650	5	beamy	neveux	en:beamy ~ en:beady ≈ fr:midi = en:noon ≈ fr:nounou ~ fr:neveux
0.3185	0.850	0.625	5	probe	étonné	en:probe = fr:sonde ≈ en:sawed ~ en:torn ≈ fr:étonnes ~ fr:étonné
0.3185	0.894	0.644	6	creel	fossé	en:creel ≈ fr:grill ~ en:grill ≈ fr:grêle ~ fr:guêpes ≈ en:gap = fr:fossé
0.3185	0.907	0.649	3	bock	saccagé	en:bock ~ fr:bock ≈ en:baulked ~ fr:saccagé
0.3183	0.866	0.632	6	morale	âme	en:morale ~ fr:moraux ≈ en:moreover ~ fr:latter ≈ en:latter ~ en:um ≈ fr:âme
0.3183	0.915	0.652	6	belling	soyeux	en:belling ≈ fr:mailing ~ en:mail ≈ fr:mêlent ~ fr:mêler ≈ en:mealy ~ fr:soyeux
0.3182	0.871	0.635	6	cl	sels	en:cl ~ fr:cl ≈ en:sale = fr:soldes ≈ en:sold ~ en:sells ≈ fr:sels
0.3179	0.926	0.657	6	emcee	pédale	en:emcee ≈ fr:ensi ~ fr:pari ≈ en:parry ~ en:parley ≈ fr:pâli ~ fr:pédale
0.3178	0.877	0.638	6	gut	mirent	en:gut ~ fr:bine ≈ en:beaten ~ en:beating ≈ fr:meeting ~ en:meeting ≈ fr:mirent
0.3177	0.901	0.647	6	questions	seine	en:questions ~ fr:questions ≈ en:get your ~ fr:sain digne ≈ en:sending ~ en:send ≈ fr:seine
0.3177	0.822	0.613	5	proper	profité	en:proper ~ en:appropriate ≈ fr:prophète ~ en:prophet ≈ fr:profite ~ fr:profité
0.3176	0.986	0.678	2	ever	émise	en:ever ≈ fr:ève ~ fr:émise
0.3175	0.848	0.626	3	naughty	méchant	en:naughty = fr:vilaine ≈ en:villain = fr:méchant
0.3175	0.825	0.615	3	prior	priorité	en:prior ~ fr:priori ≈ en:priorities ~ fr:priorité
0.3175	0.926	0.657	6	cluck	col	en:cluck ~ fr:clous ≈ en:glue = fr:colle ≈ en:call ~ en:caller ≈ fr:col
0.3174	0.860	0.631	4	merits	mes	en:merits ~ en:merit ≈ fr:maire = en:mayor ≈ fr:mes
0.3171	0.986	0.678	6	terry	fée	en:terry ≈ fr:tait rient ~ fr:faits rient ≈ en:ferry ~ fr:ferry ≈ en:fairy = fr:fée
0.3170	0.802	0.605	2	suggesting	on geste	en:suggesting ~ en:suggests ≈ fr:on geste
0.3168	0.857	0.630	6	grist	groupés	en:grist ~ fr:grogne ≈ en:growing ~ en:grew ≈ fr:group ~ en:group ≈ fr:groupés
0.3168	0.898	0.647	6	les	maternelles	en:les ≈ fr:laisse ~ fr:s laisse ≈ en:nevertheless ~ en:nonetheless ≈ fr:naines laisse ~ fr:maternelles
0.3167	0.833	0.620	6	trek	flottes	en:trek ~ fr:trek ≈ en:direct = fr:directe ≈ en:defect ~ en:flaws ≈ fr:flottes
0.3166	0.914	0.654	6	ruler	régulières	en:ruler ≈ fr:roule ~ fr:roulé ≈ en:rule ~ fr:règle ≈ en:regular = fr:régulières
0.3164	0.921	0.657	6	ante	bras aune	en:ante ≈ fr:hindi ~ fr:vis hindi ≈ en:vicinity ~ en:proximity ≈ fr:braques midi ~ fr:bras aune
0.3161	0.914	0.654	5	per	more	en:per ~ fr:pro ≈ en:parole ~ fr:mots ≈ en:more ~ fr:more
0.3160	0.867	0.636	6	nevertheless	las aise	en:nevertheless ~ en:nonetheless ≈ fr:on laisse ~ fr:laisse ≈ en:loss ~ en:losses ≈ fr:las aise
0.3159	0.876	0.639	5	pallor	pot	en:pallor ~ fr:palpe ≈ en:pulp = fr:pâte ≈ en:pot ~ fr:pot
0.3159	0.838	0.623	5	happening	ouvre	en:happening ~ fr:happening ≈ en:opening ~ fr:opens ≈ en:opens = fr:ouvre
0.3157	0.980	0.678	2	sealer	scellés	en:sealer ≈ fr:scellé ~ fr:scellés
0.3154	0.839	0.624	5	exams	examinées	en:exams ~ fr:examen ≈ en:examining ~ fr:examine ≈ en:examine ~ fr:examinées
0.3154	0.837	0.623	6	strive	faibles	en:strive ~ en:effort ≈ fr:f ~ fr:fol ≈ en:falls ~ en:fell ≈ fr:faibles
0.3153	0.945	0.666	5	dues	souhaiter	en:dues ~ en:due ≈ fr:doux = en:sweet ≈ fr:souhaitent ~ fr:souhaiter
0.3153	0.940	0.665	2	inly	égout	en:inly ≈ fr:inouï ~ fr:égout
0.3149	0.806	0.609	2	reveal	ville	en:reveal ~ en:reveals ≈ fr:ville
0.3148	0.928	0.661	6	pooh	dettes	en:pooh ~ en:ooh ≈ fr:ou ~ fr:ose ≈ en:owes ~ en:debt ≈ fr:dettes
0.3147	0.811	0.612	6	badly	extrême	en:badly ~ en:terribly ≈ fr:ter oublient ~ fr:oublie ≈ en:overly ~ en:extremely ≈ fr:extrême
0.3144	0.961	0.673	2	parlor	croît	en:parlor ≈ fr:palais ~ fr:croît
0.3144	0.827	0.620	6	most	lise	en:most ~ en:mostly ≈ fr:but lie ~ fr:lie ≈ en:flee ~ en:flees ≈ fr:lise
0.3142	0.853	0.632	6	their	laid anses	en:their = fr:leur ≈ en:letter ~ fr:lettre ≈ en:let ~ en:lets ≈ fr:laid anses
0.3140	0.808	0.611	6	grabbed	grippe	en:grabbed ~ en:grabs ≈ fr:grappe ~ fr:grappes ≈ en:grasp ~ en:grip ≈ fr:grippe
0.3138	0.886	0.646	3	katie	qué	en:katie ~ en:kate ≈ fr:quête ~ fr:qué
0.3137	0.896	0.650	6	precede	mineure	en:precede ≈ fr:président = en:chairman ≈ fr:termine ~ fr:fini ≈ en:teeny ~ fr:mineure
0.3137	0.813	0.614	3	objective	exprimés	en:objective ~ en:objectives ≈ fr:adjectif ~ fr:exprimés
0.3137	0.873	0.641	6	possess	pros	en:possess ≈ fr:paix ace ~ fr:paix ≈ en:per ~ fr:pro ≈ en:pros ~ fr:pros
0.3137	0.927	0.662	6	pawed	claque	en:pawed ~ en:claws ≈ fr:close ~ en:closing ≈ fr:clous in ~ en:cluck ≈ fr:claque
0.3136	0.909	0.655	6	wander	ted	en:wander ≈ fr:van des ~ fr:lin des ≈ en:lender ~ en:lend ≈ fr:laide ~ fr:ted
0.3136	0.881	0.644	6	nonetheless	lasse	en:nonetheless ~ en:nevertheless ≈ fr:s laisse ~ fr:laisse ≈ en:les ~ en:los ≈ fr:lasse
0.3132	0.835	0.625	6	plain	toute	en:plain = fr:plaine ≈ en:playing ~ en:plays ≈ fr:plaise ~ en:stuart ≈ fr:toute
0.3128	0.890	0.649	6	exactly	existence	en:exactly ~ en:exact ≈ fr:exacte ~ fr:exact ≈ en:exit ~ en:exit arse ≈ fr:existence
0.3127	0.873	0.642	5	promote	promets	en:promote ~ fr:promo ≈ en:promotes ~ en:promoting ≈ fr:promet in ~ fr:promets
0.3127	0.865	0.638	3	begun	commettre	en:begun ~ en:commenced ≈ fr:commettent ~ fr:commettre
0.3126	0.797	0.608	6	pallor	passent	en:pallor ~ fr:palpe ≈ en:pulp = fr:pâte ≈ en:popped ~ en:pops ≈ fr:passent
0.3123	0.911	0.657	2	sore	folie	en:sore ~ en:sorely ≈ fr:folie
0.3123	0.841	0.629	3	larder	âme	en:larder ≈ fr:latter ~ en:um ≈ fr:âme
0.3123	0.870	0.641	3	that	saluer	en:that = fr:cela ≈ en:salute = fr:saluer
0.3123	0.935	0.666	5	pro	more	en:pro ~ fr:pro ≈ en:parole ~ fr:mots ≈ en:more ~ fr:more
0.3122	0.825	0.622	6	sucked	baisse	en:sucked ~ en:suck ≈ fr:sacs = en:bags ≈ fr:base ~ en:base ≈ fr:baisse
0.3122	0.884	0.647	5	eva	en de	en:eva = fr:ève ≈ en:of ~ fr:de ≈ en:de ~ fr:en de
0.3120	0.952	0.672	6	tressel	s être	en:tressel ≈ fr:trais elle ~ fr:pissent elle ≈ en:pistol ~ fr:pistolet ≈ en:peat olla ~ fr:s être
0.3119	0.810	0.615	6	grab	grippe	en:grab ~ en:grabs ≈ fr:grappe ~ fr:grappes ≈ en:grasp ~ en:grip ≈ fr:grippe
