tier	score	en	fr	flags	en_ipa	fr_ipa	alignment
B	0.672	mind	malades		maɪnd	malad	
B	0.672	space	spots	loanword	speɪs	spɒts	
B	0.672	county	quasi		kaʊnti	kazi	
B	0.672	happen	open	loanword	hæpən	əʊpən	
B	0.672	favorite	fortes		feɪvɚɹᵻt	fɔʁt	
B	0.672	prices	prose		pɹaɪsᵻz	pʁɔz	
B	0.672	trial	trahit		tɹaɪəl	tʁai	
B	0.672	signed	salades		saɪnd	salad	
B	0.672	surprise	spray		sɚpɹaɪz	spʁɛ	
B	0.672	discovery	découvrit		dɪskʌvɚɹi	dekuvʁi	
B	0.672	electricity	électricien		ᵻlɛktɹɪsᵻɾi	elɛktʁisjɛ̃	
B	0.672	jokes	joker	loanword	dʒoʊks	dʒəʊkə	
B	0.672	sized	salades		saɪzd	salad	
B	0.672	boats	bonus		boʊts	bonys	
B	0.672	blowing	bloquent		bloʊɪŋ	blok	
B	0.672	mines	malaise		maɪnz	malɛz	
B	0.672	joins	jazz		dʒɔɪnz	dʒaz	
B	0.672	prizes	prose		pɹaɪzᵻz	pʁɔz	
B	0.672	roses	rocheuses		ɹoʊzᵻz	ʁoʃøz	
B	0.672	sided	salades		saɪdᵻd	salad	
B	0.672	miners	malaise		maɪnɚz	malɛz	
B	0.672	smoked	sectes		smoʊkt	sɛkt	
B	0.672	smiles	smash	loanword	smaɪlz	smaʃ	
B	0.672	smiled	soldes		smaɪld	sɔld	
B	0.672	unpleasant	plaisante		ʌnplɛzənt	plɛzɑ̃t	
B	0.672	drones	drôles		dɹoʊnz	dʁoːl	
B	0.672	accountant	discount	loanword	ɐkaʊntənt	dɪskaʊnt	
B	0.672	glowing	glauque		ɡloʊɪŋ	ɡlok	
B	0.672	mouths	malaise		maʊðz	malɛz	
B	0.672	ninety	nazis		naɪnti	nazi	
B	0.672	technician	techniciens	cognate	tɛknɪʃən	tɛknisjɛ̃	
B	0.672	minors	malaise		maɪnɚz	malɛz	
B	0.672	ropes	romance		ɹoʊps	ʁomɑ̃s	
B	0.671	look	lacs		lʊk	lak	
B	0.671	give	gave		ɡɪv	ɡav	
B	0.671	big	bagues		bɪɡ	baɡ	
B	0.671	possible	puzzle	loanword	pɑːsᵻbəl	pʌzəl	
B	0.671	final	fatale		faɪnəl	fatal	
B	0.671	problems	probablement		pɹɑːbləmz	pʁobabləmɑ̃	
B	0.671	gas	gus		ɡæs	ɡys	
B	0.671	comment	comète		kɑːmɛnt	komɛt	
B	0.671	edition	design	loanword	ᵻdɪʃən	dɪzaɪn	
B	0.671	trouble	tremble		tɹʌbəl	tʁɑ̃bl	
B	0.671	bigger	bagues		bɪɡɚ	baɡ	
B	0.671	teachers	titres		tiːtʃɚz	titʁ	
B	0.671	split	spot	loanword	splɪt	spɒt	
B	0.671	estimated	estimés	cognate	ɛstᵻmeɪɾᵻd	ɛstime	
B	0.671	burning	bowling	loanword	bɜːnɪŋ	bəʊlɪŋ	
B	0.671	primarily	prairies		pɹaɪmɛɹᵻli	pʁɛʁi	
B	0.671	lab	lobe		læb	lɔb	
B	0.671	promotion	prenons		pɹəmoʊʃən	pʁənɔ̃	
B	0.671	objective	adjectifs		ɑːbdʒɛktɪv	adʒɛktif	
B	0.671	banking	parking	loanword	bæŋkɪŋ	pɑːkɪŋ	
B	0.671	holes	pulls	loanword	hoʊlz	pʊlz	
B	0.671	springs	string	loanword	spɹɪŋz	stɹɪŋ	
B	0.671	dish	douches		dɪʃ	duʃ	
B	0.671	sits	spots	loanword	sɪts	spɒts	
B	0.671	worries	grises		wʌɹiz	ɡʁiz	
B	0.671	lip	loupe		lɪp	lup	
B	0.671	myth	math	loanword	mɪθ	maθ	
B	0.671	tan	tune		tæn	tyn	
B	0.671	gig	gag		ɡɪɡ	ɡaɡ	
B	0.671	scattered	sourde		skæɾɚd	suʁd	
B	0.671	hes	guise		hiːz	ɡiz	
B	0.671	tab	tubes		tæb	tyb	
B	0.671	wit	watts		wɪt	wat	
B	0.671	cab	cubes		kæb	kyb	
B	0.671	teaches	titres		tiːtʃᵻz	titʁ	
B	0.671	balloon	clowns		bəluːn	klun	
B	0.671	rack	rock		ɹæk	ʁɔk	
B	0.671	scenarios	cerises		sənæɹioʊz	səʁiz	
B	0.671	appealed	guilde		ɐpiːld	ɡild	
B	0.671	dessert	design	loanword	dɪzɜːt	dɪzaɪn	
B	0.671	coordinate	cohorte		koʊɔːɹdᵻnət	koɔʁt	
B	0.671	recycling	viking	loanword	ɹᵻsaɪklɪŋ	vaɪkɪŋ	
B	0.671	butcher	coach	loanword	bʊtʃɚ	kəʊtʃ	
B	0.671	supplying	planning	loanword	səplaɪɪŋ	planɪŋ	
B	0.671	null	nuls	cognate	nʌl	nyl	
B	0.671	violating	viking	loanword	vaɪəleɪɾɪŋ	vaɪkɪŋ	
B	0.671	surfing	swing	loanword	sɜːfɪŋ	swɪŋ	
B	0.671	winding	standing	loanword	waɪndɪŋ	standɪŋ	
B	0.67	second	sectes		sɛkənd	sɛkt	
B	0.67	support	sortes		səpoːɹt	sɔʁt	
B	0.67	killed	guilde		kɪld	ɡild	
B	0.67	value	voyous		væljuː	vwaju	
B	0.67	increase	iris		ɪŋkɹiːs	iʁis	
B	0.67	committee	curry	loanword	kəmɪɾi	kʌɹi	
B	0.67	records	recto		ɹɛkɚdz	ʁɛkto	
B	0.67	freedom	frites		fɹiːdəm	fʁit	
B	0.67	distance	distances	cognate	dɪstəns	distɑ̃s	
B	0.67	prior	pratiques		pɹaɪɚ	pʁatik	
B	0.67	prison	prennent		pɹɪzən	pʁɛn	
B	0.67	indeed	candide		ɪndiːd	kɑ̃did	
B	0.67	feelings	filets		fiːlɪŋz	filɛ	
B	0.67	plants	places		plænts	plas	
B	0.67	committed	cordes		kəmɪɾᵻd	kɔʁd	
B	0.67	revenue	rêvait		ɹɛvənuː	ʁɛvɛ	
B	0.67	draft	droites		dɹæft	dʁwat	
B	0.67	catholic	cake	loanword	kæθlɪk	keɪk	
B	0.67	grab	grappes		ɡɹæb	ɡʁap	
B	0.67	comedy	comédies	cognate	kɑːmədi	komedi	
B	0.67	monthly	mali		mʌnθli	mali	
B	0.67	colors	girls	loanword	kʌlɚz	ɡɜːlz	
B	0.67	guarantee	garantit		ɡæɹəntiː	ɡaʁɑ̃ti	
B	0.67	drinks	dressent		dɹɪŋks	dʁɛs	
B	0.67	stomach	stocks		stʌmək	stɔk	
B	0.67	cricket	crêtes		kɹɪkɪt	kʁɛt	
B	0.67	physics	fixes		fɪzɪks	fiks	
B	0.67	kicked	corrects		kɪkt	koʁɛkt	
B	0.67	rated	réside		ɹeɪɾᵻd	ʁezid	
B	0.67	candy	crédits		kændi	kʁedi	
B	0.67	autumn	orgasme		ɔːɾʌm	ɔʁɡasm	
B	0.67	screw	scrutin		skɹuː	skʁytɛ̃	
B	0.67	forcing	forêts		foːɹsɪŋ	foʁɛ	
B	0.67	prisoner	prennent		pɹɪzənɚ	pʁɛn	
B	0.67	coastal	castel		koʊstəl	kastɛl	
B	0.67	preserve	prive		pɹɪzɜːv	pʁiv	
B	0.67	scandal	scandales	cognate	skændəl	skɑ̃dal	
B	0.67	casino	casinos	cognate	kɐsiːnoʊ	kazino	
B	0.67	grants	grâces		ɡɹænts	ɡʁaːs	
B	0.67	precise	presses		pɹɪsaɪs	pʁɛs	
B	0.67	colony	colonies	cognate	kɑːləni	koloni	
B	0.67	cooked	connecte		kʊkt	kɔnɛkt	
B	0.67	keyboard	cordes		kiːboːɹd	kɔʁd	
B	0.67	rental	rennais		ɹɛntəl	ʁɛnɛ	
B	0.67	skull	scandales		skʌl	skɑ̃dal	
B	0.67	architect	architectes	cognate	ɑːɹkɪtɛkt	aʁʃitɛkt	
B	0.67	kicks	connexes		kɪks	kɔnɛks	
B	0.67	sunny	symphonie		sʌni	sɛ̃foni	
B	0.67	dimension	domaines		dᵻmɛnʃən	domɛn	
B	0.67	slam	slalom		slæm	slalɔm	
B	0.67	legit	ledit		lədʒɪt	lədi	
B	0.67	dense	denses	cognate	dɛns	dɑ̃s	
B	0.67	varying	verrait		vɛɹiɪŋ	vɛʁɛ	
B	0.67	sprint	spray		spɹɪnt	spʁɛ	
B	0.67	rhetoric	remake	loanword	ɹɛɾɚɹɪk	ɹɪmeɪk	
B	0.67	sensitivity	seigneurie		sɛnsɪtɪvᵻɾi	sɛnjøʁi	
B	0.67	vegan	vilaine		viːɡən	vilɛn	
B	0.67	postal	postales	cognate	poʊstəl	pɔstal	
B	0.67	brigade	brigades	cognate	bɹɪɡeɪd	bʁiɡad	
B	0.67	griffin	green	loanword	ɡɹɪfɪn	ɡɹiːn	
B	0.67	fond	fondent		fɑːnd	fɔ̃d	
B	0.67	forehead	fortes		fɔːɹhɛd	fɔʁt	
B	0.67	foreigners	forces		fɔːɹənɚz	fɔʁs	
B	0.67	fringe	frange	cognate	fɹɪndʒ	fʁɑ̃ʒ	
B	0.67	smashed	smart		smæʃt	smaʁt	
B	0.67	spill	spirale		spɪl	spiʁal	
B	0.67	swan	soins		swɑːn	swɛ̃	
B	0.67	freeman	freine		fɹiːmən	fʁɛn	
B	0.67	offerings	offrit		ɔfɚɹɪŋz	ɔfʁi	
B	0.67	tapes	tennis		teɪps	tenis	
B	0.67	forwards	fortes		fɔːɹwɚdz	fɔʁt	
B	0.67	glimpse	glisse		ɡlɪmps	ɡlis	
B	0.67	bodily	bandits		bɑːdili	bɑ̃di	
B	0.67	deepest	distante		diːpɪst	distɑ̃t	
B	0.67	cons	quinze		kɑːnz	kɛ̃z	
B	0.67	monitored	merdes		mɑːnɪɾɚd	mɛʁd	
B	0.67	baggage	badge		bæɡɪdʒ	badʒ	
B	0.67	crafts	crasse		kɹæfts	kʁas	
B	0.67	patron	patronne	cognate	peɪtɹən	patʁɔn	
B	0.67	auburn	obtiennent		ɔːbɜːn	ɔbtjɛn	
B	0.67	slack	slovaque		slæk	slovak	
B	0.67	bikini	béni		bɪkiːni	beni	
B	0.67	fracture	franches		fɹæktʃɚ	fʁɑ̃ʃ	
B	0.67	gravel	grêle		ɡɹævəl	ɡʁɛl	
B	0.67	princes	prises		pɹɪnsᵻz	pʁiz	
B	0.67	clusters	closes		klʌstɚz	kloz	
B	0.67	barracks	boxe		bɛɹəks	bɔks	
B	0.67	merits	merdes		mɛɹɪts	mɛʁd	
B	0.67	prefers	prose		pɹɪfɜːz	pʁɔz	
B	0.669	building	holding	loanword	bɪldɪŋ	həʊldɪŋ	
B	0.669	council	cannelle		kaʊnsəl	kanɛl	
B	0.669	ability	galeries		ɐbɪləɾi	ɡaləʁi	
B	0.669	holding	building	loanword	hoʊldɪŋ	bɪldɪŋ	
B	0.669	projects	projectiles		pɹɑːdʒɛkts	pʁoʒɛktil	
B	0.669	supporting	string	loanword	səpoːɹɾɪŋ	stɹɪŋ	
B	0.669	afraid	apartheid	loanword	ɐfɹeɪd	ɐpɑːθeɪd	
B	0.669	replace	remplissent		ɹᵻpleɪs	ʁɑ̃plis	
B	0.669	acquired	escouade		ɐkwaɪɚd	ɛskwad	
B	0.669	terrorists	terroristes	cognate	tɛɹɚɹɪsts	tɛʁoʁist	
B	0.669	artistic	artistiques	cognate	ɑːɹtɪstɪk	aʁtistik	
B	0.669	counsel	cannelle		kaʊnsəl	kanɛl	
B	0.669	majesty	modestie		mædʒᵻsti	modɛsti	
B	0.669	algorithm	algorithme	cognate,loanword	ælɡɚɹɪθəm	alɡəɹɪθm	
B	0.669	pirates	paresse		paɪɹəts	paʁɛs	
B	0.669	replies	remplacent		ɹᵻplaɪz	ʁɑ̃plas	
B	0.669	towel	tacle		taʊəl	takl	
B	0.669	exotic	exotiques	cognate	ɛɡzɑːɾɪk	ɛɡzotik	
B	0.669	liable	labels		laɪəbəl	labɛl	
B	0.669	seventeen	saisine		sɛvəntiːn	sɛzin	
B	0.669	irony	apprenez		aɪɹəni	apʁəne	
B	0.669	hormone	hormones	cognate	hoːɹmoʊn	ɔʁmon	
B	0.669	counselor	cannelle		kaʊnsəlɚ	kanɛl	
B	0.669	sampling	sterling	loanword	sæmplɪŋ	stɜːlɪŋ	
B	0.669	revolt	révoltes	cognate	ɹᵻvoʊlt	ʁevɔlt	
B	0.669	councillor	cannelle		kaʊnsɪlɚ	kanɛl	
B	0.669	trophies	trophées	cognate	tɹoʊfiz	tʁofe	
B	0.669	dictator	dictée		dɪkteɪɾɚ	dikte	
B	0.668	during	ring	loanword	dʊɹɹɪŋ	ɹɪŋ	
B	0.668	history	tri		hɪstɚɹi	tʁi	
B	0.668	chief	tarifs		tʃiːf	taʁif	
B	0.668	quality	cris		kwɔlᵻɾi	kʁi	
B	0.668	election	laine		ᵻlɛkʃən	lɛn	
B	0.668	popular	pull	loanword	pɑːpjʊlɚ	pʊl	
B	0.668	internet	nettes		ɪntɚnɛt	nɛt	
B	0.668	recent	rites		ɹiːsənt	ʁit	
B	0.668	etc	êtres		ɛtsɛtɹə	ɛtʁ	
B	0.668	region	rides		ɹiːdʒən	ʁid	
B	0.668	section	sen		sɛkʃən	sɛn	
B	0.668	link	living	loanword	lɪŋk	lɪvɪŋ	
B	0.668	studies	dises		stʌdiz	diz	
B	0.668	levels	lèvent		lɛvəlz	lɛv	
B	0.668	anymore	maures		ɛnɪmoːɹ	moʁ	
B	0.668	weekend	end	loanword	wiːkɛnd	ɛnd	
B	0.668	necessary	naissent		nɛsᵻsɚɹi	nɛs	
B	0.668	speaking	king	loanword	spiːkɪŋ	kɪŋ	
B	0.668	otherwise	eyes	loanword	ʌðɚwaɪz	aɪz	
B	0.668	species	six		spiːsiːz	sis	
B	0.668	engine	end	loanword	ɛndʒɪn	ɛnd	
B	0.668	sources	sauront		soːɹsᵻz	soʁɔ̃	
B	0.668	mental	mêlent		mɛntəl	mɛl	
B	0.668	items	eyes	loanword	aɪɾəmz	aɪz	
B	0.668	vehicle	villes		viəkəl	vil	
B	0.668	billion	bill	loanword	bɪliən	bɪl	
B	0.668	victory	tri		vɪktɚɹi	tʁi	
B	0.668	toward	hordes		təwɔːɹd	ɔʁd	
B	0.668	willing	swing	loanword	wɪlɪŋ	swɪŋ	
B	0.668	kingdom	king	loanword	kɪŋdəm	kɪŋ	
B	0.668	orange	orge		ɔɹɪndʒ	ɔʁʒ	
B	0.668	carrying	king	loanword	kæɹiɪŋ	kɪŋ	
B	0.668	essential	sen		ᵻsɛnʃəl	sɛn	
B	0.668	switch	swing	loanword	swɪtʃ	swɪŋ	
B	0.668	careful	quels		kɛɹfəl	kɛl	
B	0.668	realized	rigolade		ɹiːəlaɪzd	ʁiɡolad	
B	0.668	receiving	ring	loanword	ɹᵻsiːvɪŋ	ɹɪŋ	
B	0.668	factory	tri		fæktɚɹi	tʁi	
B	0.668	nearby	bye	loanword	nɪɹbaɪ	baɪ	
B	0.668	bathroom	room	loanword	bæθɹuːm	ɹuːm	
B	0.668	dancing	ding	loanword	dænsɪŋ	dɪŋ	
B	0.668	returning	ring	loanword	ɹᵻtɜːnɪŋ	ɹɪŋ	
B	0.668	meetings	mises		miːɾɪŋz	miz	
B	0.668	sessions	sèches		sɛʃənz	sɛʃ	
B	0.668	attended	end	loanword	ɐtɛndᵻd	ɛnd	
B	0.668	bedroom	room	loanword	bɛdɹuːm	ɹuːm	
B	0.668	reaching	rites		ɹiːtʃɪŋ	ʁit	
B	0.668	compare	pères		kəmpɛɹ	pɛʁ	
B	0.668	covering	ring	loanword	kʌvɚɹɪŋ	ɹɪŋ	
B	0.668	hungry	gris		hʌŋɡɹi	ɡʁi	
B	0.668	temple	thèmes		tɛmpəl	tɛm	
B	0.668	settled	sert		sɛɾəld	sɛʁ	
B	0.668	welfare	fers		wɛlfɛɹ	fɛʁ	
B	0.668	guests	graisses		ɡɛsts	ɡʁɛs	
B	0.668	compete	quittes		kəmpiːt	kit	
B	0.668	alleged	laide		ɐlɛdʒd	lɛd	
B	0.668	legacy	legs	cognate	lɛɡəsi	lɛɡ	
B	0.668	automatic	remorque		ɔːɾəmæɾɪk	ʁəmɔʁk	
B	0.668	diseases	dises		dɪziːzᵻz	diz	
B	0.668	reducing	ring	loanword	ɹᵻduːsɪŋ	ɹɪŋ	
B	0.668	awarded	hordes		ɐwɔːɹdᵻd	ɔʁd	
B	0.668	dropping	ding	loanword	dɹɑːpɪŋ	dɪŋ	
B	0.668	secrets	six		siːkɹᵻts	sis	
B	0.668	goodbye	bye	loanword	ɡʊdbaɪ	baɪ	
B	0.668	attacking	king	loanword	ɐtækɪŋ	kɪŋ	
B	0.668	breathing	bris		bɹiːðɪŋ	bʁi	
B	0.668	peaceful	pisse		piːsfəl	pis	
B	0.668	editing	ring	loanword	ɛdɪɾɪŋ	ɹɪŋ	
B	0.668	removing	ring	loanword	ɹᵻmuːvɪŋ	ɹɪŋ	
B	0.668	gathering	ring	loanword	ɡæðɚɹɪŋ	ɹɪŋ	
B	0.668	seventh	sève		sɛvənθ	sɛv	
B	0.668	applies	eyes	loanword	ɐplaɪz	aɪz	
B	0.668	furthermore	maures		fɜːðɚmoːɹ	moʁ	
B	0.668	catching	king	loanword	kætʃɪŋ	kɪŋ	
B	0.668	cheating	ring	loanword	tʃiːɾɪŋ	ɹɪŋ	
B	0.668	census	sen		sɛnsəs	sɛn	
B	0.668	ranking	ring	loanword	ɹæŋkɪŋ	ɹɪŋ	
B	0.668	endless	end	loanword	ɛndləs	ɛnd	
B	0.668	appearing	ring	loanword	ɐpɪɹɪŋ	ɹɪŋ	
B	0.668	casting	king	loanword	kæstɪŋ	kɪŋ	
B	0.668	swift	swing	loanword	swɪft	swɪŋ	
B	0.668	awake	shake	loanword	ɐweɪk	ʃeɪk	
B	0.668	fifteen	fines		fɪftiːn	fin	
B	0.668	releasing	ring	loanword	ɹᵻliːsɪŋ	ɹɪŋ	
B	0.668	purely	plis		pjʊɹli	pli	
B	0.668	senators	sen		sɛnəɾɚz	sɛn	
B	0.668	advise	eyes	loanword	ɐdvaɪz	aɪz	
B	0.668	darling	ding	loanword	dɑːɹlɪŋ	dɪŋ	
B	0.668	intend	end	loanword	ɪntɛnd	ɛnd	
B	0.668	answering	ring	loanword	ænsɚɹɪŋ	ɹɪŋ	
B	0.668	measuring	ring	loanword	mɛʒɚɹɪŋ	ɹɪŋ	
B	0.668	clearing	ring	loanword	klɪɹɪŋ	ɹɪŋ	
B	0.668	thereby	bye	loanword	ðɛɹbaɪ	baɪ	
B	0.668	advisor	eyes	loanword	ɐdvaɪzɚ	aɪz	
B	0.668	delicate	dettes		dɛlᵻkət	dɛt	
B	0.668	camping	king	loanword	kæmpɪŋ	kɪŋ	
B	0.668	defended	end	loanword	dᵻfɛndᵻd	ɛnd	
B	0.668	portal	pôles		poːɹɾəl	poːl	
B	0.668	publicity	pâtisserie		pʌblɪsᵻɾi	patisʁi	
B	0.668	flooding	ding	loanword	flʌdɪŋ	dɪŋ	
B	0.668	occurring	ring	loanword	əkɜːɹɪŋ	ɹɪŋ	
B	0.668	revealing	ring	loanword	ɹᵻviːlɪŋ	ɹɪŋ	
B	0.668	pencil	pelle		pɛnsəl	pɛl	
B	0.668	adviser	eyes	loanword	ɐdvaɪzɚ	aɪz	
B	0.668	dreaming	ding	loanword	dɹiːmɪŋ	dɪŋ	
B	0.668	supervision	soupçonne		suːpɚvɪʒən	supsɔn	
B	0.668	wishing	swing	loanword	wɪʃɪŋ	swɪŋ	
B	0.668	drilling	ring	loanword	dɹɪlɪŋ	ɹɪŋ	
B	0.668	offended	end	loanword	əfɛndᵻd	ɛnd	
B	0.668	forgetting	ring	loanword	fɚɡɛɾɪŋ	ɹɪŋ	
B	0.668	reviewing	ring	loanword	ɹᵻvjuːɪŋ	ɹɪŋ	
B	0.668	venues	veines		vɛnjuːz	vɛn	
B	0.668	burial	belles		bɛɹɪəl	bɛl	
B	0.668	clarity	cris		klæɹᵻɾi	kʁi	
B	0.668	module	moules		mɑːdʒuːl	mul	
B	0.668	sharply	plis		ʃɑːɹpli	pli	
B	0.668	touring	ring	loanword	tʊɹɹɪŋ	ɹɪŋ	
B	0.668	dodgers	jazz		dɑːdʒɚz	dʒaz	
B	0.668	judiciary	jury	loanword	dʒuːdɪʃɚɹi	dʒʊəɹi	
B	0.668	tempted	thèmes		tɛmptᵻd	tɛm	
B	0.668	cowboy	boy	loanword	kaʊbɔɪ	bɔɪ	
B	0.668	necklace	naissent		nɛkləs	nɛs	
B	0.668	readings	rides		ɹiːdɪŋz	ʁid	
B	0.668	spinal	spatiales		spaɪnəl	spasjal	
B	0.668	crashing	king	loanword	kɹæʃɪŋ	kɪŋ	
B	0.668	cheering	ring	loanword	tʃɪɹɪŋ	ɹɪŋ	
B	0.668	crushing	king	loanword	kɹʌʃɪŋ	kɪŋ	
B	0.668	bibliography	bibliographie	cognate	bɪblɪɑːɡɹəfi	bibliɔɡʁafi	
B	0.668	broadly	bris		bɹɔːdli	bʁi	
B	0.668	rewarded	hordes		ɹᵻwɔːɹdᵻd	ɔʁd	
B	0.668	retrieved	rives		ɹᵻtɹiːvd	ʁiv	
B	0.668	amended	end	loanword	ɐmɛndᵻd	ɛnd	
B	0.668	tenant	têtes		tɛnənt	tɛt	
B	0.668	chatting	ring	loanword	tʃæɾɪŋ	ɹɪŋ	
B	0.668	fairness	fesses		fɛɹnəs	fɛs	
B	0.668	memoir	mêmes		mɛmwɑːɹ	mɛm	
B	0.668	zombies	bises		zɑːmbiz	biz	
B	0.668	newsletter	nerfs		nuːzlɛɾɚ	nɛʁ	
B	0.668	ventures	veines		vɛntʃɚz	vɛn	
B	0.668	weddings	oued		wɛdɪŋz	wɛd	
B	0.668	enacted	end	loanword	ɛnæktᵻd	ɛnd	
B	0.668	briefing	bris		bɹiːfɪŋ	bʁi	
B	0.668	descended	end	loanword	dᵻsɛndᵻd	ɛnd	
B	0.668	dwelling	ding	loanword	dwɛlɪŋ	dɪŋ	
B	0.668	icons	eyes	loanword	aɪkɑːnz	aɪz	
B	0.668	whereby	bye	loanword	wɛɹbaɪ	baɪ	
B	0.668	fluids	floue		fluːɪdz	flu	
B	0.668	mayo	mail	loanword	meɪoʊ	meɪl	
B	0.668	murdering	ring	loanword	mɜːdɚɹɪŋ	ɹɪŋ	
B	0.668	respectable	respectent		ɹᵻspɛktəbəl	ʁɛspɛkt	
B	0.668	bracelet	break	loanword	bɹeɪslɪt	bɹeɪk	
B	0.668	quitting	ring	loanword	kwɪɾɪŋ	ɹɪŋ	
B	0.668	mourning	maures		moːɹnɪŋ	moʁ	
B	0.668	proposing	pressing	loanword	pɹəpoʊzɪŋ	pɹɛsɪŋ	
B	0.668	greeting	ring	loanword	ɡɹiːɾɪŋ	ɹɪŋ	
B	0.668	airborne	herbes		ɛɹboːɹn	ɛʁb	
B	0.667	per	pe		pɜː	pə	
B	0.667	statements	steaks	loanword	steɪtmənts	steɪks	
B	0.667	fastest	fascistes		fæstɪst	fasist	
B	0.667	ranks	tanks	loanword	ɹæŋks	taŋks	
B	0.667	demo	démo	cognate	dɛmoʊ	demo	
B	0.667	ancestors	inceste		ænsɛstɚz	ɛ̃sɛst	
B	0.667	exchanges	extase		ɛkstʃeɪndʒᵻz	ɛkstaz	
B	0.667	idol	adèle		aɪdəl	adɛl	
B	0.667	distracted	districts		dɪstɹæktᵻd	distʁikt	
B	0.667	festivals	festival	cognate	fɛstɪvəlz	fɛstival	
B	0.667	borough	barreaux		bʌɹoʊ	baʁo	
B	0.667	registry	resterait		ɹɛdʒɪstɹi	ʁɛstʁɛ	
B	0.667	café	cafés	cognate	kæfeɪ	kafe	
B	0.667	idle	adèle		aɪdəl	adɛl	
B	0.667	detectives	détective	cognate	dɪtɛktɪvz	detɛktiv	
B	0.666	travel	trèfle		tɹævəl	tʁɛfl	
B	0.666	joint	jobs		dʒɔɪnt	dʒɔb	
B	0.666	numerous	nourrissent		nuːmɚɹəs	nuʁis	
B	0.666	surgery	sonnerie		sɜːdʒɚɹi	sɔnʁi	
B	0.666	stronger	string	loanword	stɹɔŋɡɚ	stɹɪŋ	
B	0.666	secondary	sexy	loanword	sɛkəndɚɹi	sɛksi	
B	0.666	illness	business	loanword	ɪlnəs	bɪznəs	
B	0.666	triple	trèfle		tɹɪpəl	tʁɛfl	
B	0.666	filling	building	loanword	fɪlɪŋ	bɪldɪŋ	
B	0.666	screening	script		skɹiːnɪŋ	skʁipt	
B	0.666	mixing	meeting	loanword	mɪksɪŋ	miːtɪŋ	
B	0.666	examined	exode		ɛɡzæmɪnd	ɛɡzɔd	
B	0.666	cemetery	atterri		sɛmɪtɛɹi	atɛʁi	
B	0.666	shadows	shows	loanword	ʃædoʊz	ʃəʊz	
B	0.666	dignity	décrits		dɪɡnᵻɾi	dekʁi	
B	0.666	exhibited	exode		ɛɡzɪbɪɾᵻd	ɛɡzɔd	
B	0.666	secondly	sexy	loanword	sɛkəndli	sɛksi	
B	0.666	sage	cépages		seɪdʒ	sepaʒ	
B	0.666	eternity	sonnerie		ɪtɜːnᵻɾi	sɔnʁi	
B	0.666	rotating	ring	loanword	ɹoʊteɪɾɪŋ	ɹɪŋ	
B	0.666	squares	square	cognate	skwɛɹz	skwaʁ	
B	0.666	recorder	regardes		ɹᵻkoːɹdɚ	ʁəɡaʁd	
B	0.666	needles	leaders	loanword	niːdəlz	liːdəz	
B	0.666	lastly	lister		læstli	liste	
B	0.666	scrub	script		skɹʌb	skʁipt	
B	0.666	slipping	living	loanword	slɪpɪŋ	lɪvɪŋ	
B	0.666	panties	bêtises		pæntiz	bɛtiz	
B	0.665	public	publiques	cognate	pʌblɪk	pyblik	
B	0.665	questions	western	loanword	kwɛstʃənz	wɛstən	
B	0.665	title	troll	loanword	taɪɾəl	tɹəʊl	
B	0.665	google	goal	loanword	ɡuːɡəl	ɡəʊl	
B	0.665	hoping	shopping	loanword	hoʊpɪŋ	ʃɒpɪŋ	
B	0.665	remained	round	loanword	ɹᵻmeɪnd	ɹaʊnd	
B	0.665	discover	discount	loanword	dɪskʌvɚ	dɪskaʊnt	
B	0.665	technologies	technologie		tɛknɑːlədʒiz	tɛknoloʒi	
B	0.665	cage	cake	loanword	keɪdʒ	keɪk	
B	0.665	tales	trolls	loanword	teɪlz	tɹəʊlz	
B	0.665	retained	round	loanword	ɹᵻteɪnd	ɹaʊnd	
B	0.665	remainder	round	loanword	ɹᵻmeɪndɚ	ɹaʊnd	
B	0.665	deliberately	liberty	loanword	dᵻlɪbɚɹətli	lɪbəti	
B	0.665	flexibility	flexibles		flɛksəbɪlᵻɾi	flɛksibl	
B	0.665	questioned	western	loanword	kwɛstʃənd	wɛstən	
B	0.665	shades	shake	loanword	ʃeɪdz	ʃeɪk	
B	0.665	robots	romance		ɹoʊbɑːts	ʁomɑ̃s	
B	0.665	pistol	postales		pɪstəl	pɔstal	
B	0.665	terrific	trafics		tɚɹɪfɪk	tʁafik	
B	0.665	compression	comprennent		kəmpɹɛʃən	kɔ̃pʁɛn	
B	0.665	tiles	trolls	loanword	taɪlz	tɹəʊlz	
B	0.665	tails	trolls	loanword	teɪlz	tɹəʊlz	
B	0.665	shaved	shake	loanword	ʃeɪvd	ʃeɪk	
B	0.664	beginning	building	loanword	bɪɡɪnɪŋ	bɪldɪŋ	
B	0.664	basically	baby	loanword	beɪsɪkli	beɪbi	
B	0.664	proposal	puzzle	loanword	pɹəpoʊzəl	pʌzəl	
B	0.664	suitable	sourcils		suːɾəbəl	suʁsil	
B	0.664	chemistry	country	loanword	kɛmɪstɹi	kʌntɹi	
B	0.664	traveling	training	loanword	tɹævəlɪŋ	tɹeɪnɪŋ	
B	0.664	travelling	training	loanword	tɹævəlɪŋ	tɹeɪnɪŋ	
B	0.664	traded	training	loanword	tɹeɪdᵻd	tɹeɪnɪŋ	
