rank	en	fr	ladder	v5	v7	strict	loops	dual	cognate	sound	meaning
9	cheaper	type	A	A							
9	cheaper	types	A	A							
9	cheapest	chimiste	A		A					0.874	0.154
9	cheat	gîte	A		A					0.951	0.419
9	cheated	tir	A		A					0.780	0.313
9	checked	tchèques	A	A	A					0.977	0.233
9	checks	tex	A	A	A					0.924	0.418
9	cheep	jeep	A	A	A					0.776	0.232
9	cheep	type	A		A					0.916	0.268
9	chemical	quelques	A		A					0.698	0.375
9	chemistry	connerie	A		A					0.743	0.343
9	chess	jet	A	A							
9	chest	geste	A		A					0.955	0.431
9	chest	test	A	A	A					0.924	0.218
9	chest	tests	A	A	A					0.924	0.205
9	chevy	cheveux	A	A	A					0.910	0.290
9	chevy	sévit	A		A					0.912	0.424
9	chi	ca	A	A							
9	chi	cas	A	A							
9	chi	ka	A	A							
9	chic	chimiques	A	A							
9	chick	tchèque	A	A	A					0.977	0.301
9	chick	tchèques	A	A	A					0.977	0.306
9	chicken	tchèque	A		A					0.870	0.137
9	chicks	tchèque	A		A					0.955	0.268
9	chid	jet	A	A							
9	child	tchad	A		A					0.886	0.302
9	chin	gin	A	A	A					0.951	0.350
9	china	tchad	A		A					0.827	0.378
9	chinese	venise	A		A					0.844	0.265
9	chip	jeep	A	A	A					0.765	0.080
9	chip	type	A		A					0.896	0.203
9	chips	gypse	A		A					0.937	0.363
9	chit	jet	A	A							
9	choc	jack	A	A	A					0.939	0.334
9	choc	tchèque	A		A					0.921	0.284
9	chock	jack	A	A	A					0.939	0.264
9	chock	tchèque	A		A					0.921	0.221
9	choir	quoi	A	A							
9	choir	quoique	A	A	A					0.833	0.332
9	choke	tchèque	A		A					0.838	0.246
9	choke	tchèques	A	B_safe	A					0.838	0.258
9	chon	tchad	A	A	A					0.950	0.397
9	chop	tape	A		A					0.904	0.336
9	chopped	tchad	A		A					0.912	0.220
9	chorus	corse	A	A	A					0.780	0.314
9	chorus	corses	A	A	A					0.780	0.386
9	chris	cries	A		A					0.714	0.420
9	christ	crasse	A		A					0.727	0.360
9	chronic	crack	A		A					0.687	0.308
9	chronic	cran hic	A	A	A					0.785	0.237
9	chuck	tchèque	A		A					0.971	0.367
9	chuck	tchèques	A	B_safe	A					0.971	0.389
9	church	tchatche	A		A					0.959	0.299
9	cigarette	secrète	A		A					0.832	0.267
9	cigarette	secrètes	A	B_safe	A					0.832	0.382
9	cigarettes	secrète	A		A					0.819	0.255
9	circle	socle	A		A					0.890	0.214
9	circuit	secte	A		A					0.890	0.119
9	circular	socle	A		A					0.869	0.270
9	cited	sarde	A		A					0.813	0.448
9	city	syrie	A		A					0.774	0.189
9	cl	celle	A		A					0.858	0.439
9	claim	clé	A		A					0.875	0.325
9	claims	close	A		A					0.818	0.239
9	clan	clones	A	B_safe	A					0.932	0.434
9	clan	clé	A		A					0.895	0.287
9	clash	cloches	A	B_safe	A					0.932	0.336
9	classes	close	A		A					0.872	0.202
9	claws	close	A		A					1.000	0.293
9	clay	clefs	A	A	A					0.902	0.213
9	clay	clé	A	A	A					0.902	0.203
9	clay	clés	A	A	A					0.902	0.220
9	clean	colline	A	A	A					0.867	0.289
9	clean	collines	A	A	A					0.867	0.321
9	clean	incline	A	A	A					0.867	0.178
9	cleaned	clé	A		A					0.874	0.233
9	cleaner	cligne	A		A					0.976	0.399
9	cleaner	colline	A	A							
9	cleaner	collines	A	A							
9	cleaner	incline	A	A							
9	cleaning	clinique	A		A					0.915	0.333
9	cleaning	cliniques	A	B_safe	A					0.915	0.293
9	clear	clerc	A	A	A					0.841	0.310
9	clear	clercs	A	A	A					0.841	0.352
9	clearer	clairs	A	A							
9	clearer	clerc	A	A							
9	clearer	clercs	A	A							
9	clearly	click lies	A	A	A					0.890	0.232
9	cleat	quitte	A		A					0.916	0.417
9	clem	club	A	A	A					0.939	0.308
9	clerk	claque	A	A	A					0.955	0.428
9	clerk	claques	A	A	A					0.955	0.294
9	clever	glaive	A		A					0.993	0.265
9	clever	lève	A	A							
9	clever	lèvent	A	A							
9	cliff	clive	A		A					0.962	0.271
9	cliffs	classe	A		A					0.852	0.219
9	climate	clamait	A		A					0.855	0.443
9	climbed	clame	A		A					0.886	0.442
9	cling	clean	A	A	A					0.760	0.394
9	clinic	clic	A		A					0.823	0.252
9	clock	claque	A	A	A					0.989	0.285
9	clock	claques	A	A	A					0.989	0.217
9	closed	claude	A	A	A					0.886	0.395
9	closely	clous lis	A	A							
9	closer	clos	A		A					0.875	0.369
9	closet	classe	A		A					0.862	0.335
9	closing	clous in	A	A	A					0.711	0.391
9	clot	clan	A		A					0.895	0.254
9	cloth	cloches	A	B_safe	A					0.942	0.423
9	clothes	clause	A		A					0.886	0.369
9	clothes	clauses	A	A	A					0.886	0.408
9	clothes	close	A	A	A					0.867	0.254
9	clothes	closes	A	A	A					0.886	0.188
9	cloud	claude	A	B_safe	A					0.861	0.296
9	clouds	classe	A		A					0.873	0.174
9	clown	clones	A	B_safe	A					0.861	0.171
9	clubs	clause	A		A					0.913	0.211
9	clue	clowns	A	A	A					0.921	0.262
9	cluster	clé	A		A					0.874	0.168
9	clusters	clause	A		A					0.918	0.118
9	cnn	semaines	A		A					0.828	0.340
9	coaches	coud chaise	A	A	A					0.749	0.294
9	coaching	coud chine	A	A	A					0.823	0.299
9	coal	col	A		A					0.884	0.266
9	coat	côtes	A	A	A					0.906	0.389
9	coated	corde	A		A					0.793	0.392
9	cocaine	coquine	A		A					0.826	0.359
9	cock	cac	A		A					0.987	0.448
9	coconut	coquette	A		A					0.797	0.203
9	code	que ode	A	A	A					0.902	0.361
9	coffee	confie	A	A	A					0.941	0.273
9	coil	col	A		A					0.906	0.416
9	coil	collent	A	A	A					0.906	0.432
9	coil	cols	A	A	A					0.906	0.412
9	coin	conne	A	A	A					0.906	0.341
9	coins	conne	A		A					0.881	0.297
9	coke	que oc	A	A	A					0.902	0.358
9	cola	cause	A		A					0.805	0.282
9	cold	cause	A		A					0.852	0.327
9	colin	câline	A		A					0.939	0.382
9	collected	cliquent aide	A	A	A					0.902	0.286
9	collectively	collecter	A		A					0.852	0.291
9	collectively	collectes lis	A	A	A					0.905	0.230
9	collectors	cliquent aise	A	A	A					0.902	0.156
9	collins	case	A		A					0.897	0.404
9	colonel	quenelle	A		A					0.944	0.304
9	colonial	colonel	A		A					0.841	0.251
9	color	cale	A	B_safe	A					0.975	0.434
9	colors	cause	A		A					0.905	0.291
9	colour	cale	A		A					0.975	0.436
9	colours	cause	A		A					0.905	0.284
9	combine	cabane	A		A					0.861	0.330
9	comes	cause	A		A					0.905	0.390
9	comic	cac	A		A					0.821	0.397
9	commie	commit	A		A					0.902	0.310
9	committee	connerie	A		A					0.688	0.368
9	commodities	comment dix	A	A	A					0.920	0.290
9	common	cane	A		A					0.824	0.339
9	commonly	kabylie	A		A					0.881	0.431
9	community	connerie	A		A					0.678	0.431
9	comp	cap	A		A					0.917	0.417
9	companies	on venise	A		A					0.795	0.279
9	compared	on perdent	A		A					0.797	0.422
9	composer	con peser	A	A	A					0.820	0.338
9	compression	con prochaine	A	A	A					0.836	0.305
9	conceit	on site	A		A					0.901	0.375
9	concert	caste	A	B_safe	A					0.924	0.332
9	concrete	khan crête	A	A	A					0.882	0.360
9	conduct	connecte	A		A					0.881	0.291
9	conductor	contact	A		A					0.890	0.329
9	confess	on fesse	A		A					0.901	0.395
9	confessed	conteste	A	B_safe	A					0.888	0.394
9	confessed	on veste	A		A					0.886	0.352
9	congressional	con greffon elle	A	A	A					0.820	0.276
9	conquest	en couette	A		A					0.810	0.385
9	conquest	khan kyste	A	A	A					0.906	0.446
9	consent	con celtes	A	A	A					0.924	0.259
9	construct	on strict	A		A					0.705	0.407
9	contemporary	con tain prairies	A	A	A					0.810	0.400
9	content	canette	A		A					0.910	0.393
9	contract	en tracts	A		A					0.748	0.442
9	contractor	contact	A		A					0.848	0.372
9	control	con troll	A	A	A					0.845	0.311
9	controller	cognent relais	A	A	A					0.792	0.377
9	controllers	cognent relève	A	A	A					0.792	0.348
9	cook	coq	A		A					0.975	0.332
9	cooked	cote	A		A					0.905	0.313
9	cookie	kiki	A	A	A					0.910	0.269
9	cookies	conquise	A	A	A					0.931	0.271
9	cookies	kiki	A		A					0.888	0.254
9	coordinator	corner	A		A					0.662	0.314
9	coot	coûte	A		A					1.000	0.386
9	cop	cap	A		A					0.987	0.250
9	cop	caps	A	B_safe	A					0.987	0.202
9	cope	cap	A		A					0.853	0.354
9	copies	case	A		A					0.821	0.388
9	coping	copine	A		A					0.867	0.442
9	copper	cap	A		A					0.987	0.288
9	cops	casse	A		A					0.917	0.375
9	coral	chorale	A	A	A					0.777	0.196
9	coral	col	A		A					0.832	0.332
9	cord	commode	A	A							
9	cording	comptine	A	A	A					0.834	0.354
9	corner	cornet	A	A	A					0.711	0.271
9	corners	corne	A	A							
9	corners	cornes	A	A							
9	corps	scores	A	A	A					0.812	0.328
9	corpse	corpus	A	A							
9	corpse	corse	A	A							
9	corpse	corses	A	A							
9	correct	crêtes	A	A							
9	corrected	croquent aide	A	A	A					0.722	0.330
9	correctly	croquent lis	A	A							
9	correctly	croquis	A		A					0.783	0.391
9	corresponding	corps pan digne	A	A	A					0.860	0.270
9	cosmetics	commerce	A		A					0.767	0.365
9	cost	caste	A	A	A					0.932	0.310
9	cost	costaud	A	A	A					0.807	0.336
9	cost	cote	A		A					0.934	0.331
9	cost	quote	A	A	A					0.934	0.240
9	costing	costaud	A	B_safe	A					0.878	0.342
9	costing	costume	A		A					0.881	0.199
9	costs	cote	A		A					0.913	0.326
9	costume	cassent hume	A	A	A					0.940	0.406
9	cottar	car	A		A					0.838	0.416
9	cotter	car	A		A					0.838	0.324
9	couch	catch	A	A	A					0.908	0.139
9	cough	coffre	A	A	A					0.975	0.311
9	cough	coffres	A	A	A					0.975	0.287
9	cough	cote	A		A					0.955	0.294
9	could	codes	A	B_safe	A					0.950	0.251
9	council	cannes elle	A	A	A					0.926	0.294
9	counsel	cannes elle	A	A	A					0.926	0.325
9	counted	gagnent aide	A	A	A					0.888	0.408
9	counter	carte	A		A					0.813	0.433
9	counties	khan thèse	A	A	A					0.877	0.204
9	counting	khan teigne	A	A	A					0.877	0.278
9	couple	câble	A		A					0.870	0.194
9	coupon	coupent aune	A	A	A					0.955	0.396
9	courier	crie	A	A							
9	courier	crient	A	A							
9	courier	cries	A		A					0.716	0.323
9	courier	cris	A	A							
9	courses	cause	A		A					0.908	0.219
9	court	côtes	A		A					0.929	0.393
9	courts	corse	A		A					0.836	0.333
9	cousin	cane	A		A					0.810	0.387
9	couture	cour	A		A					0.674	0.583
9	cover	cave	A		A					0.975	0.390
9	covers	cause	A		A					0.905	0.289
9	cow	ca	A	A	A					0.898	0.376
9	cow	cas	A	A	A					0.898	0.325
9	cow	k	A		A					0.898	0.334
9	cow	ka	A	A	A					0.898	0.403
9	coward	case	A		A					0.875	0.159
9	coward	caïd	A	B_safe	A					0.957	0.291
9	cowboy	cabot	A		A					0.825	0.397
9	cows	case	A	A	A					0.906	0.130
9	cows	cases	A	A	A					0.906	0.137
9	cox	casse	A		A					0.917	0.446
9	crafts	kraft	A		A					0.819	0.433
9	craig	crée	A		A					0.681	0.837
9	crane	crée	A		A					0.681	0.309
9	crane	créent aune	A	A	A					0.771	0.392
9	crap	crêpes	A	B_safe	A					0.795	0.371
9	crash	crache	A	A	A					0.817	0.248
9	crashed	christ	A		A					0.777	0.213
9	crawl	col	A		A					0.916	0.342
9	crawl	collent	A	A	A					0.916	0.311
9	crawl	cols	A	A	A					0.916	0.289
9	crazy	crédit	A	A	A					0.754	0.190
9	crazy	crédits	A	A	A					0.754	0.248
9	creaky	kiki	A		A					0.876	0.225
9	cream	rimes	A	A	A					0.854	0.297
9	create	cricket	A	B_safe	A					0.730	0.248
9	creatures	crise	A		A					0.770	0.220
9	credit	crête	A		A					0.729	0.304
9	creed	cries	A		A					0.736	0.264
9	creed	cris	A	A	A					0.736	0.387
9	creed	ride	A	A	A					0.854	0.303
9	creed	rides	A	A	A					0.854	0.279
9	creek	critique	A	A							
9	creek	critiquent	A	A							
9	creek	critiques	A	A							
9	creep	crypte	A	A	A					0.824	0.266
9	creepy	crie	A	A							
9	creepy	crient	A	A							
9	creepy	cris	A	A							
9	crew	coup	A		A					0.883	0.268
9	crew	croûte	A	A	A					0.736	0.312
9	crews	crous	A		A					0.736	0.337
9	crews	croûte	A	B_safe	A					0.782	0.336
9	cried	grade	A		A					0.739	0.191
9	cries	crasse	A	B_safe	A					0.728	0.350
9	crime	crabes	A	B_safe	A					0.715	0.337
9	crime	crame	A		A					0.742	0.279
9	crimes	crame	A		A					0.727	0.262
9	critic	crique	A		A					0.680	0.501
9	critical	querelles	A		A					0.627	0.565
9	crock	crack	A		A					0.829	0.361
9	crop	crampes	A	A	A					0.817	0.189
9	crops	crampes	A		A					0.803	0.190
9	crops	crasse	A	B_safe	A					0.772	0.265
9	cross	crasse	A	A	A					0.772	0.374
9	crossed	crotte	A	A	A					0.788	0.426
9	crosses	cross	A	A							
9	crosses	crosse	A	A							
9	crossover	crocs avez	A	A	A					0.758	0.400
9	crow	crocs	A	A	A					0.697	0.250
9	crowd	crânes	A	B_safe	A					0.715	0.300
9	crowd	grade	A		A					0.739	0.313
9	crowded	grade	A		A					0.724	0.248
9	crowds	crise	A		A					0.659	0.281
9	crown	crane	A	A	A					0.742	0.207
9	crown	crâne	A	A	A					0.742	0.399
9	crown	crânes	A	A	A					0.742	0.391
9	crucial	cruel	A		A					0.783	0.395
9	cruelty	crouler	A		A					0.753	0.332
9	cruise	crous	A		A					0.736	0.242
9	cruise	croûte	A	B_safe	A					0.782	0.318
9	crush	crache	A	A	A					0.817	0.343
9	crush	crash	A	B_safe	A					0.782	0.190
9	crushed	crache	A		A					0.803	0.421
9	crushing	brushing	A		A					0.827	0.353
9	crust	christ	A	A	A					0.813	0.306
9	ct	sidi	A	A	A					0.932	0.403
9	ct	sis scie	A	A	A					0.960	0.328
9	ct	site	A	A	A					0.850	0.298
9	ct	sites	A	A	A					0.850	0.290
9	cubby	copie	A		A					0.917	0.302
9	cubs	cause	A		A					0.905	0.244
9	cuisine	couine	A		A					0.925	0.317
9	cuisine	cousine	A	A	A					0.880	0.265
9	culture	catch	A		A					0.913	0.231
9	cup	caps	A	B_safe	A					0.975	0.412
9	curb	cob	A		A					0.975	0.274
9	cure	cour	A		A					0.753	0.438
9	cured	code	A	A	A					0.829	0.179
9	cured	codes	A	A	A					0.807	0.135
9	cured	corde	A		A					0.779	0.143
9	curry	crie	A	A	A					0.716	0.234
9	curry	crient	A	A	A					0.716	0.254
9	curry	cries	A		A					0.716	0.197
9	curry	cris	A	A	A					0.716	0.260
9	curtain	conne	A		A					0.810	0.253
9	curve	cave	A		A					0.950	0.311
9	curved	code	A		A					0.905	0.254
9	curves	cause	A		A					0.881	0.204
9	custody	cassent dit	A	A	A					0.910	0.330
9	cut	côtes	A	B_safe	A					0.975	0.364
9	cute	coûte	A	A	A					0.916	0.252
9	cute	coûtent	A	A	A					0.916	0.303
9	cuts	casse	A		A					0.911	0.366
9	cutter	car	A		A					0.826	0.208
9	cuz	cause	A		A					0.975	0.360
9	cyber	sape	A		A					0.891	0.342
9	cyst	cette	A		A					0.911	0.281
9	daddy	dits dis	A	A	A					0.961	0.390
9	daily	délit	A	A	A					0.889	0.367
9	daily	délits	A	A	A					0.889	0.327
9	dairy	der	A	A							
9	damn	dames	A	B_safe	A					0.975	0.449
9	danger	dînent chez	A	A	A					0.871	0.158
9	dare	derrière	A	A							
9	dare	ide	A	A	A					0.684	0.520
9	dark	arc	A		A					0.730	0.329
9	darker	arc	A		A					0.730	0.251
9	database	dérobé	A		A					0.794	0.325
9	date	dette	A		A					0.884	0.442
9	daughter	dotés	A	A	A					0.674	0.471
9	daughters	dors	A	A							
9	daughters	dort	A	A							
9	daughters	dose	A		A					0.929	0.255
9	david	défi	A		A					0.835	0.413
9	daylight	dilate	A		A					0.833	0.416
9	daytime	d âme	A		A					0.872	0.279
9	dd	dit	A	A							
9	dd	dits	A	A							
9	dead	dette	A	B_safe	A					0.979	0.377
9	dead	dettes	A	B_safe	A					0.979	0.407
9	dead	dinde	A	B_safe	A					0.975	0.435
9	dead	dindes	A	B_safe	A					0.975	0.440
9	dead	dès	A		A					0.912	0.359
9	deadline	dès lad	A	A	A					0.818	0.336
9	deadly	d lie	A		A					0.926	0.326
9	deadly	dettes lies	A	A	A					0.985	0.436
9	deaf	f	A		A					0.893	0.249
9	dealer	il	A		A					0.893	0.357
9	dealers	disent	A	A							
9	dealers	dises	A	A							
9	dealers	dix	A	A							
9	deals	disent	A	A	A					0.929	0.442
9	deals	dises	A	A	A					0.929	0.372
9	deals	dix	A	A	A					0.915	0.408
9	dealt	delta	A	A	A					0.807	0.429
9	dean	divine	A	A							
9	dean	divines	A	A							
9	dean	gin	A	A	A					0.916	0.188
9	deaths	dette	A		A					0.934	0.356
9	debating	tibet in	A	A	A					0.687	0.227
9	debt	jets	A	A							
9	debtor	doté	A	A	A					0.708	0.360
9	debts	dette	A	A	A					0.975	0.211
9	decease	dix	A		A					0.918	0.403
9	deceased	dite	A		A					0.857	0.378
9	decent	discount	A	B_safe	A					0.777	0.331
9	deck	déc	A	B_safe	A					0.979	0.425
9	deck	teck	A		A					0.975	0.437
9	decked	dette	A		A					0.929	0.396
9	decked	dicte	A	A	A					0.958	0.443
9	declare	clairs	A	A							
9	declare	clerc	A	A							
9	declare	clercs	A	A							
9	decreased	christ	A	A	A					0.712	0.203
9	decreased	district	A	A	A					0.789	0.382
9	decreased	districts	A	A	A					0.789	0.356
9	decreasing	décrit	A		A					0.773	0.388
9	decree	cries	A		A					0.773	0.242
9	decree	décris	A	A	A					0.679	0.537
9	decree	décrit	A	A	A					0.679	0.596
9	decree	décrits	A	A	A					0.679	0.614
9	deed	dîtes	A	B_safe	A					0.979	0.399
9	deed arse	distance	A	A							
9	deed arse	distances	A	A							
9	deed egg	distingue	A	A							
9	deed irked	distinctes	A	A							
9	deeds	dises	A	A	A					0.934	0.364
9	deeds	dix	A	A	A					0.915	0.306
9	deep	hip	A		A					0.893	0.212
9	deeper	hip	A		A					0.893	0.236
9	deepest	déteste	A		A					0.886	0.331
9	deer	dire	A		A					0.829	0.367
9	deer	dis	A	A	A					0.887	0.387
9	deer	dits	A	A	A					0.887	0.403
9	defeat	dite	A	A							
9	defeat	dites	A	A							
9	defeat	dîtes	A	A							
9	defeated	firent	A		A					0.828	0.327
9	defeats	dite	A		A					0.898	0.399
9	defect	directe	A	A	A					0.882	0.422
9	defect	directes	A	A	A					0.882	0.430
9	defect	directs	A	A	A					0.882	0.199
9	define	fan	A		A					0.840	0.331
9	defining	divan in	A	A	A					0.699	0.473
9	degree	dits gris	A	A	A					0.725	0.385
9	degree	gris	A	A							
9	degrees	grise	A	A							
9	degrees	grises	A	A							
9	delete	dite	A	A							
9	delete	dites	A	A							
9	delete	dîtes	A	A							
9	deleted	lire	A		A					0.828	0.260
9	delight	light	A		A					0.843	0.396
9	dell	duel	A	A	A					0.858	0.420
9	democracy	décrit	A		A					0.720	0.442
9	demon	hymne	A		A					0.819	0.244
9	denies	naze	A		A					0.840	0.406
9	density	d ri	A		A					0.856	0.410
9	dent	dette	A	A	A					0.929	0.372
9	dent	dettes	A	A	A					0.929	0.428
9	departure	patch	A		A					0.897	0.124
9	depend	peine	A		A					0.953	0.403
9	deployed	plaide	A		A					0.828	0.449
9	deport	porte	A		A					0.822	0.367
9	depressed	prête	A		A					0.777	0.337
9	depressing	pressing	A		A					0.852	0.199
9	depth	dette	A		A					0.924	0.444
9	derby	débit	A		A					0.925	0.389
9	derby	débits	A	B_safe	A					0.925	0.391
9	derived	drive	A		A					0.764	0.250
9	deserve	des ève	A		A					0.920	0.411
9	designer	dis année	A	A	A					0.801	0.222
9	designers	dis ânesse	A	A	A					0.813	0.365
9	desk	disque	A		A					0.958	0.361
9	desk	disques	A	B_safe	A					0.958	0.395
9	despair	pair	A		A					0.809	0.240
9	destructive	strict	A		A					0.729	0.364
9	detective	dit active	A	A	A					0.870	0.394
9	detour	dit or	A		A					0.842	0.356
9	deuce	douce	A	A	A					0.916	0.447
9	dew	doux	A	B_reservoir	A					1.000	0.325
9	dews	douze	A	A	A					1.000	0.440
9	diary	tarit	A		A					0.754	0.439
9	dickey	ski	A		A					0.794	0.177
9	dickie	ski	A		A					0.794	0.181
9	dicky	ski	A		A					0.794	0.211
9	dictator	piquent été	A	A	A					0.853	0.197
9	died	date	A		A					0.891	0.251
9	diesel	des elle	A		A					0.928	0.197
9	diesel	dises houle	A	A	A					0.955	0.261
9	diesel	disons	A	B_safe	A					0.903	0.267
9	diet	date	A		A					0.847	0.182
9	dietary	d ri	A		A					0.773	0.326
9	differently	d renie	A		A					0.850	0.409
9	digest	d geste	A		A					0.909	0.390
9	digits	dit gypse	A	A	A					0.910	0.356
9	dilly	dealer	A	A	A					0.749	0.265
9	dimension	demain chaîne	A	A	A					0.833	0.276
9	dinner	dîne	A		A					0.979	0.388
9	dinosaur	on sort	A		A					0.631	0.267
9	directed	trek	A		A					0.808	0.422
9	director	directes	A	A							
9	director	directs	A	A							
9	director	trek	A		A					0.822	0.346
9	directors	trek	A		A					0.808	0.326
9	directory	directrice	A	A							
9	directory	directrices	A	A							
9	directory	décrit	A		A					0.781	0.363
9	discipline	dis pleine	A	A	A					0.875	0.389
9	disclose	d clause	A		A					0.905	0.371
9	disclose	dis clause	A	A	A					0.917	0.398
9	disclosure	d clos	A		A					0.881	0.353
9	discreet your	description	A	A							
9	discreet your	descriptions	A	A							
9	disgrace	dis grèce	A	A	A					0.800	0.448
9	disguise	d gaz	A		A					0.902	0.192
9	disguise	dis gaz	A	A	A					0.914	0.264
9	dish	dèche	A		A					0.975	0.396
9	dishes	disent	A		A					0.909	0.320
9	dislike	d lac	A		A					0.902	0.313
9	dislike	dis lac	A	A	A					0.914	0.355
9	dismiss	d miss	A		A					0.947	0.372
9	displays	d plaise	A		A					0.892	0.284
9	displays	dis plaise	A	A	A					0.904	0.289
9	disport	d porte	A		A					0.857	0.402
9	disposal	dispos elle	A	A	A					0.908	0.403
9	dissed	test	A	A	A					0.955	0.412
9	distract	district	A		A					0.804	0.247
9	distress	d s	A		A					0.874	0.399
9	dit eager	distinguer	A	A							
9	ditty	tri	A		A					0.688	0.717
9	dive	live	A	B_safe	A					0.787	0.296
9	divorce	force	A		A					0.801	0.137
9	dj	dit g	A		A					0.909	0.340
9	dna	dîner	A		A					0.823	0.405
9	do	doudou	A	A							
9	doctor	actes	A		A					0.891	0.366
9	does	doses	A	B_safe	A					0.975	0.201
9	doll	dalle	A		A					0.987	0.321
9	doll	dalles	A	B_safe	A					0.987	0.321
9	dollar	dalle	A		A					0.987	0.406
9	domain	demain	A	B_safe	A					0.816	0.319
9	dominion	demain in	A	A	A					0.741	0.436
9	donor	donne	A		A					0.884	0.349
9	donor	down	A	B_safe	A					0.787	0.151
9	donors	dose	A		A					0.860	0.215
9	doorbell	nobel	A	A	A					0.872	0.267
9	doors	dose	A	A	A					0.909	0.165
9	doors	doses	A	A	A					0.929	0.182
9	dorks	taxe	A		A					0.870	0.337
9	dot	dates	A	B_safe	A					0.987	0.447
9	doubt	date	A	A	A					0.906	0.294
9	doubt	dates	A	A	A					0.906	0.227
9	doubts	date	A		A					0.881	0.248
9	douche	touche	A	B_safe	A					0.975	0.434
9	douche	touchent	A	B_safe	A					0.975	0.405
9	douche	touches	A	B_safe	A					0.975	0.401
9	dough	do	A	B_safe	A					0.700	0.439
9	downs	dan	A		A					0.881	0.429
9	downtown	en tanne	A		A					0.739	0.182
9	downward	tan oued	A	A	A					0.745	0.296
9	dr	actes	A		A					0.891	0.387
9	draft	date	A		A					0.833	0.322
9	drat	date	A		A					0.892	0.360
9	draw	drogue	A	A	A					0.731	0.110
9	draw	drop	A	A	A					0.753	0.343
9	drawer	dors	A	A	A					0.773	0.316
9	drawer	dort	A	A	A					0.773	0.310
9	drawl	drôles	A		A					0.835	0.319
9	drawn	donne	A	A	A					0.916	0.423
9	draws	rose	A		A					0.831	0.306
9	draws	treize	A	A	A					0.788	0.435
9	dread	raid	A		A					0.831	0.231
9	dream	rimes	A	A	A					0.831	0.271
9	dress	adresse	A	A	A					0.728	0.246
9	dress	adressent	A	A	A					0.728	0.265
9	dress	adresses	A	A	A					0.728	0.243
9	dressed	reste	A	A	A					0.846	0.401
9	dressed	restent	A	A	A					0.846	0.406
9	dressed	restes	A	A	A					0.846	0.336
9	drew	trous	A	B_safe	A					0.772	0.362
9	drill	drôles	A	B_safe	A					0.763	0.201
9	drip	trip	A	A	A					0.814	0.345
9	drive	drap ive	A	A	A					0.858	0.276
9	driver	drive	A	A							
9	drivers	draps aise	A	A	A					0.806	0.221
9	drone	drôles	A	B_safe	A					0.716	0.268
9	drone	rhône	A		A					0.731	0.329
9	drool	drôle	A	A	A					0.809	0.379
9	drop	drape	A		A					0.843	0.306
9	dropped	drape	A		A					0.827	0.224
9	drops	drape	A		A					0.827	0.279
9	drought	rate	A		A					0.731	0.230
9	drown	down	A	B_safe	A					0.791	0.324
9	drown	drame	A		A					0.722	0.397
9	drowned	round	A	B_safe	A					0.837	0.209
9	drummer	drame	A	A	A					0.831	0.293
9	dry	draps	A	A	A					0.715	0.380
9	drying	drague	A		A					0.682	0.425
9	dual	duel	A		A					0.963	0.344
9	dubai	nouba	A		A					0.863	0.334
9	duchess	d s	A		A					0.905	0.398
9	duck	doc	A		A					0.950	0.110
9	duck	déc	A	B_safe	A					0.975	0.333
9	ducks	axe	A		A					0.878	0.227
9	dude	doudou	A	A							
9	due	doudou	A	A							
9	dull	dalle	A		A					0.975	0.413
9	dull	dalles	A	B_safe	A					0.975	0.426
9	dumb	dame	A		A					0.975	0.412
9	dummy	demie	A	A	A					0.941	0.450
9	dummy	demies	A	A	A					0.941	0.444
9	dummy	demis	A	A	A					0.941	0.402
9	dusty	d dit	A		A					0.911	0.377
9	duty	nourri	A		A					0.756	0.386
9	dvd	diviser	A		A					0.894	0.380
9	dwarf	dors	A		A					0.800	0.330
9	dying	dan	A		A					0.829	0.444
9	early	allie	A		A					0.917	0.417
9	earn	n	A		A					0.961	0.349
9	earned	end	A	B_safe	A					0.810	0.319
9	easier	zizi	A	A							
9	easily	italie	A		A					0.880	0.321
9	easily	zizi	A	B_safe	A					0.834	0.352
9	easy	zizi	A	A	A					0.926	0.354
9	eat aura	historien	A	A							
9	eat aura	historiens	A	A							
9	eaten	hit haines	A	A	A					0.758	0.424
9	eating	éteignent	A	A	A					0.778	0.413
9	economies	on mise	A		A					0.664	0.389
9	economy	khan omis	A	A	A					0.833	0.216
9	edges	haie jazz	A	A	A					0.857	0.248
9	edit	aident êtes	A	A	A					0.963	0.445
9	edit riyal	industriel	A	A							
9	edit riyal	industrielle	A	A							
9	edit riyal	industrielles	A	A							
9	edit riyal	industriels	A	A							
9	editor	être	A		A					0.811	0.362
9	effect	infecte	A		A					0.945	0.319
9	effects	secte	A		A					0.846	0.178
9	eggers	aise	A		A					0.893	0.378
9	eggers	écosse	A	A	A					0.740	0.314
9	eggs	aise	A		A					0.893	0.342
9	eighteen	et une	A		A					0.812	0.443
9	elbow	elbe	A		A					0.838	0.425
9	elderly	est lie	A		A					0.897	0.300
9	elect	legs	A		A					0.954	0.262
9	elected	laide	A		A					0.898	0.400
9	elected	lectures	A	B_safe	A					0.760	0.238
9	elected	liguent aide	A	A	A					0.829	0.294
9	electric	lexique	A		A					0.905	0.176
9	electricity	lectrice	A		A					0.755	0.283
9	electron	liguent rhône	A	A	A					0.860	0.321
9	electronic	électron hic	A	A	A					0.693	0.458
9	elsewhere	s air	A		A					0.828	0.398
