combined	sound	semantic	band	en	fr	flags	en_ipa	fr_ipa
0.573	0.73	0.569	close	zen	senne		zɛn	sɛn
0.573	0.817	0.402	related	selfish	selles fâche	multiword	sɛlfɪʃ	sɛlfaʃ
0.573	0.786	0.457	related	ray	ré		ɹeɪ	ʁe
0.572	0.781	0.466	related	feels	fil		fiːlz	fil
0.572	0.833	0.374	related	roll	rôle		ɹəʊl	ʁol
0.572	0.781	0.465	related	swear	souhaits		sweə	swɛ
0.572	0.73	0.567	close	cede	sites		siːd	sit
0.572	0.781	0.465	related	assess	cesse		ɐsɛs	sɛs
0.572	0.781	0.465	related	potty	petits		pɒti	pəti
0.572	0.833	0.373	related	right	rate		ɹaɪt	ʁat
0.572	0.781	0.464	related	mien	mines		miən	min
0.572	0.73	0.567	close	fun	faune		fʌn	fon
0.572	0.785	0.457	related	dame	dm		deɪm	deɛm
0.572	0.755	0.514	related	master	must		mɑːstɐ	mœst
0.572	0.781	0.464	related	ex	tex		ɛks	tɛks
0.571	0.821	0.392	related	leaving	living		liːvɪŋ	liviŋ
0.571	0.786	0.454	related	salty	sorties		sɒlti	sɔʁti
0.571	0.785	0.456	related	putty	petits		pʌti	pəti
0.571	0.73	0.565	close	said	scindes		sɛd	sɛ̃d
0.571	0.781	0.463	related	bald	bol		bɔːld	bɔl
0.571	0.911	0.254	unrelated	legs	lynx	generative	lɛɡz	lɛ̃ks
0.571	0.785	0.455	related	baby	bibi		beɪbi	bibi
0.571	0.73	0.564	close	baud	bottes		bɔːd	bɔt
0.571	0.73	0.564	close	cam	came		kæm	kam
0.571	0.781	0.462	related	pets	pète		pɛts	pɛt
0.571	0.785	0.455	related	salt	soldes		sɒlt	sɔld
0.571	0.822	0.389	related	reform	formes		ɹᵻfɔːɹm	fɔʁm
0.571	0.822	0.389	related	sleeve	salive		sliːv	saliv
0.571	0.785	0.454	related	dummy	demi		dʌmi	dəmi
0.571	0.833	0.370	related	vows	vases		vaʊz	vaz
0.571	0.781	0.462	related	messed	mettent		mɛst	mɛt
0.571	0.822	0.389	related	smells	semelle		smɛlz	smɛl
0.571	0.949	0.203	unrelated	largest	lent geste	multiword	lɑːdʒəst	lɑ̃ ʒɛst
0.571	0.925	0.234	unrelated	messages	messes chaise	multiword	mɛsɪdʒɪz	mɛs ʃɛz
0.571	0.73	0.563	close	cede	cites		siːd	sit
0.571	0.785	0.454	related	plus	placent		plʌs	plas
0.570	0.947	0.205	unrelated	beaches	but chaise	multiword	biːtʃɪz	by ʃɛz
0.570	0.77	0.482	related	step	stop		stɛp	stɔp
0.570	0.785	0.453	related	messed	must		mɛst	mœst
0.570	0.85	0.342	unrelated	streak	strictes		stɹiːk	stʁikt
0.570	0.907	0.258	unrelated	edit riyal	industriels	multiword	ɛdɪtɹɪjəl	ɛ̃dystʁijɛl
0.570	0.785	0.453	related	pale	pl		peɪl	peɛl
0.570	0.781	0.460	related	mean	mini		miːn	mini
0.570	0.929	0.228	unrelated	murders	met aise	multiword	mɜːdəz	mɛ ɛz
0.570	0.748	0.524	related	sex	vexes		sɛks	vɛks
0.570	0.786	0.451	related	gear	gui		ɡiə	ɡi
0.570	0.833	0.369	related	pine	pannes		paɪn	pan
0.570	0.949	0.201	unrelated	princes	prennes aise	multiword	pɹɪnsɪz	pʁɛn ɛz
0.570	0.797	0.430	related	defect	directes		diːfɛkt	diʁɛkt
0.570	0.781	0.460	related	release	lisse		ɹᵻliːs	lis
0.570	0.822	0.387	related	steal	stylé		stiːl	stile
0.570	0.755	0.509	related	looks	luxe		lʊks	lyks
0.570	0.781	0.459	related	seize	ciseaux		siːz	sizo
0.570	0.791	0.440	related	ground	grade		ɡɹaʊnd	ɡʁad
0.570	0.927	0.229	unrelated	franchise	freinent chasse	multiword	fɹɑːntʃaɪz	fʁɛn ʃas
0.570	0.781	0.459	related	thread	raide		θɹɛd	ʁɛd
0.570	0.96	0.187	unrelated	sensors	sain seize	multiword	sɛnsəz	sɛ̃ sɛz
0.570	0.822	0.386	related	chorus	corses		kɔːɹəs	kɔʁs
0.570	0.781	0.458	related	pl	piles		piːɛl	pil
0.569	0.73	0.560	close	schwa	chouan		ʃwɑː	ʃwɑ̃
0.569	0.915	0.245	unrelated	surgery	sait gérer	multiword	sɜːdʒəɹi	sɛ ʒeʁe
0.569	0.77	0.478	related	brush	brèche		bɹʌʃ	bʁɛʃ
0.569	0.796	0.430	related	traced	tristes		tɹeɪst	tʁist
0.569	0.74	0.538	related	newly	nourrit		njuːli	nuʁi
0.569	0.901	0.263	unrelated	injury	in gérer	multiword	ɪndʒəɹi	in ʒeʁe
0.569	0.785	0.450	related	dummy	demie		dʌmi	dəmi
0.569	0.781	0.457	related	bloom	boum		bluːm	bum
0.569	0.73	0.558	close	schwa	chouans		ʃwɑː	ʃwɑ̃
0.569	0.73	0.558	close	suit	soudent		suːt	sud
0.569	0.763	0.491	related	test	pestent		tɛst	pɛst
0.569	0.748	0.521	related	flock	flics		flɒk	flik
0.569	0.958	0.187	unrelated	ministry	mines tri	multiword	mɪnɪstɹi	min tʁi
0.569	0.967	0.176	unrelated	beetroot	but route	multiword,generative	biːtɹuːt	by ʁut
0.568	0.821	0.385	related	degree	dits gris	multiword	dɪɡɹiː	diɡʁi
0.568	0.781	0.455	related	desert	dette		dɛzɚt	dɛt
0.568	0.833	0.364	related	mile	mâle		maɪl	mal
0.568	0.73	0.557	close	set	ceintes		sɛt	sɛ̃t
0.568	0.781	0.455	related	bred	raids		bɹɛd	ʁɛd
0.568	0.786	0.445	related	owl	halles		aʊl	al
0.568	0.822	0.382	related	pressed	reste		pɹɛst	ʁɛst
0.568	0.73	0.556	close	peas	pisses		piːz	pis
0.568	0.785	0.447	related	crab	crabe	cognate	kɹæb	kʁab
0.568	0.94	0.208	unrelated	senators	sain thèse	multiword	sɛnətəz	sɛ̃ tɛz
0.568	0.892	0.273	unrelated	mortar	morts		mɔːtɐ	mɔʁ
0.568	0.915	0.241	unrelated	spin	speed	generative	spɪn	spid
0.568	0.763	0.488	related	paste	péquiste		peɪst	pekist
0.568	0.919	0.235	unrelated	gasoline	gars ligne	multiword	ɡæsəliːn	ɡa liɲ
0.568	0.919	0.235	unrelated	funding	fanent in	multiword	fʌndɪŋ	fan in
0.568	0.763	0.488	related	parties	prises		pɑːtɪz	pʁiz
0.567	0.928	0.223	unrelated	priorities	braillard hisse	multiword	pɹaɪɒɹɪtiz	bʁajaʁ is
0.567	0.786	0.444	related	show	chauds		ʃəʊ	ʃo
0.567	0.73	0.555	close	fuck	fac		fʌk	fak
0.567	0.781	0.453	related	sets	sept		sɛts	sɛt
0.567	0.73	0.554	close	said	set		sɛd	sɛt
0.567	0.785	0.445	related	edit	aident êtes	multiword	ɛdɪt	ɛdɛt
0.567	0.928	0.222	unrelated	debris your	dépression	multiword	dɛbɹiːjɔː	depʁesjɔ̃
0.567	0.798	0.421	related	shaped	chez opte	multiword	ʃeɪpt	ʃeɔpt
0.567	0.73	0.554	close	sawed	sondes		sɔːd	sɔ̃d
0.567	0.77	0.473	related	duty	nourris		djuːti	nuʁi
0.567	0.892	0.271	unrelated	weeding	leasing	generative	wiːdɪŋ	liziŋ
0.567	0.73	0.553	close	set	sainte		sɛt	sɛ̃t
0.567	0.935	0.213	unrelated	density	tain cité	multiword	dɛnsɪti	tɛ̃ site
0.567	0.833	0.361	related	soil	sols	cognate	sɔɪl	sɔl
0.567	0.781	0.451	related	ruled	roulent		ɹuːld	ʁul
0.567	0.781	0.451	related	corps	corses		kɔːɹ	kɔʁs
0.567	0.73	0.553	close	pack	pâques		pæk	pak
0.567	0.785	0.444	related	dummy	demies		dʌmi	dəmi
0.567	0.833	0.360	related	foil	folle		fɔɪl	fɔl
0.567	0.797	0.422	related	defect	directe		diːfɛkt	diʁɛkt
0.567	0.922	0.229	unrelated	autumn eater	indemnité	multiword	ɔːtʌmiːtɐ	ɛ̃dɛmnite
0.567	0.956	0.185	unrelated	lawsuit	lots août	multiword	lɔːsuːt	lo u
0.567	0.781	0.451	related	floor	flotte		flɔː	flɔt
0.567	0.781	0.451	related	pen	prennent		pɛn	pʁɛn
0.566	0.785	0.443	related	gin	jean		dʒɪn	dʒin
0.566	0.906	0.250	unrelated	unacceptable	iniques aiment belle	multiword	ʌnɐksɛptəbəl	inik ɛm bɛl
0.566	0.793	0.428	related	clerk	claque		klɑːk	klak
0.566	0.841	0.347	unrelated	legends	laide genèse	multiword	lɛdʒəndz	lɛdʒənɛz
0.566	0.781	0.450	related	shares	chers		ʃeəz	ʃɛʁ
0.566	0.73	0.551	close	put	potes		pʊt	pɔt
0.566	0.957	0.183	unrelated	fastest	fats test	multiword	fɑːstəst	fa tɛst
0.566	0.781	0.449	related	accord	codes		ɐkɔːd	kɔd
0.566	0.791	0.431	related	takes	té axes	multiword	teɪks	teaks
0.566	0.94	0.204	unrelated	bedroom	paient rhume	multiword	bɛdɹuːm	pɛ ʁym
0.566	0.95	0.191	unrelated	censorship	saines chipe	multiword	sɛnsəʃɪp	sɛn ʃip
0.566	0.915	0.237	unrelated	branded	prennent aide	multiword	bɹændɪd	pʁɛn ɛd
0.566	0.94	0.204	unrelated	counties	khan thèse	multiword	kaʊntɪz	kɑ̃ tɛz
0.566	0.907	0.247	unrelated	edit riyal	industrielles	multiword	ɛdɪtɹɪjəl	ɛ̃dystʁijɛl
0.566	0.786	0.439	related	salty	sortit		sɒlti	sɔʁti
0.566	0.74	0.529	related	arrive	live		ɐɹaɪv	laɪv
0.566	0.781	0.448	related	grease	gris		ɡɹiːs	ɡʁi
0.566	0.77	0.469	related	steppe	stop		stɛp	stɔp
0.566	0.781	0.448	related	record	raide		ɹɛkɚd	ʁɛd
0.566	0.822	0.376	related	blues	blouson		bluːz	bluzɔ̃
0.565	0.833	0.358	related	route	rate		ɹuːt	ʁat
0.565	0.73	0.549	related	kit	quête		kɪt	kɛt
0.565	0.786	0.439	related	dough	do		dəʊ	do
0.565	0.822	0.376	related	agrees	grise		ɐɡɹiːz	ɡʁiz
0.565	0.926	0.221	unrelated	boarding	bottines	generative	bɔːdɪŋ	bɔtin
0.565	0.786	0.438	related	near	nie		niə	ni
0.565	0.917	0.232	unrelated	seven	ces haine	multiword	sɛvən	sɛ ɛn
0.565	0.78	0.449	related	treats	fritz		tɹiːts	fʁits
0.565	0.96	0.177	unrelated	yourself	ions elfes	multiword	jɔːsɛlf	jɔ̃ ɛlf
0.565	0.781	0.447	related	deuce	douce		djuːs	dus
0.565	0.833	0.356	related	phone	faune		fəʊn	fon
0.565	0.73	0.547	related	pawed	pondent		pɔːd	pɔ̃d
0.565	0.781	0.446	related	bobby	bibi		bɒbi	bibi
0.565	0.833	0.356	related	soil	sole		sɔɪl	sɔl
0.565	0.944	0.196	unrelated	pending	pain digne	multiword	pɛndɪŋ	pɛ̃ diɲ
0.564	0.73	0.546	related	buck	bacs		bʌk	bak
0.564	0.902	0.251	unrelated	sticks	sphinx	generative	stɪks	sfɛ̃ks
0.564	0.918	0.229	unrelated	majesty	matchs tee	multiword	mædʒəsti	matʃ ti
0.564	0.785	0.437	related	packed	pacte		pækt	pakt
0.564	0.781	0.444	related	bells	belles		bɛlz	bɛl
0.564	0.786	0.435	related	lie	la		laɪ	la
0.564	0.833	0.354	related	shows	chose		ʃəʊz	ʃoz
0.564	0.763	0.478	related	test	peste		tɛst	pɛst
0.564	0.726	0.553	close	reflect	reflètent	cognate	ɹɪflɛkt	ʁəflɛt
0.564	0.73	0.545	related	serve	sève		sɜːv	sɛv
0.564	0.785	0.436	related	puppy	papy		pʌpi	papi
0.564	0.781	0.444	related	trees	tri		tɹiːz	tʁi
0.564	0.922	0.223	unrelated	producer	prêt user	multiword	pɹədjuːsɐ	pʁɛ yze
0.564	0.753	0.497	related	scratch	sketch		skɹætʃ	skɛtʃ
0.564	0.952	0.184	unrelated	seaport	chipote	generative	siːpɔːt	ʃipɔt
0.564	0.923	0.221	unrelated	drivers	draps aise	multiword	dɹaɪvəz	dʁa ɛz
0.564	0.781	0.443	related	leave	livres		liːv	livʁ
0.564	0.785	0.436	related	feared	fis ode	multiword	fiəd	fiɔd
0.564	0.943	0.195	unrelated	leadership	lient chipe	multiword	liːdəʃɪp	li ʃip
0.563	1.0	0.127	unrelated	ferry	faits rient	multiword	fɛɹi	fɛʁi
0.563	0.949	0.187	unrelated	texture	taxent chez	multiword	tɛkstʃɐ	taks ʃe
0.563	0.786	0.433	related	bow	beau		boʊ	bo
0.563	0.808	0.394	related	referee	raies furie	multiword	ɹɛfəɹiː	ʁɛfyʁi
0.563	0.785	0.435	related	pressure	brèche		pɹɛʃɐ	bʁɛʃ
0.563	0.781	0.442	related	deals	disent		diːlz	diz
0.563	0.73	0.543	related	tick	tic		tɪk	tik
0.563	0.786	0.433	related	rear	rit		ɹiə	ʁi
0.563	0.905	0.245	unrelated	seaboard	chipote	generative	siːbɔːd	ʃipɔt
0.563	0.821	0.372	related	lesson	laisses haines	multiword	lɛsən	lɛsɛn
0.563	0.94	0.198	unrelated	quantity	quad tee	multiword	kwɒntɪti	kwad ti
0.563	0.736	0.530	related	eighteen	épines		eɪtiːn	epin
0.563	0.791	0.424	related	twice	toits anses	multiword	twaɪs	twaɑ̃s
0.563	0.926	0.216	unrelated	discussing	discos in	multiword	dɪskʌsɪŋ	disko in
0.563	0.753	0.495	related	stretch	stresse		stɹɛtʃ	stʁɛs
0.562	0.781	0.440	related	gears	guise		ɡiəz	ɡiz
0.562	0.758	0.484	related	flame	flemme		fleɪm	flɛm
0.562	0.73	0.541	related	peas	bise		piːz	biz
0.562	0.785	0.432	related	messy	mincis		mɛsi	mɛ̃si
0.562	0.944	0.191	unrelated	install	haines taule	multiword	ɪnstɔːl	ɛn tol
0.562	0.781	0.440	related	dews	douze		djuːz	duz
0.562	0.73	0.540	related	pit	pète		pɪt	pɛt
0.562	0.786	0.430	related	tie	tas		taɪ	ta
0.562	0.919	0.223	unrelated	crossing	crocs in	multiword	kɹɒsɪŋ	kʁo in
0.562	0.781	0.439	related	green	gris		ɡɹiːn	ɡʁi
0.562	0.793	0.417	related	grass	grâces		ɡɹɑːs	ɡʁas
0.562	0.902	0.246	unrelated	shedding	jet in	multiword,generative	ʃɛdɪŋ	ʒɛ in
0.562	0.781	0.438	related	beast	bites		biːst	bit
0.562	0.785	0.431	related	boots	poutses		buːts	puts
0.561	0.846	0.327	unrelated	groceries	grises cerises	multiword	ɡɹəʊsəɹiz	ɡʁizsəʁiz
0.561	0.936	0.200	unrelated	weaken	lichens	generative	wiːkən	likɛn
0.561	0.753	0.491	related	temple	tempo		tɛmpəl	tɛmpo
0.561	0.786	0.428	related	ray	rez		ɹeɪ	ʁe
0.561	0.923	0.216	unrelated	economy	khan omis	multiword	ɪkɒnəmi	kɑ̃ ɔmi
0.561	0.758	0.481	related	grows	grosses		ɡɹəʊz	ɡʁos
0.561	0.781	0.437	related	glen	gaine		ɡlɛn	ɡɛn
0.561	0.798	0.406	related	level	lez vil	multiword	lɛvəl	lɛvil
0.561	0.822	0.365	related	trim	stream		tɹɪm	stʁɪːm
0.561	0.822	0.365	related	steam	estime		stiːm	ɛstim
0.561	0.785	0.429	related	fairy	ferrées		feəɹi	fɛʁe
0.561	0.837	0.340	unrelated	firstly	faste lies	multiword	fɜːstli	fastli
0.561	0.914	0.227	unrelated	debating	tibet in	multiword	dɪbeɪtɪŋ	tibɛ in
0.561	0.785	0.429	related	salt	solde		sɒlt	sɔld
0.561	0.755	0.485	related	body	bondit		bɒdi	bɔ̃di
0.561	0.785	0.429	related	bored	borde		bɔːd	bɔʁd
0.561	0.763	0.470	related	test	pestes		tɛst	pɛst
0.561	0.781	0.435	related	stall	sol		stɔːl	sɔl
0.560	0.781	0.435	related	sushi	souche		suːʃi	suʃ
0.560	0.791	0.417	related	baby	baigne bis	multiword	beɪbi	beɲbi
0.560	0.833	0.345	unrelated	poll	pôles		poʊl	pol
0.560	0.781	0.435	related	better	bêtes		bɛtɐ	bɛt
0.560	0.821	0.365	related	scenic	cynique		siːnɪk	sinik
0.560	0.952	0.177	unrelated	stellar	stylé	generative	stɛlɐ	stile
0.560	0.919	0.219	unrelated	researcher	ressent chez	multiword	ɹɪsɜːtʃɐ	ʁəsɑ̃ ʃe
0.560	0.98	0.143	unrelated	torture	tôt chez	multiword	tɔːtʃɐ	to ʃe
0.560	0.73	0.534	related	sawed	sonde		sɔːd	sɔ̃d
0.560	0.781	0.434	related	pens	pèse		pɛnz	pɛz
0.560	1.0	0.120	unrelated	fawn	phones		fɔːn	fɔn
0.560	0.94	0.191	unrelated	prawn add	promenade	multiword	pɹɔːnæd	pʁɔmnad
0.560	0.781	0.434	related	leak	laïque		liːk	laik
0.560	0.81	0.382	related	quarter	quota		kwɔːtɐ	kwɔta
0.560	0.746	0.501	related	memories	méprise		mɛməɹiz	mepʁiz
0.560	0.96	0.166	unrelated	petrol	paient rôle	multiword	pɛtɹəl	pɛ ʁol
0.560	0.804	0.392	related	priest	tristes		pɹiːst	tʁist
0.560	0.781	0.433	related	bets	bête		bɛts	bɛt
0.559	0.785	0.425	related	guinea	gui nient	multiword	ɡɪni	ɡini
0.559	0.821	0.363	related	receipt	rient citent	multiword	ɹɪsiːt	ʁisit
0.559	0.781	0.433	related	expect	respecte		ɛkspɛkt	ʁɛspɛkt
0.559	0.98	0.142	unrelated	treaties	trient aise	multiword	tɹiːtɪz	tʁi ɛz
0.559	0.798	0.402	related	glory	glass rient	multiword	ɡlɔːɹi	ɡlaʁi
0.559	0.852	0.313	unrelated	peppers	paies pèsent	multiword	pɛpəz	pɛpɛz
0.559	0.758	0.475	related	stoke	stocks		stəʊk	stɔk
0.559	0.77	0.452	related	sex	secte		sɛks	sɛkt
0.559	0.781	0.432	related	leak	laïques		liːk	laik
0.559	0.833	0.342	unrelated	mile	malle		maɪl	mal
0.559	0.781	0.432	related	taught	toto		tɔːt	tɔto
0.559	0.781	0.432	related	brought	bottes		bɹɔːt	bɔt
0.559	0.741	0.508	related	straight	strictes		stɹeɪt	stʁikt
0.559	0.804	0.390	related	daddy	dits dis	multiword	dædi	didi
0.559	0.785	0.424	related	eaten	hit haines	multiword	iːtən	itɛn
0.559	0.781	0.431	related	sneak	sic		sniːk	sik
0.559	0.781	0.431	related	juice	douces		dʒuːs	dus
0.559	0.781	0.430	related	seals	cils		siːlz	sil
0.558	0.822	0.359	related	nets	naît anses	multiword	nɛts	nɛtɑ̃s
0.558	0.833	0.341	unrelated	coin	conne		kɔɪn	kɔn
0.558	0.781	0.430	related	sets	cette		sɛts	sɛt
0.558	0.786	0.420	related	toe	taux		təʊ	to
0.558	0.77	0.450	related	rookie	requis		ɹʊki	ʁəki
0.558	0.781	0.429	related	fled	laide		flɛd	lɛd
0.558	0.785	0.422	related	marry	marie		mæɹi	maʁi
0.558	0.966	0.156	unrelated	protein	prêt in	multiword	pɹəʊtiːn	pʁɛ in
0.558	0.781	0.429	related	guess	graisses		ɡɛs	ɡʁɛs
0.558	0.917	0.217	unrelated	minorities	minaret hisse	multiword	maɪnɒɹɪtiz	minaʁɛ is
0.558	0.781	0.429	related	scoop	coupent		skuːp	kup
0.558	0.822	0.357	related	forum	forment		fɔːɹəm	fɔʁm
0.558	0.822	0.357	related	feast	fiston		fiːst	fistɔ̃
0.558	0.781	0.428	related	dent	dettes		dɛnt	dɛt
0.558	0.73	0.528	related	fed	faîtes		fɛd	fɛt
0.558	0.793	0.407	related	march	match		mɑːtʃ	matʃ
0.558	0.786	0.419	related	fear	fie		fiə	fi
0.558	0.755	0.477	related	groove	groupes		ɡɹuːv	ɡʁup
0.558	0.785	0.421	related	rocky	raz qui	multiword	ɹɒki	ʁaki
0.558	0.77	0.448	related	shitty	chérie		ʃɪti	ʃeʁi
0.558	0.93	0.199	unrelated	defended	divin dites	multiword	dɪfɛndɪd	divɛ̃ dit
0.558	0.793	0.406	related	fox	fax		fɒks	faks
0.557	0.763	0.461	related	knotty	nanti		nɒti	nɑ̃ti
0.557	0.785	0.420	related	boost	buste		buːst	byst
0.557	0.785	0.420	related	drum	drame		dɹʌm	dʁam
0.557	0.781	0.427	related	asset	set		æsɛt	sɛt
0.557	0.973	0.145	unrelated	friendship	freinent chipe	multiword	fɹɛndʃɪp	fʁɛn ʃip
0.557	0.833	0.338	unrelated	lime	lame		laɪm	lam
0.557	0.822	0.355	related	sports	spot		spɔːts	spɔt
0.557	0.786	0.418	related	mayor	mes		meə	me
0.557	0.841	0.325	unrelated	property	prie petits	multiword	pɹɒpəti	pʁipəti
0.557	0.791	0.408	related	clothes	clauses		kləʊðz	kloz
0.557	0.73	0.526	related	cede	cite		siːd	sit
0.557	0.785	0.419	related	loud	lacs ode	multiword	laʊd	laɔd
0.557	0.785	0.419	related	id	hait dits	multiword	aɪdiː	aidi
0.557	0.822	0.354	related	easy	zizi		iːzi	zizi
0.557	0.924	0.205	unrelated	meet error	mystérieux	multiword	miːtɛɹɐ	misteʁjø
0.557	0.781	0.425	related	memes	mise		miːmz	miz
0.557	0.931	0.196	unrelated	invest	haines est	multiword	ɪnvɛst	ɛn ɛst
0.557	0.73	0.525	related	pen	bennes		pɛn	bɛn
0.557	0.781	0.425	related	sealed	cils		siːld	sil
0.556	0.901	0.235	unrelated	sponsored	spots aide	multiword	spɒnsəd	spɔt ɛd
0.556	0.938	0.186	unrelated	disgusting	dis casting	multiword	dɪsɡʌstɪŋ	di kastiŋ
0.556	0.804	0.384	related	puppy	pipi		pʌpi	pipi
0.556	0.781	0.424	related	sworn	sonne		swɔːn	sɔn
0.556	0.813	0.368	related	legally	ligues allie	multiword	liːɡəli	liɡali
0.556	1.0	0.112	unrelated	arrest	restes		ɐɹɛst	ʁɛst
0.556	0.833	0.335	unrelated	foil	folles		fɔɪl	fɔl
0.556	0.753	0.477	related	literary	librairies		lɪtəɹəɹi	libʁɛʁi
0.556	0.804	0.382	related	decreased	district		diːkɹiːsd	distʁikt
0.556	0.73	0.522	related	curse	caisses		kɜːs	kɛs
0.556	0.822	0.352	related	reset	recette		ɹɪsɛt	ʁəsɛt
0.556	0.781	0.423	related	peaks	pisse		piːks	pis
0.556	0.73	0.522	related	dumb	dôme		dʌm	dom
0.555	0.781	0.423	related	drawn	donne		dɹɔːn	dɔn
0.555	0.77	0.443	related	steppe	stops		stɛp	stɔp
0.555	0.73	0.522	related	beet	bides		biːt	bid
0.555	0.781	0.422	related	guest	est		ɡɛst	ɛst
0.555	0.833	0.333	unrelated	write	rate		ɹaɪt	ʁat
0.555	0.785	0.415	related	nine	na haines	multiword	naɪn	naɛn
0.555	0.781	0.422	related	loop	louper		luːp	lupe
0.555	1.0	0.110	unrelated	fee	fit		fiː	fi
0.555	0.781	0.421	related	leagues	ligues	cognate	liːɡz	liɡ
0.555	0.781	0.421	related	juice	douce		dʒuːs	dus
0.555	1.0	0.110	unrelated	cream	crime		kɹiːm	kʁim
0.555	0.755	0.470	related	flaws	flottes		flɔːz	flɔt
0.555	0.781	0.421	related	again	gaine		ɐɡɛn	ɡɛn
0.555	0.833	0.332	unrelated	roll	rôles		ɹəʊl	ʁol
0.555	0.781	0.421	related	seed	sidi		siːd	sidi
0.555	0.94	0.180	unrelated	down	tanne	funcword	daʊn	tan
0.555	0.785	0.413	related	disk	disque	cognate	dɪsk	disk
0.555	0.949	0.169	unrelated	suicide	saouls aède	multiword	suːɪsaɪd	su aɛd
0.555	0.915	0.212	unrelated	shoulders	gèlent aise	multiword	ʃəʊldəz	ʒɛl ɛz
0.554	0.781	0.420	related	felt	fêtes		fɛlt	fɛt
0.554	0.797	0.391	related	surrender	sereine		səɹɛndɐ	səʁɛn
0.554	0.781	0.420	related	dell	duel		dɛl	dɥɛl
0.554	0.96	0.155	unrelated	shelters	gèlent aise	multiword	ʃɛltəz	ʒɛl ɛz
0.554	0.94	0.179	unrelated	forty	voter	generative	fɔːti	vɔte
0.554	0.781	0.419	related	seed	cidre		siːd	sidʁ
0.554	0.781	0.419	related	meals	mises		miːlz	miz
0.554	0.781	0.419	related	release	lisses		ɹᵻliːs	lis
0.554	0.748	0.482	related	stop	step		stɒp	stɛp
0.554	0.77	0.439	related	lust	listes		lʌst	list
0.554	0.755	0.467	related	zest	testes		zɛst	tɛst
0.554	0.73	0.517	related	peas	pisse		piːz	pis
0.554	0.786	0.409	related	tow	taux		təʊ	to
0.554	0.73	0.517	related	tier	tirs		tɪɹ	tiʁ
0.554	0.785	0.411	related	sale	cl		seɪl	seɛl
0.554	0.96	0.153	unrelated	censored	saines aide	multiword,generative	sɛnsəd	sɛn ɛd
0.553	0.73	0.516	related	sec	cinq		sɛk	sɛ̃k
0.553	0.781	0.417	related	beers	bises		biəz	biz
0.553	0.822	0.346	unrelated	vs	vitesse		viːɛs	vitɛs
0.553	0.926	0.195	unrelated	provision	brevets haine	multiword	pɹəvɪʒən	bʁəvɛ ɛn
0.553	0.785	0.410	related	truck	traque		tɹʌk	tʁak
0.553	0.786	0.408	related	stream	string		stɹiːm	stʁiŋ
0.553	0.786	0.408	related	string	stream		stɹɪŋ	stʁɪːm
0.553	0.785	0.409	related	plan	plane		plæn	plan
0.553	0.781	0.416	related	wet	ouest		wɛt	wɛst
0.553	0.781	0.416	related	scenes	seine		siːnz	sɛn
0.553	0.804	0.375	related	pursuit	pe foute	multiword	pəsuːt	pəfut
0.553	0.785	0.409	related	drum	drames		dɹʌm	dʁam
0.553	0.753	0.468	related	perfect	affectent		pɜːfɛkt	afɛkt
0.553	0.743	0.488	related	brace	brasse		bɹeɪs	bʁas
0.553	0.952	0.161	unrelated	causes	cons aise	multiword	kɔːzɪz	kɔ̃ ɛz
0.553	0.781	0.415	related	tent	têtes		tɛnt	tɛt
0.553	0.931	0.187	unrelated	accessories	excès ruse	multiword	ɐksɛsəɹiz	ɛksɛ ʁyz
0.553	0.781	0.415	related	belly	bel		bɛli	bɛl
0.553	0.949	0.164	unrelated	founders	fanent aise	multiword	faʊndəz	fan ɛz
0.552	0.73	0.514	related	tear	tirs		tɪɹ	tiʁ
0.552	0.931	0.187	unrelated	partners	bat noces	multiword	pɑːtnəz	ba nɔs
0.552	0.785	0.407	related	flush	flash		flʌʃ	flaʃ
0.552	0.817	0.352	related	exhaust	existe		ɛɡzɔːst	ɛɡzist
0.552	0.77	0.434	related	flash	flèches		flæʃ	flɛʃ
0.552	0.73	0.513	related	alley	allie		æli	ali
0.552	0.73	0.512	related	mess	mince		mɛs	mɛ̃s
0.552	0.785	0.406	related	force	forcent		fɔːs	fɔʁs
0.552	0.785	0.406	related	six	sexe		sɪks	sɛks
0.552	0.822	0.343	unrelated	metal	merle		mɛtəl	mɛʁl
0.552	0.791	0.395	related	closed	claude		kləʊzd	klod
0.552	0.798	0.383	related	raped	rez opte	multiword	ɹeɪpt	ʁeɔpt
0.552	0.781	0.413	related	leaves	lisent		liːvz	liz
0.552	0.926	0.191	unrelated	porting	bottines	generative	pɔːtɪŋ	bɔtin
0.552	0.791	0.394	related	navy	nées envi	multiword	neɪvi	neɑ̃vi
0.551	0.786	0.403	related	cow	ka		kaʊ	ka
0.551	0.786	0.403	related	deer	dits		diə	di
0.551	0.952	0.158	unrelated	richest	rient geste	multiword	ɹɪtʃəst	ʁi ʒɛst
0.551	0.781	0.412	related	belt	bête		bɛlt	bɛt
0.551	0.952	0.158	unrelated	routers	ruent aise	multiword,generative	ɹuːtəz	ʁy ɛz
0.551	0.785	0.404	related	mice	maïs		maɪs	mais
0.551	0.763	0.445	related	morning	morne		mɔːnɪŋ	mɔʁn
0.551	0.73	0.510	related	till	tels		tɪl	tɛl
0.551	0.781	0.411	related	vault	votes		vɒlt	vɔt
0.551	0.915	0.204	unrelated	it attack	esthétique	multiword	ɪtɐtæk	ɛstetik
