tier	score	en	fr	flags	en_ipa	fr_ipa	alignment
B	0.668	delicate	dettes		dɛlɪkət	dɛt	
B	0.668	camping	king	loanword	kæmpɪŋ	kɪŋ	
B	0.668	defended	end	loanword	dɪfɛndɪd	ɛnd	
B	0.668	publicity	pâtisseries		pʌblɪsɪti	patisʁi	
B	0.668	archive	live	loanword	ɑːkaɪv	laɪv	
B	0.668	portions	poches		pɔːʃənz	pɔʃ	
B	0.668	flooding	ding	loanword	flʌdɪŋ	dɪŋ	
B	0.668	pencil	pelle		pɛnsəl	pɛl	
B	0.668	adviser	eyes	loanword	ɐdvaɪzɐ	aɪz	
B	0.668	dreaming	ding	loanword	dɹiːmɪŋ	dɪŋ	
B	0.668	supervision	soupçonne		suːpəvɪʒən	supsɔn	
B	0.668	drilling	ding	loanword	dɹɪlɪŋ	dɪŋ	
B	0.668	offended	end	loanword	əfɛndɪd	ɛnd	
B	0.668	venues	veines		vɛnjuːz	vɛn	
B	0.668	burial	belles		bɛɹɪəl	bɛl	
B	0.668	clarity	cris		klæɹɪti	kʁi	
B	0.668	module	moules		mɒdjuːl	mul	
B	0.668	billboard	bill	loanword	bɪlbɔːd	bɪl	
B	0.668	lending	laine		lɛndɪŋ	lɛn	
B	0.668	dodgers	jazz		dɒdʒəz	dʒaz	
B	0.668	necklace	naissent		nɛkləs	nɛs	
B	0.668	readings	rides		ɹiːdɪŋz	ʁid	
B	0.668	settling	sets		sɛtlɪŋ	sɛt	
B	0.668	spinal	spatiales		spaɪnəl	spasjal	
B	0.668	crashing	king	loanword	kɹæʃɪŋ	kɪŋ	
B	0.668	crushing	king	loanword	kɹʌʃɪŋ	kɪŋ	
B	0.668	broadly	bris		bɹɔːdli	bʁi	
B	0.668	dragging	ding	loanword	dɹæɡɪŋ	dɪŋ	
B	0.668	rewarded	hordes		ɹɪwɔːdɪd	ɔʁd	
B	0.668	shotgun	shot	loanword	ʃɒtɡʌn	ʃɒt	
B	0.668	retrieved	rives		ɹɪtɹiːvd	ʁiv	
B	0.668	enforced	ost		ɛnfɔːst	ɔst	
B	0.668	remake	shake	loanword	ɹᵻmeɪk	ʃeɪk	
B	0.668	amended	end	loanword	ɐmɛndɪd	ɛnd	
B	0.668	tenant	têtes		tɛnənt	tɛt	
B	0.668	handing	ding	loanword	hændɪŋ	dɪŋ	
B	0.668	seminar	sème		sɛmɪnɑː	sɛm	
B	0.668	zombies	bises		zɒmbɪz	biz	
B	0.668	newsletter	nerfs		njuːzlɛtɐ	nɛʁ	
B	0.668	ventures	veines		vɛntʃəz	vɛn	
B	0.668	weddings	oued		wɛdɪŋz	wɛd	
B	0.668	enacted	end	loanword	ɛnæktɪd	ɛnd	
B	0.668	pleasing	plis		pliːzɪŋ	pli	
B	0.668	briefing	bris		bɹiːfɪŋ	bʁi	
B	0.668	descended	end	loanword	dɪsɛndɪd	ɛnd	
B	0.668	dwelling	douai		dwɛlɪŋ	dwɛ	
B	0.668	icons	eyes	loanword	aɪkɒnz	aɪz	
B	0.668	whereby	bye	loanword	weəbaɪ	baɪ	
B	0.668	fluids	floue		fluːɪdz	flu	
B	0.668	respectable	respectent		ɹɪspɛktəbəl	ʁɛspɛkt	
B	0.668	quitting	king	loanword	kwɪtɪŋ	kɪŋ	
B	0.668	eldest	est		ɛldəst	ɛst	
B	0.668	killings	king	loanword	kɪlɪŋz	kɪŋ	
B	0.668	shootings	shoot	loanword	ʃuːtɪŋz	ʃut	
B	0.668	willow	flow	loanword	wɪləʊ	fləʊ	
B	0.668	bending	ding	loanword	bɛndɪŋ	dɪŋ	
B	0.668	bonding	ding	loanword	bɒndɪŋ	dɪŋ	
B	0.668	copying	king	loanword	kɒpɪɪŋ	kɪŋ	
B	0.668	greeting	gris		ɡɹiːtɪŋ	ɡʁi	
B	0.668	dumping	ding	loanword	dʌmpɪŋ	dɪŋ	
B	0.668	cardboard	codes		kɑːdbɔːd	kɔd	
B	0.667	per	pe		pɜː	pə	
B	0.667	switch	sketch		swɪtʃ	skɛtʃ	
B	0.667	photography	photographies	cognate	fətɒɡɹəfi	fɔtɔɡʁafi	
B	0.667	canal	querelles		kənæl	kəʁɛl	
B	0.667	demo	démo	cognate	dɛməʊ	demo	
B	0.667	ancestors	inceste		ænsɛstəz	ɛ̃sɛst	
B	0.667	exchanges	extase		ɛkstʃeɪndʒɪz	ɛkstaz	
B	0.667	idol	adèle		aɪdəl	adɛl	
B	0.667	distracted	districts		dɪstɹæktɪd	distʁikt	
B	0.667	festivals	festival	cognate	fɛstɪvəlz	fɛstival	
B	0.667	borough	barreaux		bʌɹɐ	baʁo	
B	0.667	arrows	arrose		æɹəʊz	aʁoz	
B	0.667	discounts	discount	loanword	dɪskaʊnts	diskunt	
B	0.667	café	cafés	cognate	kæfeɪ	kafe	
B	0.667	vista	vestes		vɪstɐ	vɛst	
B	0.667	idle	adèle		aɪdəl	adɛl	
B	0.667	detectives	détective	cognate	dɪtɛktɪvz	detɛktiv	
B	0.667	collateral	querelles		kəlætəɹəl	kəʁɛl	
B	0.666	numerous	nourrissent		njuːməɹəs	nuʁis	
B	0.666	surgery	sonnerie		sɜːdʒəɹi	sɔnʁi	
B	0.666	secondary	sexy	loanword	sɛkəndəɹi	sɛksi	
B	0.666	cotton	contenus		kɒtən	kɔ̃təny	
B	0.666	screening	script		skɹiːnɪŋ	skʁipt	
B	0.666	examined	exode		ɛɡzæmɪnd	ɛɡzɔd	
B	0.666	raises	réduisent		ɹeɪzɪz	ʁedɥiz	
B	0.666	cowboys	cases		kaʊbɔɪz	kaz	
B	0.666	ranch	brunch	loanword	ɹɑːntʃ	bʁœntʃ	
B	0.666	dignity	décrits		dɪɡnɪti	dekʁi	
B	0.666	cocaine	cône		kəʊkeɪn	kon	
B	0.666	correction	querelles		kəɹɛkʃən	kəʁɛl	
B	0.666	exhibited	exode		ɛɡzɪbɪtɪd	ɛɡzɔd	
B	0.666	secondly	sexy	loanword	sɛkəndli	sɛksi	
B	0.666	sage	cépages		seɪdʒ	sepaʒ	
B	0.666	rotten	retenus		ɹɒtən	ʁətəny	
B	0.666	eternity	sonnerie		ɪtɜːnɪti	sɔnʁi	
B	0.666	wherein	western	loanword	weəɹɪn	wɛstɛʁn	
B	0.666	squares	square	cognate	skweəz	skwaʁ	
B	0.666	recorder	regardes		ɹɪkɔːdɐ	ʁəɡaʁd	
B	0.666	lastly	lister		lɑːstli	liste	
B	0.666	scrub	script		skɹʌb	skʁipt	
B	0.666	tying	timing	loanword	taɪɪŋ	tajmiŋ	
B	0.665	public	publiques	cognate	pʌblɪk	pyblik	
B	0.665	remained	round	loanword	ɹɪmeɪnd	ɹaʊnd	
B	0.665	promised	proteste		pɹɒmɪsd	pʁɔtɛst	
B	0.665	preferred	profondes		pɹɪfɜːd	pʁɔfɔ̃d	
B	0.665	technologies	technologie		tɛknɒlədʒɪz	tɛknɔlɔʒi	
B	0.665	examine	hexagone		ɛɡzæmɪn	ɛɡzaɡɔn	
B	0.665	retained	round	loanword	ɹɪteɪnd	ɹaʊnd	
B	0.665	remainder	round	loanword	ɹɪmeɪndɐ	ɹaʊnd	
B	0.665	shades	shake	loanword	ʃeɪdz	ʃeɪk	
B	0.665	pistol	postales		pɪstəl	pɔstal	
B	0.665	terrific	trafics		təɹɪfɪk	tʁafik	
B	0.665	surplus	souplesse		sɜːpləs	suplɛs	
B	0.665	compression	comprennent		kəmpɹɛʃən	kɔ̃pʁɛn	
B	0.665	shaved	shake	loanword	ʃeɪvd	ʃeɪk	
B	0.664	basically	baby	loanword	beɪsɪkli	beɪbi	
B	0.664	processing	princesses		pɹɑːsɛsɪŋ	pʁɛ̃sɛs	
B	0.664	sexuality	sorcellerie		sɛkʃuːælɪti	sɔʁsɛlʁi	
B	0.664	professors	professeurs	cognate	pɹəfɛsəz	pʁɔfɛsœʁ	
B	0.664	prompt	préceptes		pɹɒmpt	pʁesɛpt	
B	0.664	dinosaur	ressorts		daɪnəsɔː	ʁəsɔʁ	
B	0.664	diplomacy	diplomatie	cognate	dɪpləʊməsi	diplɔmasi	
B	0.664	realities	reprises		ɹɪælɪtiz	ʁəpʁiz	
B	0.663	from	francs		fɹɒm	fʁɑ̃	
B	0.663	came	comme		keɪm	kɔm	
B	0.663	photo	flow	loanword	fəʊtəʊ	fləʊ	
B	0.663	stars	stages		stɑːz	staʒ	
B	0.663	projects	projectiles		pɹɑːdʒɛkts	pʁɔʒɛktil	
B	0.663	sand	sondes		sænd	sɔ̃d	
B	0.663	kills	quinze		kɪlz	kɛ̃z	
B	0.663	filter	feinte		fɪltɐ	fɛ̃t	
B	0.663	stunning	standing	loanword	stʌnɪŋ	stɑ̃diŋ	
B	0.663	grandma	grandement		ɡɹændmɑː	ɡʁɑ̃dmɑ̃	
B	0.663	silk	cinq		sɪlk	sɛ̃k	
B	0.663	lodge	longe		lɒdʒ	lɔ̃ʒ	
B	0.663	lamp	lampes	cognate	læmp	lɑ̃p	
B	0.663	transparent	transparentes	cognate	tɹænspæɹənt	tʁɑ̃spaʁɑ̃t	
B	0.663	frustrating	frustrés		fɹʌstɹeɪtɪŋ	fʁystʁe	
B	0.663	frustration	frustrés	cognate	fɹʌstɹeɪʃən	fʁystʁe	
B	0.663	bothered	bandes		bɒðəd	bɑ̃d	
B	0.663	sharks	saxe		ʃɑːks	saks	
B	0.663	killers	quinze		kɪləz	kɛ̃z	
B	0.663	ramp	rampe	cognate	ɹæmp	ʁɑ̃p	
B	0.663	pits	pinces		pɪts	pɛ̃s	
B	0.663	lump	lampes		lʌmp	lɑ̃p	
B	0.663	proprietary	reprit		pɹəpɹaɪətəɹi	ʁəpʁi	
B	0.663	tilt	teintes		tɪlt	tɛ̃t	
B	0.662	ask	masques		ɑːsk	mask	
B	0.662	heart	hart		hɑːt	aʁt	
B	0.662	asked	actes		ɑːskt	akt	
B	0.662	modern	manne		mɒdən	man	
B	0.662	century	seigneurie		sɛntʃəɹi	sɛɲœʁi	
B	0.662	contact	contacts	cognate	kɑːntækt	kɔ̃takt	
B	0.662	drop	draps		dɹɒp	dʁa	
B	0.662	details	dignité		diːteɪlz	diɲite	
B	0.662	programs	prose		pɹəʊɡɹæmz	pʁoz	
B	0.662	solution	selon		səluːʃən	səlɔ̃	
B	0.662	cards	cases		kɑːdz	kaz	
B	0.662	injury	lingerie		ɪndʒəɹi	lɛ̃ʒʁi	
B	0.662	proper	papes		pɹɒpɐ	pap	
B	0.662	task	tac		tɑːsk	tak	
B	0.662	ministry	industries		mɪnɪstɹi	ɛ̃dystʁi	
B	0.662	harder	hard		hɑːdɐ	aʁd	
B	0.662	yard	hard		jɑːd	aʁd	
B	0.662	object	adjectifs		ɑːbdʒɛkt	adʒɛktif	
B	0.662	detailed	dignité		diːteɪld	diɲite	
B	0.662	celebrate	celtes		sɛləbɹeɪt	sɛlt	
B	0.662	marks	masses		mɑːks	mas	
B	0.662	harm	armes		hɑːm	aʁm	
B	0.662	province	princes		pɹɒvɪns	pʁɛ̃s	
B	0.662	asks	axes		ɑːsks	aks	
B	0.662	locked	actes		lɒkt	akt	
B	0.662	cops	casses		kɒps	kas	
B	0.662	hockey	acquis		hɒki	aki	
B	0.662	solve	savent		sɒlv	sav	
B	0.662	gods	gaz		ɡɒdz	ɡaz	
B	0.662	resident	raisons		ɹɛzɪdənt	ʁɛzɔ̃	
B	0.662	residence	raisons		ɹɛzɪdəns	ʁɛzɔ̃	
B	0.662	veterans	verrons		vɛtəɹənz	vɛʁɔ̃	
B	0.662	parks	passes		pɑːks	pas	
B	0.662	guards	gaz		ɡɑːdz	ɡaz	
B	0.662	knocked	actes		nɒkt	akt	
B	0.662	structural	structurelles	cognate	stɹʌktʃəɹəl	stʁyktyʁɛl	
B	0.662	bombs	bases		bɒmz	baz	
B	0.662	farms	phases		fɑːmz	faz	
B	0.662	harsh	arche		hɑːʃ	aʁʃ	
B	0.662	provision	prenons		pɹəvɪʒən	pʁənɔ̃	
B	0.662	prof	paf		pɹɒf	paf	
B	0.662	washed	watts		wɒʃt	wat	
B	0.662	fathers	phases		fɑːðəz	faz	
B	0.662	variation	verne		veəɹɪeɪʃən	vɛʁn	
B	0.662	programmes	prose		pɹəʊɡɹæmz	pʁoz	
B	0.662	tops	tasses		tɒps	tas	
B	0.662	compact	compacte	cognate	kəmpækt	kɔ̃pakt	
B	0.662	withdrawal	banderole		wɪðdɹɔːl	bɑ̃dʁɔl	
B	0.662	lobby	habits		lɒbi	abi	
B	0.662	arch	matchs		ɑːtʃ	matʃ	
B	0.662	bizarre	bars		bɪzɑː	baʁ	
B	0.662	paths	passes		pɑːθs	pas	
B	0.662	kindly	qualifient		kaɪndli	kalifi	
B	0.662	pond	and	loanword	pɒnd	and	
B	0.662	cox	casses		kɒks	kas	
B	0.662	hobby	habits		hɒbi	abi	
B	0.662	pops	passes		pɒps	pas	
B	0.662	swap	soit		swɒp	swa	
B	0.662	jar	jazz		dʒɑː	dʒaz	
B	0.662	topped	aptes		tɒpt	apt	
B	0.662	shaft	chatte		ʃɑːft	ʃat	
B	0.662	holly	allie		hɒli	ali	
B	0.662	robbed	rade		ɹɒbd	ʁad	
B	0.662	dentist	dentistes	cognate	dɛntɪst	dɑ̃tist	
B	0.662	ops	laps		ɒps	laps	
B	0.662	bombers	bases		bɒməz	baz	
B	0.662	prop	papes		pɹɒp	pap	
B	0.662	symphony	symphonie	cognate	sɪmfəni	sɛ̃fɔni	
B	0.662	govt	gate		ɡɑːvt	ɡat	
B	0.662	counterpart	kart		kaʊntəpɑːt	kaʁt	
B	0.662	quad	quoi		kwɒd	kwa	
B	0.661	space	spéciaux		speɪs	spesjo	
B	0.661	hot	shot	loanword	hɒt	ʃɒt	
B	0.661	range	rédige		ɹeɪndʒ	ʁediʒ	
B	0.661	website	ouest		wɛbsaɪt	wɛst	
B	0.661	hurt	shirt	loanword	hɜːt	ʃɜːt	
B	0.661	require	pourquoi		ɹɪkwaɪə	puʁkwa	
B	0.661	variety	varient		vəɹaɪəti	vaʁi	
B	0.661	causes	commises		kɔːzɪz	kɔmiz	
B	0.661	territory	territoriaux		tɛɹɪtəɹi	tɛʁitɔʁjo	
B	0.661	describe	crabes		dɪskɹaɪb	kʁab	
B	0.661	reply	remplacent		ɹɪplaɪ	ʁɑ̃plas	
B	0.661	supplies	cela		səplaɪz	səla	
B	0.661	closing	closes		kləʊzɪŋ	kloz	
B	0.661	hearts	quartz		hɑːts	kwaʁts	
B	0.661	hop	shop	loanword	hɒp	ʃɒp	
B	0.661	coaching	coach	loanword	kəʊtʃɪŋ	kotʃ	
B	0.661	exam	exit		ɛɡzæm	ɛɡzit	
B	0.661	supplied	cela		səplaɪd	səla	
B	0.661	slavery	séries		sleɪvəɹi	seʁi	
B	0.661	nightmare	amère		naɪtmeə	amɛʁ	
B	0.661	sadly	supplie		sædli	sypli	
B	0.661	acquire	quoique		ɐkwaɪə	kwakə	
B	0.661	operates	presses		ɒpəɹeɪts	pʁes	
B	0.661	titled	tarde		taɪtəld	taʁd	
B	0.661	tastes	textes		teɪsts	tekst	
B	0.661	sierra	citerne		siːeəɹɐ	sitɛʁn	
B	0.661	whites	quartz		waɪts	kwaʁts	
B	0.661	aliens	élise		eɪliənz	eliz	
B	0.661	arrange	rédige		ɐɹeɪndʒ	ʁediʒ	
B	0.661	infantry	infanterie	cognate	ɪnfəntɹi	ɛ̃fɑ̃tʁi	
B	0.661	triumph	trame		tɹaɪʌmf	tʁam	
B	0.661	depot	disposent		dɛpəʊ	dispoz	
B	0.661	raiders	réduisent		ɹeɪdəz	ʁedɥiz	
B	0.661	suppliers	cela		səplaɪəz	səla	
B	0.661	leaning	living	loanword	liːnɪŋ	liviŋ	
B	0.661	raids	réduisent		ɹeɪdz	ʁedɥiz	
B	0.661	ranger	rédige		ɹeɪndʒɐ	ʁediʒ	
B	0.661	relay	rigolé		ɹiːleɪ	ʁiɡɔle	
B	0.661	zoom	boum		zuːm	bum	
B	0.661	royalty	relis		ɹɔɪəlti	ʁəli	
B	0.661	rails	réalises		ɹeɪlz	ʁealiz	
B	0.661	dementia	domaines		dɪmɛnʃɐ	dɔmɛn	
B	0.661	almighty	maris		ɒlmaɪti	maʁi	
B	0.661	condemn	tandem		kəndɛm	tɑ̃dɛm	
B	0.661	proudly	rallye		pɹaʊdli	ʁali	
B	0.661	deploy	déplore		dɪplɔɪ	deplɔʁ	
B	0.661	tasted	textes		teɪstɪd	tekst	
B	0.661	outreach	triche		aʊtɹiːtʃ	tʁiʃ	
B	0.661	paints	pénis		peɪnts	penis	
B	0.661	suit	souk		suːt	suk	
B	0.661	baud	bande		bɔːd	bɑ̃d	
B	0.661	keck	teck		kɛk	tɛk	
B	0.661	dean	vine		diːn	vin	
B	0.661	talk	coque		tɔːk	kɔk	
B	0.661	beep	nippe		biːp	nip	
B	0.661	teat	kits		tiːt	kit	
B	0.661	taut	toques		tɔːt	tɔk	
B	0.661	seek	citent		siːk	sit	
B	0.661	taught	tentes		tɔːt	tɑ̃t	
B	0.661	met	mantes		mɛt	mɑ̃t	
B	0.661	feat	tite		fiːt	tit	
B	0.661	taut	tantes		tɔːt	tɑ̃t	
B	0.661	seek	sites		siːk	sit	
B	0.661	beet	biffes		biːt	bif	
B	0.661	seek	cites		siːk	sit	
B	0.661	vet	vente		vɛt	vɑ̃t	
B	0.661	naught	botes		nɔːt	bɔt	
B	0.661	met	menthe		mɛt	mɑ̃t	
B	0.661	vet	vantes		vɛt	vɑ̃t	
B	0.661	feet	tite		fiːt	tit	
B	0.661	teat	quitte		tiːt	kit	
B	0.661	suit	souques		suːt	suk	
B	0.661	naught	bottes		nɔːt	bɔt	
B	0.661	coot	toute		kuːt	tut	
B	0.661	beet	biffe		biːt	bif	
B	0.661	teak	tite		tiːk	tit	
B	0.661	net	nantes		nɛt	nɑ̃t	
B	0.661	baud	bandent		bɔːd	bɑ̃d	
B	0.661	keck	tecks		kɛk	tɛk	
B	0.661	beet	biques		biːt	bik	
B	0.661	taut	tentes		tɔːt	tɑ̃t	
B	0.661	tech	tank		tɛk	tɑ̃k	
B	0.661	taught	tante		tɔːt	tɑ̃t	
B	0.661	met	mec		mɛt	mɛk	
B	0.661	vet	vantent		vɛt	vɑ̃t	
B	0.661	taught	tentent		tɔːt	tɑ̃t	
B	0.661	beck	banque		bɛk	bɑ̃k	
B	0.661	beat	bic		biːt	bik	
B	0.661	bet	net		bɛt	nɛt	
B	0.661	suit	souque		suːt	suk	
B	0.661	sec	sets		sɛk	sɛt	
B	0.661	teat	quittent		tiːt	kit	
B	0.661	sec	cet		sɛk	sɛt	
B	0.661	coot	toutes		kuːt	tut	
B	0.661	vet	vante		vɛt	vɑ̃t	
B	0.661	taught	toque		tɔːt	tɔk	
B	0.661	teat	quittes		tiːt	kit	
B	0.661	beef	bittes		biːf	bit	
B	0.661	taut	tante		tɔːt	tɑ̃t	
B	0.661	taut	tentent		tɔːt	tɑ̃t	
B	0.661	pawed	pende		pɔːd	pɑ̃d	
B	0.661	vet	dettes		vɛt	dɛt	
B	0.661	teat	tique		tiːt	tik	
B	0.661	set	secs		sɛt	sɛk	
B	0.661	net	nefs		nɛt	nɛf	
B	0.661	bet	becs		bɛt	bɛk	
B	0.661	beak	bittes		biːk	bit	
B	0.661	taught	tocs		tɔːt	tɔk	
B	0.661	suit	souks		suːt	suk	
B	0.661	taut	toque		tɔːt	tɔk	
B	0.661	seek	cite		siːk	sit	
B	0.661	baud	bandes		bɔːd	bɑ̃d	
B	0.661	tech	tanks		tɛk	tɑ̃k	
B	0.661	beet	bic		biːt	bik	
B	0.661	sec	set		sɛk	sɛt	
B	0.661	talk	focs		tɔːk	fɔk	
B	0.661	teat	tics		tiːt	tik	
B	0.661	naught	bottent		nɔːt	bɔt	
B	0.661	met	mecs		mɛt	mɛk	
B	0.661	taut	tocs		tɔːt	tɔk	
B	0.661	beck	bette		bɛk	bɛt	
B	0.661	net	bette		nɛt	bɛt	
B	0.661	teat	tiquent		tiːt	tik	
B	0.661	talk	phoques		tɔːk	fɔk	
B	0.661	beat	bique		biːt	bik	
B	0.661	talk	phoque		tɔːk	fɔk	
B	0.661	talk	coqs		tɔːk	kɔk	
B	0.661	met	mecque		mɛt	mɛk	
B	0.661	beef	bites		biːf	bit	
B	0.661	vet	ventent		vɛt	vɑ̃t	
B	0.661	met	mente		mɛt	mɑ̃t	
B	0.661	fought	focs		fɔːt	fɔk	
B	0.661	met	mante		mɛt	mɑ̃t	
B	0.661	naught	nantes		nɔːt	nɑ̃t	
B	0.661	bawd	bande		bɔːd	bɑ̃d	
B	0.661	teat	kit		tiːt	kit	
B	0.661	sought	socque		sɔːt	sɔk	
B	0.661	fought	phoques		fɔːt	fɔk	
B	0.661	beak	bites		biːk	bit	
B	0.661	bawd	bandent		bɔːd	bɑ̃d	
B	0.661	beat	biffent		biːt	bif	
B	0.661	beef	bits		biːf	bit	
B	0.661	fought	phoque		fɔːt	fɔk	
B	0.661	beef	bit		biːf	bit	
B	0.661	pawed	pendent		pɔːd	pɑ̃d	
B	0.661	beep	nippes		biːp	nip	
B	0.661	dean	vines		diːn	vin	
B	0.661	beef	bite		biːf	bit	
B	0.661	teat	tic		tiːt	tik	
B	0.661	teat	tiques		tiːt	tik	
B	0.661	beet	bique		biːt	bik	
B	0.661	beak	bits		biːk	bit	
B	0.661	beak	bite		biːk	bit	
B	0.661	seek	site		siːk	sit	
B	0.661	talk	tank		tɔːk	tɑ̃k	
B	0.661	pawed	pendes		pɔːd	pɑ̃d	
B	0.661	beep	nippent		biːp	nip	
B	0.661	sought	soc		sɔːt	sɔk	
B	0.661	vet	dette		vɛt	dɛt	
B	0.661	coot	couque		kuːt	kuk	
B	0.661	tech	cake		tɛk	kɛk	
B	0.661	sought	socques		sɔːt	sɔk	
B	0.661	talk	coke		tɔːk	kɔk	
B	0.661	beef	bitte		biːf	bit	
B	0.661	taught	toc		tɔːt	teose	
B	0.661	beet	biffent		biːt	bif	
B	0.661	met	menthes		mɛt	mɑ̃t	
B	0.661	sought	socs		sɔːt	sɔk	
B	0.661	talk	coq		tɔːk	kɔk	
B	0.661	talk	foc		tɔːk	fɔk	
B	0.661	beak	bit		biːk	bit	
B	0.661	beak	bitte		biːk	bit	
B	0.661	keck	tek		kɛk	tɛk	
B	0.661	bawd	bandes		bɔːd	bɑ̃d	
B	0.661	seat	sic		siːt	sik	
B	0.661	naught	botte		nɔːt	bɔt	
B	0.661	beck	bettes		bɛk	bɛt	
B	0.661	net	bettes		nɛt	bɛt	
B	0.661	taut	toc		tɔːt	teose	
B	0.661	taught	tente		tɔːt	tɑ̃t	
B	0.661	met	mentes		mɛt	mɑ̃t	
B	0.661	bet	bec		bɛt	bɛk	
B	0.661	beef	bittent		biːf	bit	
B	0.661	net	nef		nɛt	nɛf	
B	0.661	beck	banques		bɛk	bɑ̃k	
B	0.661	tech	cakes		tɛk	kɛk	
B	0.661	talk	tanks		tɔːk	tɑ̃k	
B	0.661	fought	foc		fɔːt	fɔk	
B	0.661	bet	nets		bɛt	nɛt	
B	0.661	keck	teks		kɛk	tɛk	
B	0.661	seat	sikh		siːt	sik	
B	0.661	naught	bote		nɔːt	bɔt	
B	0.661	pet	pente		pɛt	pɑ̃t	
B	0.661	beak	bittent		biːk	bit	
B	0.661	beat	biques		biːt	bik	
B	0.661	taught	toquent		tɔːt	tɔk	
B	0.661	taut	tente		tɔːt	tɑ̃t	
B	0.661	pet	pentes		pɛt	pɑ̃t	
B	0.661	fawn	fob		fɔːn	fɔb	
B	0.661	beat	biffes		biːt	bif	
B	0.661	set	sec		sɛt	sɛk	
B	0.661	beck	banquent		bɛk	bɑ̃k	
B	0.661	beat	biffe		biːt	bif	
B	0.661	taught	toques		tɔːt	tɔk	
B	0.661	sec	sept		sɛk	sɛt	
B	0.661	talk	coques		tɔːk	kɔk	
B	0.661	vet	ventes		vɛt	vɑ̃t	
B	0.661	taught	tantes		tɔːt	tɑ̃t	
B	0.661	taut	toquent		tɔːt	tɔk	
B	0.661	met	mentent		mɛt	mɑ̃t	
B	0.661	suit	souquent		suːt	suk	
B	0.661	sec	cette		sɛk	sɛt	
B	0.66	anyone	haines		ɛnɪwɒn	ɛn	
B	0.66	policy	party	loanword	pɒlɪsi	pɑːti	
B	0.66	production	prenons		pɹədʌkʃən	pʁənɔ̃	
B	0.66	paid	périodes		peɪd	peʁjɔd	
B	0.66	minister	must	loanword	mɪnɪstɐ	mœst	
B	0.66	japan	jean		dʒəpæn	dʒin	
B	0.66	reality	riz		ɹɪælɪti	ʁi	
B	0.66	bitch	brunch	loanword	bɪtʃ	bʁœntʃ	
B	0.66	facts	fritz		fækts	fʁits	
B	0.66	fuel	fiables		fjuːəl	fjabl	
B	0.66	anywhere	ère		ɛnɪweə	ɛʁ	
B	0.66	flying	flammes		flaɪɪŋ	flam	
B	0.66	twenty	tee	loanword	twɛnti	ti	
B	0.66	strange	stratège		stɹeɪndʒ	stʁatɛʒ	
B	0.66	trading	training	loanword	tɹeɪdɪŋ	tʁɛniŋ	
B	0.66	largely	lits		lɑːdʒli	li	
B	0.66	recovery	riz		ɹɪkʌvəɹi	ʁi	
B	0.66	debut	dégoût		deɪbjuː	deɡu	
B	0.66	democracy	démocraties	cognate	dɪmɒkɹəsi	demɔkʁasi	
B	0.66	inch	brunch	loanword	ɪntʃ	bʁœntʃ	
B	0.66	primarily	primaires		pɹaɪmɛɹəli	pʁimɛʁ	
B	0.66	elsewhere	ère		ɛlsweə	ɛʁ	
B	0.66	drinks	dressent		dɹɪŋks	dʁes	
B	0.66	virus	valse		vaɪɹəs	vals	
B	0.66	cares	quatorze		keəz	katɔʁz	
B	0.66	lyrics	lynx		lɪɹɪks	lɛ̃ks	
B	0.66	preparing	prospère		pɹɪpeəɹɪŋ	pʁɔspɛʁ	
B	0.66	stats	stresse		stæts	stʁɛs	
B	0.66	stopping	standing	loanword	stɒpɪŋ	stɑ̃diŋ	
B	0.66	creates	créatrice		kɹiːeɪts	kʁeatʁis	
B	0.66	stranger	stratège		stɹeɪndʒɐ	stʁatɛʒ	
B	0.66	jumped	jets		dʒʌmpt	ʒɛ	
B	0.66	jealous	jets		dʒɛləs	ʒɛ	
B	0.66	securities	cerises		sɪkjɔːɹɪtiz	səʁiz	
B	0.66	speakers	spider		spiːkəz	spide	
B	0.66	spy	spatiaux		spaɪ	spasjo	
B	0.66	productive	productives	cognate	pɹədʌktɪv	pʁɔdyktiv	
B	0.66	comics	connexes		kɒmɪks	kɔnɛks	
B	0.66	monsters	monastères		mɒnstəz	mɔnastɛʁ	
B	0.66	promoted	premières		pɹəməʊtɪd	pʁəmjɛʁ	
B	0.66	switched	souhaites		swɪtʃt	swet	
B	0.66	courtesy	ceci		kɜːtəsi	səsi	
B	0.66	playoff	prof		pleɪɒf	pʁɔf	
B	0.66	sunny	symphonie		sʌni	sɛ̃fɔni	
B	0.66	stance	stresse		stɑːns	stʁɛs	
B	0.66	planted	plaide		plæntɪd	plɛd	
B	0.66	relaxed	restes		ɹɪlækst	ʁɛst	
B	0.66	sensible	spencer		sɛnsəbəl	spɛnsɛʁ	
B	0.66	nominee	nient		nɒmɪniː	ni	
B	0.66	sovereign	souveraine	cognate	sɒvəɹɪn	suvʁɛn	
B	0.66	stat	strictes		stæt	stʁikt	
B	0.66	luckily	lits		lʌkili	li	
B	0.66	embedded	aides		ɛmbɛdɪd	ɛd	
B	0.66	branded	bride		bɹændɪd	bʁid	
B	0.66	startup	stop		stɑːtʌp	stɔp	
B	0.66	flooded	fluides		flʌdɪd	flɥid	
B	0.66	felony	finit		fɛləni	fini	
B	0.66	butcher	brunch	loanword	bʊtʃɐ	bʁœntʃ	
B	0.66	reverend	rêvait		ɹɛvəɹɛnd	ʁɛvɛ	
