count	en_chunk	fr_chunk	examples
3	ɹʌs	ɹas	trusted~tracent aide; trustees~tracent hisse; trusting~tracent in
3	tɹʌs	tɹas	trusted~tracent aide; trustees~tracent hisse; trusting~tracent in
3	nsi	nsi	presidency~près don ci; residency~raies don ci; fancy~faon ci
3	mɛnʃ	mɛnʃ	dementia~demain chez; mention~main chaîne; dimension~demain chaîne
3	ɪb	ib	exhibited~exhibent aide; debating~tibet in; flexible~flexibles
3	səs	sɛs	census~sain cesse; sustain~cessent haine; census~saines cessent
3	əntɹ	ɔntɹ	contractor~con tracter; control~con troll; control~contrôles
3	kɹɛ	kɹe	credited~crédit aide; creditors~crédit aise; credit~créent êtes
3	ɹɔ	ɹo	destroys~dissent rose; withdrawal~ouais drôle; fraud~fraudes
3	ɛdɪ	ɛdɛ	edited~aidait aide; editing~aidait in; edit~aident êtes
3	ʌkt	akt	instructor~haines tracter; productive~prêt active; product~pros acte
3	ʒən	ʒɛn	legion~lient gêne; region~rient gêne; legendary~laid gênent ri
3	en	in	mainstream~mines trime; danger~dînent chez; grain~green
3	ætʃ	atʃ	matches~mat chaise; match~matchs; match~matches
3	tʃɪ	tʃɛ	matches~mat chaise; chick~tchèques; chick~tchèque
3	mætʃ	matʃ	matches~mat chaise; match~matchs; match~matches
3	sən	sɛn	medicine~met scène; partisan~bat scène; lesson~laisses haines
3	mɒn	man	monster~mânes tes; monitored~manient aide; monsters~mânes thèse
3	ɑnt	ɑnt	panties~pan thèse; granted~cran tête; rant~rentes
3	ɹə	ɹo	petrol~paient rôle; neutral~nouent rôle; several~ces rôle
3	əl	ol	petrol~paient rôle; neutral~nouent rôle; several~ces rôle
3	ɹəl	ɹol	petrol~paient rôle; neutral~nouent rôle; several~ces rôle
3	ət	ɛt	protesters~prêtais thèse; fortunate~faut chaînette; bracelet~prés let
3	ɹɪ	ɹɛ̃	restored~rincent ode; restricted~ries trinquent aide; laboratories~libérait reims
3	səz	sɛz	sensors~sain seize; dancers~tan seize; sensors~saines seize
3	nsəz	nsɛz	sensors~sain seize; dancers~tan seize; sensors~saines seize
3	tə	tɔ	western~ouais tonnes; northwestern~notais tonnes; terrific~tord hic
3	də	də	domestic~demains tic; dominion~demain in; domain~demain
3	dəm	dəm	domestic~demains tic; dominion~demain in; domain~demain
3	mɪn	min	ministry~mines tri; minister~mines tes; mini~mie nient
3	ɛnsɪ	ɛnsɛ	sensitive~sain sait ive; forensic~forain sec; senses~saines seize
3	swɛ	swɛ	sweating~souhait in; sweat~souhaits; sweat~souhait
3	lɐ	lɛ	volatile~volet al; controller~cognent relais; peat olla~pistolet
3	kɑs	kas	podcast~pot caste; casting~cassent in; cast~caste
3	ɪm	im	estimated~estimait aide; rim~rimes; limb~lime
3	ɛstɪ	ɛsti	estimated~estimait aide; domestic~domestiques; festival~festivals
3	stɐ	ste	vista~vis tes; register~raids ester; investor~haines ester
3	sɛn	sɛɲ	centered~saignent aide; century~saignent chérie; centuries~saignent cerise
3	əɹɛ	ɔɹɛ	forensic~forain sec; correctly~corrects lies; correct~corrects
3	pəl	pɔl	policeman~polis mène; temple~tain paul; police~polices
3	ɑsk	ask	basketball~masquent bol; mask~masques; mask~masque
3	ed	ɛd	portrayed~pot raid; played~plaide; blade~bled
3	ɪpt	ipt	transcript~train script; skipped~script; scripts~script
3	ɐt	et	attended~étain dites; attending~étain digne; it attack~esthétique
3	be	pe	baseball~pays bol; basically~pays clé; baseline~pays lad
3	əmɪ	ɔmi	committed~commit aide; committees~commit hisse; committing~commit in
3	kəmɪ	kɔmi	committed~commit aide; committees~commit hisse; committing~commit in
3	ɪfɛ	ivɛ	defender~divin des; defended~divin dites; defending~divin digne
3	fɛn	vɛn	defender~divin des; defended~divin dites; defending~divin digne
3	dɪfɛ	divɛ	defender~divin des; defended~divin dites; defending~divin digne
3	ɪfɛn	ivɛn	defender~divin des; defended~divin dites; defending~divin digne
3	fɛnd	vɛnd	defender~divin des; defended~divin dites; defending~divin digne
3	ɡa	ɡa	disguise~dis gaz; guys~gaz; guy~gars
3	sʌ	so	subtle~saut elle; suffered~saut aide; suffers~saut aise
3	kɒn	kɑn	context~khan texte; economy~khan omis; conquest~khan kyste
3	ɑd	ad	largely~lads lis; starred~stades; starred~stade
3	ɐɹ	eɹ	arrested~hérissent aide; ought arena~austérité; meet arras~mystérieuse
3	klɑ	klɑ̃	classroom~clans rhume; classes~clans aise; classy~clans sis
3	ɹum	ɹym	classroom~clans rhume; bedroom~paient rhume; bathroom~bat rhume
3	ɛn	ɔn	dentist~donnent est; presenter~prison tes; prevention~prison chaîne
3	lɑ	lɑ	largest~lent geste; larger~lent chez; lance~lances
3	ɑd	ɑn	largest~lent geste; garden~gand haine; larger~lent chez
3	pɹa	bɹa	prizes~bras aise; priorities~braillard hisse; pricing~bras in
3	nfɔ	nfɔ	rainfall~rhin folle; inform~informe; informal~informel
3	ɪp	ep	repeated~répit aide; reporters~répond aise; depending~dépeignent in
3	ʃə	ʃa	righteous~rat chasse; supernatural~soutenait charles; naturally~nid charolais
3	əs	as	righteous~rat chasse; perceive~passive; pharmacy~pharmacies
3	es	is	tasted~tissent aide; traced~tristes; traced~triste
3	bɹɑ	bɹa	branches~bradent chaise; brass~brasse; bra~bras
3	mə	mɔ	ceremonies~sermon aise; majority~modes orties; monopoly~mon appelait
3	fɹ	tɹ	fracture~traquent chez; from~trame; from~tram
3	tɛ	sɛ	testimony~cessent mener; tested~cessent aide; retention~ricin chaîne
3	bʊk	bɔk	textbooks~taxent box; books~boxe; books~box
3	ʊks	ɔks	textbooks~taxent box; books~boxe; books~box
3	bʊks	bɔks	textbooks~taxent box; books~boxe; books~box
3	ɑtɪ	ati	artistic~attisent hic; started eek~statistiques; started eek~statistique
3	kæp	kap	capsule~caps houle; capped~capte; cap~caps
3	ɡɹe	ɡɹɛ	disgrace~dis grèce; grace~graisses; grave~grèves
3	mɔ	mo	mortality~mot alité; more~mot; more~mots
3	ɒm	ɔm	promises~promis aise; commentary~commun tri; commonly~commun lis
3	ən	ɔɲ	contested~cognent esthète; controller~cognent relais; controllers~cognent relève
3	kən	kɔɲ	contested~cognent esthète; controller~cognent relais; controllers~cognent relève
3	stɪd	stɛt	contested~cognent esthète; suggested~cèdes esthète; invested~haines esthète
3	ie	eɛ	created~créait aide; creators~créait aise; creativity~créait éviter
3	kɹi	kɹe	created~créait aide; creators~créait aise; creativity~créait éviter
3	ɹie	ɹeɛ	created~créait aide; creators~créait aise; creativity~créait éviter
3	kɹie	kɹeɛ	created~créait aide; creators~créait aise; creativity~créait éviter
3	tɪd	tɛd	existed~exit aide; excited~exact aide; mounted~mat aide
3	zə	zɔ	prisoners~prison aise; seasonal~saison elle; diesel~disons
3	nəz	nɛz	prisoners~prison aise; foreigners~forain aise; trainers~train aise
3	et	ɛt	prostate~pros tête; trait~traites; create~cricket
3	ɔɹɪ	ɔɹi	restoring~ries taurine; eat auric~historique; eat auric~historiques
3	tɔɹɪ	tɔɹi	restoring~ries taurine; eat auric~historique; eat auric~historiques
3	ɔd	ɔn	broadly~prompt lis; borders~bond aise; wardrobe~vont robe
3	mpli	npli	completely~con plient lis; completed~con plient aide; simply~sain plie
3	mɒ	mo	modest~mot est; modern~mot haine; mom~mômes
3	nɛ	ni	network~nid wok; networks~nid vexe; unexpected~iniques pectine
3	əf	af	offender~afin des; pornography~bon agrafer; offended~afin dites
3	pɹə	bɹə	professors~brevets aise; provision~brevets haine; provided~brevet aide
3	ət	et	senator~sain été; protect~prétextes; petit your~pétition
3	ld	lt	settled~sait halte; detailed~dit halte; titled~tant halte
3	ɛmpɹ	ɛnpɹ	temperature~tain prêt chez; temperatures~tain prêt chaise; temporary~tain prairies
3	væ	va	validity~valet tee; van~vannes; vaccine~vacciner
3	ndʒ	ndʒ	vengeance~vin jeans; vengeance~vaine jeans; engine~haines gin
3	ɛndʒ	ɛndʒ	vengeance~vin jeans; vengeance~vaine jeans; engine~haines gin
3	əv	əv	controversy~cognent revêtit; provision~brevets haine; provided~brevet aide
3	vɜ	vɛ	controversy~cognent revêtit; verses~vais aise; versus~vais aise
3	ɹəv	ɹəv	controversy~cognent revêtit; provision~brevets haine; provided~brevet aide
3	mʌ	me	muscular~mes couler; grandmother~green médée; mothers~mes aise
3	ʊlɐ	ule	muscular~mes couler; singular~sain goulée; spectacular~stockent écoulé
3	li	ly	exclusively~exclus flux; extensively~axent haines flux; fleet~flûte
3	pɒ	pɔ	policies~polis aise; sponsored~spots aide; spot~spots
3	bɹɪ	bɹi	bridges~brides aise; brick~briques; brick~brique
3	stɪn	stɛn	destination~destin échine; destiny~destins; destined~destins
3	mɪ	mœ	dismissed~dis must; missed~must; mist~must
3	ɪs	œs	dismissed~dis must; missed~must; mist~must
3	mɪs	mœs	dismissed~dis must; missed~must; mist~must
3	ɪst	œst	dismissed~dis must; missed~must; mist~must
3	mɪst	mœst	dismissed~dis must; missed~must; mist~must
3	lɛk	lik	flexible~flics belle; collected~cliquent aide; collectors~cliquent aise
3	əp	ɔp	proposal~propos elle; proposes~propos aise; propose~proposes
3	ɹəp	ɹɔp	proposal~propos elle; proposes~propos aise; propose~proposes
3	əpo	ɔpo	proposal~propos elle; proposes~propos aise; propose~proposes
3	pɹəp	pɹɔp	proposal~propos elle; proposes~propos aise; propose~proposes
3	ɹəpo	ɹɔpo	proposal~propos elle; proposes~propos aise; propose~proposes
3	tiz	dis	quantities~quad dix; entities~aident dix; commodities~comment dix
3	ba	bɑ	boundary~ban doré; boundaries~ban cerise; binding~ban digne
3	ban	bɑn	boundary~ban doré; boundaries~ban cerise; binding~ban digne
3	ild	ild	concealed~con tilde; yield~guilde; healed~guilde
3	ek	ik	mistake~mais tic; break~briques; brake~briques
3	sən	sɔn	personnel~pinson elle; personalities~pinson allait hisse; lesson~laissons
3	ɹɛm	ɹəm	remedies~remet hisse; premier~premières; premier~première
3	tɹen	tɹɛn	trainers~train aise; training~train in; train~traînent
3	ɹɔ	ɹɛ	extraordinary~extrait ignorer; irked raw~extrait; irked raw~extraits
3	tɹɔ	tɹɛ	extraordinary~extrait ignorer; irked raw~extrait; irked raw~extraits
3	mæ	mɛ	manly~main lis; doormat eek~domestique; doormat eek~domestiques
3	mɜ	mɛ	merger~met chez; murdered~met aide; murders~met aise
3	sæ	sɛ	sandy~sain dit; sandwiches~sain dit chaise; sacked~sectes
3	ɪkl	ikl	basically~pays clé; technically~techniques lies; likely~laïques lies
3	tɪŋ	tɛɲ	parenting~perron teigne; counting~khan teigne; investing~nouées teigne
3	ɹæt	ɹat	strategy~strates chie; rat~rate; strategy~stratégies
3	ʒɪ	ʃɛ	messages~messes chaise; mortgages~moquent chaise; exchanges~axent chaînes chaise
3	ʒɪz	ʃɛz	messages~messes chaise; mortgages~moquent chaise; exchanges~axent chaînes chaise
3	ʒɐ	ʒə	messenger~mécènes je; teenager~dîners je; stranger~strings je
3	næ	na	personalities~pinson allait hisse; nap~nappes; prawn add~promenade
3	wə	wɛ	downward~tan oued; awkward~oc oued; quote~couette
3	æn	in	grandma~green ma; insanity~haines hindi; grandmother~green médée
3	pɒ	pa	possibly~pas blé; responded~ries pannes aide; pop~papes
3	ɪnf	ɛnf	reinforce~rien fausse; inform~informe; informal~informel
3	bɪl	bɛl	builders~belles aise; rebuilding~rebellent in; bill~belles
3	sə	sa	supportive~sabot ive; supported~sabot aide; supporters~sabot aise
3	əp	ab	supportive~sabot ive; supported~sabot aide; supporters~sabot aise
3	pɔ	bo	supportive~sabot ive; supported~sabot aide; supporters~sabot aise
3	səp	sab	supportive~sabot ive; supported~sabot aide; supporters~sabot aise
3	əpɔ	abo	supportive~sabot ive; supported~sabot aide; supporters~sabot aise
3	səpɔ	sabo	supportive~sabot ive; supported~sabot aide; supporters~sabot aise
3	ɪs	əs	researcher~ressent chez; reset~recettes; reset~recette
3	ɹɪs	ɹəs	researcher~ressent chez; reset~recettes; reset~recette
3	ændɪ	ɛndi	branding~brin digne; landed~lin dites; landing~lin digne
3	ts	ps	portraits~pot reps; digits~dit gypse; sheets~chips
3	up	ut	supernatural~soutenait charles; scoop~scouts; scoop~scout
3	lɔd	lɔt	landlord~lad lotte; flawed~flottes; flawed~flotte
3	ənəl	ɔnɛl	seasonal~saison elle; congressional~con greffon elle; exceptional~exceptionnels
3	ɪv	ɛv	decisive~dis achève; excessive~excès sève; river~rêves
3	flo	flo	floating~flot in; flow~flots; flow~flot
3	stɹæ	stɹi	stranded~strings aide; strap~strip; distract~districts
3	mɒ	mɔ	monarch~mon oc; moral~morales; moral~morale
3	sʌ	se	southern~ses haine; surrey~séries; surrey~série
3	ʒɪ	ʒi	digits~dit gypse; engine~haines gin; gin~jean
3	læ	lɛ	landed~lin dites; landing~lin digne; flash~flèches
3	lm	lm	gentlemen~jet allemagne; film~films; film~filme
3	ɔɹɐ	ɔɹe	explorer~exploré; red aura~restaurer; it aura~instaurer
3	atl	atl	outlet~athlètes; outlet~athlète; outlets~athlètes
3	tlɛ	tlɛ	outlet~athlètes; outlet~athlète; outlets~athlètes
3	atlɛ	atlɛ	outlet~athlètes; outlet~athlète; outlets~athlètes
3	tlɛt	tlɛt	outlet~athlètes; outlet~athlète; outlets~athlètes
3	ktl	ktl	exactly~exacts lies; correctly~corrects lies; strictly~strictes lies
3	ktli	ktli	exactly~exacts lies; correctly~corrects lies; strictly~strictes lies
3	pɹə	pɹə	separately~sep repli; pronounced~prenantes; pronounce~prenant
3	oɹ	ɔɹ	export~exporte; exports~exporte; transport~transportent
3	spo	spɔ	export~exporte; exports~exporte; transport~transportent
3	poɹ	pɔɹ	export~exporte; exports~exporte; transport~transportent
3	oɹt	ɔɹt	export~exporte; exports~exporte; transport~transportent
3	spoɹ	spɔɹ	export~exporte; exports~exporte; transport~transportent
3	poɹt	pɔɹt	export~exporte; exports~exporte; transport~transportent
3	kɹan	kɹan	crown~crânes; crown~crâne; crown~crane
3	fɹa	fɹa	fries~phrases; fries~phrase; fried~phrases
3	nsf	nsf	transform~transforment; transform~transforme; transformed~transforment
3	sfɔ	sfɔ	transform~transforment; transform~transforme; transformed~transforment
3	ænsf	ɑnsf	transform~transforment; transform~transforme; transformed~transforment
3	nsfɔ	nsfɔ	transform~transforment; transform~transforme; transformed~transforment
3	tɹi	tɹɛ	extreme~extrêmes; extreme~extrême; streets~stresse
3	stɹi	stɹɛ	extreme~extrêmes; extreme~extrême; streets~stresse
3	ɪb	ɪb	babies~baby; babe~baby; maybe~baby
3	eɪb	eɪb	babies~baby; babe~baby; maybe~baby
3	ɪɡ	əɡ	regret~regrettent; regret~regrette; regrets~regrettent
3	ɹɪɡ	ɹəɡ	regret~regrettent; regret~regrette; regrets~regrettent
3	ɪɡɹ	əɡɹ	regret~regrettent; regret~regrette; regrets~regrettent
3	ɹɪɡɹ	ɹəɡɹ	regret~regrettent; regret~regrette; regrets~regrettent
3	ɪɡɹɛ	əɡɹɛ	regret~regrettent; regret~regrette; regrets~regrettent
3	ɡɹɛt	ɡɹɛt	regret~regrettent; regret~regrette; regrets~regrettent
3	tɹik	tɹik	streak~strictes; streak~stricte; streak~strict
3	tən	tɛn	western~ouest haines; beaten~bit haines; eaten~hit haines
3	stɹɐ	stɹɛ	extra~extraits; extra~extrait; extra~extrêmes
3	zɪs	zis	exist~existent; exist~existe; exists~existence
3	ɡzɪs	ɡzis	exist~existent; exist~existe; exists~existence
3	zɪst	zist	exist~existent; exist~existe; exists~existence
3	up	yp	supreme~supprime; souped arse~substance; souped arse~substances
3	sup	syp	supreme~supprime; souped arse~substance; souped arse~substances
3	məl	mɛl	formal~formelle; formal~formel; informal~informel
3	kɒs	kɔs	costume~costumes; cost~costaud; costing~costaud
3	kɒst	kɔst	costume~costumes; cost~costaud; costing~costaud
3	kɒn	kɔn	context~contextes; context~contexte; concept~concepts
3	ɪt	et	detect~détecte; detector~détecte; detective~détective
3	dɪt	det	detect~détecte; detector~détecte; detective~détective
3	ɪtɛ	etɛ	detect~détecte; detector~détecte; detective~détective
3	dɪtɛ	detɛ	detect~détecte; detector~détecte; detective~détective
3	ɪtɛk	etɛk	detect~détecte; detector~détecte; detective~détective
3	ɜs	as	firstly~faste lies; first~faste; cursed~caste
3	ɜst	ast	firstly~faste lies; first~faste; cursed~caste
3	od	oz	explode~explosent; explode~explose; explode~explosé
3	lod	loz	explode~explosent; explode~explose; explode~explosé
3	plod	ploz	explode~explosent; explode~explose; explode~explosé
3	mat	mat	might~maths; might~math; might~mate
3	tap	tap	type~tapes; type~tapent; type~tape
3	dat	dat	doubt~dates; doubt~datent; doubt~date
3	mal	mal	mile~mâles; mile~mâle; mile~malle
3	sɔl	sɔl	soil~sols; soil~sole; soil~sol
3	ko	ko	coat~côtes; coat~côte; cone~cône
3	kle	kle	clay~clés; clay~clé; clay~clefs
3	viz	viz	visa~visent; visa~vise; visa~visés
3	do	do	dome~dôme; dough~do; doe~do
3	pak	pak	pike~pâques; pike~packs; pike~pack
3	dam	dam	dime~dames; dime~dame; dime~dam
3	bɹə	bɹɛ	library~librairies; library~librairie; libraries~librairies
3	bɹəɹ	bɹɛɹ	library~librairies; library~librairie; libraries~librairies
3	ntʃ	ntʃ	branch~brunch; bench~brunch; bunch~brunch
3	bɹɔ	bɹɔ	broadly~brosse lies; broad~brosse; broader~brosse
3	ɹɪns	ɹɛns	princess~princesses; princess~princesse; prince~princes
3	ɡɛ	ɡɛ	gets~guet anses; get~ghetto; again~gaine
3	spid	spid	speed~spider; speeds~spider; speeding~spider
3	flə	flə	flows~flow; float~flow; flown~flow
3	fləʊ	fləʊ	flows~flow; float~flow; flown~flow
3	vl	vl	lively~larve lies; exclusively~exclusives lies; collectively~collectives lies
3	vli	vli	lively~larve lies; exclusively~exclusives lies; collectively~collectives lies
3	ɹip	ɹip	creep~crypte; creep~grippe; replay~triplé
3	ɪk	ek	decree~décrits; decree~décrit; decree~décris
3	dɪk	dek	decree~décrits; decree~décrit; decree~décris
3	ɪkɹ	ekɹ	decree~décrits; decree~décrit; decree~décris
3	dɪkɹ	dekɹ	decree~décrits; decree~décrit; decree~décris
3	ɪkɹi	ekɹi	decree~décrits; decree~décrit; decree~décris
3	sisd	sist	ceased~insistent; ceased~insiste; ceased~assistent
3	mp	mp	temper~tempo; temp~tempo; temple~tempo
3	ɛmp	ɛmp	temper~tempo; temp~tempo; temple~tempo
3	tɛmp	tɛmp	temper~tempo; temp~tempo; temple~tempo
3	fɛst	fɛst	fest~festin; manifest~manifestent; festival~festivals
3	ivɪ	ivi	leaving~living; previous~privilèges; previously~privilégie
3	mɪk	mik	mixed~mixtes; mixed~mixte; mickey~mie qui
3	tæk	tak	taxi~taxis; tax~taxes; tax~taxe
3	tæks	taks	taxi~taxis; tax~taxes; tax~taxe
3	ɹeɪn	ɹeɛn	grain~gré haines; rain~rez haines; reign~rez haines
3	dɛd	dɛt	deadly~dettes lies; dead~dettes; dead~dette
3	ɪni	ini	skinny~skis nient; mini~mie nient; guinea~gui nient
3	ɪli	ili	lily~lies lie; silly~sis lies; billy~bis lies
3	ɡəl	ɡal	legally~ligues allie; legal~lies gal; google~goûts gal
3	mə	mɑ	freshman~fraîchement; movement~mouvements; segment~segments
3	mən	mɑn	freshman~fraîchement; movement~mouvements; segment~segments
3	tɹʌ	tɹi	trust~tristes; trust~triste; trusts~tristesse
3	tɹʌs	tɹis	trust~tristes; trust~triste; trusts~tristesse
3	sɪ	sə	cities~cerises; cities~cerise; cigarette~secrètes
3	ɒɹə	ɔɹa	moral~morales; moral~morale; coral~chorale
3	ɒɹəl	ɔɹal	moral~morales; moral~morale; coral~chorale
3	sɛst	sɛst	assessed~inceste; obsessed~inceste; accessed~inceste
3	pʌ	pi	puppy~pipi; putty~pythie; putty~pythies
3	mɑt	mat	march~matchs; march~matches; march~match
3	ɑtʃ	atʃ	march~matchs; march~matches; march~match
3	mɑtʃ	matʃ	march~matchs; march~matches; march~match
3	lɒk	lak	block~black; clock~claques; clock~claque
3	vɑ	va	vast~vastes; vast~vaste; vol~valent
3	ɡɹɑs	ɡɹas	grass~grâces; grass~grâce; grass~grasses
3	ɑm	am	amen~amènent; amen~amène; calm~came
3	kɹe	kɹe	crane~créent aune; crazy~crédits; crazy~crédit
3	plɪ	pli	explicit~explicites; explicit~explicite; explicitly~explicites
3	splɪ	spli	explicit~explicites; explicit~explicite; explicitly~explicites
3	plɪs	plis	explicit~explicites; explicit~explicite; explicitly~explicites
3	lɪsɪ	lisi	explicit~explicites; explicit~explicite; explicitly~explicites
3	ɪsɪt	isit	explicit~explicites; explicit~explicite; explicitly~explicites
3	so	so	so~seau; so~sceaux; so~sceau
3	no	no	no~nos; know~nos; know~no
3	mo	mo	mo~mots; mo~mot; mo~meaux
3	bo	bo	bow~bot; bow~beaux; bow~beau
3	mʌt	mat	much~matchs; much~matches; much~match
3	ʌtʃ	atʃ	much~matchs; much~matches; much~match
3	mʌtʃ	matʃ	much~matchs; much~matches; much~match
3	ʌni	ani	money~manie; bunny~bannis; bunny~banni
3	tɹaɪ	tɹai	try~trahit; try~trahis; try~trahi
3	ɪks	ɛks	six~sexes; six~sexe; likes~latex
3	kli	klɛ	clear~clercs; clear~clerc; clear~clairs
3	aɪf	aif	wife~oies if; knife~naïfs; knife~naïf
3	fɪl	fil	film~films; film~filme; fill~files
3	seɪ	sei	save~ses ive; safe~ses if; sake~ses hic
3	stʌ	sta	stuff~staff; stud~stades; stud~stade
3	seɪl	seɛl	sale~cl; sail~cl; sailor~cl
3	plʌ	pla	plus~places; plus~placent; plus~place
3	plʌs	plas	plus~places; plus~placent; plus~place
3	fʊ	fɔ	fully~folies; fully~folie; full~folles
3	fʊl	fɔl	fully~folies; fully~folie; full~folles
3	klɪ	kli	click~clique; click~clic; clip~clips
3	iə	iɔ	weird~oui ode; beard~bis ode; feared~fis ode
3	iəd	iɔd	weird~oui ode; beard~bis ode; feared~fis ode
3	fɪk	fik	fix~fixes; fix~fixent; fix~fixe
3	fɪks	fiks	fix~fixes; fix~fixent; fix~fixe
3	sɒl	sɔl	salt~soldes; salt~solde; salt~sols
3	æʃ	aʃ	crash~crache; cash~caches; moot ash~moustache
3	ɹeɪl	ɹeɛl	rail~réels; rail~réelles; rail~réelle
3	mæɹ	maɹ	marry~maris; marry~marient; marry~marie
3	æɹi	aɹi	marry~maris; marry~marient; marry~marie
3	mæɹi	maɹi	marry~maris; marry~marient; marry~marie
3	æli	ali	rally~rallye; alley~allie; ought rally~australie
3	pæk	pak	packed~pacte; pact~pacte; pack~pâques
3	æɡ	aɡ	drag~drague; bag~bagues; magazine~magazines
3	ʌʃ	aʃ	crush~crash; crush~crache; flush~flash
3	ɛɹi	ɛɹe	ferry~ferrées; ferry~ferrée; ferry~ferré
3	fɛɹi	fɛɹe	ferry~ferrées; ferry~ferrée; ferry~ferré
3	ɹɪst	ɹɛst	wrist~restes; wrist~restent; wrist~reste
3	ud	ut	crude~croûte; sued~soutes; sued~soute
3	klɔ	klo	clause~closes; clause~close; clause~clauses
3	lɔz	loz	clause~closes; clause~close; clause~clauses
3	klɔz	kloz	clause~closes; clause~close; clause~clauses
3	ɛɹ	eɹ	merry~mairies; merry~mairie; meet error~mystérieux
3	æb	ab	crab~crabes; crab~crabe; abbey~habits
3	bu	pu	boots~poutsent; boots~poutses; boots~poutse
3	but	put	boots~poutsent; boots~poutses; boots~poutse
3	uts	uts	boots~poutsent; boots~poutses; boots~poutse
3	buts	puts	boots~poutsent; boots~poutses; boots~poutse
3	ez	ed	crazy~crédits; crazy~crédit; daisy~dédie
3	zi	di	crazy~crédits; crazy~crédit; daisy~dédie
3	ezi	edi	crazy~crédits; crazy~crédit; daisy~dédie
3	jɛs	jɛs	yes~pièces; yes~pièce; yes~nièce
3	sɔ	so	source~sauces; source~sauce; sauce~sauces
3	sɔs	sos	source~sauces; source~sauce; sauce~sauces
3	dɹɔ	dɹɔ	draw~drop; draw~drogues; draw~drogue
3	tɒ	tɔ	toss~torse; stock~stocks; peat olla~pistolet
3	jɛl	jɛl	yell~vielle; yell~miel; yell~ciel
3	ʃɔk	ʃɔk	chalk~choque; chalk~chocs; chalk~choc
3	tɔ	tɛ	talks~tex; stalk~steaks; stalk~steak
3	ɔk	ɛk	talks~tex; stalk~steaks; stalk~steak
3	tɔk	tɛk	talks~tex; stalk~steaks; stalk~steak
3	ɪk	ɪk	sake~shake; fake~shake; take~shake
3	eɪk	eɪk	sake~shake; fake~shake; take~shake
3	lɒ	lɔ	cloth~cloches; belong~bloquent; blonde~blondes
3	os	oz	explosive~explosifs; close~closes; closer~closes
3	los	loz	explosive~explosifs; close~closes; closer~closes
3	stɪk	stik	domestic~domestiques; plastic~plastiques; acoustic~acoustique
3	mæn	man	manifest~manifestent; man~manne; manners meant~management
3	tɛ	pɛ	test~pestes; test~pestent; test~peste
3	tɛs	pɛs	test~pestes; test~pestent; test~peste
3	tɛst	pɛst	test~pestes; test~pestent; test~peste
3	ek	ɛk	takes~tex; stake~steaks; steak~steaks
3	tek	tɛk	takes~tex; stake~steaks; steak~steaks
3	ft	ft	lift~loft; soft~loft; laughter~loft
3	wɜ	wa	network~nettoie; toot were~toutefois; were~ouah
3	ɹe	ɹa	trace~traces; brace~brasse; disgrace~disgrâce
3	ɹes	ɹas	trace~traces; brace~brasse; disgrace~disgrâce
3	dɒ	da	don~dan; doll~dalles; dot~dates
3	kæn	kan	can~cannes; can~canne; can~cane
3	kʊ	kɔ	could~codes; cook~coques; could~code
3	dʌ	da	done~dan; dull~dalles; done~damne
3	fɔ	fɔ̃	ford~fondent; fought~fonte; fought~fontes
3	pɔ	pɔ̃	pawed~ponde; pawed~pondent; pawed~pondes
3	pɔd	pɔ̃d	pawed~ponde; pawed~pondent; pawed~pondes
3	sɛd	sɛ̃d	said~scinde; said~scindent; said~scindes
3	sɔ	sɔ̃	sawed~sonde; sawed~sondent; sawed~sondes
3	sɔd	sɔ̃d	sawed~sonde; sawed~sondent; sawed~sondes
3	du	tu	douche~touche; douche~touchent; douche~touches
3	duʃ	tuʃ	douche~touche; douche~touchent; douche~touches
3	fɔ	vɔ	fought~votent; fought~vote; fought~votes
3	fɔt	vɔt	fought~votent; fought~vote; fought~votes
3	kut	kud	coot~coudent; coot~coudes; coot~coude
3	ɛz	ɛs	fez~fesse; fez~fessent; fez~fesses
3	fɛz	fɛs	fez~fesse; fez~fessent; fez~fesses
3	bip	pip	beep~pipe; beep~pipes; beep~pipent
3	sut	sud	suit~soudes; suit~soudent; suit~soude
3	tjɔ	tjɔ̃	get your~question; get your~questions; shit your~gestion
3	ʃu	ʒy	shoot ease~justice; shoot iffy~justifie; shoot esse~justesse
3	dɑ	tɑ̃	deed arse~distance; deed arse~distances; acid art~assistante
3	ɑt	ɑ̃t	court art~constante; exit art~existantes; acid art~assistante
3	pælɪ	palɛ	pallet in~palestine; pallet inner~palestiniens; pallet inner~palestinien
3	ʌm	ɛm	autumn eater~indemnité; autumn eater~indemnités; some~sem
3	ɐn	ɛn	an~haine; than~gêne; than~gène
2	baɪ	baɪ	by~bye; buy~bye
2	wi	uj	we~ouïe; wee~ouïe
2	sɛz	sɛz	says~seize; says~saisons
2	pɹɛʃ	pɹɛʃ	pressure~prêche; pressure~prêcher
2	bɔt	bɔt	bought~bottes; bought~botte
2	iɛs	iɛs	vs~vies ès; cs~sis ès
2	nəm	nəm	enemy~ennemies; enemies~ennemies
2	ɛnəm	ɛnəm	enemy~ennemies; enemies~ennemies
2	ɛntɹ	ɛntɹ	entry~haines tri; central~sain troll
2	mɛm	mɛm	mm~aiment aimes; memories~mêmes grises
2	smɛ	smɛ	smell~semelle; smells~semelle
2	smɛl	smɛl	smell~semelle; smells~semelle
2	ipl	ipl	deeply~dits pli; replay~triplé
