en	fr	old_combo	prosody	meaning	tier
were now	on are	0.491	0.765	0.498	GOLD
it came	et comme	0.490	0.788	0.575	GOLD
care of	courage	0.470	0.699	0.387	A
to avoid	tours ode	0.574	0.824	0.368	A
her head	caïd	0.497	0.831	0.381	A
the pleasure	rappeler	0.454	0.833	0.524	GOLD
drawing room	drain rome	0.697	0.698	0.260	A
elizabeth could	les avaient code	0.512	0.893	0.251	A
yes it	yeux s	0.589	0.890	0.375	A
length of	lin love	0.582	0.869	0.234	A
you might	commente	0.464	0.810	0.445	A
made her	mais que	0.500	0.803	0.461	GOLD
desire to	deux et où	0.565	0.837	0.389	A
room in	on n	0.479	0.746	0.358	A
all its	office	0.561	0.772	0.302	A
beyond the	bien de	0.653	0.744	0.562	GOLD
the church	d sèches	0.469	0.845	0.151	A
come in	con n	0.616	0.883	0.414	A
think you	son cou	0.494	0.778	0.485	GOLD
the largest	dollars liste	0.524	0.832	0.312	A
rather than	riches n	0.540	0.775	0.290	A
up for	est or	0.581	0.754	0.342	A
before my	et arma	0.517	0.773	0.306	A
father was	pas vases	0.480	0.831	0.307	A
either side	ils as	0.498	0.816	0.384	A
there the	chairs a	0.501	0.800	0.355	A
he turned	et hard	0.476	0.678	0.398	A
my head	malades	0.630	0.727	0.478	GOLD
trying to	doyen tout	0.545	0.824	0.445	A
my power	médaille	0.478	0.730	0.471	GOLD
hard to	hard on	0.500	0.729	0.777	GOLD
almost as	allemand as	0.460	0.790	0.407	A
led to	laid tout	1.000	1.000	0.549	GOLD
between them	bien thème	0.608	0.834	0.349	A
coming to	copain tout	0.647	0.868	0.477	GOLD
as before	aux est or	0.453	0.676	0.426	A
over and	aux rendre	0.469	0.738	0.596	GOLD
but so	but saut	0.683	0.891	0.628	GOLD
more the	maures a	0.703	0.857	0.520	GOLD
the green	regret	0.540	0.683	0.168	A
the weather	chouette	0.480	0.836	0.277	A
this one	les veines	0.470	0.804	0.324	A
then to	son tout	0.622	0.794	0.559	GOLD
is true	aux trou	0.681	0.720	0.320	A
upon which	épanouissent	0.498	0.882	0.518	GOLD
myself in	mas aident n	0.658	0.906	0.407	A
the centre	d n	0.488	0.865	0.386	A
is still	s il	0.500	0.895	0.367	A
sir said	saint aides	0.715	0.907	0.424	A
upon them	bandes aimes	0.563	0.878	0.469	GOLD
if to	et tout	0.623	0.909	0.372	A
the sky	deux cas	0.490	0.854	0.279	A
this old	dit hard	0.456	0.761	0.516	GOLD
the creature	décrite	0.608	0.786	0.455	GOLD
and round	in rendre	0.457	0.730	0.588	GOLD
fish and	façade	0.539	0.835	0.407	A
the indian	son tiennent	0.474	0.715	0.394	A
the vast	défaite	0.480	0.819	0.244	A
the greenland	chagrin le	0.518	0.732	0.442	A
almost every	n osent offrit	0.495	0.794	0.344	A
of mrs	aux mais use	0.455	0.860	0.505	GOLD
and jane	in gin	0.563	0.850	0.328	A
subject of	objectif	0.585	0.831	0.531	GOLD
over her	aux que	0.481	0.788	0.580	GOLD
history of	et drive	0.460	0.633	0.380	A
or any	arrêter	0.500	0.786	0.447	A
not much	but matchs	0.594	0.882	0.270	A
this same	dit somme	0.486	0.841	0.717	GOLD
impossible to	on pas veulent où	0.574	0.840	0.380	A
miss de	mains de	0.715	0.760	0.412	A
feelings of	filon savent	0.689	0.894	0.381	A
was always	les osseuse	0.533	0.792	0.251	A
but her	but a	0.507	0.876	0.610	GOLD
reason of	raison as	0.504	0.787	0.724	GOLD
and see	un si	0.627	0.866	0.684	GOLD
conversation with	cannes saison s	0.450	0.803	0.366	A
it again	urbaine	0.546	0.763	0.308	A
the feelings	syphilis	0.492	0.868	0.127	A
all about	élégante	0.482	0.779	0.707	GOLD
must go	mat go	0.676	0.893	0.564	GOLD
impossible for	on pas veulent or	0.510	0.792	0.268	A
me you	midi	0.594	0.801	0.601	GOLD
had always	et héloïse	0.461	0.822	0.386	A
said her	sait a	0.634	0.937	0.507	GOLD
mother and	mais rendent	0.575	0.791	0.400	A
but for	but for	0.817	0.878	1.000	GOLD
fear that	filles as	0.479	0.896	0.283	A
to another	tournée	0.479	0.787	0.365	A
had brought	est prête	0.493	0.738	0.378	A
mrs hurst	mais lest	0.603	0.763	0.449	A
where they	verres a	0.509	0.772	0.440	A
in silence	on salaire	0.482	0.783	0.221	A
wonder that	n dette	0.548	0.869	0.576	GOLD
illustration the	les trahison le	0.543	0.737	0.228	A
most of	mots top	0.575	0.883	0.552	GOLD
can have	con as	0.489	0.778	0.551	GOLD
and indeed	in in in	0.461	0.789	0.346	A
to learn	domaine	0.470	0.804	0.422	A
by your	major	0.476	0.636	0.291	A
time but	tablette	0.613	0.799	0.237	A
hear of	grave	0.505	0.690	0.314	A
we will	réel	0.481	0.822	0.405	A
to bed	tombé	0.519	0.852	0.379	A
affection for	et excellent or	0.529	0.722	0.251	A
the drawing	laid rome	0.559	0.762	0.455	GOLD
you so	yeux au	0.531	0.740	0.463	GOLD
was nothing	oies nautique	0.473	0.870	0.249	A
of each	invite	0.565	0.910	0.252	A
all to	aident où	0.626	0.884	0.572	GOLD
which must	laid must	0.512	0.729	0.647	GOLD
to call	lequel	0.595	0.891	0.471	GOLD
good bye	goût pas	0.524	0.868	0.394	A
her feelings	est héloïse	0.454	0.797	0.301	A
the bell	label	0.691	0.926	0.295	A
you all	duel	0.494	0.844	0.247	A
to let	télé	0.523	0.852	0.371	A
it if	bref	0.481	0.745	0.498	GOLD
he knew	gain où	0.524	0.794	0.227	A
the effect	détecte	0.629	0.837	0.465	GOLD
at intervals	arrêtent vol	0.481	0.814	0.331	A
that ever	but ève	0.661	0.907	0.653	GOLD
thought he	sont qui	0.496	0.848	0.491	GOLD
the sort	d or	0.488	0.758	0.447	A
as of	élèves	0.522	0.867	0.457	GOLD
she thought	château	0.488	0.798	0.231	A
does the	dans le	0.581	0.828	0.605	GOLD
to prevent	après n	0.513	0.803	0.524	GOLD
was gone	les conne	0.581	0.900	0.429	A
for several	fort aux rôles	0.636	0.801	0.461	GOLD
and again	on dégaine	0.666	0.904	0.659	GOLD
mind and	man en est	0.532	0.859	0.564	GOLD
there for	d or	0.556	0.794	0.385	A
went on	on tonnes	0.703	0.887	0.290	A
yet in	est une	0.613	0.826	0.541	GOLD
then with	génoise	0.484	0.850	0.243	A
nothing more	d un maures	0.596	0.787	0.411	A
only that	on les êtes	0.513	0.798	0.398	A
this he	dit qui	0.488	0.878	0.690	GOLD
years of	heures as	0.485	0.738	0.599	GOLD
the law	cela	0.511	0.850	0.436	A
was indeed	les on dite	0.509	0.866	0.471	GOLD
some little	son lord	0.460	0.705	0.321	A
was seen	les fine	0.570	0.878	0.564	GOLD
the year	dehors	0.498	0.729	0.333	A
fact that	fixes a	0.483	0.892	0.248	A
we could	liquide	0.611	0.884	0.271	A
the storm	des ormes	0.559	0.735	0.238	A
up from	hot ram	0.487	0.738	0.285	A
king of	con as	0.487	0.811	0.436	A
cry of	drive	0.541	0.714	0.208	A
then and	son n	0.483	0.814	0.616	GOLD
at every	arrêts dit	0.563	0.777	0.415	A
light of	land as	0.494	0.855	0.233	A
and only	un ton lie	0.592	0.780	0.453	GOLD
sun and	son in	0.460	0.824	0.244	A
touching the	t sain de	0.550	0.772	0.501	GOLD
whale fishery	veulent cries	0.498	0.732	0.139	A
that same	d terme	0.479	0.797	0.485	GOLD
the seamen	d humaines	0.628	0.856	0.396	A
the parsee	repas et	0.472	0.863	0.463	GOLD
pride and	prends hard	0.624	0.694	0.457	A
than in	dizaines	0.488	0.853	0.426	A
it does	et douze	0.498	0.856	0.297	A
the peculiar	spéculaire	0.472	0.749	0.668	GOLD
letter from	laid rome	0.619	0.884	0.334	A
if this	s s	0.487	0.890	0.405	A
and has	en dise	0.541	0.805	0.613	GOLD
time when	termine	0.538	0.770	0.459	GOLD
all those	elles use	0.494	0.785	0.543	GOLD
our own	arrière	0.461	0.605	0.379	A
collins was	calmes as	0.501	0.948	0.326	A
nothing could	d un code	0.464	0.849	0.239	A
the new	son où	0.626	0.909	0.461	GOLD
both of	but if	0.482	0.832	0.337	A
where it	ouest	0.675	0.800	0.522	GOLD
the stairs	d terre	0.554	0.861	0.418	A
to lose	pelouse	0.804	0.941	0.401	A
possession of	pas engin as	0.454	0.819	0.448	A
go and	gaillarde	0.546	0.740	0.528	GOLD
employed in	un plat in	0.493	0.731	0.188	A
an excellent	on excellentes	0.630	0.871	0.834	GOLD
spent in	spot in	0.505	0.773	0.406	A
meant to	mettent tous	0.723	0.909	0.574	GOLD
said mrs	sait mais il	0.551	0.882	0.399	A
honour of	on rêve	0.534	0.683	0.447	A
an air	un air	0.755	0.756	0.962	GOLD
the principal	reprises pale	0.552	0.754	0.289	A
met with	met il	0.665	0.944	0.485	GOLD
catherine and	quatrain en est	0.467	0.738	0.271	A
to seek	tous hic	0.786	0.929	0.524	GOLD
than his	venise	0.511	0.842	0.302	A
every other	ouvriers	0.540	0.752	0.255	A
human being	roumain mine	0.487	0.812	0.466	GOLD
to talk	tout oc	0.786	0.929	0.541	GOLD
and could	in code	0.463	0.824	0.237	A
her friend	et restent	0.455	0.722	0.262	A
as yet	aux êtes	0.613	0.850	0.632	GOLD
no sooner	d une	0.490	0.808	0.429	A
shall soon	chaînes une	0.573	0.921	0.396	A
and two	en tout	0.647	0.878	0.536	GOLD
house in	fascine	0.507	0.824	0.343	A
her hand	écharde	0.453	0.712	0.374	A
father had	pas aides	0.502	0.830	0.359	A
or four	et or	0.555	0.643	0.354	A
mrs philips	mais est ellipse	0.573	0.889	0.296	A
talk of	occupe	0.474	0.787	0.687	GOLD
from you	frein yeux	0.587	0.799	0.199	A
to send	tout n	0.568	0.829	0.395	A
see her	signé	0.579	0.828	0.309	A
and where	en leur	0.513	0.632	0.599	A
they must	déteste	0.546	0.763	0.333	A
so and	sorel	0.537	0.741	0.720	GOLD
of many	aux mini	0.555	0.897	0.432	A
in england	in glace	0.528	0.830	0.264	A
and soon	en donne	0.513	0.784	0.402	A
they all	viol	0.585	0.817	0.425	A
been at	bain a	0.542	0.851	0.545	GOLD
to wait	faillite	0.481	0.782	0.349	A
to write	pirates	0.588	0.717	0.212	A
believe it	bleus if	0.569	0.903	0.385	A
us that	as êtes	0.491	0.882	0.605	GOLD
presence of	prêts on savent	0.750	0.845	0.575	GOLD
of mind	aux malte	0.451	0.826	0.412	A
again but	gain but	0.504	0.839	0.504	GOLD
bit of	but if	0.512	0.915	0.322	A
my cousin	marquis n	0.600	0.809	0.369	A
do the	deux à	0.497	0.880	0.504	GOLD
at rosings	et rots n	0.462	0.719	0.567	GOLD
only by	on libère	0.562	0.720	0.458	GOLD
but without	but ouais out	0.598	0.934	0.599	GOLD
on with	honnête	0.601	0.874	0.499	GOLD
the prospect	prospects	0.727	0.779	0.864	GOLD
prospect of	prends piquent as	0.582	0.826	0.351	A
the small	d mole	0.663	0.939	0.445	A
on its	on s	0.554	0.801	0.726	GOLD
had an	et n	0.515	0.741	0.644	GOLD
dared not	d nantes	0.570	0.922	0.199	A
never be	nains but	0.474	0.872	0.498	GOLD
to bear	hiver	0.588	0.741	0.338	A
call it	collègues	0.673	0.878	0.436	A
and many	n mini	0.640	0.907	0.444	A
the money	demain en	0.480	0.774	0.343	A
friends and	frênes in	0.609	0.628	0.490	A
it now	n a	0.543	0.891	0.450	GOLD
turn to	on tout	0.654	0.762	0.437	A
to pursue	s ou	0.569	0.795	0.481	GOLD
family and	familiale	0.482	0.837	0.973	GOLD
without the	les et de	0.456	0.790	0.547	GOLD
this day	des deux	0.490	0.811	0.481	GOLD
my room	madame	0.649	0.760	0.387	A
is on	aux hommes	0.503	0.860	0.338	A
told you	tout yeux	0.451	0.790	0.427	A
as when	aux n	0.588	0.837	0.500	GOLD
at some	et tome	0.522	0.841	0.656	GOLD
three days	tries s	0.502	0.744	0.451	GOLD
one that	en cette	0.491	0.642	0.666	A
whether it	les dette	0.486	0.854	0.352	A
something like	son pain lac	0.590	0.826	0.370	A
perceived that	pistes as	0.467	0.865	0.492	GOLD
that part	d carte	0.545	0.790	0.347	A
middle of	mais love	0.572	0.797	0.314	A
the mere	son air	0.482	0.724	0.439	A
and looking	on jogging	0.457	0.779	0.251	A
have come	des came	0.464	0.871	0.500	GOLD
seemed the	cimes de	0.833	0.852	0.560	GOLD
taken place	pékin place	0.564	0.818	0.369	A
us but	aux but	0.498	0.831	0.443	A
ever and	hybride	0.473	0.771	0.248	A
every way	ouvriers	0.566	0.724	0.229	A
the wood	secondes	0.464	0.793	0.237	A
when all	on elle	0.498	0.827	0.533	GOLD
his voice	aux force	0.458	0.745	0.459	GOLD
reference to	refrain tout	0.746	0.768	0.413	A
come from	con femme	0.576	0.876	0.440	A
chair and	terrible	0.494	0.701	0.102	A
red headed	remettre	0.483	0.731	0.490	GOLD
name is	remise	0.495	0.756	0.454	GOLD
over with	aux ville	0.505	0.806	0.520	GOLD
the back	typique	0.476	0.858	0.438	A
what then	as n	0.571	0.870	0.458	GOLD
and fro	in front	0.456	0.727	0.513	GOLD
he ll	diesel	0.570	0.809	0.217	A
hat and	et hard	0.486	0.703	0.405	A
his forehead	aident horaires	0.484	0.781	0.296	A
the landlord	dollars lord	0.624	0.816	0.216	A
he not	en hâte	0.540	0.793	0.212	A
the inspector	bien pacte	0.530	0.836	0.307	A
here in	prenne	0.493	0.723	0.464	GOLD
ship the	chefs a	0.501	0.914	0.370	A
feet and	fut n	0.487	0.868	0.400	A
the human	cérumen	0.473	0.832	0.457	GOLD
the snow	dans nos	0.484	0.693	0.346	A
the grand	regrette	0.526	0.710	0.294	A
feet in	fait une	0.609	0.926	0.371	A
the harpooneer	charbon in	0.459	0.649	-0.035	A
the waters	devises	0.465	0.773	0.438	A
aye and	arabes	0.451	0.711	0.413	A
it there	s air	0.600	0.791	0.459	GOLD
above all	pas elle	0.479	0.809	0.356	A
from any	fripon a	0.548	0.712	0.502	GOLD
first place	fait plus	0.532	0.820	0.396	A
before her	et aurait	0.457	0.659	0.382	A
enough for	on est fort	0.615	0.820	0.481	GOLD
whether the	ouais se	0.672	0.807	0.687	GOLD
the thought	d hôte	0.462	0.864	0.393	A
species of	décisive	0.607	0.862	0.363	A
days of	des as	0.600	0.828	0.510	GOLD
live in	les unes	0.577	0.849	0.359	A
years and	leurs âne	0.468	0.743	0.348	A
remember that	rien plate	0.510	0.745	0.339	A
not make	d mec	0.490	0.846	0.263	A
that even	d éden	0.462	0.820	0.532	GOLD
but perhaps	but pacs	0.530	0.838	0.588	GOLD
is just	s geste	0.588	0.944	0.402	A
nothing in	d un n	0.459	0.824	0.268	A
his being	mais bine	0.451	0.815	0.525	GOLD
form of	former	0.727	0.833	0.412	A
who can	automne	0.454	0.728	0.323	A
they might	démarches	0.471	0.755	0.415	A
me no	main a	0.543	0.762	0.304	A
love with	les villes	0.501	0.878	0.297	A
that any	d uni	0.556	0.837	0.607	GOLD
where you	verra	0.490	0.722	0.564	GOLD
come and	commande	0.622	0.878	0.400	A
the affair	d air	0.578	0.737	0.358	A
them by	son bah	0.494	0.797	0.442	A
now when	navire	0.564	0.741	0.262	A
and twenty	n soin du	0.490	0.780	0.434	A
is by	aux bah	0.486	0.826	0.482	GOLD
was just	as geste	0.557	0.930	0.419	A
would do	vous nous	0.499	0.858	0.479	GOLD
his sisters	s astres	0.461	0.871	0.331	A
ten thousand	son temps n	0.459	0.757	0.281	A
against him	gain stem	0.579	0.853	0.238	A
bennet had	bain et n	0.560	0.795	0.611	GOLD
deal of	silence	0.476	0.841	0.242	A
had any	et uni	0.576	0.800	0.536	GOLD
replied elizabeth	plat les oppose	0.507	0.818	0.370	A
like this	lacs as	0.640	0.873	0.600	GOLD
and sometimes	n savent âme	0.465	0.867	0.288	A
leave the	les de	0.561	0.764	0.507	GOLD
and took	n donc	0.586	0.909	0.574	GOLD
felt the	fort de	0.546	0.698	0.563	A
by such	bas est	0.532	0.828	0.682	GOLD
with pleasure	les plage	0.530	0.862	0.326	A
made him	pays aimes	0.493	0.879	0.361	A
well that	elles as	0.498	0.791	0.623	GOLD
that so	d saut	0.514	0.879	0.414	A
few of	suivent	0.497	0.848	0.428	A
the less	jeunesse	0.571	0.864	0.377	A
was never	les neuve	0.494	0.880	0.321	A
three or	dehors	0.567	0.768	0.411	A
does he	des a	0.531	0.859	0.310	A
tell us	silence	0.508	0.870	0.314	A
before it	maurice	0.482	0.707	0.364	A
my dearest	mais irrite	0.541	0.730	0.481	GOLD
given to	gays on tout	0.662	0.890	0.169	A
and having	en living	0.473	0.771	0.562	GOLD
whom she	un si	0.487	0.682	0.522	A
with any	les henni	0.640	0.900	0.555	GOLD
say to	sont où	0.713	0.853	0.508	GOLD
could she	tout j	0.478	0.789	0.360	A
he replied	surplace	0.613	0.754	0.270	A
to town	t n	0.573	0.860	0.425	A
passed the	pas de	0.581	0.764	0.506	GOLD
night in	d une	0.466	0.803	0.410	A
therefore to	servirent a	0.529	0.734	0.710	GOLD
his countenance	quais gagnent on s	0.459	0.836	0.488	GOLD
is what	boîte	0.499	0.860	0.367	A
would make	vous manque	0.480	0.786	0.340	A
before we	est aurez	0.459	0.674	0.484	A
and good	n guide	0.496	0.909	0.357	A
you please	reprise	0.529	0.782	0.548	GOLD
told her	tels que	0.481	0.783	0.446	A
fixed on	fixent or	0.709	0.908	0.680	GOLD
only in	on tienne	0.497	0.768	0.463	GOLD
could do	con tout	0.634	0.930	0.479	GOLD
day or	dehors	0.743	0.809	0.434	A
could he	con et	0.540	0.851	0.413	A
to feel	t il	0.693	0.906	0.446	A
to work	avec	0.502	0.863	0.554	GOLD
be married	numérique	0.455	0.730	0.145	A
his cousin	quelques n	0.464	0.834	0.446	A
opened the	open de	0.585	0.731	0.817	GOLD
was most	les poste	0.538	0.789	0.446	A
happy to	était où	0.591	0.826	0.389	A
appears to	efforts tout	0.560	0.810	0.459	GOLD
and gave	in gave	0.453	0.825	0.853	GOLD
yet it	est il	0.500	0.803	0.725	GOLD
did it	d if	0.504	0.868	0.358	A
was such	les taches	0.468	0.807	0.478	GOLD
and looked	in look	0.539	0.851	0.848	GOLD
which have	laid savent	0.501	0.883	0.567	GOLD
will never	un ève	0.673	0.887	0.309	A
be too	but où	0.775	0.976	0.448	A
which will	et chouette	0.470	0.798	0.379	A
myself and	mas aident in	0.525	0.743	0.475	GOLD
them on	domaine	0.500	0.870	0.471	GOLD
use of	yeux s	0.465	0.831	0.364	A
was also	oies elles a	0.508	0.859	0.578	GOLD
over to	aux tout	0.694	0.850	0.630	GOLD
his long	échelonnent	0.505	0.885	0.533	GOLD
forward to	fort tout	0.807	0.884	0.555	GOLD
to help	teckel	0.543	0.870	0.586	GOLD
what will	laid il	0.502	0.886	0.471	GOLD
which led	est plaide	0.611	0.877	0.372	A
round his	rien dix	0.510	0.758	0.333	A
put on	tout homme	0.514	0.875	0.543	GOLD
never had	des aides	0.494	0.820	0.199	A
round to	rendent tout	0.781	0.777	0.422	A
this that	d date	0.480	0.889	0.290	A
and these	en dise	0.603	0.856	0.621	GOLD
had before	et est or	0.451	0.644	0.235	A
which at	et chatte	0.498	0.781	0.328	A
place of	plus if	0.564	0.804	0.200	A
all day	os et	0.493	0.821	0.261	A
yes sir	est ce	0.534	0.830	0.652	GOLD
behind him	man comme	0.468	0.789	0.488	GOLD
on all	on or	0.526	0.799	0.689	GOLD
the south	ressasse	0.571	0.840	0.488	GOLD
would give	laid gave	0.574	0.911	0.566	GOLD
you ll	rebelles	0.520	0.755	0.240	A
our visitor	avez or	0.584	0.801	0.381	A
which to	ouest où	0.673	0.932	0.455	GOLD
some sort	son short	0.711	0.772	0.300	A
corner of	con rêve	0.601	0.832	0.346	A
the blood	semblait	0.469	0.824	0.346	A
that night	d light	0.463	0.817	0.419	A
story of	studio	0.500	0.789	0.355	A
the stone	des faunes	0.483	0.806	0.555	GOLD
in hand	on hard	0.494	0.681	0.274	A
that while	d huile	0.454	0.828	0.309	A
my god	madame	0.541	0.721	0.433	A
the ice	traces	0.479	0.737	0.201	A
his body	les bandits	0.530	0.874	0.272	A
the coronet	reconnaissent	0.630	0.814	0.571	GOLD
miss hunter	mais est	0.477	0.775	0.261	A
mr rucastle	mais truquées il	0.577	0.840	0.556	GOLD
whales and	réels hard	0.453	0.819	0.291	A
try works	triangle	0.504	0.692	0.168	A
in length	on let	0.459	0.760	0.293	A
of oil	aux elle	0.509	0.791	0.315	A
she blows	chinoise	0.619	0.797	0.154	A
his ivory	les abris	0.596	0.763	0.174	A
that now	d na	0.514	0.879	0.441	A
queequeg and	critiquable	0.462	0.762	0.296	A
chief mate	t miettes	0.505	0.814	0.397	A
pequod was	piquant as	0.483	0.867	0.464	GOLD
the windlass	don lace	0.482	0.756	0.258	A
of lydia	aux lady	0.461	0.720	0.619	GOLD
not like	d lac	0.570	0.859	0.301	A
visit to	vies et tout	0.652	0.927	0.378	A
not quite	d boîte	0.535	0.856	0.398	A
who in	fouine	0.488	0.831	0.498	GOLD
her heart	offerte	0.550	0.674	0.336	A
nature and	nid freine	0.466	0.831	0.431	A
at work	avec	0.513	0.870	0.517	GOLD
connection with	con excessive	0.508	0.798	0.191	A
if there	s air	0.580	0.791	0.359	A
way in	viennent	0.506	0.780	0.699	GOLD
of lady	aux lady	0.592	0.747	0.905	GOLD
inclined to	un clin tout	0.604	0.796	0.485	GOLD
the kind	regardes	0.467	0.770	0.550	GOLD
the result	serais out	0.511	0.759	0.367	A
for its	police	0.472	0.802	0.277	A
her being	cabine	0.493	0.846	0.289	A
no man	non n	0.603	0.769	0.683	GOLD
given me	gays on mi	0.662	0.894	0.305	A
the river	serve	0.517	0.705	0.261	A
to read	bride	0.691	0.764	0.217	A
no answer	maurice	0.451	0.715	0.361	A
you be	rubis	0.633	0.907	0.387	A
so but	suppose	0.470	0.774	0.674	GOLD
the girls	secondes	0.488	0.828	0.255	A
lady lucas	les illégal	0.571	0.821	0.232	A
since you	son tout	0.590	0.788	0.519	GOLD
promised to	promis tout	0.663	0.835	0.784	GOLD
not come	d came	0.494	0.903	0.508	GOLD
the office	d s	0.460	0.777	0.301	A
am sorry	en série	0.592	0.730	0.374	A
sorry to	saurait et	0.489	0.752	0.389	A
and being	in bing	0.457	0.846	0.408	A
him she	un si	0.511	0.714	0.607	GOLD
in good	on guide	0.519	0.843	0.343	A
wish you	rejoue	0.477	0.799	0.445	A
high and	gaillarde	0.462	0.740	0.431	A
very great	vérifié	0.506	0.733	0.383	A
you never	on ève	0.692	0.902	0.327	A
brother and	bras rendent	0.630	0.760	0.387	A
his family	aux faiblit	0.519	0.797	0.430	A
my word	malades	0.687	0.823	0.477	GOLD
feeling of	filon if	0.638	0.874	0.209	A
were as	venise	0.492	0.839	0.422	A
but elizabeth	bat les baisse	0.465	0.808	0.354	A
be but	bitter	0.594	0.793	0.377	A
the person	jamais n	0.467	0.808	0.340	A
let him	laid home	0.681	0.917	0.523	GOLD
of london	aux land n	0.483	0.855	0.488	GOLD
it when	et n	0.609	0.825	0.518	GOLD
not say	dit ces	0.484	0.676	0.578	A
my aunt	malades	0.531	0.741	0.420	A
so often	second n	0.508	0.770	0.333	A
they did	d inde	0.519	0.812	0.268	A
very often	verront n	0.644	0.754	0.413	A
can never	man ève	0.606	0.894	0.363	A
my brother	nombreuses	0.462	0.665	0.396	A
not hear	d or	0.471	0.696	0.236	A
not wish	notice	0.496	0.829	0.366	A
room for	on for	0.660	0.684	0.408	A
she must	limite	0.547	0.827	0.349	A
into an	un trône	0.483	0.691	0.505	A
he that	hésite	0.519	0.841	0.510	GOLD
work of	épave	0.475	0.758	0.489	GOLD
answer to	en tout	0.652	0.796	0.682	GOLD
from mr	frein piste	0.679	0.834	0.424	A
with us	les as	0.504	0.887	0.641	GOLD
going on	gorgone	0.619	0.785	0.587	GOLD
of love	aux love	0.479	0.884	0.869	GOLD
longed to	legs tout	0.660	0.921	0.393	A
hours of	arrive	0.592	0.793	0.408	A
you ever	arrive	0.454	0.773	0.498	GOLD
waiting for	héron for	0.624	0.677	0.326	A
may say	merci	0.518	0.801	0.556	GOLD
up my	émail	0.470	0.843	0.445	A
she then	chez n	0.696	0.864	0.504	GOLD
of pleasure	aux plage	0.543	0.870	0.403	A
then in	on n	0.600	0.759	0.605	GOLD
however was	arrêts vise	0.555	0.787	0.501	GOLD
and almost	en don ouest	0.528	0.804	0.511	GOLD
done and	don in	0.460	0.674	0.496	A
gave me	gars mi	0.641	0.885	0.678	GOLD
on you	on nous	0.555	0.906	0.552	GOLD
however and	arrêts rendent	0.473	0.731	0.514	GOLD
but here	but or	0.574	0.757	0.622	GOLD
there can	certaines	0.549	0.776	0.676	GOLD
anxious to	en ces tout	0.564	0.793	0.363	A
his side	s out	0.481	0.896	0.360	A
window and	in arides	0.453	0.732	0.157	A
have known	des nonne	0.460	0.810	0.496	GOLD
london and	land on n	0.512	0.828	0.336	A
not what	d hôte	0.473	0.831	0.338	A
than any	décennies	0.645	0.904	0.415	A
me now	mon a	0.607	0.829	0.556	GOLD
for those	sors as	0.496	0.786	0.594	GOLD
happiness and	afin et hard	0.464	0.736	0.443	A
allowed to	attendent où	0.633	0.812	0.390	A
endeavouring to	un des rhin tout	0.538	0.835	0.354	A
never have	les ève	0.561	0.797	0.334	A
when at	on êtes	0.498	0.793	0.494	GOLD
that very	d série	0.547	0.756	0.540	GOLD
of light	aux light	0.545	0.817	0.900	GOLD
the marriage	son érige	0.466	0.743	0.471	GOLD
to secure	t cœur	0.561	0.772	0.344	A
as my	aux ma	0.501	0.704	0.782	GOLD
adventure of	et vain savent	0.480	0.837	0.305	A
these two	des tout	0.602	0.906	0.499	GOLD
her aunt	quarante	0.515	0.702	0.263	A
do what	durée	0.480	0.753	0.437	A
picture of	piquent trouve	0.597	0.915	0.567	GOLD
about this	abat six	0.557	0.847	0.452	GOLD
men who	main un	0.504	0.772	0.474	GOLD
you how	yoga	0.502	0.770	0.222	A
glimpse of	grain peuvent	0.533	0.792	0.292	A
before his	marquise	0.460	0.782	0.367	A
the afternoon	savent lune	0.458	0.833	0.440	A
and will	un tel	0.506	0.803	0.308	A
even if	in if	0.492	0.804	0.715	GOLD
for which	sandwich	0.538	0.892	0.255	A
men in	mon n	0.737	0.838	0.451	GOLD
mind that	man dette	0.689	0.884	0.747	GOLD
made of	mes as	0.576	0.813	0.449	A
where is	erreur	0.486	0.668	0.300	A
purpose of	pompes as	0.475	0.867	0.326	A
me when	viennent	0.581	0.801	0.614	GOLD
thing that	son date	0.485	0.802	0.210	A
rose and	roux halte	0.466	0.702	0.167	A
my journey	ment génie	0.649	0.868	0.492	GOLD
the paper	pépites	0.458	0.800	0.492	GOLD
beside the	pays je	0.463	0.687	0.347	A
my face	matrice	0.633	0.732	0.384	A
on earth	on s	0.455	0.819	0.610	GOLD
about that	abat set	0.548	0.831	0.456	GOLD
and left	in let	0.469	0.821	0.567	GOLD
down from	don fraude	0.553	0.741	0.331	A
amid the	aimait le	0.496	0.874	0.336	A
of human	avion n	0.499	0.813	0.396	A
filled with	files ville	0.490	0.923	0.623	GOLD
they say	lycéens	0.502	0.863	0.364	A
within me	les ennemis	0.631	0.897	0.389	A
whales in	réels une	0.553	0.872	0.208	A
the try	d ras	0.502	0.734	0.439	A
the shore	major	0.473	0.748	0.298	A
the fishermen	d n n	0.489	0.844	0.309	A
his tail	les tels	0.475	0.810	0.418	A
sea as	suisse	0.530	0.921	0.243	A
new bedford	nouveauté	0.496	0.754	0.401	A
thus far	les faire	0.475	0.721	0.639	GOLD
do ye	durée	0.518	0.813	0.476	GOLD
said stubb	saint stop	0.591	0.915	0.302	A
his hammock	islamique	0.467	0.820	0.261	A
the lakeman	téléphone	0.476	0.790	0.204	A
of ice	aux as	0.539	0.852	0.390	A
the coffin	second n	0.476	0.849	0.255	A
is much	aux matchs	0.568	0.892	0.381	A
