src	dst	quality	sound_edge_score	is_multiword_src	is_multiword_dst	chain
treasury	pagaille	0.945	0.94	False	False	en:treasury ≈ fr:trais ri ~ fr:pagaille
treasury	ondes	0.945	0.94	False	False	en:treasury ≈ fr:trais ri ~ fr:ondes
up	hache	0.952	0.94	False	False	en:up ≈ fr:happe ~ fr:hache
vendor	vin dos	0.952	0.94	False	True	en:vendor ~ en:vendors ≈ fr:vin dos
vendors	deux	0.935	0.94	False	False	en:vendors ≈ fr:vin dos ~ fr:deux
vengeance	jeans	0.952	0.94	False	False	en:vengeance ≈ fr:vin jeans ~ fr:jeans
wreaks	rixe	0.93	0.94	False	False	en:wreaks ~ en:wreaked ≈ fr:rixe
cling	propreté	0.944	0.938	False	False	en:cling ≈ fr:clean ~ fr:propreté
disgusting	casting	0.945	0.938	False	False	en:disgusting ≈ fr:dis casting ~ fr:casting
exclusively	flux	0.829	0.938	False	False	en:exclusively ≈ fr:exclus flux ~ fr:flux
phoebe	cbs	0.936	0.938	False	False	en:phoebe ≈ fr:cb ~ fr:cbs
teeny	finis	0.965	0.938	False	False	en:teeny ≈ fr:fini ~ fr:finis
teeny	termine	0.958	0.938	False	False	en:teeny ≈ fr:fini ~ fr:termine
teeny	finie	0.956	0.938	False	False	en:teeny ≈ fr:fini ~ fr:finie
tested	destine	0.953	0.938	False	False	en:tested ~ en:testing ≈ fr:destine
accursed em	écosystèmes	0.965	0.936	True	False	en:accursed em ≈ fr:écosystème ~ fr:écosystèmes
majority	modes	0.859	0.936	False	False	en:majority ≈ fr:modes orties ~ fr:modes
perspective	paix ace	0.875	0.936	False	True	en:perspective ≈ fr:paix piquent ive ~ fr:paix ace
screed	sceptre	0.932	0.936	False	False	en:screed ≈ fr:scrute ~ fr:sceptre
abilities	émettent	0.891	0.935	False	False	en:abilities ≈ fr:épilent hisse ~ fr:émettent
abilities	enroulé	0.891	0.935	False	False	en:abilities ≈ fr:épilent hisse ~ fr:enroulé
abilities	versant	0.889	0.935	False	False	en:abilities ≈ fr:épilent hisse ~ fr:versant
commonly	melun	0.9	0.935	False	False	en:commonly ≈ fr:commun lis ~ fr:melun
commonly	lise	0.9	0.935	False	False	en:commonly ≈ fr:commun lis ~ fr:lise
dismissed	nécessaires	0.859	0.935	False	False	en:dismissed ≈ fr:dis must ~ fr:nécessaires
monthly	mènent	0.96	0.935	False	False	en:monthly ≈ fr:mènent lis ~ fr:mènent
monthly	médicaux	0.947	0.935	False	False	en:monthly ≈ fr:mènent lis ~ fr:médicaux
ought rally	australien	0.964	0.935	True	False	en:ought rally ≈ fr:australie ~ fr:australien
ought rally	australienne	0.963	0.935	True	False	en:ought rally ≈ fr:australie ~ fr:australienne
ought rally	australie,	0.962	0.935	True	False	en:ought rally ≈ fr:australie ~ fr:australie,
receptor	décider	0.905	0.935	False	False	en:receptor ≈ fr:ries opté ~ fr:décider
receptor	sommets tes	0.904	0.935	False	True	en:receptor ≈ fr:ries opté ~ fr:sommets tes
render	reines ring	0.945	0.935	False	True	en:render ~ en:rendering ≈ fr:reines ring
rendered	reines ring	0.924	0.935	False	True	en:rendered ~ en:rendering ≈ fr:reines ring
dimension	demain	0.929	0.934	False	False	en:dimension ≈ fr:demain chaîne ~ fr:demain
registered	raids	0.946	0.934	False	False	en:registered ≈ fr:raids stade ~ fr:raids
boundaries	ban doré	0.933	0.933	False	True	en:boundaries ~ en:boundary ≈ fr:ban doré
bussed	pendus	0.947	0.933	False	False	en:bussed ≈ fr:peste ~ fr:pendus
bussed	pourpre	0.947	0.933	False	False	en:bussed ≈ fr:peste ~ fr:pourpre
tinny	contiennent	0.952	0.933	False	False	en:tinny ≈ fr:tenez ~ fr:contiennent
bellied	boris	0.949	0.932	False	False	en:bellied ≈ fr:bolide ~ fr:boris
bellies	bolide	0.936	0.932	False	False	en:bellies ~ en:bellied ≈ fr:bolide
belling	mail	0.943	0.932	False	False	en:belling ≈ fr:mailing ~ fr:mail
belling	courrier	0.933	0.932	False	False	en:belling ≈ fr:mailing ~ fr:courrier
concept	opte	0.885	0.932	False	False	en:concept ≈ fr:cannes opte ~ fr:opte
conclusion	con claude	0.948	0.932	False	True	en:conclusion ~ en:conclude ≈ fr:con claude
endive	haines	0.925	0.932	False	False	en:endive ≈ fr:haines ive ~ fr:haines
exodus	sommets tes	0.897	0.932	False	True	en:exodus ≈ fr:excès os ~ fr:sommets tes
irked rim	extrêmes	0.958	0.932	True	False	en:irked rim ≈ fr:extrême ~ fr:extrêmes
irked rim	extrême	0.958	0.932	True	False	en:irked rim ≈ fr:extrêmes ~ fr:extrême
promoting	promets	0.927	0.932	False	False	en:promoting ≈ fr:promet in ~ fr:promets
promoting	promettre	0.91	0.932	False	False	en:promoting ≈ fr:promet in ~ fr:promettre
promoting	prometteurs	0.9	0.932	False	False	en:promoting ≈ fr:promet in ~ fr:prometteurs
remedies	retombée	0.932	0.932	False	False	en:remedies ≈ fr:remet hisse ~ fr:retombée
remedies	refaire	0.931	0.932	False	False	en:remedies ≈ fr:remet hisse ~ fr:refaire
remedies	retombées	0.927	0.932	False	False	en:remedies ≈ fr:remet hisse ~ fr:retombées
southwest	nœud ouest	0.943	0.932	False	True	en:southwest ~ en:northwest ≈ fr:nœud ouest
sunrise	éveil	0.926	0.932	False	False	en:sunrise ≈ fr:son rase ~ fr:éveil
accessories	russ	0.899	0.931	False	False	en:accessories ≈ fr:excès ruse ~ fr:russ
accessories	ruse	0.898	0.931	False	False	en:accessories ≈ fr:excès ruse ~ fr:ruse
arsing	assigner	0.953	0.93	False	False	en:arsing ≈ fr:assigne ~ fr:assigner
arsing	assignation	0.945	0.93	False	False	en:arsing ≈ fr:assigne ~ fr:assignation
defeat	qua	0.945	0.93	False	False	en:defeat ≈ fr:dit hit ~ fr:qua
defeat	hier	0.945	0.93	False	False	en:defeat ≈ fr:dit hit ~ fr:hier
defeat	ici	0.944	0.93	False	False	en:defeat ≈ fr:dit hit ~ fr:ici
defending	divin dites	0.95	0.93	False	True	en:defending ~ en:defended ≈ fr:divin dites
marketing	manque	0.936	0.93	False	False	en:marketing ≈ fr:manquent in ~ fr:manque
preceded	arriere	0.946	0.93	False	False	en:preceded ≈ fr:pris édite ~ fr:arriere
spreading	spray	0.933	0.93	False	False	en:spreading ≈ fr:sprays in ~ fr:spray
access	axes	0.863	0.929	False	False	en:access ≈ fr:axis ~ fr:axes
boarder	bond aise	0.937	0.929	False	True	en:boarder ~ en:boarders ≈ fr:bond aise
boarders	bond	0.906	0.929	False	False	en:boarders ≈ fr:bond aise ~ fr:bond
boarding	bond aise	0.835	0.929	False	True	en:boarding ~ en:boarders ≈ fr:bond aise
boredom	gentilhomme	0.94	0.929	False	False	en:boredom ≈ fr:bonhomme ~ fr:gentilhomme
canoed	con use	0.937	0.929	False	True	en:canoed ~ en:canoes ≈ fr:con use
cartoon	réfléchis	0.937	0.929	False	False	en:cartoon ≈ fr:gand un ~ fr:réfléchis
cartoon	réfléchissant	0.937	0.929	False	False	en:cartoon ≈ fr:gand un ~ fr:réfléchissant
cartoon	réfléchie	0.934	0.929	False	False	en:cartoon ≈ fr:gand un ~ fr:réfléchie
endure	ion	0.93	0.929	False	False	en:endure ≈ fr:haines ion ~ fr:ion
gases	gars	0.938	0.929	False	False	en:gases ≈ fr:gars aise ~ fr:gars
kidney	quelle	0.929	0.929	False	False	en:kidney ≈ fr:quais ni ~ fr:quelle
kidney	quais	0.925	0.929	False	False	en:kidney ≈ fr:quais ni ~ fr:quais
kidney	lesquels	0.925	0.929	False	False	en:kidney ≈ fr:quais ni ~ fr:lesquels
measures	mas	0.912	0.929	False	False	en:measures ≈ fr:mais aise ~ fr:mas
nonetheless	maternelle	0.901	0.929	False	False	en:nonetheless ≈ fr:naines laisse ~ fr:maternelle
nonetheless	maternelles	0.896	0.929	False	False	en:nonetheless ≈ fr:naines laisse ~ fr:maternelles
peter	peut aise	0.951	0.929	False	True	en:peter ~ en:peters ≈ fr:peut aise
specks	sphinx	0.903	0.929	False	False	en:specks ~ en:specs ≈ fr:sphinx
specs	sphinx	0.903	0.929	False	False	en:specs ~ en:specks ≈ fr:sphinx
creativity	éviter	0.934	0.928	False	False	en:creativity ≈ fr:créait éviter ~ fr:éviter
creativity	eviter	0.928	0.928	False	False	en:creativity ≈ fr:créait éviter ~ fr:eviter
creativity	évitez	0.924	0.928	False	False	en:creativity ≈ fr:créait éviter ~ fr:évitez
debris your	dépressions	0.96	0.928	True	False	en:debris your ≈ fr:dépression ~ fr:dépressions
pallet in	palestinien	0.963	0.928	True	False	en:pallet in ≈ fr:palestine ~ fr:palestinien
priorities	braqueur	0.891	0.928	False	False	en:priorities ≈ fr:braillard hisse ~ fr:braqueur
boundaries	facture	0.89	0.927	False	False	en:boundaries ≈ fr:ban cerise ~ fr:facture
boundary	ban cerise	0.93	0.927	False	True	en:boundary ~ en:boundaries ≈ fr:ban cerise
strategy	démarche	0.888	0.927	False	False	en:strategy ≈ fr:strates chie ~ fr:démarche
authorities	effort	0.87	0.926	False	False	en:authorities ≈ fr:effort hisse ~ fr:effort
consumers	soumise	0.946	0.926	False	False	en:consumers ≈ fr:con soumise ~ fr:soumise
consumers	soumises	0.943	0.926	False	False	en:consumers ≈ fr:con soumise ~ fr:soumises
consumers	soumis	0.939	0.926	False	False	en:consumers ≈ fr:con soumise ~ fr:soumis
madding	médoc	0.912	0.926	False	False	en:madding ≈ fr:médine ~ fr:médoc
parks	paquet	0.942	0.926	False	False	en:parks ~ en:parky ≈ fr:paquet
provision	breveté	0.912	0.926	False	False	en:provision ≈ fr:brevets haine ~ fr:breveté
software	connait	0.946	0.926	False	False	en:software ≈ fr:savent ouais ~ fr:connait
software	connaissant	0.945	0.926	False	False	en:software ≈ fr:savent ouais ~ fr:connaissant
software	connaitre	0.944	0.926	False	False	en:software ≈ fr:savent ouais ~ fr:connaitre
grounded	crânes	0.901	0.925	False	False	en:grounded ≈ fr:crânes aide ~ fr:crânes
inly	inhérent	0.943	0.925	False	False	en:inly ≈ fr:inouï ~ fr:inhérent
inly	égout	0.94	0.925	False	False	en:inly ≈ fr:inouï ~ fr:égout
quip	clips	0.916	0.925	False	False	en:quip ≈ fr:clip ~ fr:clips
mad in	médication	0.952	0.924	True	False	en:mad in ≈ fr:médecine ~ fr:médication
mad in	médicaux	0.95	0.924	True	False	en:mad in ≈ fr:médecine ~ fr:médicaux
facilities	contentieux	0.924	0.923	False	False	en:facilities ≈ fr:fais litige ~ fr:contentieux
frontier	tee	0.884	0.923	False	False	en:frontier ≈ fr:frein tee ~ fr:tee
grandmother	green ma	0.944	0.923	False	True	en:grandmother ~ en:grandma ≈ fr:green ma
possibly	blé	0.936	0.923	False	False	en:possibly ≈ fr:pas blé ~ fr:blé
possibly	céréales	0.907	0.923	False	False	en:possibly ≈ fr:pas blé ~ fr:céréales
potentially	pas blé	0.918	0.923	False	True	en:potentially ~ en:possibly ≈ fr:pas blé
previously	pris os	0.932	0.923	False	True	en:previously ~ en:previous ≈ fr:pris os
sidewalk	boules andes	0.888	0.923	False	True	en:sidewalk ~ en:boulevard ≈ fr:boules andes
autumn eater	rémunération	0.933	0.922	True	False	en:autumn eater ≈ fr:indemnités ~ fr:rémunération
autumn eater	indemnités	0.93	0.922	True	False	en:autumn eater ≈ fr:indemnité ~ fr:indemnités
autumn eater	indemnité	0.93	0.922	True	False	en:autumn eater ≈ fr:indemnités ~ fr:indemnité
bedding	bénisse	0.942	0.922	False	False	en:bedding ≈ fr:bedaine ~ fr:bénisse
bedding	bénévolat	0.941	0.922	False	False	en:bedding ≈ fr:bedaine ~ fr:bénévolat
ought yen	obtenir	0.948	0.922	True	False	en:ought yen ≈ fr:obtiennent ~ fr:obtenir
ought yen	obtenez	0.944	0.922	True	False	en:ought yen ≈ fr:obtiennent ~ fr:obtenez
producer	utilisateur	0.82	0.922	False	False	en:producer ≈ fr:prêt user ~ fr:utilisateur
producer	utilisateurs	0.818	0.922	False	False	en:producer ≈ fr:prêt user ~ fr:utilisateurs
producer	usagers	0.801	0.922	False	False	en:producer ≈ fr:prêt user ~ fr:usagers
done	féminin	0.955	0.921	False	False	en:done ≈ fr:donne ~ fr:féminin
done	féminine	0.951	0.921	False	False	en:done ≈ fr:donne ~ fr:féminine
it aura	attila	0.858	0.921	True	False	en:it aura ≈ fr:instaurer ~ fr:attila
port earl	postal	0.95	0.921	True	False	en:port earl ≈ fr:postale ~ fr:postal
vet ease	vestige	0.928	0.921	True	False	en:vet ease ≈ fr:vestiges ~ fr:vestige
networks	nids	0.897	0.92	False	False	en:networks ≈ fr:nid vexe ~ fr:nids
rebuilding	rebelle	0.881	0.92	False	False	en:rebuilding ≈ fr:rebellent in ~ fr:rebelle
supportive	sabot	0.91	0.92	False	False	en:supportive ≈ fr:sabot ive ~ fr:sabot
tiered	tizi	0.926	0.92	False	False	en:tiered ≈ fr:tiède ~ fr:tizi
crossing	crocs	0.941	0.919	False	False	en:crossing ≈ fr:crocs in ~ fr:crocs
gasoline	gars aise	0.926	0.919	False	True	en:gasoline ≈ fr:gars ligne ~ fr:gars aise
performer	otan omis	0.918	0.919	False	True	en:performer ≈ fr:paient omis ~ fr:otan omis
performer	omis	0.908	0.919	False	False	en:performer ≈ fr:paient omis ~ fr:omis
prefers	prêts	0.913	0.919	False	False	en:prefers ≈ fr:prêt aise ~ fr:prêts
prefers	prêtes	0.908	0.919	False	False	en:prefers ≈ fr:prêt aise ~ fr:prêtes
prefers	prêt	0.906	0.919	False	False	en:prefers ≈ fr:prêt aise ~ fr:prêt
protect	pratiquent in	0.945	0.919	False	True	en:protect ~ en:protecting ≈ fr:pratiquent in
protection	pratiquent in	0.94	0.919	False	True	en:protection ~ en:protecting ≈ fr:pratiquent in
toot were	cependant	0.959	0.919	True	False	en:toot were ≈ fr:toutefois ~ fr:cependant
composer	pesé	0.927	0.918	False	False	en:composer ≈ fr:con peser ~ fr:pesé
ranger	fait reine	0.905	0.918	False	True	en:ranger ≈ fr:reines chez ~ fr:fait reine
discreet your	descriptions	0.945	0.917	True	False	en:discreet your ≈ fr:description ~ fr:descriptions
discreet your	description	0.945	0.917	True	False	en:discreet your ≈ fr:descriptions ~ fr:description
manners meant	gestion	0.942	0.917	True	False	en:manners meant ≈ fr:management ~ fr:gestion
manners meant	gestionnaire	0.914	0.917	True	False	en:manners meant ≈ fr:management ~ fr:gestionnaire
nasty	nos	0.897	0.917	False	False	en:nasty ≈ fr:nos tee ~ fr:nos
privacy	saisi	0.941	0.917	False	False	en:privacy ≈ fr:pris ci ~ fr:saisi
privacy	sommets tes	0.937	0.917	False	True	en:privacy ≈ fr:pris ci ~ fr:sommets tes
quitting	cuit	0.878	0.917	False	False	en:quitting ≈ fr:cuit in ~ fr:cuit
quitting	entrés	0.85	0.917	False	False	en:quitting ≈ fr:cuit in ~ fr:entrés
quitting	entrez	0.847	0.917	False	False	en:quitting ≈ fr:cuit in ~ fr:entrez
will	dei	0.939	0.917	False	False	en:will ≈ fr:il ~ fr:dei
fantastic	tord hic	0.94	0.916	False	True	en:fantastic ~ en:terrific ≈ fr:tord hic
automatic	hautement	0.936	0.915	False	False	en:automatic ≈ fr:hautement hic ~ fr:hautement
automatic	élevés	0.92	0.915	False	False	en:automatic ≈ fr:hautement hic ~ fr:élevés
dicky	terne	0.933	0.915	False	False	en:dicky ≈ fr:tiquer ~ fr:terne
lopped	plafonds	0.881	0.915	False	False	en:lopped ≈ fr:loft ~ fr:plafonds
lopped	plafond	0.88	0.915	False	False	en:lopped ≈ fr:loft ~ fr:plafond
macaw	méga	0.935	0.915	False	False	en:macaw ≈ fr:mégots ~ fr:méga
macaw	catégoriquement	0.922	0.915	False	False	en:macaw ≈ fr:mégots ~ fr:catégoriquement
mothers	matin elle	0.93	0.915	False	True	en:mothers ~ en:maternal ≈ fr:matin elle
ockers	occitan	0.933	0.915	False	False	en:ockers ≈ fr:occase ~ fr:occitan
opportunity	unité	0.935	0.915	False	False	en:opportunity ≈ fr:appât unité ~ fr:unité
papaw	gueule	0.936	0.915	False	False	en:papaw ≈ fr:pipeau ~ fr:gueule
petit eve	positif	0.955	0.915	True	False	en:petit eve ≈ fr:positive ~ fr:positif
petit your	pétitions	0.945	0.915	True	False	en:petit your ≈ fr:pétition ~ fr:pétitions
reinforce	rien poste	0.902	0.915	False	True	en:reinforce ~ en:reinforced ≈ fr:rien poste
reinforced	rien	0.91	0.915	False	False	en:reinforced ≈ fr:rien poste ~ fr:rien
reinforced	nada	0.907	0.915	False	False	en:reinforced ≈ fr:rien poste ~ fr:nada
ticked	dicte	0.888	0.915	False	False	en:ticked ~ en:nicked ≈ fr:dicte
commodities	commente	0.87	0.914	False	False	en:commodities ≈ fr:comment dix ~ fr:commente
commodities	commentaire	0.868	0.914	False	False	en:commodities ≈ fr:comment dix ~ fr:commentaire
commodities	comment	0.866	0.914	False	False	en:commodities ≈ fr:comment dix ~ fr:comment
debating	tibet	0.949	0.914	False	False	en:debating ≈ fr:tibet in ~ fr:tibet
debating	tibétain	0.931	0.914	False	False	en:debating ≈ fr:tibet in ~ fr:tibétain
larding	latina	0.946	0.914	False	False	en:larding ≈ fr:latine ~ fr:latina
stranger	cordes	0.9	0.914	False	False	en:stranger ≈ fr:strings je ~ fr:cordes
supervisor	suffisants	0.935	0.914	False	False	en:supervisor ≈ fr:soupers assez ~ fr:suffisants
supervisor	assez	0.934	0.914	False	False	en:supervisor ≈ fr:soupers assez ~ fr:assez
supervisor	suffisant	0.934	0.914	False	False	en:supervisor ≈ fr:soupers assez ~ fr:suffisant
deciding	disent	0.906	0.913	False	False	en:deciding ≈ fr:dis atteignent ~ fr:disent
deciding	dis	0.901	0.913	False	False	en:deciding ≈ fr:dis atteignent ~ fr:dis
decisive	finis	0.925	0.913	False	False	en:decisive ≈ fr:dis achève ~ fr:finis
ought arena	austin	0.896	0.913	True	False	en:ought arena ≈ fr:austérité ~ fr:austin
annal	anale	0.92	0.911	False	False	en:annal ≈ fr:anal ~ fr:anale
auras	zeitung	0.938	0.911	False	False	en:auras ≈ fr:horace ~ fr:zeitung
bloop	plèbe	0.912	0.911	False	False	en:bloop ~ en:blip ≈ fr:plèbe
choc	jack	0.939	0.911	False	False	en:choc ~ en:chock ≈ fr:jack
chock	jack	0.939	0.911	False	False	en:chock ~ en:choc ≈ fr:jack
chon	chad	0.924	0.911	False	False	en:chon ≈ fr:tchad ~ fr:chad
detour	îlot	0.93	0.911	False	False	en:detour ≈ fr:tétons ~ fr:îlot
drawl	treize	0.87	0.911	False	False	en:drawl ~ en:draws ≈ fr:treize
dreg	traite	0.905	0.911	False	False	en:dreg ~ en:drat ≈ fr:traite
fleas	plié	0.94	0.911	False	False	en:fleas ≈ fr:plisse ~ fr:plié
flees	plié	0.94	0.911	False	False	en:flees ≈ fr:plisse ~ fr:plié
it aura	horace	0.889	0.911	True	False	en:it aura ~ en:auras ≈ fr:horace
lapped	infantile	0.906	0.911	False	False	en:lapped ≈ fr:laps ~ fr:infantile
lapped	enfantine	0.904	0.911	False	False	en:lapped ≈ fr:laps ~ fr:enfantine
naught agee	nostalgique	0.916	0.911	True	False	en:naught agee ≈ fr:nostalgie ~ fr:nostalgique
netty	nota	0.935	0.911	False	False	en:netty ≈ fr:noter ~ fr:nota
otters	hôtesses	0.954	0.911	False	False	en:otters ≈ fr:hôtesse ~ fr:hôtesses
otters	hôtes	0.932	0.911	False	False	en:otters ≈ fr:hôtesse ~ fr:hôtes
receipt arse	résistances	0.952	0.911	True	False	en:receipt arse ≈ fr:résistance ~ fr:résistances
receipt arse	resistance	0.949	0.911	True	False	en:receipt arse ≈ fr:résistance ~ fr:resistance
sheared	géo	0.925	0.911	False	False	en:sheared ≈ fr:géode ~ fr:géo
sheared	rustique	0.913	0.911	False	False	en:sheared ≈ fr:géode ~ fr:rustique
sheered	géo	0.925	0.911	False	False	en:sheered ≈ fr:géode ~ fr:géo
sheered	rustique	0.913	0.911	False	False	en:sheered ≈ fr:géode ~ fr:rustique
treen	traite	0.939	0.911	False	False	en:treen ~ en:treed ≈ fr:traite
over	ayant	0.947	0.91	False	False	en:over ≈ fr:avez ~ fr:ayant
over	avoir	0.945	0.91	False	False	en:over ≈ fr:avez ~ fr:avoir
over	êtes	0.939	0.91	False	False	en:over ≈ fr:avez ~ fr:êtes
beading	réunion	0.949	0.909	False	False	en:beading ≈ fr:meeting ~ fr:réunion
beading	réunions	0.937	0.909	False	False	en:beading ≈ fr:meeting ~ fr:réunions
peckers	pérou	0.916	0.909	False	False	en:peckers ≈ fr:pégase ~ fr:pérou
shekel	estimées	0.931	0.909	False	False	en:shekel ≈ fr:séquelles ~ fr:estimées
from	traquer	0.931	0.908	False	False	en:from ≈ fr:trame ~ fr:traquer
leafy	laitier	0.924	0.908	False	False	en:leafy ≈ fr:lisser ~ fr:laitier
edit riyal	industriels	0.952	0.907	True	False	en:edit riyal ≈ fr:industrielles ~ fr:industriels
edit riyal	industrielles	0.952	0.907	True	False	en:edit riyal ≈ fr:industriels ~ fr:industrielles
edit riyal	industrielle	0.952	0.907	True	False	en:edit riyal ≈ fr:industriel ~ fr:industrielle
believers	bols	0.855	0.906	False	False	en:believers ≈ fr:blés aise ~ fr:bols
forcing	fausse	0.937	0.906	False	False	en:forcing ≈ fr:faux in ~ fr:fausse
forcing	faux	0.936	0.906	False	False	en:forcing ≈ fr:faux in ~ fr:faux
forcing	fausses	0.933	0.906	False	False	en:forcing ≈ fr:faux in ~ fr:fausses
ripply	rient in	0.874	0.906	False	True	en:ripply ~ en:ridding ≈ fr:rient in
acted	gel	0.935	0.905	False	False	en:acted ≈ fr:accède ~ fr:gel
exam	apparut	0.93	0.905	False	False	en:exam ≈ fr:exhibe ~ fr:apparut
exam	apparu	0.929	0.905	False	False	en:exam ≈ fr:exhibe ~ fr:apparu
exam	assistée	0.929	0.905	False	False	en:exam ≈ fr:exhibe ~ fr:assistée
jeered	djihad	0.887	0.905	False	False	en:jeered ~ en:jeers ≈ fr:djihad
seaboard	gamin	0.931	0.905	False	False	en:seaboard ≈ fr:chipote ~ fr:gamin
landed	empreintes	0.897	0.904	False	False	en:landed ≈ fr:lin dites ~ fr:empreintes
landed	collés	0.895	0.904	False	False	en:landed ≈ fr:lin dites ~ fr:collés
pallet inner	palestine	0.951	0.904	True	False	en:pallet inner ≈ fr:palestinien ~ fr:palestine
pallet inner	palestinienne	0.946	0.904	True	False	en:pallet inner ≈ fr:palestiniens ~ fr:palestinienne
wardrobe	habillée	0.918	0.903	False	False	en:wardrobe ≈ fr:vont robe ~ fr:habillée
cording	complice	0.906	0.902	False	False	en:cording ≈ fr:comptine ~ fr:complice
cording	compote	0.904	0.902	False	False	en:cording ≈ fr:comptine ~ fr:compote
cording	comptoir	0.902	0.902	False	False	en:cording ≈ fr:comptine ~ fr:comptoir
sliding	apportez	0.921	0.902	False	False	en:sliding ≈ fr:soient in ~ fr:apportez
sliding	arrivés	0.92	0.902	False	False	en:sliding ≈ fr:soient in ~ fr:arrivés
suffered	saut aise	0.917	0.902	False	True	en:suffered ~ en:suffers ≈ fr:saut aise
suffers	saut aide	0.917	0.902	False	True	en:suffers ~ en:suffered ≈ fr:saut aide
acid art	assistant	0.946	0.901	True	False	en:acid art ≈ fr:assistante ~ fr:assistant
acid art	assistants	0.937	0.901	True	False	en:acid art ≈ fr:assistante ~ fr:assistants
acid art	assistantes	0.936	0.901	True	False	en:acid art ≈ fr:assistante ~ fr:assistantes
alumni	intello	0.923	0.901	False	False	en:alumni ≈ fr:élan ni ~ fr:intello
alumni	annie	0.921	0.901	False	False	en:alumni ≈ fr:élan ni ~ fr:annie
compression	prochaine	0.935	0.901	False	False	en:compression ≈ fr:con prochaine ~ fr:prochaine
compression	bientôt	0.926	0.901	False	False	en:compression ≈ fr:con prochaine ~ fr:bientôt
coot of	adorait	0.922	0.901	True	False	en:coot of ≈ fr:gustave ~ fr:adorait
dodgers	tôt les	0.889	0.901	False	True	en:dodgers ≈ fr:tôt chaise ~ fr:tôt les
irked raw	extraits	0.938	0.901	True	False	en:irked raw ≈ fr:extrait ~ fr:extraits
irked raw	extrait	0.938	0.901	True	False	en:irked raw ≈ fr:extraits ~ fr:extrait
irked raw	extraite	0.9	0.901	True	False	en:irked raw ≈ fr:extrait ~ fr:extraite
men arse	conservés	0.847	0.901	True	False	en:men arse ≈ fr:maintenance ~ fr:conservés
men arse	réparer	0.817	0.901	True	False	en:men arse ≈ fr:maintenance ~ fr:réparer
men arse	réparations	0.815	0.901	True	False	en:men arse ≈ fr:maintenance ~ fr:réparations
shit your	management	0.934	0.901	True	False	en:shit your ≈ fr:gestion ~ fr:management
shit your	gestionnaire	0.909	0.901	True	False	en:shit your ≈ fr:gestion ~ fr:gestionnaire
expose	exposer	0.91	0.9	False	False	en:expose ≈ fr:exposent ~ fr:exposer
expose	exposant	0.828	0.9	False	False	en:expose ≈ fr:exposent ~ fr:exposant
