en	fr	combo
effective	effective	0.726
believed	blé	0.629
frank	frac	0.719
planned	plane	0.653
promote	promo	0.682
blocks	blague	0.649
speaks	x	0.743
struck	stock	0.729
trans	traces	0.633
merely	mairie	0.628
flood	flot	0.686
steady	série	0.623
craft	kraft	0.821
snake	sec	0.656
cleared	clair	0.653
trapped	trappe	0.655
rifle	rafle	0.732
beloved	bluff	0.638
blacks	blague	0.643
swift	cette	0.648
stamp	stop	0.683
spam	sam	0.655
crashed	christ	0.702
crushed	crache	0.655
essence	et s	0.638
badge	badge	0.785
cracked	crack	0.655
pillow	plot	0.685
midst	mette	0.656
misery	mais ri	0.741
crashes	crise	0.707
teammate	timide	0.707
cheeks	x	0.743
grams	gramme	0.650
bricks	boxes	0.706
spelled	pelle	0.668
trader	très	0.666
brewing	brunes	0.643
tray	très	0.706
grabs	grappe	0.638
macro	macro	0.719
lying	lac	0.640
china	tchad	0.720
prints	prince	0.727
baker	bec	0.706
glorious	glorieux	0.716
rope	robes	0.702
proceeds	précise	0.721
exceptions	excepté	0.713
bake	bec	0.706
play	plaie	0.706
case	caisse	0.706
face	fesse	0.706
died	date	0.702
player	plaie	0.706
vote	votent	0.833
paper	pep	0.706
boys	boss	0.702
boat	bottes	0.706
fail	file	0.702
solar	saule	0.833
bone	bonne	0.706
tape	type	0.702
fate	faites	0.706
tiger	tag	0.833
pays	pause	0.683
powder	pat	0.722
powered	pat	0.722
folk	phoque	0.833
laser	lise	0.702
layers	lise	0.702
void	vote	0.702
lace	laisse	0.706
roommate	roumain	0.711
vein	veine	0.706
vain	veine	0.706
lays	lise	0.702
mole	môle	0.833
veil	ville	0.702
sheik	chèque	0.706
sheikh	chèque	0.706
drops	drape	0.661
screens	crise	0.717
props	prends	0.631
salute	cela	0.710
land	lad	0.676
dark	arc	0.693
standard	stade	0.705
pollution	pelouse	0.729
wrap	rap	0.730
lap	lippe	0.710
stairs	thèse	0.665
rap	rap	0.730
complexity	complexe	0.712
rapper	rap	0.730
monk	mac	0.655
strand	stade	0.703
bock	bac	0.740
tosh	tâche	0.740
sexual	sexuelle	0.716
pregnant	prenait	0.634
processes	précise	0.652
experiments	s permette	0.638
guided	garde	0.730
strive	staff	0.635
contests	on test	0.638
trying	trahi	0.698
child	tchad	0.791
placed	plate	0.711
approved	prouvent	0.718
detail	dit elle	0.725
shame	chaume	0.683
formula	formelle	0.729
crimes	crame	0.730
lowest	liste	0.702
minority	maori	0.728
racial	réel	0.696
dual	duel	0.670
grades	grise	0.721
stroke	stock	0.720
safely	et lie	0.641
clouds	classe	0.721
planes	plaise	0.715
proteins	précise	0.636
tribes	trappe	0.718
frames	fraises	0.698
blamed	blâme	0.626
plains	plaise	0.715
verify	verra	0.725
crowds	crise	0.697
graves	grèves	0.637
foremost	former	0.728
chased	geste	0.629
grapes	grèce	0.698
digest	d geste	0.783
grains	grise	0.713
local	local	0.708
schools	coule	0.665
liked	lac	0.681
split	plainte	0.643
arrival	rafle	0.720
believes	blé	0.626
punch	patch	0.736
define	fan	0.679
belongs	bloc	0.717
divine	vannes	0.679
rival	rafle	0.720
skilled	guilde	0.645
tweeted	tir	0.668
fridge	frais	0.646
desires	des as	0.631
blogs	blague	0.656
doubts	date	0.681
cheated	tir	0.641
feeds	fine	0.668
queer	caire	0.689
premiums	primé	0.709
blink	bloc	0.695
juicy	souci	0.720
scares	caire	0.665
stupid	stupide	0.696
traffic	traque	0.709
existing	existent	0.710
uniform	on formes	0.727
graphic	grec	0.699
fabric	fabrique	0.696
static	stick	0.704
tablet	tablette	0.694
critic	crique	0.738
granite	gratte	0.709
fascist	fasciste	0.676
defects	affect	0.666
tactic	tactique	0.696
organize	organise	0.693
dressing	dressing	0.725
superman	souper	0.684
fond	fade	0.684
cunt	côtes	0.676
louder	lad	0.833
cans	case	0.676
ripe	rap	0.833
guarantee	garantie	0.670
km	crème	0.717
regard	garde	0.656
slight	light	0.633
trauma	rome	0.681
markers	marque	0.656
remark	marque	0.656
good	gode	0.730
took	toc	0.730
song	sonne	0.725
hall	col	0.690
dinner	dîne	0.733
technical	technique	0.706
bob	bob	0.681
theme	cime	0.710
yep	hep	0.761
explaining	explique	0.716
pub	pub	0.725
bin	bine	0.733
tourist	triste	0.685
southeast	assiste	0.682
fig	figues	0.733
demon	hymne	0.665
heck	chèque	0.661
haul	col	0.690
rig	reg	0.730
polo	polo	0.773
lib	limbes	0.710
systemic	système	0.710
deem	dîme	1.000
start	tarte	0.661
research	roche	0.657
page	page	0.649
race	race	0.683
female	final	0.677
focus	fox	0.639
growing	grogne	0.633
claims	close	0.675
smart	smart	0.827
ladies	les use	0.687
crying	crâne	0.723
bible	babel	0.719
riding	radine	0.629
assault	sol	0.664
avenue	avenues	0.643
derived	drive	0.704
drives	drive	0.702
climb	clame	0.864
bronze	base	0.649
trophy	trophée	0.719
charm	terme	0.689
spark	parcs	0.661
motive	morve	0.645
perspectives	spectre	0.668
blades	blesse	0.628
maple	métal	0.678
boycott	boycott	0.667
bypass	baba	0.643
drying	drague	0.714
coping	copine	0.629
erase	race	0.683
directly	d lie	0.669
recommend	remède	0.706
screaming	crimée	0.656
breasts	presse	0.715
profound	profane	0.658
designing	design	0.684
forums	forums	0.704
recalls	rigole	0.704
accepting	accepte	0.707
report	porte	0.652
status	star	0.629
aspects	apex	0.684
script	script	0.849
risks	rixe	0.748
sacrifice	surface	0.686
emperor	être	0.633
attract	et actes	0.628
mixture	mixte	0.687
clips	clip	0.657
recalled	col	0.663
secular	cycle	0.626
popped	pâte	0.662
vaccines	vaccine	0.744
balloons	blouse	0.714
started	stade	0.712
learned	laide	0.676
produce	prusse	0.711
profit	profite	0.681
roman	romaine	0.719
saint	cette	0.656
fiscal	fiscale	0.687
blown	bleu	0.654
colony	colonie	0.670
prophet	profite	0.681
sq	est coup	0.670
faint	faites	0.656
trade	très	0.666
stage	stage	0.709
prices	phrase	0.628
stated	stade	0.707
email	mail	0.649
breaks	breaks	0.725
plates	place	0.711
flights	place	0.627
loyal	lille	0.630
bases	baise	0.669
diary	tarit	0.667
crowded	grade	0.638
brakes	breaks	0.725
climbed	clame	0.733
ropes	robes	0.666
game	gamme	0.683
voice	vote	0.683
shown	chaude	0.683
mouth	masse	0.683
bridge	bridge	0.823
raise	rose	0.663
fixed	textes	0.713
powers	passent	0.702
phase	phase	0.683
solo	solo	0.773
favor	fèves	0.706
survive	savent	0.647
structures	stretch	0.702
carefully	conflit	0.662
rugby	rugby	0.786
lawyers	lors	0.673
pope	pop	0.706
fame	femme	0.683
blast	blé	0.657
cape	cap	0.683
celebrity	célèbre	0.697
nope	nappe	0.683
toys	thèse	0.683
pussy	psy	0.818
trips	trip	0.657
cave	cave	0.683
deemed	dîme	0.812
soap	sauf	0.683
abstract	as tracts	0.694
mason	mécène	0.719
rebel	règle	0.707
slim	slip	0.643
cope	cap	0.683
rays	rose	0.663
goat	goutte	0.683
machinery	machinerie	0.859
poker	pac	0.683
sally	sali	0.785
consist	consiste	0.684
miners	man	0.675
spine	panne	0.681
nursery	nazis	0.627
vague	vague	0.683
structured	stretch	0.704
foam	femme	0.683
cane	cane	0.683
pinch	pêche	0.648
shrine	chaîne	0.633
thrive	rave	0.659
clicks	clic	0.657
razor	rose	0.663
severity	verrerie	0.833
vogue	vogue	0.833
minors	man	0.675
cliffs	classe	0.700
extensions	externe	0.707
suspend	semaines	0.666
dog	dague	0.740
subject	abject	0.722
generally	on relie	0.725
comedy	comédies	0.670
stable	stables	0.679
presents	princesse	0.640
knock	nac	0.740
frequent	fréquente	0.652
staple	stables	0.670
referenced	retraite	0.694
go	go	0.786
both	beauf	0.681
area	errer	0.702
community	connerie	0.697
percent	peine	0.669
labor	limbes	0.683
beer	beurre	0.710
selected	secte	0.701
row	rot	0.786
tools	tous	0.655
declared	clair	0.722
rape	ripe	0.702
nail	nil	0.702
perceived	psy	0.741
repairs	pair	0.661
supporter	sport	0.627
fiber	fab	0.833
vibe	vapes	0.702
marines	mine	0.661
dope	dope	0.706
stretching	stretching	0.774
fellows	philo	0.625
forged	forge	0.722
declares	clair	0.719
defeats	dite	0.659
receipts	site	0.665
project	projet	0.635
parliament	parlement	0.694
ruined	route	0.651
acceptance	accepte	0.695
northeast	nordistes	0.849
flats	face	0.631
squirrel	sol	0.631
experience	exprime	0.645
lots	lasse	0.696
frame	frime	0.758
memorial	moral	0.707
coins	conne	0.675
diploma	diplôme	0.679
tidal	table	0.702
ideas	attise	0.637
somewhere	sommaire	0.698
swim	cime	0.691
spotted	sparte	0.649
brutal	brûle	0.709
profiles	propose	0.666
arbitrary	arbitraire	0.678
bloggers	blague	0.656
existence	existence	0.741
informed	un formes	0.685
crucial	cruel	0.676
threats	traite	0.643
nevertheless	s laisse	0.643
secured	score	0.630
affects	affect	0.706
grants	grâce	0.706
excellence	excellence	0.709
insects	un secte	0.686
lottery	henri	0.628
scrap	scribe	0.714
curtain	conne	0.655
fatigue	fatigue	0.818
depressing	pressing	0.711
kidnapping	kidnapping	0.678
character	correct	0.675
dropped	drape	0.660
draft	date	0.643
realized	relate	0.647
actress	actrice	0.675
cricket	cricket	0.696
rocks	axe	0.690
executed	excuse	0.706
topics	taxe	0.700
scholar	salles	0.662
darker	arc	0.693
deepest	déteste	0.670
explanations	exploser	0.651
crafts	kraft	0.708
varsity	varie	0.716
heartbeat	et bit	0.676
chartered	tchad	0.712
prepares	primaire	0.653
drama	drame	0.674
compare	commère	0.686
lately	et lie	0.625
lonely	on lie	0.630
borrow	barreau	0.674
loudly	les lie	0.709
suggests	on geste	0.659
stops	stop	0.625
expanded	expo	0.707
sexually	sexuelle	0.621
proportion	prochaine	0.626
specialty	pêcheries	0.777
hardy	hardi	0.755
spiral	parole	0.620
rover	rave	0.683
expenditure	experts	0.714
mind	man	0.679
favorite	fièvre	0.620
surprise	phrase	0.628
electricity	lectrice	0.802
poet	potes	0.785
mines	man	0.675
flexibility	flexible	0.688
unpleasant	en plaisait	0.637
mouths	masse	0.648
technician	technique	0.676
look	loque	0.710
big	bègue	0.730
final	fatal	0.672
problems	problèmes	0.631
bigger	bègue	0.730
promotion	prochaine	0.632
log	longue	0.730
objective	objective	0.672
dish	dèche	0.730
lip	lippe	0.733
liquor	lac	0.671
gig	gong	0.674
balloon	clown	0.716
rack	rauque	0.690
tuned	tout	0.697
exploitation	exploser	0.663
appealed	épile	0.665
lick	lac	0.671
dis	dix	0.733
null	nil	0.710
being	bine	0.688
second	secte	0.704
makes	max	0.743
increase	un crisse	0.775
travel	tremble	0.672
global	global	0.747
records	reg	0.651
prior	prends	0.692
feelings	film	0.689
plants	place	0.706
revenue	revenues	0.694
grab	grappe	0.670
cats	casse	0.688
cuts	casse	0.688
physics	fixe	0.715
kicked	quitte	0.657
cant	quitte	0.661
triple	triple	0.707
springs	sprint	0.671
casino	casino	0.678
cooked	cote	0.655
kicks	x	0.657
slam	sam	0.655
varying	verrez	0.695
sprint	sprint	0.849
vegan	vine	0.740
postal	postale	0.672
chad	tchad	0.785
quicker	couic	0.787
brigade	briguer	0.692
griffin	graines	0.709
fringe	freine	0.622
spill	style	0.650
swan	soient	0.684
freeman	frime	0.797
offerings	et rings	0.652
forwards	force	0.713
bodily	bali	0.696
cons	case	0.684
revolt	volts	0.637
bikini	bikini	0.849
perimeter	primaire	0.696
barracks	boxes	0.689
merits	merde	0.717
crunch	crache	0.706
familiar	femelle	0.683
replace	place	0.623
acquired	quad	0.729
replies	place	0.635
towel	tales	0.777
liable	label	0.689
trophies	trophée	0.688
history	est ri	0.636
building	building	0.725
etc	s être	0.795
committee	connerie	0.686
section	sexes	0.694
sources	source	0.638
billion	pline	0.632
toward	lord	0.706
charity	chérie	0.628
hungry	un gris	0.715
awarded	lord	0.702
purple	papal	0.635
secrets	sucre	0.624
applies	place	0.634
advise	et vases	0.650
chairs	chaise	0.665
advisor	et vases	0.650
delicate	quelques	0.678
publicity	publie	0.641
adviser	et vases	0.650
burial	perles	0.632
spinal	panel	0.620
crushing	brushing	0.650
rewarded	lord	0.703
briefing	briefing	0.725
fluids	flûte	0.620
respectable	spectacle	0.701
dumping	dumping	0.725
per	paix	0.637
switch	sèches	0.658
photography	photographie	0.657
borough	barreau	0.667
arrows	arrosent	0.667
café	café	0.667
examined	examen	0.662
raises	rose	0.632
ranch	riches	0.636
dignity	décrit	0.680
cocaine	coquine	0.702
eternity	on ri	0.649
recorder	corde	0.652
scrub	scribe	0.810
tying	tag	0.655
public	public	0.666
preferred	profonde	0.655
examine	examine	0.734
shades	chaise	0.666
processing	pressing	0.632
dinosaur	on sort	0.664
from	femme	0.683
came	came	0.683
photo	forêt	0.637
stars	star	0.656
silk	sec	0.655
lodge	large	0.650
lamp	lampe	0.666
ramp	rap	0.655
pits	pisse	0.690
lump	lampe	0.663
proprietary	propriétaire	0.676
heart	carte	0.648
contact	contact	0.662
drop	drape	0.793
programs	programmes	0.641
cards	case	0.657
proper	pape	0.690
object	abject	0.750
celebrate	célébré	0.636
harm	arme	0.700
province	province	0.670
asks	axe	0.688
cops	casse	0.662
solve	salve	0.793
parks	parcs	0.661
structural	stretch	0.654
bombs	base	0.662
farms	formes	0.620
prof	prof	0.748
fathers	phase	0.678
programmes	programmes	0.641
compact	compact	0.662
lobby	libye	0.748
bizarre	barre	0.690
paths	passent	0.667
cox	casse	0.662
hobby	habit	0.700
pops	passent	0.662
swap	sape	0.696
topped	apte	0.696
robbed	rendent	0.655
bombers	base	0.662
prop	pape	0.690
quad	quad	0.793
require	quoi	0.675
reply	plat	0.675
exam	exhume	0.786
slavery	les ri	0.683
nightmare	et maire	0.677
acquire	quoi	0.674
tastes	test	0.641
sierra	serre	0.648
infantry	in tri	0.709
depot	dépôt	0.667
raiders	rose	0.635
leaning	lignes	0.713
raids	rose	0.635
relay	rouler	0.637
rails	réel	0.650
outreach	autriche	0.682
anyone	on n	0.627
policy	pâlit	0.639
production	prochaine	0.620
reality	rallie	0.630
bitch	biche	0.690
facts	fax	0.655
fuel	fuel	0.846
anywhere	un air	0.624
flying	flamme	0.696
recovery	rêverie	0.760
debut	début	0.640
democracy	décrit	0.634
elsewhere	s air	0.703
cares	caire	0.808
lyrics	luxe	0.694
preparing	primaire	0.638
stats	stade	0.643
speakers	pique	0.665
stance	stade	0.631
relaxed	textes	0.655
stat	cette	0.673
luckily	liquider	0.655
startup	strip	0.653
felony	félonie	0.686
reverend	riveraines	0.758
bougie	badger	0.719
revealed	ville	0.663
suppose	opposent	0.640
label	lesquels	0.681
progressive	progressive	0.788
bitcoin	but conne	0.737
combine	cabane	0.660
utterly	allie	0.683
teammates	timide	0.682
discretion	d crèche	0.690
rigorous	regret	0.696
pants	passent	0.648
publicly	publie	0.677
profession	prochaine	0.631
cardiac	cardiaque	0.660
complete	complètes	0.654
introduced	un redoute	0.705
progression	progrès	0.681
exhibits	exhibe	0.667
effects	secte	0.623
circle	socle	0.652
objects	abject	0.664
exams	exempt	0.696
lounge	large	0.691
cakes	caisse	0.636
promotes	promo	0.661
ineffective	on effective	0.655
before	bord	0.678
since	six	0.678
comes	cause	0.655
works	axe	0.674
bring	briques	0.643
military	métairie	0.764
return	reines	0.688
bank	banque	0.685
longer	longue	0.703
seeing	signe	0.692
fans	phase	0.676
shall	châle	0.730
skin	ski	0.678
touch	tâche	0.688
twitter	tir	0.691
camp	cap	0.655
turns	thèse	0.676
valley	bali	0.655
mix	max	0.740
max	max	0.785
milk	mec	0.655
editor	être	0.692
referred	raid	0.676
fucked	actes	0.676
severe	sphère	0.670
pink	pique	0.657
covers	cause	0.655
gap	guêpes	0.710
tears	thèse	0.683
colors	cause	0.655
bags	base	0.655
pushed	poste	0.655
maps	masse	0.655
chip	type	0.657
pump	pape	0.655
slip	slip	0.787
backed	pacte	0.670
trigger	trique	0.673
sink	cinq	0.689
punk	pac	0.655
bulk	bac	0.655
bits	baisse	0.688
sits	six	0.690
jam	dame	0.676
caps	casse	0.655
dishes	disent	0.657
cliff	clive	0.673
cheer	terre	0.655
rats	race	0.688
bugs	base	0.655
buses	base	0.688
rushed	reste	0.651
packs	max	0.640
tubes	tout	0.673
wax	axe	0.689
batch	bâche	0.688
ducks	axe	0.686
snack	snack	0.785
stern	sonne	0.688
cubs	cause	0.655
bids	bise	0.688
bully	plie	0.692
sync	cinq	0.689
curved	code	0.655
bats	basse	0.688
cube	cube	0.689
tunes	tous	0.676
mirrors	mise	0.685
pins	pise	0.678
banker	banque	0.685
kits	caisse	0.688
stab	stade	0.648
doomed	doute	0.655
limbs	lise	0.657
glove	glaive	0.781
slick	sec	0.655
sank	cinq	0.674
bans	base	0.676
tapped	apte	0.688
pulp	palpe	0.785
refs	rêve	0.688
baths	basse	0.667
bunker	banque	0.681
tipped	tête	0.655
verge	vosges	0.671
morale	mal	0.683
state	cette	0.668
estate	cette	0.668
approval	éprouve	0.671
economies	on mise	0.643
dietary	d ri	0.683
special	seychelles	0.686
capacity	compris	0.656
trained	traîne	0.640
conduct	connecte	0.647
dispute	dispute	0.674
robot	robot	0.622
tragic	tragique	0.672
revenues	revenues	0.669
mineral	merle	0.621
triangle	triangle	0.624
exceptionally	excepté	0.676
purity	pierreries	0.734
daytime	d âme	0.715
are	are	0.652
president	présidente	0.630
honor	âne	0.652
ca	k	0.652
ma	ma	0.652
thrown	rhône	0.659
proceedings	précise	0.683
throne	rhône	0.659
construct	on strict	0.663
nova	nova	0.653
cola	cause	0.640
coma	côme	0.700
slept	slip	0.644
spray	spray	0.760
tribal	tremble	0.684
stunt	cette	0.645
playing	plaine	0.630
design	design	0.725
quickly	cliquez	0.661
realize	relate	0.659
regarded	garde	0.631
replied	plate	0.635
belonging	bloc	0.675
resign	design	0.652
bracket	braguette	0.685
quiz	quinze	0.674
proposed	proposent	0.658
guitar	gare	0.667
massage	message	0.649
daylight	dilate	0.702
migrant	maquette	0.651
told	taule	0.679
goals	gaule	0.675
profile	profil	0.720
apply	plat	0.674
males	mails	0.691
alike	lac	0.674
delta	delta	0.810
hart	carte	0.648
delight	light	0.635
spike	pac	0.681
elbow	elbe	0.748
relied	lad	0.675
posed	pause	0.679
shouted	char	0.679
sniper	nappe	0.681
bulb	barbe	0.626
paragraph	paragraphe	0.647
coordinator	corner	0.627
minute	minutes	0.621
launch	lâche	0.654
performing	former	0.637
proposals	proposent	0.665
interact	un tracts	0.674
slipped	slip	0.656
descent	cette	0.658
easiest	isis	0.737
upstairs	as terre	0.662
discourse	d corse	0.665
honorable	en rebelles	0.691
commenced	commettent	0.677
in	n	0.637
between	mine	0.646
happy	épi	0.692
wall	vol	0.717
heavy	avis	0.663
driving	drive	0.665
holding	holding	0.647
starts	star	0.636
aware	verre	0.671
length	laine	0.663
harry	henri	0.670
afford	et horde	0.646
turkey	acquis	0.673
depth	dette	0.644
deaths	dette	0.673
smoking	smoking	0.647
inner	n	0.637
pa	pas	0.652
ear	ire	0.642
thirty	série	0.640
claiming	clément	0.657
aboard	aborde	0.642
fr	est are	0.661
inn	n	0.637
flames	flemme	0.637
baked	pacte	0.637
tenth	tête	0.661
boobs	boum	0.668
plague	plaque	0.637
heavier	avis	0.663
dwarf	dors	0.660
marched	matchs	0.633
folding	holding	0.638
ts	ds	0.670
coups	coupes	0.814
gnu	gnou	0.811
sentence	certaines	0.655
spider	stade	0.645
democrat	démocrate	0.646
cigarettes	secrète	0.670
cowboy	cabot	0.654
diplomat	diplomate	0.638
proportions	proposent	0.658
album	album	0.643
overall	obole	0.707
massive	massive	0.645
limit	limite	0.647
controlled	contrôle	0.658
expansion	expose	0.651
controls	contrôle	0.657
valid	valide	0.645
objectives	adjectif	0.655
civic	civique	0.647
overly	oublie	0.622
fragments	fragments	0.636
souk	sacs	0.833
content	canette	0.621
identities	et un prises	0.625
cosmetics	commerce	0.671
areas	errer	0.650
beyond	bonne	0.668
prevent	prophète	0.640
climate	clamait	0.692
improved	un prouvent	0.664
dreams	rime	0.663
increases	un crise	0.676
removal	moufles	0.625
rip	ripe	0.733
warned	orne	0.668
barrel	balle	0.650
robust	robuste	0.727
rains	rose	0.627
basics	but x	0.642
inquiries	un crise	0.676
cruelty	crouler	0.682
cheapest	chimiste	0.656
dreamed	rime	0.666
improves	un prouvent	0.662
thirsty	petit	0.625
travellers	travers	0.643
large	large	0.659
worked	actes	0.674
staff	staff	0.785
songs	sonne	0.679
views	vise	0.659
chat	tchad	0.670
puts	pousse	0.690
tons	thèse	0.672
explanation	exploser	0.664
races	rose	0.637
jazz	jazz	0.785
equity	écris	0.657
recover	rêve	0.651
chaos	casse	0.648
refers	rose	0.676
integrity	et aigri	0.714
viewers	vise	0.659
snap	sape	0.676
transformation	transformer	0.658
plug	plaque	0.670
guilt	kilt	0.673
valve	valve	0.785
fold	solde	0.638
scan	ski	0.661
robots	romance	0.672
punish	pêche	0.648
scam	sam	0.655
plaza	plan	0.660
shepherd	chef	0.671
curves	cause	0.640
railways	réalise	0.651
logs	loch	0.625
recruited	kurdes	0.624
mold	môle	0.679
folder	solde	0.638
tonnes	thèse	0.672
scum	sam	0.655
disciplinary	disciplinaire	0.641
photographed	regrette	0.658
church	tchatche	0.776
strongly	son lie	0.695
of	ève	0.629
an	âne	0.637
us	as	0.637
am	âme	0.637
able	épaule	0.637
la	la	0.637
specific	spécifique	0.639
royal	rôles	0.665
schedule	et joule	0.671
novel	navale	0.638
earn	n	0.637
dramatic	remarque	0.662
auction	hockey	0.621
adopt	et apte	0.659
earl	elle	0.637
ash	h	0.637
um	âme	0.637
affecting	affect	0.665
addressing	dressing	0.728
temporarily	on prairie	0.674
utter	are	0.637
palette	palette	0.643
insecure	un skieur	0.666
volcanic	volcanique	0.627
bah	bah	0.652
ka	k	0.652
caw	que	0.637
gnaw	nos	0.642
maw	mots	0.642
paw	peau	0.642
ta	ta	0.652
lynch	lèche	0.648
prevents	province	0.648
reckless	règle	0.629
slapped	slip	0.643
bullets	blesse	0.634
stuffed	soft	0.734
months	masse	0.631
alarm	larmes	0.655
queens	couine	0.844
blunt	boîte	0.625
monks	max	0.719
hard	hard	0.700
games	gaz	0.622
cold	cause	0.635
notes	notes	0.681
noted	notes	0.661
smoke	smic	0.728
spoke	stock	0.632
gained	guide	0.654
boats	boss	0.668
gains	gaz	0.639
loaded	lord	0.627
tigers	tag	0.675
slate	cette	0.636
protocols	propose	0.632
veins	vise	0.654
goats	gosse	0.668
tiles	tales	0.675
wakes	x	0.666
snail	celle	0.656
points	poète	0.623
sequence	cyclone	0.666
ranks	axe	0.627
expanding	expédie	0.673
sentenced	certaines	0.639
gloves	glaive	0.647
prescription	prescrit	0.643
basic	basque	0.631
identity	et un tri	0.662
attacked	et actes	0.655
ethnic	est nique	0.639
rocket	raquette	0.649
notable	nobel	0.665
deployed	plaide	0.626
adapt	et apte	0.653
risen	raisonnent	0.643
diagram	diagramme	0.648
buddies	base	0.659
madame	même	0.641
probable	probable	0.643
standing	standing	0.646
buildings	buildings	0.752
chemical	quelques	0.629
designs	design	0.702
jumping	jumping	0.752
chancellor	tunnel	0.639
someday	samedi	0.630
expedition	expose	0.662
spells	pelle	0.665
pupil	poubelle	0.622
stopped	apte	0.663
tropical	tremble	0.640
react	actes	0.656
speeches	speech	0.667
reactor	actes	0.656
psycho	sacco	0.750
contract	en tracts	0.654
drugs	drogue	0.650
films	film	0.652
tackle	teckel	0.631
parish	perche	0.646
magazines	magazines	0.647
filmed	film	0.655
drums	drame	0.650
massacre	mac	0.655
turtle	tels	0.650
bullied	bolide	0.633
stickers	stick	0.652
addict	actes	0.659
connection	connexes	0.651
subjects	abject	0.643
civil	cible	0.630
lunch	lunch	0.691
snapped	apte	0.648
required	quad	0.730
finger	figues	0.657
behalf	baffe	0.692
rings	rings	0.648
robin	ramène	0.625
experiencing	expiration	0.649
sonic	sacs	0.657
market	marque	0.639
boyfriend	but reines	0.624
necessarily	s élie	0.642
advisory	et varie	0.674
mercury	moquerie	0.678
historian	et taurine	0.697
infinity	in ri	0.698
enclosed	un claude	0.667
arsenal	arsenal	0.729
target	targue	0.639
triggered	trek	0.641
lasts	liste	0.643
conception	concept	0.631
merged	mode	0.646
transfers	transfert	0.640
interior	on tri	0.627
graduate	gadget	0.634
adorable	et rebelles	0.643
exhibitions	expose	0.665
trawl	sol	0.668
titi	tirer	0.785
testa	test	0.864
stealer	style	1.000
spleen	pline	0.848
settler	celle	0.814
secs	sexes	1.000
peeler	pile	1.000
peaty	péri	0.785
moolah	moule	0.833
metre	mirent	1.000
kookie	coucou	0.789
groom	groupe	0.755
fila	file	0.833
fetter	faire	1.000
feeler	file	1.000
ester	êtes	0.760
corder	corde	1.000
cootie	curie	0.785
cellar	celle	1.000
cauda	code	0.833
caller	col	1.000
breeder	bride	1.000
bootee	pourri	0.785
bled	plaide	0.785
beater	pires	0.730
baulks	boxe	1.000
carport	capotes	0.682
tarty	tarit	0.747
tarter	tard	0.690
tartar	tard	0.690
parley	parler	0.649
martyr	mare	0.690
marquee	marquis	0.827
khaki	kiki	0.804
redressed	et reste	0.751
pressmen	promène	0.797
detest	dit s	0.633
vestry	veste	0.782
stiller	style	0.787
sentry	son tri	0.788
preset	précède	0.694
meting	mirent	0.746
disport	d porte	0.665
vender	veine	0.812
treader	raid	0.814
steely	style	0.822
stalky	stock	0.822
sender	saine	0.812
seizes	six	0.682
secede	cessé	0.744
resell	réel	0.746
renter	reines	0.814
redrew	et roue	0.651
portly	poli	0.804
pesty	pays	0.769
mender	mène	0.812
lender	laine	0.812
freaky	fric	0.822
exhort	exhorte	1.000
creamy	crime	0.822
cosset	caste	0.793
centre	saine	0.814
censure	sèches	0.802
bender	benne	0.812
trot	trente	0.785
titty	tri	0.818
teller	tels	1.000
sorter	sort	0.920
sorta	sort	0.775
sitter	sire	0.733
sitar	sire	0.733
pillar	pile	0.733
petter	pair	1.000
perry	pays	0.809
peri	pays	0.809
peppy	pipi	0.806
lorry	lors	0.781
kris	cries	0.691
indie	un dit	0.692
grot	gratte	0.793
grin	graines	0.785
grille	gril	0.787
frock	frac	0.793
feller	elle	0.743
drawl	drôles	0.787
deli	delhi	1.000
crock	crack	0.793
couture	cour	0.773
copped	capte	0.793
commie	commit	0.748
claws	close	1.000
bedder	baie	0.757
vita	virent	0.833
trues	trou	0.808
trews	trou	0.808
tread	raid	0.814
tourney	tournis	0.823
tooter	tours	1.000
teeter	tir	1.000
tauter	tore	1.000
tardy	hardi	0.751
talky	toc	0.781
talkie	toc	0.781
sylph	elfes	0.688
suitor	sourd	1.000
stoup	soupe	0.814
stoop	soupe	0.814
sics	sexes	0.785
sicks	sexes	0.785
setter	serre	1.000
seeder	cid	1.000
sealer	cils	1.000
rutty	henri	0.661
rummy	remit	0.785
rudder	rade	0.730
rotter	rare	0.740
recoup	coupes	0.809
ratter	rare	0.730
ramie	remit	0.743
prude	proue	0.812
prev	brève	0.785
pleas	plie	0.808
pita	pires	0.833
pax	max	0.640
patty	pari	0.785
pattie	pari	0.785
patter	par	0.730
pappy	pipi	0.804
pally	pâlit	0.785
meaty	mûri	0.775
masque	masques	0.785
masher	mâche	0.730
mammy	mimi	0.804
looter	lourd	1.000
laddie	lundi	0.740
kauri	corps	0.781
kaki	kiki	0.804
flute	flou	0.814
floored	flore	0.655
flam	flamme	0.785
fessed	faites	0.814
feeder	fi	0.757
faller	folles	1.000
demy	ima	0.679
cutch	catch	0.785
crewed	coude	0.809
cress	caisse	0.809
creel	kil	0.809
cred	craie	0.812
cotter	car	0.740
cottar	car	0.740
corrie	corps	0.781
colour	cale	0.730
clews	clou	0.808
butty	barrie	0.785
burry	pari	0.655
bruise	bouse	0.809
broom	boum	0.809
brood	bride	0.755
brews	bouse	0.809
brewed	bride	0.755
boarder	borde	0.787
blot	blanc	0.688
beefy	méfie	0.655
beaked	bic	0.814
