a	b	type	w
fr:mcm	fr:mca	~syn	0.7
fr:balisage	fr:marquage	~syn	0.7
en:infiltration	en:infiltrating	~syn	0.7
en:drop	en:drip	~syn	0.7
en:dream	en:reve	~syn	0.7
fr:officielles	fr:officielle	~syn	0.7
fr:marteaux	fr:hammer	~syn	0.7
en:objection	en:disqualification	~syn	0.7
fr:turquie	fr:dinde	~syn	0.7
en:amend	en:amending	~syn	0.7
fr:associé	fr:associer	~syn	0.7
en:immediately	en:immediate	~syn	0.7
en:specialty	en:specialties	~syn	0.7
en:ambulance	en:emt	~syn	0.7
fr:indépendant	fr:indépendants	~syn	0.7
en:murmur	en:murmurs	~syn	0.7
fr:frauduleuses	fr:frauduleuse	~syn	0.7
en:lópez	en:lopez	~syn	0.7
fr:doublure	fr:liner	~syn	0.7
fr:parfumée	fr:parfumé	~syn	0.7
en:attended	en:participated	~syn	0.7
en:mats	en:matting	~syn	0.7
en:park	en:parc	~syn	0.7
fr:proxy	fr:procuration	~syn	0.7
fr:calme	fr:silencieux	~syn	0.7
en:losing	en:lose	~syn	0.7
fr:déterminant	fr:décisives	~syn	0.7
fr:accablant	fr:écrasante	~syn	0.7
en:parts	en:coins	~syn	0.7
fr:hydraulique	fr:hydroélectrique	~syn	0.7
en:señor	en:senor	~syn	0.7
fr:initie	fr:initiés	~syn	0.7
en:mca	en:mcas	~syn	0.7
fr:menacées	fr:menacé	~syn	0.7
fr:articulées	fr:articulée	~syn	0.7
fr:dents	fr:dent	~syn	0.7
en:absorbing	en:absorbent	~syn	0.7
fr:éteint	fr:éteints	~syn	0.7
en:lobster	en:crawfish	~syn	0.7
en:delete	en:erasing	~syn	0.7
fr:requiert	fr:exigent	~syn	0.7
en:spades	en:pique	~syn	0.7
en:kingdom	en:royaume	~syn	0.7
fr:bonbon	fr:sucrerie	~syn	0.7
en:suggest	en:propose	~syn	0.7
fr:again	fr:encore	~syn	0.7
en:sweating	en:sweats	~syn	0.7
fr:tabac	fr:tabagisme	~syn	0.7
fr:humm	fr:hmmm	~syn	0.7
fr:foie	fr:hépatiques	~syn	0.7
en:grandma	en:mamie	~syn	0.7
en:ritual	en:rituals	~syn	0.7
fr:capricieux	fr:capricieuse	~syn	0.7
fr:analysée	fr:analysées	~syn	0.7
fr:démarrer	fr:amorcer	~syn	0.7
fr:benoît	fr:benoit	~syn	0.7
en:cob	en:epi	~syn	0.7
fr:victorien	fr:victorienne	~syn	0.7
en:ton	en:tonnes	~syn	0.7
en:risks	en:hazards	~syn	0.7
fr:américaine	fr:américains	~syn	0.7
en:abe	en:eba	~syn	0.7
fr:surprenant	fr:surpris	~syn	0.7
fr:nostalgie	fr:nostalgique	~syn	0.7
en:bondage	en:enslavement	~syn	0.7
fr:querelle	fr:vendetta	~syn	0.7
fr:priest	fr:prêtre	~syn	0.7
fr:éclipse	fr:éclipsé	~syn	0.7
fr:archivées	fr:archivés	~syn	0.7
fr:interactive	fr:interactifs	~syn	0.7
fr:roquette	fr:fusées	~syn	0.7
en:collection	en:compendium	~syn	0.7
fr:partenaire	fr:associée	~syn	0.7
fr:doigt	fr:doigts	~syn	0.7
fr:banderoles	fr:bandeaux	~syn	0.7
fr:rivalité	fr:vendetta	~syn	0.7
fr:établies	fr:établie	~syn	0.7
fr:trafic	fr:traite	~syn	0.7
en:mouth	en:embouchure	~syn	0.7
en:reuben	en:rubén	~syn	0.7
en:convicted	en:convict	~syn	0.7
en:insulation	en:insulating	~syn	0.7
fr:estimées	fr:estimations	~syn	0.7
fr:congelées	fr:congelé	~syn	0.7
fr:prévu	fr:prévue	~syn	0.7
fr:biodiesel	fr:biocarburant	~syn	0.7
fr:trend	fr:tendance	~syn	0.7
fr:serviteur	fr:servante	~syn	0.7
fr:wma	fr:amm	~syn	0.7
en:thoroughness	en:rigueur	~syn	0.7
fr:applicable	fr:applicables	~syn	0.7
fr:quantifiables	fr:quantifiable	~syn	0.7
fr:évitée	fr:évités	~syn	0.7
fr:approprié	fr:appropriée	~syn	0.7
fr:corriger	fr:correcteur	~syn	0.7
fr:équilibrés	fr:équilibre	~syn	0.7
fr:valide	fr:valable	~syn	0.7
en:algeria	en:algérie	~syn	0.7
fr:coupes	fr:gobelets	~syn	0.7
fr:quitter	fr:partir	~syn	0.7
fr:fréquence	fr:fréquences	~syn	0.7
en:vibrating	en:vibrates	~syn	0.7
en:mystic	en:mystique	~syn	0.7
en:amenities	en:conveniences	~syn	0.7
en:puffs	en:flushes	~syn	0.7
en:hypothesis	en:assumptions	~syn	0.7
fr:supprimée	fr:supprimé	~syn	0.7
fr:mon	fr:lun	~syn	0.7
en:coal	en:charcoal	~syn	0.7
en:christmas	en:noël	~syn	0.7
en:shifter	en:shapeshifter	~syn	0.7
fr:négligence	fr:négliger	~syn	0.7
en:companies	en:corporations	~syn	0.7
en:charge	en:payload	~syn	0.7
en:flexible	en:supple	~syn	0.7
en:quiz	en:questionnaire	~syn	0.7
fr:pout	fr:bouder	~syn	0.7
en:blog	en:blogs	~syn	0.7
en:heats	en:castings	~syn	0.7
en:view	en:display	~syn	0.7
fr:dérégulation	fr:déréglementation	~syn	0.7
en:tps	en:gst	~syn	0.7
en:clips	en:tweezers	~syn	0.7
fr:cdrom	fr:cédérom	~syn	0.7
fr:liberia	fr:libéria	~syn	0.7
fr:congédié	fr:licencié	~syn	0.7
fr:enchaîner	fr:chaîne	~syn	0.7
fr:transformateur	fr:processeur	~syn	0.7
fr:ornement	fr:ornementales	~syn	0.7
fr:négatif	fr:négatives	~syn	0.7
en:hateful	en:haters	~syn	0.7
fr:évier	fr:couler	~syn	0.7
fr:innocentes	fr:innocent	~syn	0.7
en:wife	en:spouse	~syn	0.7
en:blues	en:cockroach	~syn	0.7
fr:orphelins	fr:orphelines	~syn	0.7
fr:estimer	fr:estimation	~syn	0.7
fr:adoration	fr:culte	~syn	0.7
en:loyal	en:fidèle	~syn	0.7
en:stimulate	en:stimulating	~syn	0.7
fr:discussion	fr:débat	~syn	0.7
fr:métabolique	fr:métaboliques	~syn	0.7
fr:combustible	fr:carburant	~syn	0.7
en:block	en:blocking	~syn	0.7
en:sticker	en:vignette	~syn	0.7
fr:administrer	fr:administre	~syn	0.7
fr:tamis	fr:passoire	~syn	0.7
fr:stagiaire	fr:stage	~syn	0.7
fr:intérieur	fr:intérieurs	~syn	0.7
fr:dawn	fr:aurore	~syn	0.7
fr:moyens	fr:signifie	~syn	0.7
fr:accro	fr:toxicomane	~syn	0.7
en:white	en:blanche	~syn	0.7
en:discuss	en:chat	~syn	0.7
fr:fous	fr:cinglé	~syn	0.7
fr:fatale	fr:mortel	~syn	0.7
en:borders	en:frontiers	~syn	0.7
fr:ignorer	fr:sauter	~syn	0.7
fr:horizontalement	fr:horizontale	~syn	0.7
fr:détectée	fr:détectées	~syn	0.7
fr:donateurs	fr:donneur	~syn	0.7
fr:unilatéral	fr:unilatéraux	~syn	0.7
fr:grillée	fr:grillées	~syn	0.7
fr:platine	fr:platinum	~syn	0.7
fr:soudée	fr:soudées	~syn	0.7
en:walk	en:stroll	~syn	0.7
fr:peinture	fr:peintures	~syn	0.7
en:laminated	en:laminate	~syn	0.7
fr:confinement	fr:verrouillage	~syn	0.7
fr:empiriques	fr:empirique	~syn	0.7
en:booklet	en:brochure	~syn	0.7
en:fervor	en:fervour	~syn	0.7
en:melt	en:melted	~syn	0.7
fr:universels	fr:universelle	~syn	0.7
en:proportion	en:proportions	~syn	0.7
en:inability	en:incapacity	~syn	0.7
en:repository	en:benchmark	~syn	0.7
en:heaters	en:stoves	~syn	0.7
fr:professionnels	fr:professionnel	~syn	0.7
fr:optimisme	fr:optimistes	~syn	0.7
fr:familière	fr:familiers	~syn	0.7
fr:pris	fr:capturés	~syn	0.7
en:dyed	en:complexion	~syn	0.7
fr:mesures	fr:mesurage	~syn	0.7
fr:élégant	fr:élégants	~syn	0.7
fr:corbeille	fr:ordures	~syn	0.7
en:flanders	en:flandre	~syn	0.7
fr:dérivée	fr:dérivées	~syn	0.7
fr:lumineuse	fr:lumineux	~syn	0.7
en:reviews	en:exams	~syn	0.7
en:pérez	en:perez	~syn	0.7
fr:matt	fr:matthieu	~syn	0.7
en:tablet	en:pill	~syn	0.7
fr:allégations	fr:allégation	~syn	0.7
fr:rigoureuse	fr:strict	~syn	0.7
en:replaced	en:substituted	~syn	0.7
en:silent	en:silencer	~syn	0.7
en:connecting	en:connect	~syn	0.7
fr:violette	fr:violettes	~syn	0.7
en:broadcasting	en:diffusion	~syn	0.7
fr:boules	fr:pétanque	~syn	0.7
fr:financement	fr:finances	~syn	0.7
fr:sens	fr:signifiant	~syn	0.7
en:henchmen	en:minions	~syn	0.7
fr:circulent	fr:circuler	~syn	0.7
fr:propres	fr:posséder	~syn	0.7
fr:flamand	fr:flamands	~syn	0.7
en:spirited	en:fiery	~syn	0.7
en:sat	en:assisi	~syn	0.7
en:nana	en:granny	~syn	0.7
en:waste	en:wastage	~syn	0.7
fr:refuser	fr:renier	~syn	0.7
fr:irrecevabilité	fr:irrecevables	~syn	0.7
fr:viking	fr:vikings	~syn	0.7
fr:clope	fr:cigarettes	~syn	0.7
fr:saisir	fr:saisissez	~syn	0.7
en:marquis	en:marquess	~syn	0.7
fr:masse	fr:messe	~syn	0.7
en:vibrating	en:vibrate	~syn	0.7
en:errors	en:faults	~syn	0.7
fr:énervé	fr:colère	~syn	0.7
en:sufficient	en:smug	~syn	0.7
en:found	en:recovered	~syn	0.7
fr:affreux	fr:moches	~syn	0.7
en:conduit	en:ducts	~syn	0.7
fr:his	fr:ses	~syn	0.7
fr:exige	fr:nécessite	~syn	0.7
fr:challenge	fr:contestation	~syn	0.7
fr:stop	fr:arrêter	~syn	0.7
fr:état	fr:statut	~syn	0.7
fr:always	fr:toujour	~syn	0.7
en:camouflage	en:camo	~syn	0.7
en:cookies	en:biscuits	~syn	0.7
en:renovations	en:retrofit	~syn	0.7
fr:marginalisées	fr:marginalisé	~syn	0.7
en:police	en:policemen	~syn	0.7
en:fcc	en:bcf	~syn	0.7
en:conquest	en:conquête	~syn	0.7
fr:sanglant	fr:sanglante	~syn	0.7
fr:radieuse	fr:radieux	~syn	0.7
en:external	en:outpatient	~syn	0.7
en:monitored	en:supervised	~syn	0.7
en:aesthetic	en:aesthetics	~syn	0.7
fr:facultatif	fr:facultatives	~syn	0.7
en:pill	en:pills	~syn	0.7
fr:rabais	fr:remises	~syn	0.7
en:unplugged	en:unset	~syn	0.7
en:accountancy	en:bookkeeping	~syn	0.7
fr:arachides	fr:arachide	~syn	0.7
en:added	en:add	~syn	0.7
fr:salons	fr:foires	~syn	0.7
fr:quotas	fr:allocations	~syn	0.7
fr:timbre	fr:poinçon	~syn	0.7
en:hydrographic	en:hydrography	~syn	0.7
fr:continue	fr:continu	~syn	0.7
en:evaluations	en:valuations	~syn	0.7
fr:abandonner	fr:ignorer	~syn	0.7
fr:enseignée	fr:enseigné	~syn	0.7
fr:tombée	fr:tombé	~syn	0.7
en:expose	en:unveiling	~syn	0.7
fr:maría	fr:marie	~syn	0.7
fr:occasionnellement	fr:parfois	~syn	0.7
fr:casquette	fr:hat	~syn	0.7
fr:gestionnaire	fr:directrice	~syn	0.7
en:captured	en:caught	~syn	0.7
fr:désavantagés	fr:défavorisés	~syn	0.7
en:summon	en:invoke	~syn	0.7
en:devices	en:peripheral	~syn	0.7
en:bracelets	en:bangles	~syn	0.7
en:steadfast	en:unshakeable	~syn	0.7
fr:concision	fr:concise	~syn	0.7
fr:stimulation	fr:stimulus	~syn	0.7
fr:séville	fr:sevilla	~syn	0.7
en:titles	en:securities	~syn	0.7
fr:immédiatement	fr:aussitôt	~syn	0.7
fr:soulignons	fr:souligner	~syn	0.7
en:typhoon	en:typhoons	~syn	0.7
en:curb	en:pavement	~syn	0.7
fr:plan	fr:carte	~syn	0.7
fr:temporels	fr:temporal	~syn	0.7
fr:remorques	fr:roulotte	~syn	0.7
en:spit	en:spitting	~syn	0.7
en:ddp	en:pcn	~syn	0.7
fr:levier	fr:lever	~syn	0.7
fr:réguler	fr:réglementer	~syn	0.7
en:responded	en:answered	~syn	0.7
fr:pleurait	fr:cria	~syn	0.7
en:disturbance	en:disruptions	~syn	0.7
fr:résidentiel	fr:résidentiels	~syn	0.7
en:mandolin	en:mandoline	~syn	0.7
en:mellow	en:fluffy	~syn	0.7
en:grace	en:graces	~syn	0.7
en:abbreviations	en:acronyms	~syn	0.7
fr:crampes	fr:crampe	~syn	0.7
en:shameful	en:disgraceful	~syn	0.7
en:land	en:terre	~syn	0.7
en:weight	en:weights	~syn	0.7
en:accuse	en:blames	~syn	0.7
fr:tinker	fr:bricoler	~syn	0.7
en:salute	en:greet	~syn	0.7
fr:universal	fr:universelle	~syn	0.7
en:liberal	en:libérale	~syn	0.7
en:elegant	en:elegance	~syn	0.7
fr:attrayant	fr:attirant	~syn	0.7
fr:fiducie	fr:confiance	~syn	0.7
fr:conjugués	fr:conjuguer	~syn	0.7
fr:dévoilé	fr:révélée	~syn	0.7
en:moving	en:relocation	~syn	0.7
en:phased	en:staggered	~syn	0.7
en:clearly	en:obviously	~syn	0.7
en:associate	en:associates	~syn	0.7
fr:braqueurs	fr:voleurs	~syn	0.7
en:mats	en:braids	~syn	0.7
fr:synchronisés	fr:synchronisées	~syn	0.7
fr:orcs	fr:orques	~syn	0.7
en:melon	en:watermelon	~syn	0.7
fr:poursuit	fr:continue	~syn	0.7
fr:distrait	fr:distraite	~syn	0.7
fr:aveuglante	fr:aveuglement	~syn	0.7
en:expulsion	en:evictions	~syn	0.7
fr:pose	fr:poses	~syn	0.7
en:closed	en:enclosed	~syn	0.7
en:freezer	en:freezers	~syn	0.7
en:acknowledge	en:recognising	~syn	0.7
en:disturbing	en:upsetting	~syn	0.7
fr:kidnappée	fr:enlevé	~syn	0.7
fr:occasions	fr:opportunités	~syn	0.7
en:larval	en:maggot	~syn	0.7
en:spreading	en:sprawl	~syn	0.7
fr:cathédrale	fr:cathédrales	~syn	0.7
fr:aliénation	fr:disposition	~syn	0.7
en:invaders	en:invader	~syn	0.7
en:soybean	en:soybeans	~syn	0.7
fr:lancement	fr:lancez	~syn	0.7
fr:pâture	fr:paître	~syn	0.7
fr:agrégé	fr:agrégées	~syn	0.7
fr:conducteurs	fr:conducteur	~syn	0.7
en:cartridge	en:cartouche	~syn	0.7
en:applause	en:clap	~syn	0.7
en:charged	en:indicted	~syn	0.7
en:detached	en:seconded	~syn	0.7
en:cyril	en:kirill	~syn	0.7
fr:levée	fr:lever	~syn	0.7
fr:intensive	fr:intense	~syn	0.7
fr:rabais	fr:réductions	~syn	0.7
fr:inconvénients	fr:désagrément	~syn	0.7
fr:psychique	fr:psychiques	~syn	0.7
en:breaking	en:shatter	~syn	0.7
en:bastard	en:mongrel	~syn	0.7
fr:publiée	fr:publié	~syn	0.7
fr:affaires	fr:entreprise	~syn	0.7
en:meeting	en:reunion	~syn	0.7
en:chicken	en:poule	~syn	0.7
en:skip	en:discard	~syn	0.7
en:parasitic	en:pests	~syn	0.7
en:sheath	en:girdle	~syn	0.7
fr:mesuré	fr:mesurée	~syn	0.7
fr:érythréenne	fr:érythrée	~syn	0.7
en:america	en:americas	~syn	0.7
en:once	en:shred	~syn	0.7
fr:résoudre	fr:détermination	~syn	0.7
fr:repositionner	fr:repositionnement	~syn	0.7
fr:montre	fr:spectacle	~syn	0.7
fr:apr	fr:avril	~syn	0.7
en:swear	en:profanity	~syn	0.7
fr:yves	fr:stanley	~syn	0.7
fr:redondance	fr:redondances	~syn	0.7
fr:gardien	fr:détenteur	~syn	0.7
fr:jakarta	fr:djakarta	~syn	0.7
fr:euro	fr:euros	~syn	0.7
en:disinfectant	en:disinfectants	~syn	0.7
en:weakening	en:weaken	~syn	0.7
fr:gratuit	fr:gratuits	~syn	0.7
en:inhabited	en:populous	~syn	0.7
en:preserved	en:conserved	~syn	0.7
en:guarantees	en:warranty	~syn	0.7
en:legitimizing	en:legitimation	~syn	0.7
en:habit	en:habits	~syn	0.7
en:nile	en:nil	~syn	0.7
fr:jour	fr:journee	~syn	0.7
fr:frais	fr:fraîche	~syn	0.7
en:fatal	en:mortals	~syn	0.7
fr:découragés	fr:découragement	~syn	0.7
en:snooker	en:billiard	~syn	0.7
fr:alliés	fr:allied	~syn	0.7
fr:sergei	fr:sergueï	~syn	0.7
en:businesses	en:enterprises	~syn	0.7
fr:échappement	fr:épuise	~syn	0.7
fr:paniques	fr:panique	~syn	0.7
fr:orteil	fr:toe	~syn	0.7
en:prisoner	en:detainee	~syn	0.7
fr:scellées	fr:scellés	~syn	0.7
fr:légal	fr:légale	~syn	0.7
fr:peurs	fr:craintes	~syn	0.7
en:reckless	en:careless	~syn	0.7
fr:linge	fr:blanchisserie	~syn	0.7
en:antiquities	en:antiques	~syn	0.7
fr:latine	fr:latin	~syn	0.7
fr:sexuel	fr:sexuelle	~syn	0.7
fr:enroulé	fr:roulé	~syn	0.7
en:keeper	en:custodian	~syn	0.7
fr:répéter	fr:répétez	~syn	0.7
en:twin	en:twins	~syn	0.7
fr:abondante	fr:ample	~syn	0.7
fr:incarcérés	fr:emprisonnés	~syn	0.7
fr:toxique	fr:toxiques	~syn	0.7
fr:queues	fr:bites	~syn	0.7
fr:répétition	fr:répétez	~syn	0.7
fr:diamond	fr:diamant	~syn	0.7
fr:décevants	fr:décevante	~syn	0.7
fr:adieu	fr:adieux	~syn	0.7
fr:soudainement	fr:soudain	~syn	0.7
fr:codé	fr:encodé	~syn	0.7
fr:carat	fr:carats	~syn	0.7
fr:façonné	fr:moulés	~syn	0.7
en:maximize	en:optimize	~syn	0.7
en:bubble	en:bubbles	~syn	0.7
en:approach	en:gait	~syn	0.7
en:abolition	en:abolish	~syn	0.7
fr:financés	fr:financée	~syn	0.7
en:eloquent	en:eloquence	~syn	0.7
fr:séparateurs	fr:séparateur	~syn	0.7
fr:sabre	fr:saber	~syn	0.7
fr:bienvenues	fr:bienvenue	~syn	0.7
fr:transformées	fr:transformé	~syn	0.7
fr:marron	fr:brunes	~syn	0.7
fr:mendicité	fr:suppliant	~syn	0.7
fr:électrolytique	fr:électrolytes	~syn	0.7
fr:griffe	fr:égratignure	~syn	0.7
en:fuse	en:wick	~syn	0.7
fr:glissement	fr:glisser	~syn	0.7
fr:failles	fr:fautes	~syn	0.7
fr:manipulée	fr:manipulées	~syn	0.7
fr:inflammation	fr:inflammations	~syn	0.7
fr:coloniales	fr:coloniale	~syn	0.7
en:clement	en:clément	~syn	0.7
en:lime	en:lemon	~syn	0.7
en:tails	en:cock	~syn	0.7
fr:amené	fr:amenés	~syn	0.7
fr:ase	fr:esa	~syn	0.7
fr:vibrant	fr:vibrante	~syn	0.7
en:imperfections	en:imperfection	~syn	0.7
en:eligibility	en:admissibility	~syn	0.7
en:rulers	en:sovereigns	~syn	0.7
fr:copain	fr:buddy	~syn	0.7
en:finals	en:finale	~syn	0.7
en:quadruple	en:quadrupled	~syn	0.7
en:lea	en:léa	~syn	0.7
fr:domiciliés	fr:domiciliée	~syn	0.7
en:unexpected	en:unforeseen	~syn	0.7
fr:passe	fr:passes	~syn	0.7
fr:koweït	fr:koweit	~syn	0.7
fr:poursuites	fr:poursuite	~syn	0.7
en:pervasive	en:omnipresent	~syn	0.7
en:flicker	en:blinking	~syn	0.7
fr:fragmentés	fr:fragmentée	~syn	0.7
fr:chic	fr:fantaisie	~syn	0.7
fr:lanières	fr:bretelles	~syn	0.7
fr:testée	fr:testées	~syn	0.7
fr:inversés	fr:inversée	~syn	0.7
fr:random	fr:aléatoire	~syn	0.7
en:spinal	en:vertebral	~syn	0.7
en:negro	en:nigger	~syn	0.7
fr:indésirable	fr:indésirables	~syn	0.7
fr:mentionnée	fr:mentionné	~syn	0.7
fr:quoi	fr:quelle	~syn	0.7
fr:éclater	fr:rafale	~syn	0.7
fr:alloué	fr:attribué	~syn	0.7
fr:chasseur	fr:combattant	~syn	0.7
fr:geeks	fr:nerds	~syn	0.7
fr:dispersés	fr:dispersées	~syn	0.7
en:speaker	en:loudspeakers	~syn	0.7
fr:présidente	fr:président	~syn	0.7
en:cheek	en:cheeks	~syn	0.7
fr:secoue	fr:tremble	~syn	0.7
fr:dynamic	fr:dynamique	~syn	0.7
en:each	en:every	~syn	0.7
fr:souffler	fr:souffle	~syn	0.7
fr:graphique	fr:graphisme	~syn	0.7
fr:alpin	fr:alpins	~syn	0.7
en:well	en:wells	~syn	0.7
en:tried	en:tempted	~syn	0.7
en:compensate	en:compensating	~syn	0.7
fr:positionnés	fr:positionnée	~syn	0.7
en:flatter	en:flattering	~syn	0.7
fr:enrôlé	fr:engagé	~syn	0.7
fr:exclusive	fr:exclusivité	~syn	0.7
fr:dos	fr:retour	~syn	0.7
fr:élargi	fr:agrandi	~syn	0.7
en:ges	en:ghgs	~syn	0.7
en:imprint	en:fingerprint	~syn	0.7
fr:sacrées	fr:sacrés	~syn	0.7
en:cooler	en:condenser	~syn	0.7
fr:angélique	fr:angel	~syn	0.7
fr:instinctivement	fr:instinctif	~syn	0.7
en:covers	en:blankets	~syn	0.7
fr:filmés	fr:filmées	~syn	0.7
en:dig	en:creuse	~syn	0.7
fr:heureux	fr:heureuse	~syn	0.7
fr:récompensée	fr:récompensés	~syn	0.7
en:brush	en:brushes	~syn	0.7
fr:littéraire	fr:littéraires	~syn	0.7
en:pals	en:homies	~syn	0.7
fr:concluant	fr:concluante	~syn	0.7
fr:admissible	fr:éligible	~syn	0.7
fr:pips	fr:pépins	~syn	0.7
fr:équilibrés	fr:équilibrée	~syn	0.7
en:vaccinated	en:immunized	~syn	0.7
fr:gâteaux	fr:tourteaux	~syn	0.7
fr:entière	fr:entières	~syn	0.7
fr:construit	fr:construits	~syn	0.7
fr:buffles	fr:bisons	~syn	0.7
fr:bouillante	fr:ébullition	~syn	0.7
fr:styliste	fr:créateur	~syn	0.7
fr:vert	fr:vertes	~syn	0.7
fr:graphique	fr:infographie	~syn	0.7
fr:francs	fr:franks	~syn	0.7
fr:truffes	fr:truffe	~syn	0.7
en:shattered	en:smashed	~syn	0.7
fr:nuggets	fr:pépites	~syn	0.7
en:sarcastic	en:sarcastically	~syn	0.7
en:disables	en:deactivate	~syn	0.7
fr:imaginaire	fr:fantaisie	~syn	0.7
fr:étouffés	fr:étouffé	~syn	0.7
en:commissar	en:commissaire	~syn	0.7
fr:erronée	fr:erroné	~syn	0.7
fr:muscles	fr:musclé	~syn	0.7
fr:consolidé	fr:consolidés	~syn	0.7
fr:déclarées	fr:déclaré	~syn	0.7
en:stressing	en:underlining	~syn	0.7
fr:offertes	fr:offerte	~syn	0.7
en:consequence	en:consequential	~syn	0.7
en:mercy	en:pitié	~syn	0.7
en:insisting	en:emphasizing	~syn	0.7
fr:prié	fr:priait	~syn	0.7
en:wedding	en:noces	~syn	0.7
fr:frire	fr:frite	~syn	0.7
fr:extérieurs	fr:externes	~syn	0.7
en:blessed	en:blissful	~syn	0.7
fr:classé	fr:notée	~syn	0.7
en:lubricants	en:lubricant	~syn	0.7
en:archive	en:archives	~syn	0.7
en:simplification	en:simplifications	~syn	0.7
fr:adulte	fr:adultes	~syn	0.7
en:swirl	en:tourbillon	~syn	0.7
fr:conserves	fr:conserve	~syn	0.7
fr:she	fr:elle	~syn	0.7
en:purchase	en:buying	~syn	0.7
fr:mouillé	fr:humides	~syn	0.7
fr:gazole	fr:diesel	~syn	0.7
en:deception	en:cheating	~syn	0.7
fr:gagnée	fr:gagnées	~syn	0.7
fr:grandissant	fr:croissante	~syn	0.7
en:information	en:infos	~syn	0.7
en:blackberry	en:ripe	~syn	0.7
fr:souverains	fr:souveraine	~syn	0.7
fr:béguin	fr:broyer	~syn	0.7
en:thunder	en:tonnerre	~syn	0.7
fr:milligramme	fr:milligrammes	~syn	0.7
en:prime	en:bonus	~syn	0.7
fr:permanentes	fr:permanent	~syn	0.7
fr:méchant	fr:mauvais	~syn	0.7
fr:devenue	fr:devint	~syn	0.7
fr:obligée	fr:obligés	~syn	0.7
fr:démontage	fr:démantèlement	~syn	0.7
fr:ignorées	fr:sauté	~syn	0.7
fr:mélangées	fr:mélangés	~syn	0.7
fr:assistant	fr:adjointe	~syn	0.7
en:stricken	en:burdened	~syn	0.7
fr:morts	fr:décès	~syn	0.7
en:memberships	en:accessions	~syn	0.7
fr:dealers	fr:distributeurs	~syn	0.7
fr:grave	fr:sérieuse	~syn	0.7
en:gaps	en:shortcomings	~syn	0.7
fr:sinus	fr:sine	~syn	0.7
fr:officiellement	fr:formellement	~syn	0.7
fr:ill	fr:malades	~syn	0.7
en:awakening	en:awaken	~syn	0.7
fr:rassemblés	fr:recueillies	~syn	0.7
fr:racontée	fr:raconté	~syn	0.7
en:authorship	en:paternity	~syn	0.7
en:duma	en:douma	~syn	0.7
fr:télécharger	fr:téléchargement	~syn	0.7
fr:ignorant	fr:ignorants	~syn	0.7
fr:aveux	fr:aveu	~syn	0.7
en:allowed	en:authorized	~syn	0.7
fr:inégaux	fr:inégalité	~syn	0.7
fr:traumatisé	fr:traumatisée	~syn	0.7
fr:geneve	fr:genève	~syn	0.7
en:charts	en:diagram	~syn	0.7
fr:décomposition	fr:ventilation	~syn	0.7
fr:atténuer	fr:atténuation	~syn	0.7
fr:intensivement	fr:intensément	~syn	0.7
en:element	en:item	~syn	0.7
en:sketch	en:sketches	~syn	0.7
fr:traductions	fr:traduction	~syn	0.7
fr:fréquentée	fr:fréquenté	~syn	0.7
fr:mulet	fr:mule	~syn	0.7
fr:ramasser	fr:rassembler	~syn	0.7
fr:assassinats	fr:assassiner	~syn	0.7
en:drone	en:uav	~syn	0.7
fr:étrangers	fr:etrangers	~syn	0.7
fr:ampleur	fr:magnitude	~syn	0.7
fr:psychiatrique	fr:psychiatrie	~syn	0.7
en:terrible	en:appalling	~syn	0.7
en:fabric	en:fabrics	~syn	0.7
en:conduit	en:conduits	~syn	0.7
en:deteriorated	en:degraded	~syn	0.7
fr:surprise	fr:surprendre	~syn	0.7
fr:volley	fr:volleyball	~syn	0.7
en:violation	en:offence	~syn	0.7
fr:tétine	fr:téton	~syn	0.7
fr:respectés	fr:respectées	~syn	0.7
en:courtesy	en:politeness	~syn	0.7
fr:amusés	fr:amusé	~syn	0.7
fr:douter	fr:doutez	~syn	0.7
fr:battant	fr:battre	~syn	0.7
fr:bombardée	fr:bombardé	~syn	0.7
fr:supprimé	fr:supprimées	~syn	0.7
fr:contrecoup	fr:séquelles	~syn	0.7
fr:rayonnages	fr:soutirage	~syn	0.7
en:right	en:law	~syn	0.7
fr:combinée	fr:combinées	~syn	0.7
fr:inhabituelle	fr:insolites	~syn	0.7
fr:tordue	fr:tordu	~syn	0.7
en:chair	en:chairperson	~syn	0.7
en:drive	en:reader	~syn	0.7
fr:musculosquelettiques	fr:musculo	~syn	0.7
en:stripping	en:pickling	~syn	0.7
fr:approuvé	fr:agréée	~syn	0.7
fr:inférieurs	fr:inférieur	~syn	0.7
fr:pirates	fr:hackers	~syn	0.7
fr:détention	fr:rétention	~syn	0.7
fr:vexé	fr:offensés	~syn	0.7
fr:collée	fr:collé	~syn	0.7
fr:perforation	fr:perforées	~syn	0.7
fr:reve	fr:dream	~syn	0.7
fr:inspirent	fr:inspirer	~syn	0.7
en:specials	en:specialities	~syn	0.7
fr:protestation	fr:protester	~syn	0.7
fr:signer	fr:signature	~syn	0.7
fr:danses	fr:dansant	~syn	0.7
en:dac	en:ewc	~syn	0.7
en:standings	en:classifications	~syn	0.7
en:issuer	en:issuers	~syn	0.7
fr:contredisent	fr:contredire	~syn	0.7
fr:habituée	fr:habitué	~syn	0.7
en:deer	en:venison	~syn	0.7
fr:entières	fr:entier	~syn	0.7
en:pharmacy	en:pharmacies	~syn	0.7
fr:sécurité	fr:securite	~syn	0.7
