en	fr	score	tier	gold_en	gold_fr	src_tier
inspires	s pasa	0.566	PASS	inspire	s pas	GOLD
inspires	ses pas	0.483	PASS	inspire	s pas	GOLD
inspires	sa pas	0.483	PASS	inspire	s pas	GOLD
inspires	s pa	0.577	PASS	inspire	s pas	GOLD
intent	ons tête	0.617	STRICT	intent	on tête	GOLD
intent	ona tête	0.560	PASS	intent	on tête	GOLD
intent	one tête	0.505	PASS	intent	on tête	GOLD
intent	on têtes	0.617	STRICT	intent	on tête	GOLD
intent	ones tête	0.490	PASS	intent	on tête	GOLD
intent	oné tête	0.560	PASS	intent	on tête	GOLD
intents	ons tête	0.498	PASS	intent	on tête	GOLD
intents	ona tête	0.463	PASS	intent	on tête	GOLD
intents	on têtes	0.498	PASS	intent	on tête	GOLD
intents	oné tête	0.463	PASS	intent	on tête	GOLD
interact	un tract	0.674	STRICT	interact	un tracts	GOLD
interact	unes tracts	0.716	STRICT	interact	un tracts	GOLD
interact	uns tracts	0.674	STRICT	interact	un tracts	GOLD
interact	una tracts	0.620	STRICT	interact	un tracts	GOLD
interact	unai tracts	0.620	STRICT	interact	un tracts	GOLD
interact	une tracts	0.716	STRICT	interact	un tracts	GOLD
interacted	un tract	0.576	PASS	interact	un tracts	GOLD
interacted	unes tracts	0.620	STRICT	interact	un tracts	GOLD
interacted	uns tracts	0.576	PASS	interact	un tracts	GOLD
interacted	una tracts	0.538	PASS	interact	un tracts	GOLD
interacted	unai tracts	0.538	PASS	interact	un tracts	GOLD
interacted	une tracts	0.620	STRICT	interact	un tracts	GOLD
interacts	un tract	0.576	PASS	interact	un tracts	GOLD
interacts	unes tracts	0.620	STRICT	interact	un tracts	GOLD
interacts	uns tracts	0.576	PASS	interact	un tracts	GOLD
interacts	una tracts	0.538	PASS	interact	un tracts	GOLD
interacts	unai tracts	0.538	PASS	interact	un tracts	GOLD
interacts	une tracts	0.620	STRICT	interact	un tracts	GOLD
interacting	un tract	0.568	PASS	interact	un tracts	GOLD
interacting	unes tracts	0.610	STRICT	interact	un tracts	GOLD
interacting	uns tracts	0.568	PASS	interact	un tracts	GOLD
interacting	una tracts	0.533	PASS	interact	un tracts	GOLD
interacting	unai tracts	0.533	PASS	interact	un tracts	GOLD
interacting	une tracts	0.610	STRICT	interact	un tracts	GOLD
interested	on resta	0.598	PASS	interested	on reste	GOLD
interested	oné reste	0.580	PASS	interested	on reste	GOLD
interested	one reste	0.546	PASS	interested	on reste	GOLD
interested	on resté	0.591	PASS	interested	on reste	GOLD
interested	on restez	0.591	PASS	interested	on reste	GOLD
interested	ona reste	0.580	PASS	interested	on reste	GOLD
interested	ones reste	0.531	PASS	interested	on reste	GOLD
interested	on restent	0.625	STRICT	interested	on reste	GOLD
interested	on restes	0.625	STRICT	interested	on reste	GOLD
interested	on restant	0.608	STRICT	interested	on reste	GOLD
interested	ons reste	0.625	STRICT	interested	on reste	GOLD
interested	on restait	0.591	PASS	interested	on reste	GOLD
interested	on rester	0.591	PASS	interested	on reste	GOLD
interests	on resta	0.598	PASS	interested	on reste	GOLD
interests	oné reste	0.580	PASS	interested	on reste	GOLD
interests	one reste	0.546	PASS	interested	on reste	GOLD
interests	on resté	0.598	PASS	interested	on reste	GOLD
interests	on restez	0.598	PASS	interested	on reste	GOLD
interests	ona reste	0.580	PASS	interested	on reste	GOLD
interests	ones reste	0.531	PASS	interested	on reste	GOLD
interests	on restent	0.625	STRICT	interested	on reste	GOLD
interests	on restes	0.625	STRICT	interested	on reste	GOLD
interests	on restant	0.588	PASS	interested	on reste	GOLD
interests	ons reste	0.625	STRICT	interested	on reste	GOLD
interests	on restait	0.598	PASS	interested	on reste	GOLD
interests	on rester	0.598	PASS	interested	on reste	GOLD
interesting	on resta	0.584	PASS	interested	on reste	GOLD
interesting	oné reste	0.574	PASS	interested	on reste	GOLD
interesting	one reste	0.543	PASS	interested	on reste	GOLD
interesting	on resté	0.597	PASS	interested	on reste	GOLD
interesting	on restez	0.597	PASS	interested	on reste	GOLD
interesting	ona reste	0.574	PASS	interested	on reste	GOLD
interesting	ones reste	0.528	PASS	interested	on reste	GOLD
interesting	on restent	0.614	STRICT	interested	on reste	GOLD
interesting	on restes	0.614	STRICT	interested	on reste	GOLD
interesting	on restant	0.595	PASS	interested	on reste	GOLD
interesting	ons reste	0.614	STRICT	interested	on reste	GOLD
interesting	on restait	0.603	STRICT	interested	on reste	GOLD
interesting	on rester	0.597	PASS	interested	on reste	GOLD
interest	on resta	0.625	STRICT	interested	on reste	GOLD
interest	oné reste	0.668	STRICT	interested	on reste	GOLD
interest	one reste	0.614	STRICT	interested	on reste	GOLD
interest	on resté	0.625	STRICT	interested	on reste	GOLD
interest	on restez	0.625	STRICT	interested	on reste	GOLD
interest	ona reste	0.668	STRICT	interested	on reste	GOLD
interest	ones reste	0.594	PASS	interested	on reste	GOLD
interest	on restent	0.730	STRICT	interested	on reste	GOLD
interest	on restes	0.730	STRICT	interested	on reste	GOLD
interest	on restant	0.610	STRICT	interested	on reste	GOLD
interest	ons reste	0.730	STRICT	interested	on reste	GOLD
interest	on restait	0.625	STRICT	interested	on reste	GOLD
interest	on rester	0.625	STRICT	interested	on reste	GOLD
interim	un trimes	0.626	STRICT	interim	un trime	GOLD
interim	une trime	0.676	STRICT	interim	un trime	GOLD
interim	unes trime	0.676	STRICT	interim	un trime	GOLD
interim	un trimer	0.517	PASS	interim	un trime	GOLD
interim	una trime	0.571	PASS	interim	un trime	GOLD
interim	un trimé	0.517	PASS	interim	un trime	GOLD
interim	un triment	0.626	STRICT	interim	un trime	GOLD
interim	uns trime	0.626	STRICT	interim	un trime	GOLD
interim	unai trime	0.571	PASS	interim	un trime	GOLD
interims	un trimes	0.517	PASS	interim	un trime	GOLD
interims	une trime	0.571	PASS	interim	un trime	GOLD
interims	unes trime	0.571	PASS	interim	un trime	GOLD
interims	un trimer	0.487	PASS	interim	un trime	GOLD
interims	una trime	0.481	PASS	interim	un trime	GOLD
interims	un trimé	0.487	PASS	interim	un trime	GOLD
interims	un triment	0.517	PASS	interim	un trime	GOLD
interims	uns trime	0.517	PASS	interim	un trime	GOLD
interims	unai trime	0.481	PASS	interim	un trime	GOLD
intermediate	ones midi	0.526	PASS	intermediate	on midi	GOLD
intermediate	ona midi	0.571	PASS	intermediate	on midi	GOLD
intermediate	one midi	0.540	PASS	intermediate	on midi	GOLD
intermediate	oné midi	0.571	PASS	intermediate	on midi	GOLD
intermediate	ons midi	0.611	STRICT	intermediate	on midi	GOLD
intermediate	on midis	0.611	STRICT	intermediate	on midi	GOLD
intermediating	ones midi	0.512	PASS	intermediate	on midi	GOLD
intermediating	ona midi	0.548	PASS	intermediate	on midi	GOLD
intermediating	one midi	0.524	PASS	intermediate	on midi	GOLD
intermediating	oné midi	0.548	PASS	intermediate	on midi	GOLD
intermediating	ons midi	0.580	PASS	intermediate	on midi	GOLD
intermediating	on midis	0.580	PASS	intermediate	on midi	GOLD
intermediates	ones midi	0.514	PASS	intermediate	on midi	GOLD
intermediates	ona midi	0.552	PASS	intermediate	on midi	GOLD
intermediates	one midi	0.526	PASS	intermediate	on midi	GOLD
intermediates	oné midi	0.552	PASS	intermediate	on midi	GOLD
intermediates	ons midi	0.587	PASS	intermediate	on midi	GOLD
intermediates	on midis	0.587	PASS	intermediate	on midi	GOLD
intermediated	ones midi	0.514	PASS	intermediate	on midi	GOLD
intermediated	ona midi	0.552	PASS	intermediate	on midi	GOLD
intermediated	one midi	0.526	PASS	intermediate	on midi	GOLD
intermediated	oné midi	0.552	PASS	intermediate	on midi	GOLD
intermediated	ons midi	0.587	PASS	intermediate	on midi	GOLD
intermediated	on midis	0.587	PASS	intermediate	on midi	GOLD
introduced	un redouté	0.592	PASS	introduced	un redoute	GOLD
introduced	uns redoute	0.675	STRICT	introduced	un redoute	GOLD
introduced	un redoutait	0.592	PASS	introduced	un redoute	GOLD
introduced	unai redoute	0.630	STRICT	introduced	un redoute	GOLD
introduced	un redouter	0.592	PASS	introduced	un redoute	GOLD
introduced	un redoutez	0.592	PASS	introduced	un redoute	GOLD
introduced	une redoute	0.656	STRICT	introduced	un redoute	GOLD
introduced	un redouta	0.592	PASS	introduced	un redoute	GOLD
introduced	una redoute	0.630	STRICT	introduced	un redoute	GOLD
introduced	un redoutant	0.583	PASS	introduced	un redoute	GOLD
introduced	un redoutes	0.675	STRICT	introduced	un redoute	GOLD
introduced	unes redoute	0.656	STRICT	introduced	un redoute	GOLD
introduced	un redoutent	0.675	STRICT	introduced	un redoute	GOLD
introduce	un redouté	0.603	STRICT	introduced	un redoute	GOLD
introduce	uns redoute	0.631	STRICT	introduced	un redoute	GOLD
introduce	un redoutait	0.603	STRICT	introduced	un redoute	GOLD
introduce	unai redoute	0.587	PASS	introduced	un redoute	GOLD
introduce	un redouter	0.603	STRICT	introduced	un redoute	GOLD
introduce	un redoutez	0.603	STRICT	introduced	un redoute	GOLD
introduce	une redoute	0.613	STRICT	introduced	un redoute	GOLD
introduce	un redouta	0.603	STRICT	introduced	un redoute	GOLD
introduce	una redoute	0.587	PASS	introduced	un redoute	GOLD
introduce	un redoutant	0.590	PASS	introduced	un redoute	GOLD
introduce	un redoutes	0.631	STRICT	introduced	un redoute	GOLD
introduce	unes redoute	0.613	STRICT	introduced	un redoute	GOLD
introduce	un redoutent	0.631	STRICT	introduced	un redoute	GOLD
introduces	un redouté	0.574	PASS	introduced	un redoute	GOLD
introduces	uns redoute	0.603	STRICT	introduced	un redoute	GOLD
introduces	un redoutait	0.574	PASS	introduced	un redoute	GOLD
introduces	unai redoute	0.565	PASS	introduced	un redoute	GOLD
introduces	un redouter	0.574	PASS	introduced	un redoute	GOLD
introduces	un redoutez	0.574	PASS	introduced	un redoute	GOLD
introduces	une redoute	0.587	PASS	introduced	un redoute	GOLD
introduces	un redouta	0.580	PASS	introduced	un redoute	GOLD
introduces	una redoute	0.565	PASS	introduced	un redoute	GOLD
introduces	un redoutant	0.577	PASS	introduced	un redoute	GOLD
introduces	un redoutes	0.603	STRICT	introduced	un redoute	GOLD
introduces	unes redoute	0.587	PASS	introduced	un redoute	GOLD
introduces	un redoutent	0.603	STRICT	introduced	un redoute	GOLD
introducing	un redouté	0.580	PASS	introduced	un redoute	GOLD
introducing	uns redoute	0.595	PASS	introduced	un redoute	GOLD
introducing	un redoutait	0.586	PASS	introduced	un redoute	GOLD
introducing	unai redoute	0.560	PASS	introduced	un redoute	GOLD
introducing	un redouter	0.580	PASS	introduced	un redoute	GOLD
introducing	un redoutez	0.580	PASS	introduced	un redoute	GOLD
introducing	une redoute	0.580	PASS	introduced	un redoute	GOLD
introducing	un redouta	0.568	PASS	introduced	un redoute	GOLD
introducing	una redoute	0.560	PASS	introduced	un redoute	GOLD
introducing	un redoutant	0.579	PASS	introduced	un redoute	GOLD
introducing	un redoutes	0.595	PASS	introduced	un redoute	GOLD
introducing	unes redoute	0.580	PASS	introduced	un redoute	GOLD
introducing	un redoutent	0.595	PASS	introduced	un redoute	GOLD
itself	estée celle	0.547	PASS	itself	est celle	GOLD
itself	estes celle	0.646	STRICT	itself	est celle	GOLD
itself	este celle	0.646	STRICT	itself	est celle	GOLD
itself	estas celle	0.547	PASS	itself	est celle	GOLD
itself	est cella	0.555	PASS	itself	est celle	GOLD
itself	esté celle	0.547	PASS	itself	est celle	GOLD
itself	est celles	0.587	PASS	itself	est celle	GOLD
itself	esta celle	0.547	PASS	itself	est celle	GOLD
itself	ester celle	0.547	PASS	itself	est celle	GOLD
jeffrey	d rient	0.672	STRICT	jeffrey	d ri	GOLD
jeffrey	d ris	0.672	STRICT	jeffrey	d ri	GOLD
jeffrey	des ri	0.672	STRICT	jeffrey	d ri	GOLD
jeffrey	dons ri	0.650	STRICT	jeffrey	d ri	GOLD
jeffrey	da ri	0.650	STRICT	jeffrey	d ri	GOLD
jeffrey	de ri	0.670	STRICT	jeffrey	d ri	GOLD
jeffrey	d riait	0.482	PASS	jeffrey	d ri	GOLD
jeffrey	dés ri	0.672	STRICT	jeffrey	d ri	GOLD
jeffrey	dé ri	0.672	STRICT	jeffrey	d ri	GOLD
jeffrey	d ries	0.672	STRICT	jeffrey	d ri	GOLD
jeffrey	der ri	0.641	STRICT	jeffrey	d ri	GOLD
jeffrey	d rie	0.672	STRICT	jeffrey	d ri	GOLD
jeffrey	dent ri	0.635	STRICT	jeffrey	d ri	GOLD
jeffrey	d ria	0.474	PASS	jeffrey	d ri	GOLD
jeffrey	d riant	0.465	PASS	jeffrey	d ri	GOLD
jeffrey	d riez	0.491	PASS	jeffrey	d ri	GOLD
kg	eté j	0.577	PASS	kg	et j	GOLD
kg	etaient j	0.577	PASS	kg	et j	GOLD
kg	etant j	0.577	PASS	kg	et j	GOLD
kg	ets j	0.602	STRICT	kg	et j	GOLD
kg	eta j	0.577	PASS	kg	et j	GOLD
kg	etes j	0.502	PASS	kg	et j	GOLD
kg	ete j	0.519	PASS	kg	et j	GOLD
kg	etait j	0.577	PASS	kg	et j	GOLD
ladies	les usent	0.687	STRICT	ladies	les use	GOLD
ladies	les user	0.573	PASS	ladies	les use	GOLD
ladies	les usait	0.573	PASS	ladies	les use	GOLD
ladies	le use	0.585	PASS	ladies	les use	GOLD
ladies	les usant	0.573	PASS	ladies	les use	GOLD
ladies	les usa	0.573	PASS	ladies	les use	GOLD
ladies	les usé	0.573	PASS	ladies	les use	GOLD
ladies	les usez	0.573	PASS	ladies	les use	GOLD
ladies	les uses	0.687	STRICT	ladies	les use	GOLD
lady	les usent	0.585	PASS	ladies	les use	GOLD
lady	les user	0.559	PASS	ladies	les use	GOLD
lady	les usait	0.549	PASS	ladies	les use	GOLD
lady	le use	0.471	PASS	ladies	les use	GOLD
lady	les usant	0.554	PASS	ladies	les use	GOLD
lady	les usa	0.547	PASS	ladies	les use	GOLD
lady	les usé	0.559	PASS	ladies	les use	GOLD
lady	les usez	0.559	PASS	ladies	les use	GOLD
lady	les uses	0.585	PASS	ladies	les use	GOLD
lady	lé éditée	0.637	STRICT	lady	lé édit	GOLD
lady	lé éditées	0.637	STRICT	lady	lé édit	GOLD
lady	lé édits	0.810	STRICT	lady	lé édit	GOLD
lady	lé édite	0.676	STRICT	lady	lé édit	GOLD
lady	lé édité	0.637	STRICT	lady	lé édit	GOLD
lady	lé éditer	0.637	STRICT	lady	lé édit	GOLD
lady	léa édit	0.753	STRICT	lady	lé édit	GOLD
lady	lé édités	0.637	STRICT	lady	lé édit	GOLD
lady	lé éditant	0.637	STRICT	lady	lé édit	GOLD
lady	lés édit	0.753	STRICT	lady	lé édit	GOLD
ladies	lé éditée	0.627	STRICT	lady	lé édit	GOLD
ladies	lé éditées	0.627	STRICT	lady	lé édit	GOLD
ladies	lé édits	0.676	STRICT	lady	lé édit	GOLD
ladies	lé édite	0.665	STRICT	lady	lé édit	GOLD
ladies	lé édité	0.627	STRICT	lady	lé édit	GOLD
ladies	lé éditer	0.627	STRICT	lady	lé édit	GOLD
ladies	léa édit	0.637	STRICT	lady	lé édit	GOLD
ladies	lé édités	0.627	STRICT	lady	lé édit	GOLD
ladies	lé éditant	0.627	STRICT	lady	lé édit	GOLD
ladies	lés édit	0.637	STRICT	lady	lé édit	GOLD
latest	laide est	0.469	PASS	latest	laid est	GOLD
latest	laid ester	0.540	PASS	latest	laid est	GOLD
latest	laid este	0.633	STRICT	latest	laid est	GOLD
latest	laid esté	0.540	PASS	latest	laid est	GOLD
latest	laid estes	0.633	STRICT	latest	laid est	GOLD
latest	laid estas	0.540	PASS	latest	laid est	GOLD
latest	laid esta	0.540	PASS	latest	laid est	GOLD
latest	laid estée	0.540	PASS	latest	laid est	GOLD
latest	laides est	0.453	PASS	latest	laid est	GOLD
latest	laids est	0.453	PASS	latest	laid est	GOLD
late	laide est	0.524	PASS	latest	laid est	GOLD
late	laid ester	0.471	PASS	latest	laid est	GOLD
late	laid este	0.578	PASS	latest	laid est	GOLD
late	laid esté	0.471	PASS	latest	laid est	GOLD
late	laid estes	0.578	PASS	latest	laid est	GOLD
late	laid estas	0.471	PASS	latest	laid est	GOLD
late	laid esta	0.471	PASS	latest	laid est	GOLD
late	laid estée	0.471	PASS	latest	laid est	GOLD
late	laides est	0.493	PASS	latest	laid est	GOLD
late	laids est	0.493	PASS	latest	laid est	GOLD
later	laide est	0.494	PASS	latest	laid est	GOLD
later	laides est	0.468	PASS	latest	laid est	GOLD
later	laids est	0.468	PASS	latest	laid est	GOLD
legal	lies galée	0.676	STRICT	legal	lies gal	GOLD
legal	lies galas	0.676	STRICT	legal	lies gal	GOLD
legal	lies galons	0.676	STRICT	legal	lies gal	GOLD
legal	lies galant	0.676	STRICT	legal	lies gal	GOLD
legal	lies gale	0.810	STRICT	legal	lies gal	GOLD
legal	lies gala	0.676	STRICT	legal	lies gal	GOLD
legal	lie gal	0.810	STRICT	legal	lies gal	GOLD
legal	lies gales	0.810	STRICT	legal	lies gal	GOLD
legal	lies galées	0.676	STRICT	legal	lies gal	GOLD
leslie	les lies	0.721	STRICT	leslie	les lie	GOLD
leslie	le lie	0.719	STRICT	leslie	les lie	GOLD
leslie	les liant	0.488	PASS	leslie	les lie	GOLD
leslie	les liez	0.518	PASS	leslie	les lie	GOLD
leslie	les liait	0.508	PASS	leslie	les lie	GOLD
leslie	less lie	0.657	STRICT	leslie	les lie	GOLD
leslie	les lia	0.498	PASS	leslie	les lie	GOLD
leslie	les lient	0.721	STRICT	leslie	les lie	GOLD
leslie	les lié	0.518	PASS	leslie	les lie	GOLD
leslie	les lier	0.518	PASS	leslie	les lie	GOLD
lessen	less n	0.588	PASS	lessen	les n	GOLD
lessen	le n	0.616	STRICT	lessen	les n	GOLD
lessen	les na	0.498	PASS	lessen	les n	GOLD
lessen	les nées	0.498	PASS	lessen	les n	GOLD
lessen	les nes	0.630	STRICT	lessen	les n	GOLD
lessen	les née	0.498	PASS	lessen	les n	GOLD
lessen	les nés	0.498	PASS	lessen	les n	GOLD
lessen	les ne	0.518	PASS	lessen	les n	GOLD
lessen	les né	0.498	PASS	lessen	les n	GOLD
lessen	les nez	0.498	PASS	lessen	les n	GOLD
lessens	less n	0.507	PASS	lessen	les n	GOLD
lessens	le n	0.493	PASS	lessen	les n	GOLD
lessens	les na	0.473	PASS	lessen	les n	GOLD
lessens	les nées	0.461	PASS	lessen	les n	GOLD
lessens	les nes	0.498	PASS	lessen	les n	GOLD
lessens	les née	0.461	PASS	lessen	les n	GOLD
lessens	les nés	0.461	PASS	lessen	les n	GOLD
lessens	les ne	0.490	PASS	lessen	les n	GOLD
lessens	les né	0.461	PASS	lessen	les n	GOLD
lessens	les nez	0.461	PASS	lessen	les n	GOLD
lessened	less n	0.507	PASS	lessen	les n	GOLD
lessened	le n	0.493	PASS	lessen	les n	GOLD
lessened	les na	0.473	PASS	lessen	les n	GOLD
lessened	les nées	0.461	PASS	lessen	les n	GOLD
lessened	les nes	0.498	PASS	lessen	les n	GOLD
lessened	les née	0.461	PASS	lessen	les n	GOLD
lessened	les nés	0.461	PASS	lessen	les n	GOLD
lessened	les ne	0.490	PASS	lessen	les n	GOLD
lessened	les né	0.461	PASS	lessen	les n	GOLD
lessened	les nez	0.461	PASS	lessen	les n	GOLD
lessening	less n	0.496	PASS	lessen	les n	GOLD
lessening	le n	0.491	PASS	lessen	les n	GOLD
lessening	les na	0.463	PASS	lessen	les n	GOLD
lessening	les nées	0.480	PASS	lessen	les n	GOLD
lessening	les nes	0.495	PASS	lessen	les n	GOLD
lessening	les née	0.480	PASS	lessen	les n	GOLD
lessening	les nés	0.480	PASS	lessen	les n	GOLD
lessening	les ne	0.486	PASS	lessen	les n	GOLD
lessening	les né	0.480	PASS	lessen	les n	GOLD
lessening	les nez	0.480	PASS	lessen	les n	GOLD
lesson	less n	0.588	PASS	lesson	les n	GOLD
lesson	le n	0.616	STRICT	lesson	les n	GOLD
lesson	les na	0.498	PASS	lesson	les n	GOLD
lesson	les nées	0.498	PASS	lesson	les n	GOLD
lesson	les nes	0.630	STRICT	lesson	les n	GOLD
lesson	les née	0.498	PASS	lesson	les n	GOLD
lesson	les nés	0.498	PASS	lesson	les n	GOLD
lesson	les ne	0.518	PASS	lesson	les n	GOLD
lesson	les né	0.498	PASS	lesson	les n	GOLD
lesson	les nez	0.498	PASS	lesson	les n	GOLD
lessons	less n	0.507	PASS	lesson	les n	GOLD
lessons	le n	0.493	PASS	lesson	les n	GOLD
lessons	les na	0.473	PASS	lesson	les n	GOLD
lessons	les nées	0.461	PASS	lesson	les n	GOLD
lessons	les nes	0.498	PASS	lesson	les n	GOLD
lessons	les née	0.461	PASS	lesson	les n	GOLD
lessons	les nés	0.461	PASS	lesson	les n	GOLD
lessons	les ne	0.490	PASS	lesson	les n	GOLD
lessons	les né	0.461	PASS	lesson	les n	GOLD
lessons	les nez	0.461	PASS	lesson	les n	GOLD
lets	laides anses	0.670	STRICT	lets	laid anses	GOLD
lets	laids anses	0.670	STRICT	lets	laid anses	GOLD
lets	laid anse	0.719	STRICT	lets	laid anses	GOLD
lets	laide anses	0.719	STRICT	lets	laid anses	GOLD
letting	laides anses	0.502	PASS	lets	laid anses	GOLD
letting	laids anses	0.502	PASS	lets	laid anses	GOLD
letting	laid anse	0.525	PASS	lets	laid anses	GOLD
letting	laide anses	0.525	PASS	lets	laid anses	GOLD
let	laides anses	0.567	PASS	lets	laid anses	GOLD
let	laids anses	0.567	PASS	lets	laid anses	GOLD
let	laid anse	0.604	STRICT	lets	laid anses	GOLD
let	laide anses	0.604	STRICT	lets	laid anses	GOLD
lifestyle	les tale	0.627	STRICT	lifestyle	les tales	GOLD
lifestyle	less tales	0.502	PASS	lifestyle	les tales	GOLD
lifestyle	le tales	0.627	STRICT	lifestyle	les tales	GOLD
lifestyles	les tale	0.538	PASS	lifestyle	les tales	GOLD
lifestyles	le tales	0.538	PASS	lifestyle	les tales	GOLD
likely	laïques lie	0.849	STRICT	likely	laïques lies	GOLD
likely	laïque lies	0.849	STRICT	likely	laïques lies	GOLD
likeliest	laïques lie	0.676	STRICT	likely	laïques lies	GOLD
likeliest	laïque lies	0.676	STRICT	likely	laïques lies	GOLD
likelier	laïques lie	0.849	STRICT	likely	laïques lies	GOLD
likelier	laïque lies	0.849	STRICT	likely	laïques lies	GOLD
listen	less n	0.456	PASS	listen	les n	GOLD
listen	le n	0.613	STRICT	listen	les n	GOLD
listen	les na	0.491	PASS	listen	les n	GOLD
listen	les nées	0.491	PASS	listen	les n	GOLD
listen	les nes	0.622	STRICT	listen	les n	GOLD
listen	les née	0.491	PASS	listen	les n	GOLD
listen	les nés	0.491	PASS	listen	les n	GOLD
listen	les ne	0.511	PASS	listen	les n	GOLD
listen	les né	0.491	PASS	listen	les n	GOLD
listen	les nez	0.491	PASS	listen	les n	GOLD
listens	le n	0.491	PASS	listen	les n	GOLD
listens	les na	0.468	PASS	listen	les n	GOLD
listens	les nées	0.454	PASS	listen	les n	GOLD
listens	les nes	0.491	PASS	listen	les n	GOLD
listens	les née	0.454	PASS	listen	les n	GOLD
listens	les nés	0.454	PASS	listen	les n	GOLD
listens	les ne	0.485	PASS	listen	les n	GOLD
listens	les né	0.454	PASS	listen	les n	GOLD
listens	les nez	0.454	PASS	listen	les n	GOLD
listening	le n	0.489	PASS	listen	les n	GOLD
listening	les na	0.457	PASS	listen	les n	GOLD
listening	les nées	0.474	PASS	listen	les n	GOLD
listening	les nes	0.489	PASS	listen	les n	GOLD
listening	les née	0.474	PASS	listen	les n	GOLD
listening	les nés	0.474	PASS	listen	les n	GOLD
listening	les ne	0.481	PASS	listen	les n	GOLD
listening	les né	0.474	PASS	listen	les n	GOLD
listening	les nez	0.474	PASS	listen	les n	GOLD
listened	le n	0.491	PASS	listen	les n	GOLD
listened	les na	0.468	PASS	listen	les n	GOLD
listened	les nées	0.454	PASS	listen	les n	GOLD
listened	les nes	0.491	PASS	listen	les n	GOLD
listened	les née	0.454	PASS	listen	les n	GOLD
listened	les nés	0.454	PASS	listen	les n	GOLD
listened	les ne	0.485	PASS	listen	les n	GOLD
listened	les né	0.454	PASS	listen	les n	GOLD
listened	les nez	0.454	PASS	listen	les n	GOLD
literally	lient reliait	0.693	STRICT	literally	lient relie	GOLD
literally	lient relient	0.820	STRICT	literally	lient relie	GOLD
literally	lient relier	0.701	STRICT	literally	lient relie	GOLD
literally	lient relié	0.701	STRICT	literally	lient relie	GOLD
literally	lient reliant	0.679	STRICT	literally	lient relie	GOLD
main	mesa haines	0.587	PASS	main	mes haines	GOLD
main	mes haine	0.785	STRICT	main	mes haines	GOLD
main	me haines	0.665	STRICT	main	mes haines	GOLD
mains	mesa haines	0.479	PASS	main	mes haines	GOLD
mains	mes haine	0.628	STRICT	main	mes haines	GOLD
mains	me haines	0.521	PASS	main	mes haines	GOLD
make	me hic	0.663	STRICT	make	mes hic	GOLD
make	mesa hic	0.588	PASS	make	mes hic	GOLD
makes	me hic	0.519	PASS	make	mes hic	GOLD
makes	mesa hic	0.480	PASS	make	mes hic	GOLD
made	me hic	0.481	PASS	make	mes hic	GOLD
made	mesa hic	0.451	PASS	make	mes hic	GOLD
making	me hic	0.513	PASS	make	mes hic	GOLD
making	mesa hic	0.479	PASS	make	mes hic	GOLD
meantime	mina tamer	0.683	STRICT	meantime	mina tam	GOLD
meantime	mina tams	0.782	STRICT	meantime	mina tam	GOLD
meantime	minas tam	0.782	STRICT	meantime	mina tam	GOLD
meantime	mina tame	0.782	STRICT	meantime	mina tam	GOLD
meantime	mina tama	0.683	STRICT	meantime	mina tam	GOLD
melody	mies ledit	0.837	STRICT	melody	mie ledit	GOLD
melody	mia ledit	0.797	STRICT	melody	mie ledit	GOLD
melodies	mies ledit	0.720	STRICT	melody	mie ledit	GOLD
melodies	mia ledit	0.692	STRICT	melody	mie ledit	GOLD
mending	maina digne	0.654	STRICT	mending	main digne	GOLD
mending	mains digne	0.559	PASS	mending	main digne	GOLD
mending	maine digne	0.767	STRICT	mending	main digne	GOLD
mending	main dignes	0.543	PASS	mending	main digne	GOLD
mend	maina digne	0.641	STRICT	mending	main digne	GOLD
mend	mains digne	0.521	PASS	mending	main digne	GOLD
mend	maine digne	0.763	STRICT	mending	main digne	GOLD
mend	main dignes	0.513	PASS	mending	main digne	GOLD
mends	maina digne	0.609	STRICT	mending	main digne	GOLD
mends	mains digne	0.493	PASS	mending	main digne	GOLD
mends	maine digne	0.718	STRICT	mending	main digne	GOLD
mends	main dignes	0.502	PASS	mending	main digne	GOLD
mended	maina digne	0.608	STRICT	mending	main digne	GOLD
mended	mains digne	0.494	PASS	mending	main digne	GOLD
mended	maine digne	0.718	STRICT	mending	main digne	GOLD
mended	main dignes	0.519	PASS	mending	main digne	GOLD
mickey	mie quis	0.787	STRICT	mickey	mie qui	GOLD
mickey	mies qui	0.787	STRICT	mickey	mie qui	GOLD
mickey	mie quia	0.530	PASS	mickey	mie qui	GOLD
mickey	mia qui	0.710	STRICT	mickey	mie qui	GOLD
mickey	mie quies	0.787	STRICT	mickey	mie qui	GOLD
mickeys	mie quis	0.630	STRICT	mickey	mie qui	GOLD
mickeys	mies qui	0.630	STRICT	mickey	mie qui	GOLD
mickeys	mie quia	0.498	PASS	mickey	mie qui	GOLD
mickeys	mia qui	0.579	PASS	mickey	mie qui	GOLD
mickeys	mie quies	0.630	STRICT	mickey	mie qui	GOLD
minded	man aida	0.549	PASS	minded	man aide	GOLD
minded	manent aide	0.639	STRICT	minded	man aide	GOLD
minded	man aidé	0.549	PASS	minded	man aide	GOLD
minded	man aidait	0.549	PASS	minded	man aide	GOLD
minded	mane aide	0.656	STRICT	minded	man aide	GOLD
minded	mané aide	0.620	STRICT	minded	man aide	GOLD
minded	mana aide	0.620	STRICT	minded	man aide	GOLD
minded	manant aide	0.639	STRICT	minded	man aide	GOLD
