tier	combo	coverage	coherence	uses_filler	novel	en	fr
B	0.667	0.8	0.233	0	0	crowd	grade
B	0.667	0.8	0.127	0	0	tiny	tanner
B	0.667	0.75	0.501	1	0	destroyed	d rode
B	0.667	0.67	0.464	0	0	logo	locaux
B	0.667	0.8	0.731	1	0	lazy	les et
B	0.667	0.8	0.233	0	0	cried	grade
B	0.666	1.0	0.49	0	0	public	public
B	0.666	0.6	0.41	0	0	based	bit
B	0.666	0.6	0.542	0	0	trade	très
B	0.666	0.75	0.347	0	0	worry	henri
B	0.666	0.6	0.374	0	0	dying	dan
B	0.666	0.6	0.432	0	0	dates	dix
B	0.666	0.6	0.655	0	0	losses	love
B	0.666	0.67	0.369	0	1	opens	opens
B	0.666	0.86	0.187	0	0	sequence	cyclone
B	0.666	1.0	0.252	0	0	sheets	chips
B	0.665	0.6	0.17	0	0	schools	coule
B	0.665	0.67	0.346	0	0	quickly	colis
B	0.665	0.71	0.466	0	0	driving	drive
B	0.665	0.6	0.361	0	0	royal	rôles
B	0.665	0.75	0.39	0	0	sport	potes
B	0.665	0.75	0.252	0	0	storm	tomes
B	0.665	0.75	0.27	0	0	scored	codes
B	0.665	0.83	0.534	1	0	largely	les lie
B	0.665	0.75	0.223	0	0	courts	cotes
B	0.665	0.75	0.599	0	0	scores	cause
B	0.665	0.86	0.464	1	0	impressed	un presse
B	0.665	0.6	0.316	0	0	reward	rode
B	0.665	0.67	0.524	0	0	prevention	prochaine
B	0.665	0.6	0.35	0	0	proposals	proposent
B	0.665	0.6	0.403	0	0	stairs	thèse
B	0.664	0.6	0.217	0	0	page	piges
B	0.664	0.67	0.237	0	0	schedule	séoul
B	0.664	0.86	0.456	1	0	improved	un prouvent
B	0.664	0.8	0.338	0	1	pocket	pacte
B	0.664	1.0	0.445	1	0	discussed	d caste
B	0.664	0.6	0.526	0	0	assault	sol
B	0.664	0.67	0.346	0	0	explanation	exploser
B	0.663	0.75	0.411	0	0	help	alpes
B	0.663	0.75	0.143	0	0	known	naine
B	0.663	0.75	0.576	0	0	site	cette
B	0.663	0.75	0.333	0	0	heavy	avis
B	0.663	0.75	0.489	0	0	shown	chaîne
B	0.663	0.6	0.24	0	0	stopped	apte
B	0.663	0.6	0.501	0	0	proud	prends
B	0.663	0.75	0.233	0	0	length	laine
B	0.663	0.75	0.233	0	0	loan	laine
B	0.663	0.6	0.17	0	0	dreams	rime
B	0.663	0.75	0.576	0	0	sight	cette
B	0.663	0.6	0.501	0	0	pride	prends
B	0.663	0.75	0.279	0	0	lewis	lisse
B	0.663	0.6	0.487	0	0	trail	tels
B	0.663	0.75	0.403	0	0	dies	dose
B	0.663	0.75	0.489	0	0	shine	chaîne
B	0.663	0.75	0.384	0	0	babe	bob
B	0.662	1.0	0.296	0	0	eat	hit
B	0.662	0.6	0.388	0	0	agreed	gris
B	0.662	0.71	0.124	0	0	aircraft	kraft
B	0.662	0.62	0.466	0	0	replaced	rappeler
B	0.662	0.6	0.434	0	0	primarily	primaire
B	0.662	0.71	0.443	0	0	carefully	conflit
B	0.662	0.75	0.47	0	0	locked	actes
B	0.662	0.75	0.428	0	0	cops	casse
B	0.662	0.75	0.43	0	0	dramatic	remarque
B	0.662	0.75	0.455	0	0	shops	chasse
B	0.662	0.75	0.47	0	0	shocked	actes
B	0.662	0.8	0.0	0	1	appeals	épile
B	0.662	0.75	0.446	0	0	bobby	habit
B	0.662	0.75	0.41	0	0	bombs	base
B	0.661	0.8	0.69	1	0	data	d est
B	0.661	0.71	0.378	0	0	myself	massif
B	0.661	0.6	0.407	0	0	forces	fausse
B	0.661	0.62	0.17	0	0	recovery	rêveries
B	0.661	0.75	0.602	0	0	promises	promise
B	0.661	0.89	0.229	0	1	protocol	protocoles
B	0.66	0.86	0.332	0	0	private	prophète
B	0.66	0.6	0.462	0	0	screen	cries
B	0.66	1.0	0.233	0	0	dealing	dilemme
B	0.66	0.62	0.296	0	0	prisoners	prenez
B	0.66	0.86	0.049	0	0	moreover	moravie
B	0.66	0.71	0.095	0	0	climbing	clamer
B	0.659	1.0	0.62	0	0	large	large
B	0.659	0.67	0.719	1	0	energy	on j
B	0.659	0.6	0.473	0	1	model	mal
B	0.659	0.75	0.428	0	0	parts	passent
B	0.659	0.67	0.346	0	0	clearly	colis
B	0.659	0.6	0.353	0	0	partner	panne
B	0.659	0.75	0.401	0	0	views	vise
B	0.659	0.8	0.62	0	0	larger	large
B	0.659	0.8	0.091	0	0	dropped	rapt
B	0.659	0.75	0.47	0	0	walked	actes
B	0.659	0.75	0.612	1	0	interests	on reste
B	0.659	0.86	0.194	0	0	promised	promettent
B	0.659	0.75	0.614	1	0	suggests	on geste
B	0.659	1.0	0.455	0	0	carter	quatre
B	0.659	0.75	0.394	0	0	walks	axe
B	0.659	0.6	0.288	0	0	steady	édit
B	0.659	0.71	0.476	0	1	realise	relate
B	0.659	0.6	0.401	0	0	viewers	vise
B	0.659	1.0	0.476	1	0	adopt	et apte
B	0.658	1.0	0.083	0	0	bring	brigue
B	0.658	0.8	0.175	0	0	across	crasse
B	0.658	0.67	0.456	1	1	whatever	et ève
B	0.658	0.6	0.359	0	1	visit	vite
B	0.658	0.62	0.437	0	0	excited	excite
B	0.658	0.75	0.35	0	0	proposed	proposent
B	0.658	0.6	0.244	0	0	switch	sèches
B	0.658	0.67	0.541	0	0	controlled	contrôle
B	0.658	0.8	0.292	0	1	circuit	secte
B	0.658	1.0	0.317	0	0	silly	chili
B	0.658	0.62	0.309	0	0	remembered	remède
B	0.658	1.0	0.42	0	0	picks	fixe
B	0.658	0.6	0.451	0	0	restricted	strict
B	0.658	1.0	0.42	0	0	pics	fixe
B	0.657	0.75	0.17	0	0	gives	guise
B	0.657	0.75	0.605	0	0	cards	case
B	0.657	0.86	0.316	0	0	presence	princesse
B	0.657	0.67	0.614	1	0	suggested	on geste
B	0.657	1.0	0.403	0	0	route	route
B	0.657	0.8	0.556	1	0	headed	et aides
B	0.657	0.8	0.254	0	0	relief	relie
B	0.657	0.75	0.35	0	0	pink	pique
B	0.657	1.0	0.363	0	0	photography	photographie
B	0.657	0.6	0.428	0	0	guests	caisse
B	0.657	0.67	0.541	0	0	controls	contrôle
B	0.657	0.86	0.415	0	0	decline	déclare
B	0.657	0.75	0.459	0	0	kicked	quitte
B	0.657	0.6	0.27	0	1	lists	laisse
B	0.657	0.75	0.279	0	0	lips	lisse
B	0.657	1.0	0.217	0	0	removal	renouvelle
B	0.657	0.71	0.342	0	0	claiming	clément
B	0.657	0.75	0.489	0	0	guards	gaz
B	0.657	0.75	0.49	0	0	chip	type
B	0.657	0.77	0.547	0	0	experimental	s permettait
B	0.657	0.67	0.258	0	0	divine	douanes
B	0.657	0.8	0.296	0	0	trips	trip
B	0.657	0.67	0.635	0	1	widespread	as prêts
B	0.657	0.8	0.045	0	0	tricks	trique
B	0.656	0.6	0.359	0	0	joke	doc
B	0.656	0.6	0.443	0	0	bottle	balle
B	0.656	1.0	0.219	0	0	shift	schiste
B	0.656	0.6	0.183	0	0	causing	cogne
B	0.656	0.86	0.333	0	0	mystery	métairie
B	0.656	0.6	0.576	0	0	saint	cette
B	0.656	0.71	0.258	0	0	screaming	crimée
B	0.656	0.75	0.085	0	1	similarly	simili
B	0.656	0.6	0.579	0	0	feeding	fine
B	0.656	0.6	0.485	0	0	gathered	guide
B	0.656	0.8	0.353	0	0	cherry	chérie
B	0.656	0.8	0.558	1	0	sadly	et lie
B	0.656	0.6	0.47	0	0	react	actes
B	0.656	0.62	0.592	1	0	chancellor	on celle
B	0.655	1.0	0.233	0	0	every	offrit
B	0.655	0.6	0.437	0	1	person	peine
B	0.655	0.75	0.599	0	0	comes	cause
B	0.655	0.6	0.527	0	1	middle	mille
B	0.655	0.86	0.767	1	0	internet	et honnête
B	0.655	0.86	0.286	0	0	practice	précoce
B	0.655	0.8	0.533	0	0	access	accès
B	0.655	0.88	0.414	1	1	additional	et chenal
B	0.655	0.75	0.369	0	0	choose	douze
B	0.655	0.75	0.427	0	0	camp	cap
B	0.655	0.75	0.42	0	0	lucky	acquis
B	0.655	1.0	0.509	0	0	offers	office
B	0.655	0.8	0.212	0	0	facts	fax
B	0.655	1.0	0.179	0	0	valley	bali
B	0.655	1.0	0.369	1	1	attorney	et honni
B	0.655	0.67	0.556	0	0	listed	liste
B	0.655	1.0	0.554	1	1	attacks	et axe
B	0.655	0.75	0.17	0	0	selected	silex
B	0.655	0.75	0.568	0	0	milk	mec
B	0.655	0.6	0.363	0	0	perform	pomme
B	0.655	0.75	0.432	0	0	deals	dix
B	0.655	0.75	0.233	0	0	moves	muse
B	0.655	0.75	0.574	0	0	tools	tous
B	0.655	0.86	0.574	0	0	sentence	certaines
B	0.655	0.75	0.223	0	0	tank	tac
B	0.655	1.0	0.591	1	0	attacked	et actes
B	0.655	0.6	0.599	0	0	covers	cause
B	0.655	1.0	0.445	0	0	democracy	démocratie
B	0.655	0.6	0.599	0	0	colors	cause
B	0.655	0.6	0.233	0	1	castle	cale
B	0.655	0.6	0.473	0	1	muscle	mal
B	0.655	0.75	0.41	0	0	bags	base
B	0.655	1.0	0.543	0	0	pushed	poste
B	0.655	0.75	0.472	0	0	maps	masse
B	0.655	0.75	0.21	0	0	ugly	allie
B	0.655	1.0	0.122	0	1	colonel	quenelle
B	0.655	0.75	0.653	0	0	foods	four
B	0.655	0.88	0.338	0	0	telephone	téléphones
B	0.655	1.0	0.382	0	0	preferred	profonde
B	0.655	0.67	0.461	0	0	trailer	réel
B	0.655	0.75	0.369	0	0	pump	pape
B	0.655	0.6	0.137	0	1	forgive	fèves
B	0.655	0.6	0.542	0	0	trigger	très
B	0.655	1.0	0.0	0	1	burden	bedaine
B	0.655	0.8	0.731	1	0	laser	les et
B	0.655	0.75	0.204	0	0	punk	pac
B	0.655	0.75	0.436	0	0	bulk	bac
B	0.655	0.8	0.217	0	0	trapped	trappe
B	0.655	0.75	0.487	0	0	chill	tels
B	0.655	0.75	0.428	0	0	caps	casse
B	0.655	0.6	0.599	0	1	colours	cause
B	0.655	0.75	0.347	0	0	hurry	henri
B	0.655	0.75	0.367	0	0	cooked	cote
B	0.655	0.75	0.428	0	0	cups	casse
B	0.654	0.86	0.279	0	0	complete	complètes
B	0.654	0.6	0.235	0	0	lines	lasse
B	0.654	0.71	0.396	0	0	protect	petite
B	0.654	0.89	0.369	0	0	protection	prétexte
B	0.654	0.6	0.401	0	0	launch	lâche
B	0.654	0.6	0.485	0	0	gained	guide
B	0.654	0.75	0.449	0	0	procedure	précise
B	0.654	0.89	0.598	1	1	introduce	un très housse
B	0.654	0.67	0.512	1	1	lifestyle	les tales
B	0.653	0.6	0.143	0	0	getting	gaine
B	0.653	1.0	0.011	0	1	york	yak
B	0.653	1.0	0.427	0	0	form	femme
B	0.653	0.6	0.592	0	0	meeting	mine
B	0.653	0.8	0.233	0	0	married	marie
B	0.653	0.75	0.49	0	0	teams	type
B	0.653	1.0	0.492	1	1	adult	et halte
B	0.653	0.6	0.313	0	0	setting	saine
B	0.653	0.8	0.17	0	0	duty	douter
B	0.653	0.7	0.336	0	1	newspapers	nous pépé
B	0.653	0.8	0.263	0	1	yoga	yoga
B	0.652	0.6	0.432	0	1	little	lille
B	0.652	0.8	0.602	0	0	films	film
B	0.652	0.67	0.819	1	1	desire	des a
B	0.652	0.8	0.091	0	0	navy	dévie
B	0.652	0.83	0.558	1	1	unlike	un lac
B	0.652	0.8	0.263	0	0	circle	socle
B	0.652	1.0	0.17	0	1	nah	na
B	0.652	0.67	0.315	0	0	liberty	libye
B	0.652	1.0	0.325	0	0	filter	filtre
B	0.652	0.6	0.41	0	1	bonds	base
B	0.652	0.88	0.453	1	1	displayed	d plaide
B	0.652	0.67	0.42	0	0	tigers	taxe
B	0.651	0.6	0.809	0	0	most	monte
B	0.651	0.6	0.447	0	0	longer	langues
B	0.651	0.6	0.432	0	0	rates	race
B	0.651	0.75	0.183	0	0	connection	connexes
B	0.651	0.71	0.451	0	0	properly	profit
B	0.651	0.6	0.275	0	1	vision	veine
B	0.651	0.6	0.449	0	1	prefer	prêts
B	0.651	0.67	0.347	0	0	expansion	expose
B	0.651	0.78	0.355	0	1	romantic	romantique
B	0.651	0.6	0.323	0	0	ghost	goutte
B	0.651	0.8	0.449	0	1	strategies	stratégie
B	0.651	0.6	0.204	0	1	panic	pac
B	0.651	0.6	0.403	0	0	ruined	route
B	0.651	0.78	0.284	0	0	bacteria	bactéries
B	0.651	0.75	0.511	1	0	investing	un veste
B	0.65	0.8	0.413	0	0	just	geste
B	0.65	0.71	0.116	0	1	national	chenal
B	0.65	0.8	0.27	0	0	plans	plane
B	0.65	0.6	0.443	0	0	battle	balle
B	0.65	0.8	0.413	0	0	drugs	drogue
B	0.65	0.8	0.531	0	0	bodies	bandits
B	0.65	0.67	0.472	0	0	matches	matchs
B	0.65	0.6	0.416	0	1	cousin	cane
B	0.65	0.67	0.449	0	0	glasses	glace
B	0.65	0.71	0.427	0	1	finishing	finish
B	0.65	0.86	0.451	0	0	strikes	strict
B	0.65	0.6	0.443	0	0	barrel	balle
B	0.65	0.6	0.233	0	1	cattle	cale
B	0.649	0.67	0.485	0	0	noted	notre
B	0.649	0.67	0.522	0	0	voted	votre
B	0.649	0.8	0.451	0	0	blocks	blague
B	0.649	0.6	0.493	0	1	whoever	rêve
B	0.649	0.8	0.451	0	1	blocked	blague
B	0.649	1.0	0.175	0	0	rocket	raquette
B	0.649	0.6	0.41	0	0	bronze	base
B	0.648	1.0	0.319	0	0	leader	lisez
B	0.648	1.0	0.16	0	0	evil	isole
B	0.648	0.86	0.39	0	0	corporate	comporte
B	0.648	0.6	0.187	0	0	bench	beige
B	0.648	1.0	0.355	0	0	josh	jazz
B	0.648	1.0	0.17	0	0	swing	swing
B	0.648	0.75	0.316	0	0	rings	rings
B	0.648	0.6	0.384	0	0	awkward	hockey
B	0.648	0.6	0.428	0	0	chaos	casse
B	0.648	0.6	0.359	0	0	lion	lad
B	0.648	1.0	0.124	0	0	sooner	soudé
B	0.648	1.0	0.296	0	0	discipline	discipline
B	0.648	0.6	0.576	0	0	swift	cette
B	0.648	0.6	0.403	0	1	twins	thèse
B	0.648	0.6	0.072	0	0	flows	fle
B	0.648	1.0	0.233	0	0	protective	productive
B	0.648	1.0	0.311	0	1	feminist	féministe
B	0.648	0.62	0.316	0	0	preference	prêtres
B	0.647	0.67	0.556	0	0	photo	photo
B	0.647	0.8	0.355	0	0	judge	jazz
B	0.647	0.71	0.505	0	0	holding	holding
B	0.647	1.0	0.34	0	0	criminal	criminels
B	0.647	1.0	0.497	0	0	limit	limite
B	0.647	0.86	0.359	0	0	smoking	smoking
B	0.647	0.62	0.305	1	0	downtown	en tanne
B	0.647	1.0	0.378	0	0	tennis	tennis
B	0.647	0.78	0.369	0	1	colonial	colonel
B	0.647	0.86	0.208	0	0	believing	bolivie
B	0.647	1.0	0.204	0	0	activist	activistes
B	0.646	0.75	0.202	0	0	want	watts
B	0.646	0.86	0.546	0	0	standing	standing
B	0.646	0.71	0.17	0	1	happening	happening
B	0.646	1.0	0.451	0	0	strength	strict
B	0.646	0.6	0.457	0	1	funds	phase
B	0.646	0.6	0.394	0	0	proper	pop
B	0.646	1.0	0.449	0	0	maximum	maximum
B	0.646	0.6	0.41	0	1	bands	base
B	0.646	1.0	0.348	0	0	democrat	démocrate
B	0.646	0.8	0.231	0	0	parish	perche
B	0.645	0.86	0.409	0	1	company	compagnies
B	0.645	0.6	0.637	0	0	season	six
B	0.645	0.6	0.275	0	1	version	veine
B	0.645	0.78	0.439	1	1	described	d crabe
B	0.645	1.0	0.396	0	0	active	active
B	0.645	1.0	0.316	0	0	massive	massive
B	0.645	0.75	0.296	0	0	strange	stretch
B	0.645	0.6	0.649	0	1	panel	pale
B	0.645	0.6	0.473	0	0	letting	legs
B	0.645	0.86	0.542	1	0	fantasy	on ceci
B	0.645	1.0	0.672	1	0	lesson	les n
B	0.645	1.0	0.353	0	1	rapid	rapides
B	0.645	1.0	0.309	0	0	valid	valide
B	0.645	0.6	0.637	0	0	stats	six
B	0.645	0.67	0.495	0	0	spider	stade
B	0.645	1.0	0.177	0	1	bullet	boulettes
B	0.645	0.8	0.083	0	1	chips	gypse
B	0.645	1.0	0.183	0	0	comics	connexes
B	0.645	1.0	0.302	0	1	cabin	cabine
B	0.645	0.8	0.237	0	0	skilled	guilde
B	0.645	0.6	0.416	0	1	canon	cane
B	0.644	1.0	0.495	0	0	start	stade
B	0.644	0.75	0.426	0	0	depth	dette
B	0.644	1.0	0.17	0	1	attractive	attractive
B	0.644	1.0	0.252	0	0	chart	tchad
B	0.644	0.8	0.347	0	0	slept	slip
B	0.643	1.0	0.495	0	0	even	hiver
B	0.643	1.0	0.181	0	0	reason	résonne
B	0.643	1.0	0.388	0	0	album	album
B	0.643	0.6	0.405	0	0	square	ski
B	0.643	0.8	0.424	0	0	split	plainte
B	0.643	0.6	0.379	0	0	draft	date
B	0.643	0.6	0.576	0	1	assets	cette
B	0.643	0.67	0.233	0	0	avenue	avenues
B	0.643	0.78	0.439	1	1	describes	d crabe
B	0.643	0.6	0.527	0	0	medal	mille
B	0.643	1.0	0.0	0	0	glory	chlorés
B	0.643	1.0	0.539	0	0	cant	carte
B	0.643	1.0	0.373	1	1	dozen	des aine
B	0.643	0.8	0.3	0	0	fancy	finie
B	0.643	0.6	0.487	0	1	twelve	tels
B	0.643	1.0	0.162	0	1	commit	commettent
B	0.643	1.0	0.396	0	0	protecting	protection
B	0.643	0.8	0.27	0	0	threats	traite
B	0.643	0.8	0.353	0	1	jerry	chérie
B	0.643	1.0	0.141	0	1	bubble	babel
B	0.643	0.8	0.451	0	0	blacks	blague
B	0.642	1.0	0.359	0	0	law	lots
B	0.642	1.0	0.348	0	0	saw	saut
B	0.642	1.0	0.763	1	0	ill	il
B	0.642	1.0	0.093	0	0	raw	rot
B	0.642	0.6	0.466	0	0	necessarily	s élie
B	0.642	1.0	0.298	0	1	assist	assiste
B	0.642	0.75	0.114	0	1	broadcast	brocante
B	0.642	0.6	0.487	0	1	tunnel	tels
B	0.642	0.73	0.453	0	0	electronics	électrique
B	0.641	0.75	0.59	0	0	question	question
B	0.641	0.78	0.445	0	0	programs	programmes
B	0.641	0.62	0.233	0	1	christian	christ
B	0.641	0.6	0.33	0	0	method	mette
B	0.641	0.8	0.233	0	0	journey	génie
B	0.641	0.67	0.543	0	1	posts	poste
B	0.641	0.86	0.17	0	0	trading	training
B	0.641	0.6	0.405	0	0	scared	ski
B	0.641	0.67	0.556	1	0	edited	et aides
B	0.641	0.67	0.558	1	0	safely	et lie
B	0.641	0.67	0.296	0	0	strain	traîne
B	0.64	0.8	0.334	0	0	told	solde
B	0.64	0.8	0.355	0	1	couple	câble
B	0.64	0.8	0.17	0	1	theory	syrie
B	0.64	0.6	0.527	0	0	metal	mille
B	0.64	0.86	0.332	0	0	prevent	prophète
B	0.64	0.8	0.179	0	0	remove	remous
B	0.64	0.6	0.457	0	0	lying	lac
B	0.64	0.86	0.003	0	0	platform	plafonne
B	0.64	0.67	0.413	0	0	drawing	drogue
B	0.64	0.67	0.296	0	0	trained	traîne
B	0.64	1.0	0.284	0	0	factory	bactéries
B	0.64	0.67	0.61	0	0	debut	début
B	0.64	0.6	0.605	0	1	copies	case
B	0.64	0.88	0.569	1	0	consumers	on soumise
B	0.64	0.62	0.346	0	0	chemistry	connerie
B	0.64	0.75	0.409	1	1	impression	un prêche
B	0.64	0.8	0.333	0	0	arena	rider
B	0.64	0.6	0.359	0	0	blast	blanc
B	0.64	1.0	0.437	0	1	theft	soft
B	0.639	0.67	0.17	0	0	policy	pâlit
B	0.639	1.0	0.399	0	0	specific	spécifique
B	0.639	0.67	0.233	0	0	focus	fox
B	0.639	1.0	0.54	1	0	largest	les geste
B	0.639	0.83	0.399	0	0	demand	demandent
B	0.639	0.67	0.319	0	0	forever	rêvé
B	0.639	0.6	0.457	0	0	phones	phase
B	0.639	1.0	0.453	1	0	ethnic	est nique
B	0.639	0.6	0.41	0	1	bones	base
B	0.639	0.6	0.489	0	0	gains	gaz
B	0.639	0.6	0.342	0	0	blown	blé
B	0.639	0.6	0.447	0	0	cleared	clé
B	0.639	0.86	0.15	0	1	smiling	smiley
B	0.638	0.6	0.39	0	0	support	potes
B	0.638	0.6	0.829	0	1	martin	man
B	0.638	0.88	0.17	0	0	ministry	ministre
B	0.638	1.0	0.227	0	0	novel	navale
B	0.638	0.71	0.273	0	0	operate	apprête
B	0.638	0.88	0.42	0	0	transferred	transfert
B	0.638	0.67	0.434	0	0	preparing	primaire
B	0.638	0.75	0.51	0	0	experiments	s permette
B	0.637	1.0	0.17	0	0	were	ouais
B	0.637	1.0	0.27	0	0	per	paix
B	0.637	0.8	0.363	0	0	able	épaule
B	0.637	0.8	0.347	0	0	study	tandis
B	0.637	0.8	0.416	0	0	brain	bride
B	0.637	0.67	0.078	0	0	ideas	attise
B	0.637	1.0	0.696	0	0	tea	dit
B	0.637	0.89	0.376	0	0	fantastic	fantastique
B	0.637	0.67	0.455	0	0	counter	quatre
B	0.637	0.8	0.505	0	0	motor	maître
B	0.637	0.67	0.679	0	0	inner	n
B	0.637	1.0	0.679	0	0	earn	n
B	0.637	0.8	0.288	0	0	sixth	sexes
B	0.637	1.0	0.131	0	0	ease	hisse
B	0.637	1.0	0.17	0	1	ugh	hague
B	0.637	1.0	0.609	1	0	earl	elle
B	0.637	1.0	0.446	0	0	ash	h
B	0.637	0.67	0.455	0	0	parade	prises
B	0.637	0.62	0.396	0	0	potato	petite
B	0.636	0.67	0.424	0	1	similar	cible
B	0.636	0.71	0.17	0	1	opening	happening
B	0.636	0.86	0.316	0	1	comments	commerce
B	0.636	1.0	0.403	1	0	engine	un gin
B	0.636	0.67	0.307	0	0	completed	complice
B	0.636	0.8	0.521	1	1	hardly	en lie
B	0.636	0.78	0.25	0	0	celebrate	célébré
B	0.635	1.0	0.472	0	0	indeed	in ides
B	0.635	1.0	0.446	0	0	destroy	destroy
B	0.635	0.78	0.394	1	1	landscape	les skip
B	0.635	1.0	0.233	0	0	purple	papal
B	0.635	0.62	0.17	0	1	framework	frémit
B	0.635	0.67	0.336	0	0	franchise	franchise
B	0.635	0.91	0.284	0	1	preliminary	préliminaire
B	0.634	0.6	0.41	0	1	because	base
B	0.634	0.6	0.17	0	1	become	baume
B	0.634	0.6	0.347	0	0	mission	mène
B	0.634	0.67	0.233	0	1	budget	badge
B	0.634	0.62	0.369	0	1	employees	héloïse
B	0.634	1.0	0.076	0	0	dollars	dalloz
B	0.634	0.67	0.442	0	1	applied	plate
B	0.634	0.6	0.455	0	1	jersey	ainsi
B	0.634	0.62	0.27	0	0	pregnant	prenait
B	0.634	1.0	0.422	0	0	moral	moral
B	0.634	0.6	0.451	0	1	berlin	bonne
B	0.634	0.8	0.254	0	0	column	calmes
B	0.634	1.0	0.0	0	0	devil	dévale
B	0.634	0.67	0.686	0	0	applies	place
B	0.634	0.83	0.573	1	0	tension	un chaîne
B	0.634	0.83	0.592	1	0	install	un sol
B	0.633	0.67	0.166	0	0	growing	grogne
B	0.633	1.0	0.0	0	1	begin	béguines
B	0.633	1.0	0.347	0	0	border	beauté
B	0.633	0.6	0.369	0	0	forgot	fautes
B	0.633	0.8	0.27	0	0	bunch	patch
B	0.633	0.89	0.442	0	1	principal	principal
B	0.633	0.75	0.456	1	1	improving	un prouvent
B	0.633	0.89	0.442	0	1	principle	principal
B	0.633	0.67	0.183	0	1	connections	connexes
B	0.633	0.75	0.415	0	0	declined	déclare
B	0.633	1.0	0.388	0	0	dealer	dîner
B	0.633	0.67	0.449	0	0	produces	précise
B	0.633	0.75	0.269	0	0	routes	rousse
B	0.632	0.6	0.16	0	0	nearly	élie
B	0.632	0.67	0.392	0	1	marriage	marge
B	0.632	1.0	0.495	0	0	stars	stade
B	0.632	0.67	0.12	0	0	billion	pline
B	0.632	0.75	0.17	0	0	selection	silex
B	0.632	0.8	0.427	0	0	spoke	stock
B	0.632	0.6	0.457	0	1	farmers	phase
B	0.632	0.83	0.233	0	1	raising	résigne
B	0.632	0.67	0.524	0	0	promotion	prochaine
B	0.632	0.67	0.413	0	0	races	récit
B	0.632	0.67	0.416	0	1	boxes	boxes
B	0.632	1.0	0.327	0	1	salad	salade
B	0.632	0.75	0.457	0	0	farms	phase
B	0.631	1.0	0.016	0	0	party	pâtit
B	0.631	0.6	0.472	0	0	months	masse
B	0.631	0.8	0.252	0	1	chance	tchad
B	0.631	0.88	0.545	0	0	problems	problèmes
B	0.631	1.0	0.672	1	1	listen	les n
B	0.631	0.67	0.17	0	0	success	excès
B	0.631	0.67	0.288	0	0	basic	basque
B	0.631	1.0	0.0	0	0	purpose	papesse
B	0.631	0.67	0.62	1	1	institute	on est août
B	0.631	1.0	0.296	0	0	movies	mauvaise
B	0.631	0.83	0.438	0	1	command	commande
B	0.631	0.67	0.426	0	1	examples	exemples
B	0.631	1.0	0.416	1	1	deserve	des ève
B	0.631	0.71	0.438	0	1	commander	commande
B	0.631	0.6	0.576	0	1	summit	cette
B	0.631	0.83	0.618	1	1	intent	on tête
B	0.631	0.67	0.202	0	1	involve	valve
B	0.631	1.0	0.0	0	0	tackle	teckel
B	0.631	0.75	0.524	0	0	profession	prochaine
B	0.631	0.7	0.546	0	0	exercises	s assises
B	0.63	0.89	0.39	0	0	president	présidente
B	0.63	0.67	0.334	0	0	playing	plaine
B	0.63	0.8	0.424	0	0	civil	cible
B	0.63	0.67	0.252	0	1	kinda	cadet
B	0.63	0.6	0.27	0	0	portion	poches
B	0.63	0.62	0.476	0	1	opinions	venise
B	0.63	0.6	0.217	0	1	bishop	bip
B	0.63	0.67	0.609	1	0	lonely	on lie
B	0.63	0.83	0.093	0	1	naval	nivelles
B	0.63	0.6	0.33	0	0	forcing	faune
B	0.63	0.6	0.432	0	0	loyal	lille
B	0.63	0.6	0.541	0	1	controlling	contrôle
B	0.629	1.0	0.539	0	1	single	single
B	0.629	1.0	0.116	0	0	eye	haï
B	0.629	0.88	0.411	0	1	multiple	multiples
B	0.629	0.71	0.52	0	0	chemical	quelques
B	0.629	0.67	0.461	0	0	retail	réel
B	0.629	1.0	0.333	0	0	philosophy	philosophie
B	0.629	0.83	0.0	0	0	riding	radine
B	0.629	0.83	0.047	0	1	failing	féline
B	0.629	0.71	0.307	0	1	firing	farine
B	0.629	0.67	0.614	1	1	suggesting	on geste
B	0.629	0.71	0.67	0	1	infinite	in êtes
B	0.629	0.67	0.556	0	1	closet	classe
B	0.629	0.67	0.528	0	1	mandatory	man ri
B	0.629	0.8	0.476	0	0	loses	louise
B	0.628	0.8	0.529	0	1	double	double
B	0.628	0.86	0.242	0	0	broken	bretonne
B	0.628	0.8	0.334	0	1	solid	solde
B	0.628	0.75	0.447	0	1	creating	critiques
B	0.628	0.6	0.353	0	0	passion	panne
B	0.628	0.8	0.34	0	0	buried	perdent
B	0.628	0.78	0.482	1	0	centuries	et cerise
B	0.628	0.67	0.17	0	0	examination	examiner
B	0.628	0.83	0.591	1	0	attract	et actes
B	0.628	0.64	0.141	0	0	parliamentary	papeterie
B	0.627	0.67	0.893	1	0	anyone	on n
B	0.627	0.7	0.296	0	1	personality	penalty
B	0.627	1.0	0.018	0	1	topic	topique
B	0.627	1.0	0.17	0	1	comic	comique
B	0.627	0.6	0.47	0	1	ranked	actes
B	0.627	0.83	0.512	0	1	reporter	report
B	0.627	1.0	0.42	0	0	parks	taxe
B	0.627	0.67	0.58	0	0	loaded	lord
B	0.627	0.67	0.686	0	0	flights	place
B	0.627	1.0	0.233	0	0	tropical	tropical
B	0.627	0.71	0.078	0	1	arriving	ravenne
B	0.626	0.6	0.16	0	0	easily	élie
B	0.626	0.67	0.217	0	1	captain	capte
