en	fr	old_combo	prosody	meaning	tier
draws	rose	0.812	0.831	0.306	A
forecast	forte	0.737	0.786	0.320	A
cleaned	clé	0.646	0.874	0.233	A
priests	piste	0.721	0.905	0.350	A
factories	factrice	0.733	0.854	0.439	A
striker	traque	0.735	0.727	0.442	A
gem	gemmes	0.812	0.975	0.930	GOLD
stems	stem	0.844	0.977	0.907	GOLD
formats	former	0.755	0.817	0.258	A
blessings	blessés	0.725	0.888	0.307	A
jeep	type	0.676	0.901	0.207	A
extracted	extraits	0.740	0.699	0.796	A
extinct	excite	0.698	0.811	0.343	A
interests	et reste	0.650	0.743	0.338	A
liberty	libye	0.652	0.919	0.310	A
exhibit	existent	0.717	0.791	0.531	GOLD
sandwich	sandwich	0.720	0.882	1.000	GOLD
stretches	stretch	0.886	0.851	0.966	GOLD
on	aune	0.642	0.968	0.584	GOLD
when	n	0.761	0.893	0.687	GOLD
their	air	0.737	0.710	0.382	A
there	air	0.737	0.710	0.504	GOLD
then	n	0.737	0.893	0.732	GOLD
well	elle	0.761	0.893	0.739	GOLD
where	air	0.761	0.710	0.421	A
need	ni	0.757	0.912	0.594	GOLD
off	œuf	0.637	0.961	0.390	A
through	roue	0.732	0.764	0.500	GOLD
three	ri	0.732	0.764	0.607	GOLD
next	textes	0.798	0.938	0.378	A
end	n	0.757	0.962	0.650	GOLD
sure	chair	0.725	0.818	0.213	A
ever	ève	1.000	1.000	0.711	GOLD
few	fou	0.761	0.883	0.442	A
getting	guerre	0.746	0.768	0.389	A
week	hic	0.761	0.893	0.425	A
water	or	0.761	0.712	0.444	A
believe	clive	0.752	0.979	0.380	A
law	lots	0.642	0.970	0.321	A
war	or	0.761	0.710	0.479	GOLD
early	allie	0.710	0.917	0.417	A
else	elle	0.760	0.962	0.660	GOLD
move	mou	0.716	0.912	0.686	GOLD
saw	saut	0.642	0.970	0.338	A
deal	il	0.757	0.893	0.592	GOLD
soon	sou	0.744	0.912	0.511	GOLD
issue	chou	0.766	0.816	0.441	A
view	vous	0.761	0.883	0.346	A
weeks	x	0.815	0.905	0.393	A
forward	for	0.768	0.836	0.480	GOLD
hell	elle	0.766	0.893	0.538	GOLD
events	veine	0.769	0.953	0.434	A
hair	air	0.766	0.710	0.298	A
parts	partent	0.661	0.836	0.514	GOLD
access	accès	0.655	0.911	0.976	GOLD
eye	haï	0.629	0.881	0.333	A
leading	ligne	0.659	0.819	0.618	GOLD
unless	en laisse	0.755	0.918	0.580	GOLD
spend	peine	0.668	0.952	0.414	A
effort	f	0.760	0.962	0.530	GOLD
secret	sic	0.765	0.952	0.545	GOLD
wear	air	0.761	0.710	0.307	A
award	horde	0.764	0.671	0.361	A
offered	ode	0.743	0.893	0.615	GOLD
agreed	gris	0.662	0.671	0.551	A
selling	celle	0.746	0.886	0.222	A
senate	saine	0.767	0.886	0.317	A
neither	ni	0.737	0.912	0.667	GOLD
ill	il	0.642	0.968	0.622	GOLD
warm	ormes	0.815	0.743	0.361	A
moon	mou	0.744	0.912	0.321	A
bodies	baptise	0.732	0.930	0.294	A
feed	fi	0.757	0.912	0.357	A
shoes	chou	0.753	0.912	0.238	A
teach	tige	0.688	0.915	0.421	A
angry	en gris	0.743	0.802	0.417	A
sharing	chair	0.746	0.768	0.177	A
weak	hic	0.761	0.893	0.439	A
bowl	bol	0.706	0.884	0.416	A
neck	nique	0.713	0.953	0.443	A
fields	file	0.763	0.952	0.252	A
teeth	tite	0.710	0.957	0.290	A
roof	ouf	0.753	0.893	0.315	A
causing	cogne	0.656	0.819	0.510	GOLD
raw	rot	0.642	0.718	0.584	GOLD
battery	pari	0.638	0.748	0.217	A
eggs	aise	0.716	0.893	0.342	A
wheel	il	0.761	0.893	0.325	A
coal	col	0.706	0.884	0.266	A
courses	cause	0.765	0.908	0.219	A
loose	loup	0.760	0.912	0.432	A
threw	roue	0.732	0.764	0.421	A
mood	mou	0.757	0.912	0.475	GOLD
horror	or	0.766	0.710	0.449	A
cents	saine	0.769	0.952	0.359	A
divorce	force	0.643	0.801	0.137	A
leather	lès	0.737	0.912	0.446	A
ease	hisse	0.637	0.967	0.463	GOLD
reward	lord	0.733	0.817	0.298	A
shore	chauds	0.753	0.912	0.448	A
teen	fine	0.708	0.947	0.585	GOLD
cure	cour	0.691	0.753	0.438	A
duties	nourri	0.638	0.741	0.484	GOLD
fewer	fou	0.761	0.883	0.358	A
wherever	rêve	0.743	0.741	0.450	GOLD
menu	mène	0.743	0.885	0.319	A
pursue	pou	0.760	0.883	0.488	GOLD
worn	orne	0.691	0.721	0.352	A
rude	roue	0.757	0.704	0.385	A
sooner	sou	0.744	0.912	0.427	A
venue	veine	0.743	0.885	0.541	GOLD
maker	mec	0.706	0.884	0.358	A
shed	chaîne	0.710	0.957	0.464	GOLD
leaf	lie	0.743	0.912	0.272	A
caring	caire	0.746	0.768	0.470	GOLD
depend	peine	0.666	0.953	0.403	A
beings	bise	0.746	0.881	0.538	GOLD
ethics	est x	0.730	0.848	0.373	A
cherry	chérie	0.656	0.757	0.560	GOLD
knees	ni	0.753	0.912	0.352	A
sheriff	chef	0.768	0.832	0.507	GOLD
sends	saine	0.763	0.952	0.387	A
lean	lignes	0.815	0.975	0.537	GOLD
pepper	pep	1.000	1.000	0.368	A
eleven	lève	0.757	0.886	0.512	GOLD
heal	il	0.766	0.893	0.420	A
tends	thèse	0.758	0.908	0.449	A
booth	bout	0.732	0.912	0.436	A
ore	ores	1.000	0.768	0.867	GOLD
tooth	tout	0.732	0.912	0.323	A
cooling	coule	0.746	0.886	0.244	A
elder	elle	0.757	0.962	0.506	GOLD
eager	hic	0.637	0.967	0.628	GOLD
schemes	ski	0.738	0.899	0.204	A
varied	verrez	0.744	0.755	0.538	GOLD
den	n	0.757	0.893	0.922	GOLD
deaf	f	0.757	0.893	0.249	A
neat	ni	0.760	0.912	0.826	GOLD
offset	offset	1.000	0.957	1.000	GOLD
colleague	ligue	0.716	0.777	0.618	GOLD
lawn	laine	0.710	0.950	0.386	A
tumor	tout	0.716	0.912	0.225	A
squeeze	ski	0.665	0.838	0.210	A
es	hisse	0.637	0.967	0.761	GOLD
siege	site	0.676	0.955	0.588	GOLD
lengths	laine	0.637	0.928	0.377	A
offshore	offshore	0.823	0.851	1.000	GOLD
skies	case	0.681	0.881	0.170	A
foolish	foule	0.746	0.886	0.395	A
moss	boss	0.710	0.950	0.151	A
rogue	rogue	0.833	0.721	1.000	GOLD
tomb	tout	0.716	0.912	0.334	A
weaker	hic	0.761	0.893	0.389	A
pg	fidji	0.810	0.937	0.628	GOLD
surf	sauf	0.710	0.950	0.353	A
heel	il	0.766	0.893	0.430	A
skiing	ski	0.746	0.875	0.979	GOLD
thru	roue	0.732	0.764	0.731	GOLD
doom	dôme	0.710	0.950	0.658	GOLD
sticky	ski	0.773	0.791	0.132	A
tearing	terre	0.746	0.768	0.420	A
memoir	mémoire	0.701	0.863	0.616	GOLD
viewer	vous	0.761	0.883	0.482	GOLD
wheeler	il	0.761	0.893	0.294	A
pots	passent	0.696	0.922	0.565	GOLD
shelves	chaise	0.716	0.908	0.375	A
warmer	ormes	0.815	0.743	0.331	A
bind	battent	0.654	0.866	0.402	A
gore	go	0.753	0.912	0.519	GOLD
rm	harem	0.747	0.774	0.411	A
belts	belle	0.769	0.952	0.211	A
seizure	si	0.744	0.912	0.360	A
serum	serbe	0.731	0.785	0.115	A
denies	naze	0.679	0.840	0.406	A
renew	nous	0.753	0.965	0.364	A
prophecy	précis	0.733	0.711	0.485	GOLD
leaking	ligue	0.634	0.866	0.364	A
roar	rare	0.710	0.623	0.332	A
feather	fait	0.737	0.912	0.417	A
preach	prises	0.722	0.769	0.623	GOLD
rabbi	rabat	0.667	0.772	0.166	A
airborne	hermine	0.665	0.773	0.225	A
believer	clive	0.752	0.979	0.290	A
caffeine	cabine	0.702	0.889	0.372	A
chew	chou	0.760	0.965	0.466	GOLD
hare	air	0.766	0.710	0.375	A
dew	doux	1.000	1.000	0.325	A
brains	brise	0.713	0.704	0.257	A
browns	brave	0.695	0.695	0.306	A
millionaire	millénaire	0.710	0.803	0.409	A
expecting	s pectine	0.741	0.933	0.293	A
cited	sarde	0.864	0.813	0.448	A
corridor	corridor	0.729	0.779	1.000	GOLD
spoil	paul	0.681	0.881	0.258	A
skate	skate	0.743	0.861	1.000	GOLD
metaphor	meilleures	0.658	0.695	0.425	A
boiled	bol	0.679	0.881	0.363	A
soul	saule	0.833	0.906	0.406	A
chairman	termine	0.711	0.782	0.412	A
studied	et ides	0.632	0.750	0.448	A
sole	saule	0.833	0.906	0.541	GOLD
shorter	sort	0.668	0.785	0.414	A
bad	bandes	0.700	0.937	0.430	A
run	rhône	0.730	0.798	0.439	A
wrong	rogne	0.730	0.802	0.482	GOLD
girl	gueule	0.710	0.950	0.542	GOLD
son	saine	0.725	0.968	0.688	GOLD
summer	sam	0.730	0.975	0.444	A
rock	rauque	0.700	0.761	0.457	GOLD
sun	saine	0.725	0.968	0.517	GOLD
laws	love	0.700	0.947	0.365	A
shop	chape	0.740	0.987	0.455	GOLD
foot	faites	0.725	0.968	0.401	A
ran	reines	0.710	0.773	0.240	A
fat	faites	0.710	0.950	0.334	A
pull	poule	0.733	0.979	0.352	A
firm	femme	0.710	0.950	0.386	A
cat	quitte	0.710	0.950	0.267	A
sat	cette	0.710	0.950	0.450	GOLD
bush	bouche	0.733	0.979	0.330	A
rob	rab	0.740	0.811	0.551	GOLD
sum	sam	0.730	0.975	0.529	GOLD
cock	cac	0.740	0.987	0.448	A
rubber	rab	0.730	0.798	0.168	A
nerve	neuve	0.690	0.925	0.417	A
runner	rhône	0.730	0.798	0.332	A
curve	cave	0.710	0.950	0.311	A
mud	mode	0.710	0.950	0.095	A
burger	bègue	0.730	0.975	0.283	A
ladder	lad	0.730	0.975	0.340	A
rub	rab	0.730	0.798	0.271	A
purse	passent	0.710	0.950	0.395	A
mod	mande	0.730	0.975	0.790	GOLD
lad	lad	0.730	0.975	1.000	GOLD
dug	dague	0.730	0.975	0.724	GOLD
bash	bâche	0.730	0.975	0.642	GOLD
curb	cob	0.730	0.975	0.274	A
supper	sape	0.730	0.975	0.274	A
knot	nattes	0.740	0.987	0.408	A
calf	caf	0.730	0.975	0.443	A
lag	ligue	0.710	0.950	0.714	GOLD
coss	casse	0.740	0.987	0.701	GOLD
mosh	mâche	0.740	0.987	0.638	GOLD
pom	paume	0.700	0.937	0.731	GOLD
sot	sente	0.730	0.975	0.760	GOLD
pep	pep	1.000	1.000	1.000	GOLD
motte	mate	0.740	0.987	0.532	GOLD
index	index	0.798	0.864	1.000	GOLD
expand	expo	0.730	0.812	0.454	GOLD
execute	excuse	0.728	0.866	0.324	A
farewell	cervelle	0.677	0.873	0.293	A
exempt	existent	0.683	0.821	0.452	GOLD
miles	mal	0.675	0.881	0.385	A
hotel	hôtel	0.738	0.873	0.997	GOLD
count	carte	0.728	0.813	0.523	GOLD
proud	prends	0.663	0.640	0.586	A
counter	carte	0.728	0.813	0.433	A
pride	prends	0.663	0.640	0.532	A
slide	lad	0.681	0.881	0.433	A
mild	mal	0.679	0.881	0.674	GOLD
rage	rage	0.649	0.656	1.000	A
mates	masse	0.651	0.831	0.458	GOLD
spouse	passent	0.681	0.881	0.323	A
oppose	pause	0.677	0.847	0.371	A
spice	passent	0.681	0.881	0.361	A
polite	plate	0.732	0.852	0.249	A
swallow	solo	0.642	0.804	0.401	A
marina	mine	0.675	0.832	0.327	A
spoiled	solde	0.708	0.830	0.477	GOLD
just	geste	0.650	0.950	0.630	GOLD
such	sache	0.688	0.905	0.795	GOLD
must	mate	0.688	0.911	0.562	GOLD
front	francs	0.667	0.662	0.317	A
study	tandis	0.637	0.895	0.521	GOLD
plans	plane	0.650	0.955	0.420	A
teams	type	0.653	0.914	0.266	A
effective	effective	0.726	0.930	1.000	GOLD
believed	blé	0.629	0.865	0.314	A
frank	frac	0.719	0.761	0.620	GOLD
planned	plane	0.653	0.955	0.397	A
promote	promo	0.682	0.809	0.900	GOLD
blocks	blague	0.649	0.948	0.422	A
speaks	x	0.743	0.883	0.411	A
struck	stock	0.729	0.880	0.196	A
trans	traces	0.633	0.748	0.385	A
merely	mairie	0.628	0.771	0.508	GOLD
flood	flot	0.686	0.895	0.341	A
steady	série	0.623	0.763	0.517	GOLD
craft	kraft	0.821	0.833	0.502	GOLD
snake	sec	0.656	0.799	0.257	A
cleared	clair	0.653	0.845	0.581	GOLD
trapped	trappe	0.655	0.803	0.789	GOLD
rifle	rafle	0.732	0.694	0.344	A
beloved	bluff	0.638	0.931	0.375	A
blacks	blague	0.643	0.937	0.470	GOLD
swift	cette	0.648	0.833	0.474	GOLD
stamp	stop	0.683	0.849	0.193	A
spam	sam	0.655	0.892	0.300	A
crashed	christ	0.702	0.777	0.213	A
crushed	crache	0.655	0.803	0.421	A
essence	et s	0.638	0.837	0.626	GOLD
badge	badge	0.785	0.977	1.000	GOLD
cracked	crack	0.655	0.803	0.915	GOLD
pillow	plot	0.685	0.789	0.263	A
midst	mette	0.656	0.910	0.706	GOLD
misery	mais ri	0.741	0.840	0.387	A
crashes	crise	0.707	0.739	0.451	GOLD
teammate	timide	0.707	0.875	0.362	A
cheeks	x	0.743	0.883	0.490	GOLD
grams	gramme	0.650	0.814	0.817	GOLD
bricks	boxes	0.706	0.837	0.326	A
spelled	pelle	0.668	0.952	0.584	GOLD
trader	très	0.666	0.658	0.426	A
brewing	brunes	0.643	0.701	0.425	A
tray	très	0.706	0.672	0.440	A
grabs	grappe	0.638	0.796	0.360	A
macro	macro	0.719	0.782	1.000	GOLD
lying	lac	0.640	0.805	0.201	A
china	tchad	0.720	0.827	0.378	A
prints	prince	0.727	0.729	0.180	A
baker	bec	0.706	0.884	0.496	GOLD
glorious	glorieux	0.716	0.763	0.950	GOLD
rope	robes	0.702	0.706	0.296	A
proceeds	précise	0.721	0.765	0.483	GOLD
exceptions	excepté	0.713	0.845	0.724	GOLD
bake	bec	0.706	0.884	0.416	A
play	plaie	0.706	0.878	0.630	GOLD
case	caisse	0.706	0.884	0.500	GOLD
face	fesse	0.706	0.884	0.534	GOLD
died	date	0.702	0.891	0.251	A
player	plaie	0.706	0.878	0.532	GOLD
vote	votent	0.833	0.906	0.955	GOLD
paper	pep	0.706	0.884	0.442	A
boys	boss	0.702	0.891	0.189	A
boat	bottes	0.706	0.884	0.564	GOLD
fail	file	0.702	0.879	0.350	A
solar	saule	0.833	0.906	0.735	GOLD
bone	bonne	0.706	0.884	0.294	A
tape	type	0.702	0.879	0.199	A
fate	faites	0.706	0.884	0.529	GOLD
tiger	tag	0.833	0.906	0.354	A
pays	pause	0.683	0.853	0.334	A
powder	pat	0.722	0.868	0.416	A
powered	pat	0.722	0.868	0.432	A
folk	phoque	0.833	0.906	0.515	GOLD
laser	lise	0.702	0.879	0.339	A
layers	lise	0.702	0.879	0.318	A
void	vote	0.702	0.891	0.301	A
lace	laisse	0.706	0.884	0.418	A
roommate	roumain	0.711	0.741	0.190	A
vein	veine	0.706	0.884	0.794	GOLD
vain	veine	0.706	0.884	0.542	GOLD
lays	lise	0.702	0.879	0.491	GOLD
mole	môle	0.833	0.906	0.496	GOLD
veil	ville	0.702	0.879	0.437	A
sheik	chèque	0.706	0.884	0.318	A
sheikh	chèque	0.706	0.884	0.344	A
drops	drape	0.661	0.827	0.279	A
screens	crise	0.717	0.771	0.194	A
props	prends	0.631	0.699	0.534	A
salute	cela	0.710	0.792	0.700	GOLD
land	lad	0.676	0.911	0.563	GOLD
dark	arc	0.693	0.730	0.329	A
standard	stade	0.705	0.900	0.537	GOLD
pollution	pelouse	0.729	0.826	0.424	A
wrap	rap	0.730	0.798	0.193	A
lap	lippe	0.710	0.950	0.537	GOLD
stairs	thèse	0.665	0.908	0.366	A
rap	rap	0.730	0.798	1.000	GOLD
complexity	complexe	0.712	0.857	0.540	GOLD
rapper	rap	0.730	0.798	0.836	GOLD
monk	mac	0.655	0.905	0.139	A
strand	stade	0.703	0.849	0.513	GOLD
bock	bac	0.740	0.987	0.671	GOLD
tosh	tâche	0.740	0.987	0.426	A
sexual	sexuelle	0.716	0.923	0.968	GOLD
pregnant	prenait	0.634	0.740	0.324	A
processes	précise	0.652	0.805	0.481	GOLD
experiments	s permette	0.638	0.817	0.398	A
guided	garde	0.730	0.834	0.606	GOLD
strive	staff	0.635	0.817	0.394	A
contests	on test	0.638	0.764	0.483	GOLD
trying	trahi	0.698	0.746	0.537	GOLD
child	tchad	0.791	0.886	0.302	A
placed	plate	0.711	0.841	0.369	A
approved	prouvent	0.718	0.743	0.464	GOLD
detail	dit elle	0.725	0.863	0.485	GOLD
shame	chaume	0.683	0.853	0.454	GOLD
formula	formelle	0.729	0.794	0.570	GOLD
crimes	crame	0.730	0.727	0.262	A
lowest	liste	0.702	0.785	0.379	A
minority	maori	0.728	0.672	0.261	A
racial	réel	0.696	0.761	0.344	A
dual	duel	0.670	0.963	0.344	A
grades	grise	0.721	0.716	0.246	A
stroke	stock	0.720	0.811	0.230	A
safely	et lie	0.641	0.770	0.281	A
clouds	classe	0.721	0.873	0.174	A
planes	plaise	0.715	0.867	0.359	A
proteins	précise	0.636	0.741	0.282	A
tribes	trappe	0.718	0.714	0.303	A
frames	fraises	0.698	0.708	0.078	A
blamed	blâme	0.626	0.841	0.902	GOLD
plains	plaise	0.715	0.867	0.581	GOLD
verify	verra	0.725	0.753	0.502	GOLD
crowds	crise	0.697	0.659	0.281	A
graves	grèves	0.637	0.720	0.223	A
foremost	former	0.728	0.749	0.625	GOLD
chased	geste	0.629	0.844	0.468	GOLD
grapes	grèce	0.698	0.720	0.305	A
digest	d geste	0.783	0.909	0.390	A
grains	grise	0.713	0.716	0.436	A
local	local	0.708	0.867	1.000	GOLD
schools	coule	0.665	0.952	0.239	A
liked	lac	0.681	0.881	0.367	A
split	plainte	0.643	0.934	0.311	A
arrival	rafle	0.720	0.668	0.435	A
believes	blé	0.626	0.865	0.284	A
punch	patch	0.736	0.913	0.363	A
define	fan	0.679	0.840	0.331	A
belongs	bloc	0.717	0.919	0.556	GOLD
divine	vannes	0.679	0.840	0.489	GOLD
rival	rafle	0.720	0.681	0.320	A
skilled	guilde	0.645	0.937	0.474	GOLD
tweeted	tir	0.668	0.780	0.387	A
fridge	frais	0.646	0.699	0.304	A
desires	des as	0.631	0.863	0.498	GOLD
blogs	blague	0.656	0.966	0.506	GOLD
doubts	date	0.681	0.881	0.248	A
cheated	tir	0.641	0.780	0.313	A
feeds	fine	0.668	0.934	0.248	A
queer	caire	0.689	0.749	0.479	GOLD
premiums	primé	0.709	0.755	0.274	A
blink	bloc	0.695	0.870	0.341	A
juicy	souci	0.720	0.888	0.534	GOLD
scares	caire	0.665	0.862	0.447	A
stupid	stupide	0.696	0.935	0.991	GOLD
traffic	traque	0.709	0.677	0.396	A
existing	existent	0.710	0.865	0.674	GOLD
uniform	on formes	0.727	0.664	0.363	A
graphic	grec	0.699	0.696	0.422	A
fabric	fabrique	0.696	0.847	0.421	A
static	stick	0.704	0.800	0.410	A
tablet	tablette	0.694	0.932	0.708	GOLD
critic	crique	0.738	0.680	0.501	A
granite	gratte	0.709	0.688	0.421	A
fascist	fasciste	0.676	0.897	0.982	GOLD
defects	affect	0.666	0.835	0.468	GOLD
tactic	tactique	0.696	0.934	0.938	GOLD
organize	organise	0.693	0.796	0.830	GOLD
dressing	dressing	0.725	0.842	1.000	GOLD
superman	souper	0.684	0.858	0.025	A
fond	fade	0.684	0.922	0.822	GOLD
cunt	côtes	0.676	0.905	0.544	GOLD
louder	lad	0.833	0.906	0.377	A
cans	case	0.676	0.905	0.375	A
ripe	rap	0.833	0.721	0.312	A
guarantee	garantie	0.670	0.843	0.936	GOLD
km	crème	0.717	0.735	0.300	A
regard	garde	0.656	0.842	0.585	GOLD
slight	light	0.633	0.811	0.449	A
trauma	rome	0.681	0.738	0.268	A
markers	marque	0.656	0.836	0.586	GOLD
remark	marque	0.656	0.829	0.707	GOLD
good	gode	0.730	0.975	0.863	GOLD
took	toc	0.730	0.975	0.685	GOLD
song	sonne	0.725	0.973	0.467	GOLD
hall	col	0.690	0.925	0.641	GOLD
dinner	dîne	0.733	0.979	0.388	A
technical	technique	0.706	0.870	0.759	GOLD
bob	bob	0.681	0.912	1.000	GOLD
theme	cime	0.710	0.950	0.450	GOLD
yep	hep	0.761	0.893	0.700	GOLD
explaining	explique	0.716	0.791	0.886	GOLD
pub	pub	0.725	0.968	1.000	GOLD
bin	bine	0.733	0.979	0.586	GOLD
tourist	triste	0.685	0.712	0.427	A
southeast	assiste	0.682	0.796	0.360	A
fig	figues	0.733	0.979	0.874	GOLD
demon	hymne	0.665	0.819	0.244	A
heck	chèque	0.661	0.887	0.414	A
haul	col	0.690	0.925	0.602	GOLD
rig	reg	0.730	0.798	0.545	GOLD
polo	polo	0.773	0.838	1.000	GOLD
lib	limbes	0.710	0.950	0.290	A
systemic	système	0.710	0.876	0.497	GOLD
deem	dîme	1.000	1.000	0.774	GOLD
start	tarte	0.661	0.836	0.233	A
research	roche	0.657	0.777	0.445	A
page	page	0.649	0.831	1.000	GOLD
race	race	0.683	0.668	1.000	A
female	final	0.677	0.822	0.381	A
focus	fox	0.639	0.833	0.303	A
growing	grogne	0.633	0.673	0.383	A
claims	close	0.675	0.818	0.239	A
smart	smart	0.827	0.865	1.000	GOLD
ladies	les use	0.687	0.851	0.480	GOLD
crying	crâne	0.723	0.677	0.405	A
bible	babel	0.719	0.880	0.576	GOLD
riding	radine	0.629	0.768	0.381	A
assault	sol	0.664	0.885	0.266	A
avenue	avenues	0.643	0.918	0.912	GOLD
derived	drive	0.704	0.764	0.250	A
drives	drive	0.702	0.748	0.950	GOLD
climb	clame	0.864	0.908	0.456	GOLD
bronze	base	0.649	0.841	0.198	A
trophy	trophée	0.719	0.770	0.952	GOLD
charm	terme	0.689	0.718	0.426	A
spark	parcs	0.661	0.836	0.290	A
motive	morve	0.645	0.747	0.652	GOLD
perspectives	spectre	0.668	0.865	0.437	A
blades	blesse	0.628	0.854	0.123	A
maple	métal	0.678	0.832	0.262	A
boycott	boycott	0.667	0.858	1.000	GOLD
bypass	baba	0.643	0.833	0.255	A
drying	drague	0.714	0.682	0.425	A
coping	copine	0.629	0.867	0.442	A
erase	race	0.683	0.665	0.389	A
directly	d lie	0.669	0.844	0.482	GOLD
recommend	remède	0.706	0.773	0.416	A
screaming	crimée	0.656	0.796	0.363	A
breasts	presse	0.715	0.804	0.300	A
profound	profane	0.658	0.825	0.555	GOLD
designing	design	0.684	0.844	0.959	GOLD
forums	forums	0.704	0.787	1.000	GOLD
recalls	rigole	0.704	0.828	0.467	GOLD
accepting	accepte	0.707	0.873	0.950	GOLD
report	porte	0.652	0.822	0.487	GOLD
status	star	0.629	0.768	0.409	A
aspects	apex	0.684	0.858	0.478	GOLD
script	script	0.849	0.850	1.000	GOLD
risks	rixe	0.748	0.764	0.386	A
sacrifice	surface	0.686	0.792	0.292	A
emperor	être	0.633	0.796	0.550	GOLD
attract	et actes	0.628	0.828	0.473	GOLD
mixture	mixte	0.687	0.962	0.919	GOLD
clips	clip	0.657	0.959	0.907	GOLD
recalled	col	0.663	0.953	0.394	A
secular	cycle	0.626	0.851	0.178	A
popped	pâte	0.662	0.917	0.537	GOLD
vaccines	vaccine	0.744	0.932	0.982	GOLD
balloons	blouse	0.714	0.849	0.165	A
started	stade	0.712	0.906	0.605	GOLD
learned	laide	0.676	0.911	0.600	GOLD
produce	prusse	0.711	0.755	0.386	A
profit	profite	0.681	0.831	0.679	GOLD
roman	romaine	0.719	0.782	0.819	GOLD
saint	cette	0.656	0.860	0.476	GOLD
fiscal	fiscale	0.687	0.922	0.939	GOLD
blown	bleu	0.654	0.848	0.413	A
colony	colonie	0.670	0.906	0.992	GOLD
prophet	profite	0.681	0.831	0.399	A
sq	est coup	0.670	0.824	0.694	GOLD
faint	faites	0.656	0.860	0.322	A
trade	très	0.666	0.658	0.402	A
stage	stage	0.709	0.841	1.000	GOLD
prices	phrase	0.628	0.713	0.267	A
stated	stade	0.707	0.841	0.689	GOLD
email	mail	0.649	0.869	0.904	GOLD
breaks	breaks	0.725	0.831	1.000	GOLD
plates	place	0.711	0.841	0.352	A
flights	place	0.627	0.872	0.287	A
loyal	lille	0.630	0.772	0.387	A
bases	baise	0.669	0.860	0.333	A
diary	tarit	0.667	0.754	0.439	A
crowded	grade	0.638	0.724	0.248	A
brakes	breaks	0.725	0.831	0.362	A
climbed	clame	0.733	0.886	0.442	A
ropes	robes	0.666	0.691	0.327	A
game	gamme	0.683	0.853	0.504	GOLD
voice	vote	0.683	0.875	0.398	A
shown	chaude	0.683	0.875	0.522	GOLD
mouth	masse	0.683	0.875	0.328	A
bridge	bridge	0.823	0.837	1.000	GOLD
raise	rose	0.663	0.642	0.324	A
fixed	textes	0.713	0.936	0.420	A
powers	passent	0.702	0.891	0.397	A
phase	phase	0.683	0.853	1.000	GOLD
solo	solo	0.773	0.838	1.000	GOLD
favor	fèves	0.706	0.884	0.669	GOLD
survive	savent	0.647	0.789	0.528	GOLD
structures	stretch	0.702	0.782	0.244	A
carefully	conflit	0.662	0.793	0.407	A
rugby	rugby	0.786	0.795	1.000	GOLD
lawyers	lors	0.673	0.853	0.377	A
pope	pop	0.706	0.884	0.217	A
fame	femme	0.683	0.853	0.603	GOLD
blast	blé	0.657	0.874	0.329	A
cape	cap	0.683	0.853	0.423	A
celebrity	célèbre	0.697	0.832	0.736	GOLD
nope	nappe	0.683	0.853	0.528	GOLD
toys	thèse	0.683	0.853	0.316	A
pussy	psy	0.818	0.843	0.304	A
trips	trip	0.657	0.806	0.962	GOLD
cave	cave	0.683	0.853	1.000	GOLD
deemed	dîme	0.812	0.975	0.510	GOLD
soap	sauf	0.683	0.875	0.306	A
abstract	as tracts	0.694	0.853	0.422	A
mason	mécène	0.719	0.880	0.537	GOLD
rebel	règle	0.707	0.683	0.407	A
slim	slip	0.643	0.923	0.453	GOLD
cope	cap	0.683	0.853	0.354	A
rays	rose	0.663	0.642	0.378	A
goat	goutte	0.683	0.853	0.328	A
machinery	machinerie	0.859	0.853	0.888	GOLD
poker	pac	0.683	0.853	0.253	A
sally	sali	0.785	0.941	0.779	GOLD
consist	consiste	0.684	0.911	0.850	GOLD
miners	man	0.675	0.881	0.365	A
spine	panne	0.681	0.881	0.427	A
nursery	nazis	0.627	0.879	0.209	A
vague	vague	0.683	0.853	1.000	GOLD
structured	stretch	0.704	0.782	0.304	A
foam	femme	0.683	0.853	0.324	A
cane	cane	0.683	0.853	1.000	GOLD
pinch	pêche	0.648	0.885	0.432	A
shrine	chaîne	0.633	0.745	0.334	A
thrive	rave	0.659	0.731	0.512	GOLD
clicks	clic	0.657	0.959	0.842	GOLD
razor	rose	0.663	0.642	0.204	A
severity	verrerie	0.833	0.696	0.443	A
vogue	vogue	0.833	0.906	1.000	GOLD
minors	man	0.675	0.881	0.287	A
cliffs	classe	0.700	0.852	0.219	A
extensions	externe	0.707	0.804	0.378	A
suspend	semaines	0.666	0.859	0.294	A
dog	dague	0.740	0.987	0.485	GOLD
subject	abject	0.722	0.865	0.553	GOLD
generally	on relie	0.725	0.763	0.561	GOLD
comedy	comédies	0.670	0.906	0.912	GOLD
stable	stables	0.679	0.815	0.569	GOLD
presents	princesse	0.640	0.801	0.279	A
knock	nac	0.740	0.987	0.410	A
frequent	fréquente	0.652	0.787	0.825	GOLD
staple	stables	0.670	0.804	0.378	A
referenced	retraite	0.694	0.714	0.299	A
go	go	0.786	0.898	1.000	GOLD
both	beauf	0.681	0.874	0.504	GOLD
area	errer	0.702	0.661	0.526	A
community	connerie	0.697	0.678	0.431	A
percent	peine	0.669	0.898	0.422	A
labor	limbes	0.683	0.853	0.212	A
