seed	hops	quality	loop
rental	4	0.832	en:rental ~ en:rented ≈ fr:reines ~ fr:reine ≈ en:rent
rental	5	0.849	en:rental ~ en:rented ≈ fr:reines ~ fr:reine ≈ en:rent ~ en:renter
rested	4	0.883	en:rested ~ en:resting ≈ fr:reste ~ fr:restez ≈ en:rest
rested	4	0.879	en:rested ~ en:resting ≈ fr:reste ~ fr:rester ≈ en:rest
resting	4	0.898	en:resting ~ en:rested ≈ fr:reste ~ fr:restez ≈ en:rest
resting	4	0.894	en:resting ~ en:rested ≈ fr:reste ~ fr:rester ≈ en:rest
retail	4	0.965	en:retail ~ en:retailer ≈ fr:rient ailé ~ fr:rient hélas ≈ en:retailers
retail	4	0.911	en:retail ~ fr:stores ≈ en:store ~ fr:store ≈ en:stores
retailer	3	0.966	en:retailer ≈ fr:rient ailé ~ fr:rient hélas ≈ en:retailers
retailer	4	0.916	en:retailer ~ en:store ≈ fr:stores ~ en:stores ≈ fr:store
retailers	4	0.917	en:retailers ~ fr:stores ≈ en:store ~ fr:store ≈ en:stores
retailers	4	0.908	en:retailers ~ fr:stores ≈ en:store ~ en:stores ≈ fr:store
retention	4	0.849	en:retention ≈ fr:ricin chaîne ~ fr:d un chaîne ≈ en:detention = fr:rétention
ride	4	0.939	en:ride ~ fr:ride ≈ en:read ~ en:reads ≈ fr:rides
ride	4	0.926	en:ride ~ fr:rides ≈ en:read ~ en:reads ≈ fr:ride
riding	4	0.922	en:riding ~ fr:rides ≈ en:read ~ en:reads ≈ fr:ride
riding	4	0.915	en:riding ~ fr:ride ≈ en:read ~ en:reads ≈ fr:rides
road	5	0.927	en:road = fr:route ≈ en:routes ~ en:route ≈ fr:routes = en:roads
road	5	0.844	en:road = fr:route ≈ en:rooted ~ en:roots ≈ fr:routes = en:roads
rode	5	0.927	en:rode ~ fr:ride ≈ en:reed ~ en:reedy ≈ fr:rider ~ en:riding
rode	5	0.916	en:rode ~ fr:ride ≈ en:read ~ en:reads ≈ fr:rides ~ en:ride
role	3	0.944	en:role ≈ fr:roll ~ en:roll ≈ fr:rôles
role	3	0.944	en:role ≈ fr:roll ~ en:roll ≈ fr:rôle
roles	4	0.953	en:roles ~ en:role ≈ fr:roll ~ en:roll ≈ fr:rôles
roles	4	0.953	en:roles ~ en:role ≈ fr:roll ~ en:roll ≈ fr:rôle
roll	5	0.918	en:roll ~ fr:roll ≈ en:role ~ fr:rôles ≈ en:rolled ~ en:rolle
roll	5	0.918	en:roll ~ fr:roll ≈ en:role ~ fr:rôles ≈ en:rolled ~ fr:rolle
rolls	4	0.935	en:rolls ~ fr:roll ≈ en:role ~ fr:rôle ≈ en:roll
rolls	4	0.934	en:rolls ~ fr:roll ≈ en:role ~ fr:rôles ≈ en:roll
root	4	0.922	en:root ≈ fr:routes ~ fr:route ≈ en:roots = fr:racines
root	4	0.922	en:root ≈ fr:routes ~ fr:route ≈ en:roots = fr:racine
rooter	5	0.921	en:rooter ~ en:root ≈ fr:routes ~ fr:route ≈ en:roots ~ en:rooth
rooter	5	0.921	en:rooter ~ en:root ≈ fr:routes ~ fr:route ≈ en:roots ~ fr:rooth
rooters	5	0.906	en:rooters ~ en:root ≈ fr:routes ~ fr:route ≈ en:roots ~ en:rooth
rooters	5	0.906	en:rooters ~ en:root ≈ fr:routes ~ fr:route ≈ en:roots ~ fr:rooth
rooting	5	0.911	en:rooting ~ en:root ≈ fr:routes ~ fr:route ≈ en:roots ~ en:rooth
rooting	5	0.911	en:rooting ~ en:root ≈ fr:routes ~ fr:route ≈ en:roots ~ fr:rooth
roots	5	0.889	en:roots ~ en:rooted ≈ fr:route ~ fr:routes ≈ en:root = fr:racines
roots	5	0.889	en:roots ~ en:rooted ≈ fr:route ~ fr:routes ≈ en:root = fr:racine
route	3	0.927	en:route ≈ fr:routes ~ en:routes ≈ fr:route
route	3	0.912	en:route ≈ fr:routes ~ fr:route ≈ en:routes
routeing	4	0.931	en:routeing ~ fr:routes ≈ en:route ~ fr:route ≈ en:routes
routeing	4	0.928	en:routeing ~ en:route ≈ fr:routes ~ en:routes ≈ fr:route
routers	4	0.889	en:routers ~ fr:routes ≈ en:route ~ fr:route ≈ en:routes
routers	5	0.831	en:routers ~ fr:routes ≈ en:fruit ~ en:fruits ≈ fr:route ~ en:routes
routes	4	0.856	en:routes ~ fr:routes ≈ en:fruit ~ en:fruits ≈ fr:route
routes	4	0.843	en:routes = fr:routes ≈ en:fruit ~ en:fruits ≈ fr:route
rugby	4	0.900	en:rugby ~ en:sports ≈ fr:spots ~ fr:spot ≈ en:sport
rugby	4	0.900	en:rugby ~ en:sports ≈ fr:spot ~ fr:spots ≈ en:sport
rule	4	0.933	en:rule ≈ fr:roule ~ fr:roulé ≈ en:ruler = fr:règle
rule	4	0.933	en:rule ≈ fr:roule ~ fr:roulé ≈ en:ruler = fr:règle
ruler	4	0.931	en:ruler ≈ fr:roule ~ fr:roulé ≈ en:rule ~ fr:règle
ruler	4	0.930	en:ruler ≈ fr:roule ~ fr:roulé ≈ en:rule ~ en:regel
sale	5	0.931	en:sale = fr:soldes ≈ en:salt = fr:sel ≈ en:sell ~ en:sells
sale	5	0.928	en:sale = fr:soldes ≈ en:salt = fr:sel ≈ en:sell ~ en:selling
scene	3	0.919	en:scene ≈ fr:seines ~ fr:seine ≈ en:scenes
scene	4	0.931	en:scene ≈ fr:seines ~ fr:seine ≈ en:scenes ~ fr:scènes
score	4	0.871	en:score ~ fr:scores ≈ en:scored ~ fr:score ≈ en:scores
score	4	0.893	en:score ~ fr:score ≈ en:scores ~ fr:scores ≈ en:scored
scored	4	0.864	en:scored ~ en:score ≈ fr:scores ~ en:scores ≈ fr:score
scored	4	0.875	en:scored ~ fr:scores ≈ en:scores ~ en:score ≈ fr:score
scores	4	0.894	en:scores ~ fr:scores ≈ en:scored ~ fr:score ≈ en:score
scores	4	0.894	en:scores ~ fr:scores ≈ en:scored ~ en:score ≈ fr:score
scream	5	0.870	en:scream = fr:crier ≈ en:create = fr:crée ≈ en:cry ~ fr:crie
seas	5	0.953	en:seas ~ en:seizes ≈ fr:scies aise ~ fr:scies ≈ en:si ~ fr:sse
seas	6	0.939	en:seas ≈ fr:sise ~ fr:sises ≈ en:sees ~ en:seen ≈ fr:si ~ fr:sse
sec	6	0.930	en:sec ≈ fr:secs ~ fr:secs ides ≈ en:succeed ~ en:success ≈ fr:secs ace ~ en:secs
secondary	4	0.924	en:secondary ≈ fr:déconnent ri ~ fr:déconnent lis ≈ en:secondly ~ en:secondment
secondary	4	0.919	en:secondary ≈ fr:déconnent ri ~ fr:déconnent lis ≈ en:secondly ~ en:segundo
secs	4	0.948	en:secs ~ fr:secs ides ≈ en:succeed ~ en:success ≈ fr:secs ace
secs	5	0.916	en:secs ~ fr:secs ides ≈ en:succeed ~ en:success ≈ fr:secs ace ~ fr:secs
sect	4	0.888	en:sect ~ fr:secte ≈ en:sext ~ en:sex ≈ fr:sectes
sect	4	0.878	en:sect = fr:secte ≈ en:sext ~ en:sex ≈ fr:sectes
seem	3	0.919	en:seem ≈ fr:cimes ~ fr:cime ≈ en:seemed
seem	3	0.918	en:seem ≈ fr:cimes ~ fr:cime ≈ en:seems
seemed	4	0.919	en:seemed ~ en:seem ≈ fr:cimes ~ fr:cime ≈ en:seems
seemed	4	0.921	en:seemed ~ en:seems ≈ fr:cime ~ fr:cimes ≈ en:seem
seems	4	0.926	en:seems ~ en:seem ≈ fr:cimes ~ fr:cime ≈ en:seemed
seems	4	0.922	en:seems ~ en:seemed ≈ fr:cime ~ fr:cimes ≈ en:seem
seen	6	0.907	en:seen ~ en:sees ≈ fr:assise = en:seated ≈ fr:scient aide ~ fr:scient ≈ en:see
seller	4	0.934	en:seller ≈ fr:celle ~ fr:cellule ≈ en:sell = fr:vendre
sellers	4	0.929	en:sellers ~ en:seller ≈ fr:celle ~ fr:cellule ≈ en:sell
sellers	4	0.862	en:sellers ~ en:selling ≈ fr:celle ~ fr:cellule ≈ en:sell
selling	4	0.891	en:selling ~ en:sells ≈ fr:celle ~ fr:cellule ≈ en:sell
selling	4	0.861	en:selling ~ en:sale ≈ fr:celle ~ fr:cellule ≈ en:sell
sells	4	0.876	en:sells ~ en:selling ≈ fr:celle ~ fr:cellule ≈ en:sell
sells	4	0.857	en:sells ~ en:sale ≈ fr:celle ~ fr:cellule ≈ en:sell
sen	4	0.916	en:sen ≈ fr:scène = en:scene ≈ fr:si ~ en:se
sen	4	0.916	en:sen ≈ fr:scène = en:scene ≈ fr:si ~ fr:se
set	3	0.927	en:set ≈ fr:sets ~ en:sets ≈ fr:set
set	3	0.886	en:set ≈ fr:sets ~ fr:set ≈ en:sets
setter	3	0.957	en:setter ≈ fr:synthé ~ fr:synthèse ≈ en:setters
setter	4	0.953	en:setter ≈ fr:synthé ~ fr:synthèse ≈ en:setters ~ fr:setter
setters	4	0.903	en:setters ~ fr:sets ≈ en:set ~ fr:set ≈ en:sets
setters	4	0.903	en:setters ~ en:sets ≈ fr:set ~ en:set ≈ fr:sets
sex	4	0.914	en:sex ≈ fr:sex ~ en:sexual ≈ fr:sexuelle ~ fr:sexuellement
sex	5	0.910	en:sex ≈ fr:sex ~ en:sext ≈ fr:secte ~ en:sect ≈ fr:sexe
sexed	4	0.878	en:sexed ~ en:sext ≈ fr:secte ~ fr:sectes ≈ en:sex
sexed	4	0.868	en:sexed ~ en:sex ≈ fr:sectes ~ fr:secte ≈ en:sext
sext	4	0.897	en:sext ~ en:sex ≈ fr:sexy ~ en:sexy ≈ fr:sexe
sext	4	0.885	en:sext ~ en:sex ≈ fr:sexy = en:sexy ≈ fr:sexe
sexual	5	0.893	en:sexual ~ fr:sexuelle ≈ en:sexually ~ en:sex ≈ fr:sexe ~ fr:sexuel
sexual	5	0.893	en:sexual ~ fr:sexuelle ≈ en:sexually ~ en:sex ≈ fr:sexe ~ fr:sexuel
sexually	5	0.918	en:sexually ~ en:sex ≈ fr:sex ~ en:sexual ≈ fr:sexuelle ~ fr:sexuellement
sexually	5	0.910	en:sexually ~ en:sex ≈ fr:sexy ~ en:sexy ≈ fr:sexe ~ fr:sex
share	3	0.924	en:share ≈ fr:chères ~ fr:chère ≈ en:shared
share	3	0.924	en:share ≈ fr:chère ~ fr:chères ≈ en:shared
sheered	4	0.831	en:sheered ~ en:sharply ≈ fr:chie pli ~ fr:chie ≈ en:sheer
sheered	5	0.836	en:sheered ~ en:sharply ≈ fr:chie pli ~ fr:chie ≈ en:sheer ~ fr:sévèrement
sheik	5	0.858	en:sheik = fr:cheik ≈ en:check = fr:chèque ≈ en:shekel ~ fr:sheol
sheik	5	0.858	en:sheik = fr:cheik ≈ en:check = fr:chèque ≈ en:shekel ~ en:sheol
sheikh	5	0.867	en:sheikh = fr:cheik ≈ en:check = fr:chèque ≈ en:sheik = fr:cheikh
sheikh	5	0.867	en:sheikh = fr:cheik ≈ en:cheque = fr:chèque ≈ en:sheik = fr:cheikh
shoot	3	0.873	en:shoot ≈ fr:shootes ~ en:shoots ≈ fr:shoots
shoot	3	0.873	en:shoot ≈ fr:shootes ~ fr:shoots ≈ en:shoots
shoot ease	4	0.873	en:shoot ease ~ fr:shoot ≈ en:chute ~ fr:chute ≈ en:shoot
shoot ease	4	0.845	en:shoot ease ~ en:shoot ≈ fr:shootes ~ en:shoots ≈ fr:shoots
shoot esse	4	0.898	en:shoot esse ~ fr:shoot ≈ en:chute ~ fr:chute ≈ en:shoot
shoot esse	4	0.891	en:shoot esse ~ fr:shoote ≈ en:chute ~ fr:chute ≈ en:shoot
shoot iffy	4	0.880	en:shoot iffy ~ fr:shoot ≈ en:chute ~ fr:chute ≈ en:shoot
shoot iffy	5	0.900	en:shoot iffy ~ fr:shoot ≈ en:chute ~ fr:chute ≈ en:shoot ~ fr:shoote
shooting	5	0.928	en:shooting ~ fr:shootes ≈ en:chute ~ fr:chute ≈ en:shoot = fr:tirer
shoots	4	0.933	en:shoots ~ fr:shoots ≈ en:chute ~ fr:chute ≈ en:shoot
shoots	4	0.926	en:shoots ~ fr:shootes ≈ en:chute ~ fr:chute ≈ en:shoot
shore	5	0.861	en:shore = fr:rive ≈ en:receive ~ en:receives ≈ fr:rives = en:shores
shout	5	0.870	en:shout = fr:crier ≈ en:create = fr:crée ≈ en:cry ~ fr:crie
showed	5	0.853	en:showed ~ en:shown ≈ fr:chaude ~ fr:chauds ≈ en:show = fr:montrer
showed	5	0.852	en:showed ~ en:shown ≈ fr:chaude ~ fr:chaud ≈ en:show = fr:montrer
sick	6	0.940	en:sick ~ en:sicked ≈ fr:secte ~ fr:sectes ≈ en:sex ~ fr:sexe ≈ en:sicks
sick	6	0.935	en:sick ~ en:sicked ≈ fr:secte ~ fr:sectes ≈ en:sex = fr:sexe ≈ en:sicks
sicked	5	0.934	en:sicked ≈ fr:secte ~ fr:sectes ≈ en:sex ~ fr:sexe ≈ en:sicks
sicked	5	0.928	en:sicked ≈ fr:secte ~ fr:sectes ≈ en:sex = fr:sexe ≈ en:sicks
sicken	6	0.936	en:sicken ~ en:sicked ≈ fr:secte ~ fr:sectes ≈ en:sex ~ fr:sexe ≈ en:sicks
sicken	6	0.934	en:sicken ~ en:sicks ≈ fr:sexe ~ en:sex ≈ fr:sectes ~ fr:secte ≈ en:sicked
sicks	5	0.934	en:sicks ≈ fr:sexe ~ en:sex ≈ fr:sectes ~ fr:secte ≈ en:sicked
sicks	5	0.928	en:sicks ≈ fr:sexe = en:sex ≈ fr:sectes ~ fr:secte ≈ en:sicked
sketch	3	0.949	en:sketch ≈ fr:sketchs ~ en:sketches ≈ fr:sketch
sketch	3	0.943	en:sketch ≈ fr:sketchs ~ fr:sketch ≈ en:sketches
sketches	4	0.895	en:sketches ~ en:sketch ≈ fr:scotch ~ en:scotch ≈ fr:sketch
sketches	4	0.895	en:sketches ~ fr:sketch ≈ en:scotch ~ fr:scotch ≈ en:sketch
ski	3	0.904	en:ski ≈ fr:skis ~ en:skiing ≈ fr:ski
ski	3	0.876	en:ski ≈ fr:skie ~ en:skid ≈ fr:ski
skies	5	0.942	en:skies ~ fr:skies ≈ en:ski ~ en:skiing ≈ fr:ski ~ fr:skien
skies	5	0.942	en:skies ~ fr:skies ≈ en:ski ~ en:skiing ≈ fr:ski ~ en:skien
skiing	4	0.902	en:skiing ~ en:ski ≈ fr:skie ~ en:skid ≈ fr:ski
skiing	5	0.918	en:skiing ~ en:ski ≈ fr:skie ~ en:skid ≈ fr:ski ~ fr:skien
slavery	4	0.819	en:slavery ~ fr:slaves ≈ en:slave ~ fr:slave ≈ en:slaves
slavery	4	0.806	en:slavery ~ fr:slaves ≈ en:slave = fr:slave ≈ en:slaves
sold	4	0.886	en:sold ~ en:sells ≈ fr:celle ~ fr:cellule ≈ en:sell
sold	5	0.896	en:sold ~ en:sells ≈ fr:celle ~ fr:cellule ≈ en:sell ~ fr:vendue
sort	3	0.884	en:sort ≈ fr:sortent ~ en:sorted ≈ fr:sort
sort	3	0.884	en:sort ≈ fr:sortent ~ en:sorted ≈ fr:sort
sorted	4	0.865	en:sorted ~ fr:sort ≈ en:sortie ~ fr:sortie ≈ en:sort
sorted	4	0.858	en:sorted ~ fr:sort ≈ en:sortie ~ fr:sorties ≈ en:sort
souped arse	4	0.941	en:souped arse ~ en:soupy ≈ fr:souper ~ en:soup ≈ fr:soupe
souped arse	4	0.941	en:souped arse ~ en:soupy ≈ fr:souper ~ fr:soupe ≈ en:soup
soupy	3	0.964	en:soupy ≈ fr:souper ~ en:soup ≈ fr:soupe
soupy	3	0.964	en:soupy ≈ fr:souper ~ fr:soupe ≈ en:soup
southwest	3	0.914	en:southwest ≈ fr:cent ouest ~ fr:nœud ouest ≈ en:northwest
southwest	4	0.935	en:southwest ≈ fr:cent ouest ~ fr:nœud ouest ≈ en:northwest ~ fr:northwest
speech	3	0.888	en:speech ≈ fr:speechs ~ en:speeches ≈ fr:speech
speech	3	0.875	en:speech ≈ fr:speechs ~ fr:speech ≈ en:speeches
speed	5	0.899	en:speed ~ fr:speed ≈ en:sped ~ fr:faste ≈ en:faster ~ fr:speeder
spell	5	0.902	en:spell = fr:sort ≈ en:sorted ~ en:sort ≈ fr:sortent ~ fr:sortilège
spell	5	0.902	en:spell = fr:sort ≈ en:sorted ~ en:sort ≈ fr:sortent ~ fr:sortilège
sport	3	0.924	en:sport ≈ fr:spots ~ fr:spot ≈ en:sports
sport	3	0.924	en:sport ≈ fr:spot ~ fr:spots ≈ en:sports
spot	4	0.951	en:spot ~ fr:spot ≈ en:sport ~ en:sports ≈ fr:spots
spot	4	0.939	en:spot ~ fr:spots ≈ en:sport ~ en:sports ≈ fr:spot
spray	4	0.906	en:spray ~ fr:sprays in ≈ en:spreading ~ en:spread ≈ fr:spray
spray	4	0.922	en:spray ~ fr:spray ≈ en:spread ~ en:spreading ≈ fr:sprays in
spreading	3	0.896	en:spreading ≈ fr:sprays in ~ fr:spray ≈ en:spread
spreading	4	0.910	en:spreading ≈ fr:sprays in ~ fr:spray ≈ en:spread = fr:propagation
stalk	3	0.933	en:stalk ≈ fr:stocke ~ fr:stock ≈ en:stalky
stalk	3	0.928	en:stalk ≈ fr:stockes ~ fr:stock ≈ en:stalky
stalky	3	0.960	en:stalky ≈ fr:stocker ~ fr:stockent ≈ en:stalk
stalky	3	0.957	en:stalky ≈ fr:stocker ~ fr:stocke ≈ en:stalk
stayed	5	0.885	en:stayed = fr:resté ≈ en:rest ~ en:resting ≈ fr:reste = en:stay
stayed	5	0.883	en:stayed = fr:resté ≈ en:rest ~ en:resting ≈ fr:reste ~ fr:restés
steak	6	0.851	en:steak ~ fr:steak ≈ en:sticker ~ en:stickers ≈ fr:stick ~ en:stick ≈ fr:steaks
steak	6	0.848	en:steak ~ fr:steaks ≈ en:sticker ~ en:stickers ≈ fr:stick ~ en:stick ≈ fr:steak
steal	3	0.932	en:steal ≈ fr:styles ~ fr:style ≈ en:steals
steal	3	0.932	en:steal ≈ fr:style ~ fr:styles ≈ en:steals
stealer	4	0.978	en:stealer ≈ fr:style ~ fr:styles ≈ en:steal ~ en:gehlen
stealer	4	0.978	en:stealer ≈ fr:style ~ fr:styles ≈ en:steal ~ fr:gehlen
stealing	4	0.936	en:stealing ~ en:steal ≈ fr:styles ~ fr:style ≈ en:steals
stealing	4	0.936	en:stealing ~ en:steal ≈ fr:style ~ fr:styles ≈ en:steals
steals	4	0.932	en:steals ~ en:stealing ≈ fr:style ~ fr:styles ≈ en:steal
steals	5	0.878	en:steals ~ en:stealing ≈ fr:style ~ fr:styles ≈ en:stole ~ en:steal
stem	3	0.948	en:stem ≈ fr:stems ~ en:stems ≈ fr:stem
stem	3	0.918	en:stem ≈ fr:stemm ~ fr:stem ≈ en:stems
step	5	0.904	en:step ≈ fr:steppe ~ en:steppe ≈ fr:stop ~ en:stop ≈ fr:step
step	5	0.894	en:step ≈ fr:steppe = en:steppe ≈ fr:stop ~ en:stop ≈ fr:step
steppe	4	0.947	en:steppe ~ fr:steppe ≈ en:step ~ en:steps ≈ fr:steppes
steppe	4	0.934	en:steppe = fr:steppe ≈ en:step ~ en:steps ≈ fr:steppes
stickers	4	0.857	en:stickers ~ en:sticker ≈ fr:steak ~ en:steak ≈ fr:stick
stickers	4	0.859	en:stickers ~ en:sticker ≈ fr:steaks ~ fr:steak ≈ en:stick
sticks	4	0.872	en:sticks ~ en:stick ≈ fr:steak ~ en:steak ≈ fr:stick
sticks	4	0.868	en:sticks ~ en:stick ≈ fr:steaks ~ en:steak ≈ fr:stick
stock	4	0.934	en:stock ~ fr:stocke ≈ en:stalk ~ en:stalky ≈ fr:stock
stock	4	0.930	en:stock ~ fr:stockes ≈ en:stalk ~ en:stalky ≈ fr:stock
stocks	4	0.939	en:stocks ~ fr:stocks ≈ en:stalk ~ en:stalky ≈ fr:stock
stocks	4	0.938	en:stocks ~ fr:stockes ≈ en:stalk ~ en:stalky ≈ fr:stock
stole	4	0.932	en:stole ~ en:steal ≈ fr:styles ~ fr:style ≈ en:steals
stole	4	0.932	en:stole ~ en:steal ≈ fr:style ~ fr:styles ≈ en:steals
stood	4	0.796	en:stood ~ fr:stands ≈ en:stand ~ fr:standing ≈ en:standing
stood	4	0.796	en:stood ~ fr:stands ≈ en:stand ~ en:standing ≈ fr:standing
stop	6	0.880	en:stop ~ fr:stop ≈ en:step ~ en:steps ≈ fr:steppes = en:steppe ≈ fr:stoppe
stop	6	0.880	en:stop ~ fr:stop ≈ en:step ~ en:steps ≈ fr:steppes = en:steppe ≈ fr:stoppe
stopped	5	0.882	en:stopped ~ fr:stoppes ≈ en:step ~ fr:step ≈ en:stop ~ en:stoppers
stopped	5	0.880	en:stopped ~ fr:stops ≈ en:step ~ fr:step ≈ en:stop ~ en:stoppers
stops	4	0.880	en:stops ~ fr:stops ≈ en:step ~ fr:step ≈ en:stop
stops	4	0.867	en:stops ~ fr:stops ≈ en:step = fr:step ≈ en:stop
store	3	0.909	en:store ≈ fr:stores ~ en:stores ≈ fr:store
store	3	0.897	en:store ≈ fr:stores ~ fr:store ≈ en:stores
streak	3	0.940	en:streak ≈ fr:stricte ~ fr:strict ≈ en:streaked
streak	3	0.927	en:streak ≈ fr:stricte ~ fr:strict ≈ en:streaks
streaked	3	0.940	en:streaked ≈ fr:strict ~ fr:stricte ≈ en:streak
streaked	3	0.932	en:streaked ≈ fr:strict ~ fr:strictes ≈ en:streak
streaks	3	0.927	en:streaks ≈ fr:strict ~ fr:stricte ≈ en:streak
streaks	3	0.919	en:streaks ≈ fr:strict ~ fr:strictes ≈ en:streak
stream	4	0.885	en:stream ~ fr:stream ≈ en:strip ~ fr:strip ≈ en:streams
stream	4	0.873	en:stream ~ fr:stream ≈ en:strip = fr:strip ≈ en:streams
streams	4	0.890	en:streams ~ en:stream ≈ fr:strip ~ en:strip ≈ fr:stream
streams	4	0.890	en:streams ~ fr:stream ≈ en:strip ~ fr:strip ≈ en:stream
stress	4	0.966	en:stress ≈ fr:stresse ~ fr:stress ≈ en:stressed ~ fr:stressé
stress	4	0.959	en:stress ≈ fr:stresse ~ fr:stress ≈ en:stressed ~ en:stresa
stressful	5	0.966	en:stressful ~ fr:stresse ≈ en:stress ~ fr:stress ≈ en:stressed ~ fr:stressé
stressful	5	0.962	en:stressful ~ fr:stresse ≈ en:stress ~ fr:stress ≈ en:stressed ~ fr:stressant
stretch	3	0.913	en:stretch ≈ fr:stretch ~ en:stretching ≈ fr:stretching
stretch	3	0.913	en:stretch ≈ fr:stretch ~ fr:stretching ≈ en:stretching
stretched	4	0.919	en:stretched ~ fr:stretch ≈ en:stretch ~ en:stretching ≈ fr:stretching
stretched	4	0.919	en:stretched ~ fr:stretch ≈ en:stretch ~ fr:stretching ≈ en:stretching
stretches	4	0.926	en:stretches ~ en:stretch ≈ fr:stretch ~ en:stretching ≈ fr:stretching
stretches	4	0.926	en:stretches ~ en:stretch ≈ fr:stretch ~ fr:stretching ≈ en:stretching
strict	4	0.946	en:strict ~ fr:strict ≈ en:streaks ~ en:streak ≈ fr:strictes
strict	4	0.946	en:strict ~ fr:strict ≈ en:streaks ~ en:streak ≈ fr:stricte
strictly	5	0.837	en:strictly ~ en:exclusively ≈ fr:exclusive ~ en:exclusive ≈ fr:exclusives ~ fr:exclusivement
strictly	5	0.827	en:strictly ~ en:exclusively ≈ fr:exclusive = en:exclusive ≈ fr:exclusives ~ fr:exclusivement
string	4	0.880	en:string ~ fr:string ≈ en:stream ~ fr:stream ≈ en:strings
string	4	0.867	en:string = fr:string ≈ en:stream ~ fr:stream ≈ en:strings
strings	4	0.877	en:strings ~ fr:string ≈ en:stream ~ fr:stream ≈ en:string
strings	4	0.877	en:strings ~ en:string ≈ fr:stream ~ en:stream ≈ fr:string
strip	5	0.894	en:strip ~ fr:strip ≈ en:stream ~ fr:stream ≈ en:stripped ~ en:stripping
strip	5	0.884	en:strip = fr:strip ≈ en:stream ~ fr:stream ≈ en:stripped ~ en:stripping
stripped	4	0.840	en:stripped ~ en:strip ≈ fr:stream ~ en:stream ≈ fr:strip
stripped	4	0.840	en:stripped ~ fr:strip ≈ en:stream ~ fr:stream ≈ en:strip
strips	4	0.879	en:strips ~ en:strip ≈ fr:stream ~ en:stream ≈ fr:strip
strips	4	0.879	en:strips ~ fr:strip ≈ en:stream ~ fr:stream ≈ en:strip
style	4	0.949	en:style ~ fr:style ≈ en:steal ~ en:steals ≈ fr:styles
style	4	0.942	en:style ~ fr:styles ≈ en:steal ~ en:steals ≈ fr:style
succeed	3	0.910	en:succeed ≈ fr:secs ides ~ fr:secs ace ≈ en:success
succeed	4	0.933	en:succeed ≈ fr:secs ides ~ fr:secs ace ≈ en:success ~ fr:success
succeeded	5	0.919	en:succeeded ~ en:succeed ≈ fr:secs ides ~ fr:secs ace ≈ en:success ~ en:successful
success	4	0.914	en:success ≈ fr:secs ace ~ fr:secs ides ≈ en:succeed ~ en:successful
success	4	0.913	en:success ≈ fr:secs ace ~ fr:secs ides ≈ en:succeed ~ fr:success
successes	4	0.909	en:successes ≈ fr:secs incise ~ fr:secs ides ≈ en:succeed ~ en:successful
successes	4	0.908	en:successes ≈ fr:secs incise ~ fr:secs ides ≈ en:succeed ~ fr:success
such	4	0.903	en:such = fr:tel ≈ en:tell ~ en:tells ≈ fr:tels
such	4	0.903	en:such = fr:telle ≈ en:tell ~ en:tells ≈ fr:tels
suggest	4	0.867	en:suggest ≈ fr:sait geste ~ fr:on geste ≈ en:suggests = fr:suggère
suggest	4	0.859	en:suggest ≈ fr:sait geste ~ fr:on geste ≈ en:suggests ~ fr:suggéré
suggests	4	0.786	en:suggests ~ en:suggesting ≈ fr:et geste ~ fr:on geste ≈ en:suggested
suggests	5	0.881	en:suggests ~ en:suggesting ≈ fr:et geste ~ fr:sait geste ≈ en:suggest = fr:suggère
sweating	3	0.899	en:sweating ≈ fr:souhait in ~ fr:souhait ≈ en:sweat
sweating	4	0.924	en:sweating ≈ fr:souhait in ~ fr:souhait ≈ en:sweat ~ fr:sweat
talked	4	0.927	en:talked ~ en:talks ≈ fr:toc ~ fr:tocs ≈ en:talk
talked	5	0.941	en:talked ~ en:talks ≈ fr:toc ~ fr:tocs ≈ en:talk ~ fr:talk
talkie	3	0.959	en:talkie ≈ fr:toquer ~ fr:toquent ≈ en:talk
talkie	3	0.958	en:talkie ≈ fr:toquer ~ fr:toques ≈ en:talk
talks	4	0.927	en:talks ~ en:talked ≈ fr:toc ~ fr:tocs ≈ en:talk
talks	5	0.941	en:talks ~ en:talked ≈ fr:toc ~ fr:tocs ≈ en:talk ~ fr:talk
talky	3	0.959	en:talky ≈ fr:toquer ~ fr:toquent ≈ en:talk
talky	3	0.958	en:talky ≈ fr:toquer ~ fr:toques ≈ en:talk
tape	4	0.860	en:tape ~ fr:tape ≈ en:types ~ en:type ≈ fr:tapes
tape	5	0.888	en:tape ~ fr:tape ≈ en:types ~ en:type ≈ fr:tapes ~ en:tapes
tech	3	0.898	en:tech ≈ fr:tech ~ en:technology ≈ fr:technologie
tech	3	0.894	en:tech ≈ fr:tech ~ en:technology ≈ fr:technologie
technical	4	0.948	en:technical = fr:techniques ≈ en:technique ~ en:techniques ≈ fr:technique
technical	4	0.948	en:technical = fr:techniques ≈ en:technique ~ en:techniques ≈ fr:technique
technically	3	0.814	en:technically ≈ fr:techniques lies ~ en:technique ≈ fr:techniquement
technically	5	0.863	en:technically ≈ fr:techniques lies ~ en:techniques ≈ fr:technique ~ en:technique ≈ fr:techniquement
technique	3	0.957	en:technique ≈ fr:techniques ~ en:techniques ≈ fr:technique
technique	3	0.957	en:technique ≈ fr:techniques ~ en:techniques ≈ fr:technique
techniques	4	0.907	en:techniques ~ en:technique ≈ fr:techniques = en:technical ≈ fr:technique
