seed	hops	quality	loop
set	3	0.886	en:set ≈ fr:sets ~ fr:set ≈ en:sets
sets	6	0.922	en:sets ~ en:set ≈ fr:sets ~ en:setter ≈ fr:synthé ~ fr:synthèse ≈ en:setters
setter	3	0.957	en:setter ≈ fr:synthé ~ fr:synthèse ≈ en:setters
setter	4	0.953	en:setter ≈ fr:synthé ~ fr:synthèse ≈ en:setters ~ fr:setter
setters	4	0.903	en:setters ~ fr:sets ≈ en:set ~ fr:set ≈ en:sets
setters	4	0.903	en:setters ~ en:sets ≈ fr:set ~ en:set ≈ fr:sets
sexed	4	0.879	en:sexed ~ en:sext ≈ fr:secte ~ en:sect ≈ fr:sexe
sexed	4	0.878	en:sexed ~ en:sext ≈ fr:secte ~ fr:sectes ≈ en:sex
sext	4	0.897	en:sext ~ en:sex ≈ fr:sexy ~ en:sexy ≈ fr:sexe
sext	4	0.885	en:sext ~ en:sex ≈ fr:sexy = en:sexy ≈ fr:sexe
sexual	5	0.893	en:sexual ~ fr:sexuelle ≈ en:sexually ~ en:sex ≈ fr:sexe ~ fr:sexuel
sexually	5	0.904	en:sexually ~ en:sex ≈ fr:sexy ~ en:sexy ≈ fr:sexe ~ fr:sexuel
sexually	5	0.894	en:sexually ~ en:sex ≈ fr:sectes ~ fr:secte ≈ en:sext ~ fr:sexuel
share	3	0.924	en:share ≈ fr:chères ~ fr:chère ≈ en:shared
share	3	0.924	en:share ≈ fr:chère ~ fr:chères ≈ en:shared
sheered	4	0.831	en:sheered ~ en:sharply ≈ fr:chie pli ~ fr:chie ≈ en:sheer
sheered	5	0.836	en:sheered ~ en:sharply ≈ fr:chie pli ~ fr:chie ≈ en:sheer ~ fr:sévèrement
sheik	5	0.858	en:sheik = fr:cheik ≈ en:check = fr:chèque ≈ en:shekel ~ en:sheol
sheik	5	0.858	en:sheik = fr:cheik ≈ en:check = fr:chèque ≈ en:shekel ~ fr:sheol
sheikh	5	0.867	en:sheikh = fr:cheik ≈ en:check = fr:chèque ≈ en:sheik = fr:cheikh
sheikh	5	0.867	en:sheikh = fr:cheik ≈ en:cheque = fr:chèque ≈ en:sheik = fr:cheikh
shoot	3	0.873	en:shoot ≈ fr:shootes ~ fr:shoots ≈ en:shoots
shoot	3	0.873	en:shoot ≈ fr:shootes ~ en:shoots ≈ fr:shoots
shoot ease	4	0.845	en:shoot ease ~ en:shoot ≈ fr:shootes ~ fr:shoots ≈ en:shoots
shoot ease	5	0.867	en:shoot ease ~ en:shoot ≈ fr:shootes ~ fr:shoots ≈ en:shoots ~ fr:shoote
shoot esse	5	0.887	en:shoot esse ~ en:shoot ≈ fr:shootes ~ fr:shoots ≈ en:shoots ~ fr:shoote
shoot esse	5	0.887	en:shoot esse ~ en:shoot ≈ fr:shootes ~ en:shoots ≈ fr:shoots ~ fr:shoote
shoot iffy	5	0.872	en:shoot iffy ~ en:shoot ≈ fr:shootes ~ fr:shoots ≈ en:shoots ~ fr:shoote
shoot iffy	5	0.872	en:shoot iffy ~ en:shoot ≈ fr:shootes ~ en:shoots ≈ fr:shoots ~ fr:shoote
showed	5	0.853	en:showed ~ en:shown ≈ fr:chaude ~ fr:chauds ≈ en:show = fr:montrer
sick	6	0.940	en:sick ~ en:sicked ≈ fr:secte ~ fr:sectes ≈ en:sex ~ fr:sexe ≈ en:sicks
sick	6	0.935	en:sick ~ en:sicked ≈ fr:secte ~ fr:sectes ≈ en:sex = fr:sexe ≈ en:sicks
sicked	5	0.934	en:sicked ≈ fr:secte ~ fr:sectes ≈ en:sex ~ fr:sexe ≈ en:sicks
sicked	5	0.928	en:sicked ≈ fr:secte ~ fr:sectes ≈ en:sex = fr:sexe ≈ en:sicks
sicken	6	0.936	en:sicken ~ en:sicked ≈ fr:secte ~ fr:sectes ≈ en:sex ~ fr:sexe ≈ en:sicks
sicken	6	0.934	en:sicken ~ en:sicks ≈ fr:sexe ~ en:sex ≈ fr:sectes ~ fr:secte ≈ en:sicked
sicks	5	0.934	en:sicks ≈ fr:sexe ~ en:sex ≈ fr:sectes ~ fr:secte ≈ en:sicked
sicks	5	0.928	en:sicks ≈ fr:sexe = en:sex ≈ fr:sectes ~ fr:secte ≈ en:sicked
sketch	3	0.949	en:sketch ≈ fr:sketchs ~ en:sketches ≈ fr:sketch
sketch	3	0.943	en:sketch ≈ fr:sketchs ~ fr:sketch ≈ en:sketches
sketches	4	0.895	en:sketches ~ en:sketch ≈ fr:scotch ~ en:scotch ≈ fr:sketch
sketches	4	0.895	en:sketches ~ fr:sketch ≈ en:scotch ~ fr:scotch ≈ en:sketch
ski	3	0.904	en:ski ≈ fr:skis ~ en:skiing ≈ fr:ski
ski	3	0.876	en:ski ≈ fr:skie ~ en:skid ≈ fr:ski
skid	4	0.914	en:skid ~ en:ski ≈ fr:skis ~ en:skiing ≈ fr:ski
skid	5	0.928	en:skid ~ en:ski ≈ fr:skis ~ en:skiing ≈ fr:ski ~ fr:skien
skies	5	0.942	en:skies ~ fr:skies ≈ en:ski ~ en:skiing ≈ fr:ski ~ fr:skien
skies	5	0.942	en:skies ~ fr:skies ≈ en:ski ~ en:skiing ≈ fr:ski ~ en:skien
skiing	4	0.902	en:skiing ~ en:ski ≈ fr:skie ~ en:skid ≈ fr:ski
skiing	5	0.918	en:skiing ~ en:ski ≈ fr:skie ~ en:skid ≈ fr:ski ~ fr:skien
slavery	4	0.819	en:slavery ~ fr:slaves ≈ en:slave ~ fr:slave ≈ en:slaves
slavery	4	0.806	en:slavery ~ fr:slaves ≈ en:slave = fr:slave ≈ en:slaves
somewhere	5	0.836	en:somewhere ~ en:anywhere ≈ fr:un air ~ fr:air ≈ en:where ~ fr:gde
somewhere	5	0.836	en:somewhere ~ en:anywhere ≈ fr:un air ~ fr:air ≈ en:where ~ en:gde
sort	3	0.884	en:sort ≈ fr:sortent ~ en:sorted ≈ fr:sort
sort	4	0.892	en:sort ≈ fr:sortent ~ en:sorted ≈ fr:sort ~ en:sorting
souped arse	4	0.941	en:souped arse ~ en:soupy ≈ fr:souper ~ en:soup ≈ fr:soupe
souped arse	4	0.941	en:souped arse ~ en:soupy ≈ fr:souper ~ fr:soupe ≈ en:soup
soupy	3	0.964	en:soupy ≈ fr:souper ~ en:soup ≈ fr:soupe
soupy	3	0.964	en:soupy ≈ fr:souper ~ fr:soupe ≈ en:soup
southwest	3	0.914	en:southwest ≈ fr:cent ouest ~ fr:nœud ouest ≈ en:northwest
southwest	4	0.935	en:southwest ≈ fr:cent ouest ~ fr:nœud ouest ≈ en:northwest ~ fr:northwest
speech	3	0.888	en:speech ≈ fr:speechs ~ en:speeches ≈ fr:speech
speech	3	0.875	en:speech ≈ fr:speechs ~ fr:speech ≈ en:speeches
speed	5	0.899	en:speed ~ fr:speed ≈ en:sped ~ fr:faste ≈ en:faster ~ en:speeder
spell	5	0.902	en:spell = fr:sort ≈ en:sorted ~ en:sort ≈ fr:sortent ~ fr:sortilège
sport	3	0.924	en:sport ≈ fr:spots ~ fr:spot ≈ en:sports
sport	3	0.924	en:sport ≈ fr:spot ~ fr:spots ≈ en:sports
spot	4	0.951	en:spot ~ fr:spot ≈ en:sport ~ en:sports ≈ fr:spots
spot	4	0.939	en:spot ~ fr:spots ≈ en:sport ~ en:sports ≈ fr:spot
spray	4	0.906	en:spray ~ fr:sprays in ≈ en:spreading ~ en:spread ≈ fr:spray
spray	4	0.922	en:spray ~ fr:spray ≈ en:spread ~ en:spreading ≈ fr:sprays in
spreading	3	0.896	en:spreading ≈ fr:sprays in ~ fr:spray ≈ en:spread
spreading	4	0.910	en:spreading ≈ fr:sprays in ~ fr:spray ≈ en:spread = fr:propagation
stalk	3	0.933	en:stalk ≈ fr:stocke ~ fr:stock ≈ en:stalky
stalk	3	0.928	en:stalk ≈ fr:stockes ~ fr:stock ≈ en:stalky
stalky	3	0.960	en:stalky ≈ fr:stocker ~ fr:stockent ≈ en:stalk
stalky	3	0.957	en:stalky ≈ fr:stocker ~ fr:stocke ≈ en:stalk
steak	6	0.851	en:steak ~ fr:steak ≈ en:sticker ~ en:stickers ≈ fr:stick ~ en:stick ≈ fr:steaks
steak	6	0.848	en:steak ~ fr:steaks ≈ en:sticker ~ en:stickers ≈ fr:stick ~ en:stick ≈ fr:steak
steal	3	0.932	en:steal ≈ fr:styles ~ fr:style ≈ en:steals
steal	3	0.921	en:steal ≈ fr:styles ~ fr:style ≈ en:stealing
stealer	4	0.978	en:stealer ≈ fr:style ~ fr:styles ≈ en:steal ~ fr:gehlen
stealer	4	0.978	en:stealer ≈ fr:style ~ fr:styles ≈ en:steal ~ en:gehlen
stealing	4	0.936	en:stealing ~ en:steal ≈ fr:styles ~ fr:style ≈ en:steals
stealing	4	0.936	en:stealing ~ en:steal ≈ fr:style ~ fr:styles ≈ en:steals
steals	4	0.934	en:steals ~ en:steal ≈ fr:styles ~ fr:style ≈ en:stealing
steals	4	0.932	en:steals ~ en:stealing ≈ fr:style ~ fr:styles ≈ en:steal
stem	3	0.948	en:stem ≈ fr:stems ~ en:stems ≈ fr:stem
stem	3	0.918	en:stem ≈ fr:stemm ~ fr:stem ≈ en:stems
step	5	0.904	en:step ≈ fr:steppe ~ en:steppe ≈ fr:stop ~ en:stop ≈ fr:step
step	5	0.894	en:step ≈ fr:steppe = en:steppe ≈ fr:stop ~ en:stop ≈ fr:step
steppe	4	0.947	en:steppe ~ fr:steppe ≈ en:step ~ en:steps ≈ fr:steppes
steppe	4	0.934	en:steppe = fr:steppe ≈ en:step ~ en:steps ≈ fr:steppes
stickers	4	0.857	en:stickers ~ en:sticker ≈ fr:steak ~ en:steak ≈ fr:stick
stickers	4	0.852	en:stickers ~ en:sticker ≈ fr:steaks ~ en:steak ≈ fr:stick
sticks	4	0.872	en:sticks ~ en:stick ≈ fr:steak ~ en:steak ≈ fr:stick
sticks	4	0.868	en:sticks ~ en:stick ≈ fr:steaks ~ en:steak ≈ fr:stick
stock	4	0.934	en:stock ~ fr:stocke ≈ en:stalk ~ en:stalky ≈ fr:stock
stock	4	0.930	en:stock ~ fr:stockes ≈ en:stalk ~ en:stalky ≈ fr:stock
stocks	4	0.939	en:stocks ~ fr:stocks ≈ en:stalk ~ en:stalky ≈ fr:stock
stocks	4	0.938	en:stocks ~ fr:stockes ≈ en:stalk ~ en:stalky ≈ fr:stock
stole	4	0.932	en:stole ~ en:steal ≈ fr:styles ~ fr:style ≈ en:steals
stole	4	0.932	en:stole ~ en:steal ≈ fr:style ~ fr:styles ≈ en:steals
stood	4	0.799	en:stood ~ en:stand ≈ fr:stands ~ fr:standing ≈ en:standing
stood	4	0.796	en:stood ~ fr:stands ≈ en:stand ~ en:standing ≈ fr:standing
stop	6	0.880	en:stop ~ fr:stop ≈ en:step ~ en:steps ≈ fr:steppes = en:steppe ≈ fr:stoppe
stop	6	0.871	en:stop = fr:stop ≈ en:step ~ en:steps ≈ fr:steppes = en:steppe ≈ fr:stoppe
stopped	5	0.882	en:stopped ~ fr:stoppes ≈ en:step ~ fr:step ≈ en:stop ~ en:stoppers
stopped	5	0.880	en:stopped ~ fr:stops ≈ en:step ~ fr:step ≈ en:stop ~ en:stoppers
stops	4	0.880	en:stops ~ fr:stops ≈ en:step ~ fr:step ≈ en:stop
stops	4	0.867	en:stops ~ fr:stops ≈ en:step = fr:step ≈ en:stop
store	3	0.909	en:store ≈ fr:stores ~ en:stores ≈ fr:store
store	3	0.897	en:store ≈ fr:stores ~ fr:store ≈ en:stores
streak	3	0.940	en:streak ≈ fr:stricte ~ fr:strict ≈ en:streaked
streak	3	0.927	en:streak ≈ fr:stricte ~ fr:strict ≈ en:streaks
streaked	3	0.940	en:streaked ≈ fr:strict ~ fr:stricte ≈ en:streak
streaked	3	0.932	en:streaked ≈ fr:strict ~ fr:strictes ≈ en:streak
streaks	3	0.927	en:streaks ≈ fr:strict ~ fr:stricte ≈ en:streak
streaks	3	0.919	en:streaks ≈ fr:strict ~ fr:strictes ≈ en:streak
stream	4	0.885	en:stream ~ fr:stream ≈ en:strip ~ fr:strip ≈ en:streams
stream	4	0.873	en:stream ~ fr:stream ≈ en:strip = fr:strip ≈ en:streams
streams	4	0.890	en:streams ~ en:stream ≈ fr:strip ~ en:strip ≈ fr:stream
streams	4	0.890	en:streams ~ fr:stream ≈ en:strip ~ fr:strip ≈ en:stream
stress	4	0.966	en:stress ≈ fr:stresse ~ fr:stress ≈ en:stressed ~ fr:stressé
stress	4	0.959	en:stress ≈ fr:stresse ~ fr:stress ≈ en:stressed ~ en:stresa
stressful	5	0.966	en:stressful ~ fr:stresse ≈ en:stress ~ fr:stress ≈ en:stressed ~ fr:stressé
stressful	5	0.962	en:stressful ~ fr:stresse ≈ en:stress ~ fr:stress ≈ en:stressed ~ fr:stressant
stretch	3	0.913	en:stretch ≈ fr:stretch ~ fr:stretching ≈ en:stretching
stretch	3	0.913	en:stretch ≈ fr:stretch ~ en:stretching ≈ fr:stretching
stretched	4	0.919	en:stretched ~ en:stretch ≈ fr:stretch ~ fr:stretching ≈ en:stretching
stretched	4	0.919	en:stretched ~ en:stretch ≈ fr:stretch ~ en:stretching ≈ fr:stretching
stretches	4	0.926	en:stretches ~ en:stretch ≈ fr:stretch ~ fr:stretching ≈ en:stretching
stretches	4	0.926	en:stretches ~ en:stretch ≈ fr:stretch ~ en:stretching ≈ fr:stretching
strict	4	0.946	en:strict ~ fr:strict ≈ en:streaks ~ en:streak ≈ fr:strictes
strict	4	0.946	en:strict ~ fr:strict ≈ en:streaks ~ en:streak ≈ fr:stricte
strictly	5	0.837	en:strictly ~ en:exclusively ≈ fr:exclusive ~ en:exclusive ≈ fr:exclusives ~ fr:exclusivement
strictly	5	0.827	en:strictly ~ en:exclusively ≈ fr:exclusive = en:exclusive ≈ fr:exclusives ~ fr:exclusivement
string	4	0.880	en:string ~ fr:string ≈ en:stream ~ fr:stream ≈ en:strings
string	4	0.867	en:string = fr:string ≈ en:stream ~ fr:stream ≈ en:strings
strings	4	0.877	en:strings ~ en:string ≈ fr:stream ~ en:stream ≈ fr:string
strings	4	0.877	en:strings ~ fr:string ≈ en:stream ~ fr:stream ≈ en:string
strip	5	0.894	en:strip ~ fr:strip ≈ en:stream ~ fr:stream ≈ en:stripped ~ en:stripping
strip	5	0.884	en:strip = fr:strip ≈ en:stream ~ fr:stream ≈ en:stripped ~ en:stripping
stripped	4	0.840	en:stripped ~ fr:strip ≈ en:stream ~ fr:stream ≈ en:strip
stripped	4	0.840	en:stripped ~ en:strip ≈ fr:stream ~ en:stream ≈ fr:strip
strips	4	0.879	en:strips ~ fr:strip ≈ en:stream ~ fr:stream ≈ en:strip
strips	4	0.879	en:strips ~ en:strip ≈ fr:stream ~ en:stream ≈ fr:strip
style	4	0.949	en:style ~ fr:style ≈ en:steal ~ en:steals ≈ fr:styles
style	4	0.942	en:style ~ fr:styles ≈ en:steal ~ en:steals ≈ fr:style
succeed	3	0.910	en:succeed ≈ fr:secs ides ~ fr:secs ace ≈ en:success
succeed	4	0.933	en:succeed ≈ fr:secs ides ~ fr:secs ace ≈ en:success ~ fr:success
succeeded	5	0.919	en:succeeded ~ en:succeed ≈ fr:secs ides ~ fr:secs ace ≈ en:success ~ en:successful
success	4	0.914	en:success ≈ fr:secs ace ~ fr:secs ides ≈ en:succeed ~ en:successful
success	4	0.913	en:success ≈ fr:secs ace ~ fr:secs ides ≈ en:succeed ~ fr:success
successes	4	0.909	en:successes ≈ fr:secs incise ~ fr:secs ides ≈ en:succeed ~ en:successful
successes	4	0.908	en:successes ≈ fr:secs incise ~ fr:secs ides ≈ en:succeed ~ fr:success
such	4	0.903	en:such = fr:telle ≈ en:tell ~ en:tells ≈ fr:tels
such	4	0.903	en:such = fr:telles ≈ en:tell ~ en:tells ≈ fr:tels
suggest	4	0.867	en:suggest ≈ fr:sait geste ~ fr:on geste ≈ en:suggests = fr:suggère
suggest	4	0.859	en:suggest ≈ fr:sait geste ~ fr:on geste ≈ en:suggests ~ fr:suggéré
suggests	4	0.786	en:suggests ~ en:suggesting ≈ fr:et geste ~ fr:on geste ≈ en:suggested
suggests	5	0.881	en:suggests ~ en:suggesting ≈ fr:et geste ~ fr:sait geste ≈ en:suggest = fr:suggère
sweating	3	0.899	en:sweating ≈ fr:souhait in ~ fr:souhait ≈ en:sweat
sweating	4	0.924	en:sweating ≈ fr:souhait in ~ fr:souhait ≈ en:sweat ~ fr:sweat
talked	4	0.927	en:talked ~ en:talks ≈ fr:toc ~ fr:tocs ≈ en:talk
talked	5	0.941	en:talked ~ en:talks ≈ fr:toc ~ fr:tocs ≈ en:talk ~ fr:talk
talkie	3	0.959	en:talkie ≈ fr:toquer ~ fr:toquent ≈ en:talk
talkie	3	0.958	en:talkie ≈ fr:toquer ~ fr:toques ≈ en:talk
talks	4	0.927	en:talks ~ en:talked ≈ fr:toc ~ fr:tocs ≈ en:talk
talks	5	0.941	en:talks ~ en:talked ≈ fr:toc ~ fr:tocs ≈ en:talk ~ fr:talk
talky	3	0.959	en:talky ≈ fr:toquer ~ fr:toquent ≈ en:talk
talky	3	0.958	en:talky ≈ fr:toquer ~ fr:toques ≈ en:talk
tape	4	0.860	en:tape ~ fr:tape ≈ en:types ~ en:type ≈ fr:tapes
tape	5	0.888	en:tape ~ fr:tape ≈ en:types ~ en:type ≈ fr:tapes ~ en:tapes
technical	4	0.948	en:technical = fr:techniques ≈ en:technique ~ en:techniques ≈ fr:technique
technical	4	0.948	en:technical = fr:technique ≈ en:techniques ~ en:technique ≈ fr:techniques
technically	3	0.814	en:technically ≈ fr:techniques lies ~ en:technique ≈ fr:techniquement
technically	5	0.863	en:technically ≈ fr:techniques lies ~ en:techniques ≈ fr:technique ~ en:technique ≈ fr:techniquement
technique	3	0.957	en:technique ≈ fr:techniques ~ en:techniques ≈ fr:technique
technique	3	0.947	en:technique ≈ fr:techniques ~ fr:technique ≈ en:techniques
techniques	4	0.907	en:techniques ~ en:technique ≈ fr:techniques = en:technical ≈ fr:technique
techniques	4	0.858	en:techniques ~ en:technique ≈ fr:techniquement = en:technically ≈ fr:technique
teeter	3	0.918	en:teeter ≈ fr:titi ~ en:titi ≈ fr:tirer
teeter	3	0.902	en:teeter ≈ fr:titi = en:titi ≈ fr:tirer
tel	5	0.926	en:tel ≈ fr:telles ~ fr:telle ≈ en:tell ~ en:tells ≈ fr:tels
tel	5	0.926	en:tel ≈ fr:telle ~ fr:telles ≈ en:tell ~ en:tells ≈ fr:tels
tell	5	0.944	en:tell ≈ fr:telles ~ fr:telle ≈ en:tel ~ fr:tels ≈ en:tells
tell	5	0.944	en:tell ≈ fr:telle ~ fr:telles ≈ en:tel ~ fr:tels ≈ en:tells
telly	6	0.943	en:telly ~ en:tell ≈ fr:telles ~ fr:telle ≈ en:tel ~ fr:tels ≈ en:tells
telly	6	0.943	en:telly ~ en:tell ≈ fr:telle ~ fr:telles ≈ en:tel ~ fr:tels ≈ en:tells
test	3	0.941	en:test ≈ fr:tests ~ en:tests ≈ fr:teste
test	3	0.941	en:test ≈ fr:tests ~ en:tests ≈ fr:test
testa	5	0.928	en:testa ≈ fr:tester ~ en:testers ≈ fr:test ~ en:test ≈ fr:testés
testa	6	0.965	en:testa ≈ fr:tester ~ en:testers ≈ fr:test ~ en:test ≈ fr:testent ~ fr:prueba
tested	5	0.913	en:tested = fr:testés ≈ en:test ~ fr:test ≈ en:tests ~ fr:teste
tested	5	0.899	en:tested = fr:testés ≈ en:test ~ en:testes ≈ fr:tester ~ fr:teste
testers	4	0.930	en:testers ~ fr:testes ≈ en:test ~ en:testes ≈ fr:tester
testers	5	0.954	en:testers ~ fr:testes ≈ en:test ~ fr:test ≈ en:tests ~ en:testes
testes	5	0.964	en:testes ~ fr:testes ≈ en:test ~ fr:test ≈ en:testers ~ en:testis
testes	5	0.960	en:testes ~ fr:teste ≈ en:test ~ fr:test ≈ en:testers ~ fr:testes
testing	4	0.947	en:testing ~ en:test ≈ fr:tests ~ en:tests ≈ fr:teste
testing	4	0.947	en:testing ~ en:test ≈ fr:tests ~ en:tests ≈ fr:test
testis	4	0.960	en:testis ~ fr:testes ≈ en:test ~ fr:test ≈ en:testers
testis	4	0.956	en:testis ~ fr:teste ≈ en:test ~ fr:test ≈ en:testers
teston	4	0.856	en:teston ~ en:testers ≈ fr:test ~ en:testes ≈ fr:tester
teston	6	0.939	en:teston ~ en:testy ≈ fr:tester ~ fr:teste ≈ en:test ~ fr:test ≈ en:testers
tests	5	0.964	en:tests ~ fr:tests ≈ en:test ~ fr:test ≈ en:testers ~ fr:testes
tests	5	0.964	en:tests ~ fr:tests ≈ en:test ~ fr:test ≈ en:testers ~ en:testes
testy	4	0.877	en:testy ~ en:testers ≈ fr:test ~ en:testes ≈ fr:tester
testy	5	0.960	en:testy ≈ fr:tester ~ fr:teste ≈ en:test ~ fr:test ≈ en:testers
textbooks	3	0.842	en:textbooks ≈ fr:taxent box ~ fr:boxe ≈ en:books
textbooks	4	0.882	en:textbooks ≈ fr:taxent box ~ fr:boxe ≈ en:books ~ fr:books
this	4	0.902	en:this = fr:cet ≈ en:set ~ en:sets ≈ fr:cette
this	6	0.887	en:this = fr:cet ≈ en:set ~ fr:set ≈ en:asset ~ en:assets ≈ fr:cette
threw	6	0.859	en:threw ~ en:tossed ≈ fr:test ~ fr:teste ≈ en:chest = fr:torse ≈ en:toss
thrown	6	0.862	en:thrown ~ en:tossed ≈ fr:test ~ fr:teste ≈ en:chest = fr:torse ≈ en:toss
told	5	0.848	en:told ~ en:informed ≈ fr:un formes ~ fr:formes ≈ en:inform ~ fr:informé
told	6	0.936	en:told ~ en:tell ≈ fr:telles ~ fr:telle ≈ en:tel ~ fr:tels ≈ en:tells
trace	4	0.826	en:trace = fr:traces ≈ en:trusts ~ fr:trust ≈ en:traced
trace	5	0.845	en:trace = fr:traces ≈ en:trusts ~ fr:trust ≈ en:traced ~ fr:trace
track	5	0.920	en:track = fr:piste ≈ en:pissed ~ fr:pisse ≈ en:piece = fr:morceau
trader	4	0.925	en:trader ~ en:traders ≈ fr:trait aise ~ fr:trait in ≈ en:trading
trader	5	0.940	en:trader ~ en:traders ≈ fr:trait aise ~ fr:trait in ≈ en:trading ~ fr:trading
traders	3	0.913	en:traders ≈ fr:trait aise ~ fr:trait in ≈ en:trading
traders	4	0.935	en:traders ≈ fr:trait aise ~ fr:trait in ≈ en:trading ~ fr:trading
trading	4	0.925	en:trading ≈ fr:trait in ~ fr:trait aise ≈ en:traders ~ fr:trader
trading	4	0.925	en:trading ≈ fr:trait in ~ fr:trait aise ≈ en:traders ~ en:trader
transform	4	0.827	en:transform = fr:transformer ≈ en:transformation ~ en:transformed ≈ fr:transforme
transform	4	0.823	en:transform = fr:transformer ≈ en:transformation ~ en:transformed ≈ fr:transforment
transformation	5	0.904	en:transformation ~ en:transformed ≈ fr:transforme ~ en:transform ≈ fr:transforment ~ fr:transformés
transformation	5	0.894	en:transformation ~ en:transformed ≈ fr:transforme ~ en:transform ≈ fr:transforment ~ fr:transformé
trap	4	0.831	en:trap ~ fr:trappes ≈ en:tribe ~ en:tribes ≈ fr:trappe
trap	4	0.835	en:trap ~ fr:trappe ≈ en:tribes ~ en:tribe ≈ fr:trappes
trapped	4	0.808	en:trapped ~ fr:trappes ≈ en:tribe ~ en:tribes ≈ fr:trappe
trapped	5	0.847	en:trapped ~ fr:trappes ≈ en:tribe ~ en:tribes ≈ fr:trappe ~ en:trappe
treat esse	4	0.927	en:treat esse ≈ fr:tristesse ~ fr:triste ≈ en:treat = fr:traitez
treat esse	4	0.914	en:treat esse ≈ fr:tristesse ~ fr:triste ≈ en:treat ~ en:treating
treaty	5	0.902	en:treaty = fr:traité ≈ en:treater ~ en:pact ≈ fr:pacte ~ fr:pact
treaty	5	0.898	en:treaty = fr:traité ≈ en:treater ~ en:pact ≈ fr:pacte ~ fr:pactes
tribal	5	0.880	en:tribal ~ en:tribe ≈ fr:trappes ~ fr:trappe ≈ en:tribes ~ fr:tribus
tribal	5	0.872	en:tribal ~ en:tribe ≈ fr:trappes ~ fr:trappe ≈ en:tribes = fr:tribus
tried	4	0.844	en:tried ~ en:trying ≈ fr:trahi ~ fr:trahis ≈ en:try
tried	5	0.867	en:tried ~ en:trying ≈ fr:trahi ~ fr:trahis ≈ en:try ~ en:tries
tries	4	0.860	en:tries ~ en:try ≈ fr:trahis ~ fr:trahi ≈ en:tried
tries	4	0.848	en:tries ~ en:try ≈ fr:trahis ~ fr:trahi ≈ en:trying
troop	3	0.927	en:troop ≈ fr:troupe ~ fr:troupes ≈ en:troops
troop	4	0.988	en:troop ≈ fr:troupe ~ en:troupe ≈ fr:troupes = en:troops
troops	5	0.981	en:troops = fr:troupes ≈ en:troupe ~ fr:troupe ≈ en:troop ~ fr:truppe
troops	5	0.981	en:troops = fr:troupes ≈ en:troupe ~ fr:troupe ≈ en:troop ~ en:truppe
troupe	4	0.932	en:troupe ~ fr:troupe ≈ en:troop ~ en:troops ≈ fr:troupes
troupe	4	0.920	en:troupe = fr:troupe ≈ en:troop ~ en:troops ≈ fr:troupes
true	4	0.964	en:true ≈ fr:trous ~ fr:trous lies ≈ en:truly ~ fr:wahre
trues	5	0.957	en:trues ~ en:true ≈ fr:trous ~ fr:trous lies ≈ en:truly ~ fr:wahre
truly	4	0.975	en:truly ≈ fr:trous lies ~ fr:trous ≈ en:true ~ fr:wahre
truly	4	0.975	en:truly ≈ fr:trous lies ~ fr:trous ≈ en:true ~ en:wahre
trying	4	0.862	en:trying ~ en:try ≈ fr:trahis ~ fr:trahi ≈ en:tried
trying	4	0.856	en:trying ~ en:tried ≈ fr:trahi ~ fr:trahis ≈ en:try
tryst	5	0.865	en:tryst ~ en:try ≈ fr:trahis ~ fr:trahi ≈ en:tried ~ en:tries
tryst	5	0.861	en:tryst ~ en:try ≈ fr:trahis ~ fr:trahi ≈ en:trying ~ en:tries
type	4	0.846	en:type ~ fr:type ≈ en:tape ~ fr:tape ≈ en:types
type	4	0.833	en:type = fr:type ≈ en:tape ~ fr:tape ≈ en:types
types	4	0.865	en:types ~ en:type ≈ fr:tape ~ en:tape ≈ fr:type
types	4	0.865	en:types ~ fr:type ≈ en:tape ~ fr:tape ≈ en:type
unless	4	0.787	en:unless ~ fr:excepte ≈ en:exception ~ en:exceptions ≈ fr:excepté
unless	4	0.785	en:unless ~ fr:excepté ≈ en:exceptions ~ en:exception ≈ fr:excepte
website	5	0.925	en:website ~ fr:site ≈ en:seats ~ en:seat ≈ fr:sites ~ en:websites
website	5	0.921	en:website ~ fr:site ≈ en:seats ~ en:seat ≈ fr:sites = en:websites
western	6	0.923	en:western ≈ fr:ouais tonnes ~ fr:notais tonnes ≈ en:northwestern ~ en:southwest ≈ fr:cent ouest ~ fr:ouest
western	6	0.898	en:western ≈ fr:ouais tonnes ~ fr:notais tonnes ≈ en:northwestern ~ en:southwest ≈ fr:et ouest ~ fr:ouest
wherever	4	0.808	en:wherever ~ en:anywhere ≈ fr:un air ~ fr:air ≈ en:where
wherever	5	0.839	en:wherever ~ en:anywhere ≈ fr:un air ~ fr:air ≈ en:where ~ fr:gde
whichever	5	0.829	en:whichever ~ en:whatever ≈ fr:et ève ~ fr:vies ès ≈ en:vs ~ en:quale
widely	4	0.902	en:widely ~ en:extensively ≈ fr:axent haines flux ~ fr:axent haines ive ≈ en:extensive
widely	5	0.922	en:widely ~ en:extensively ≈ fr:axent haines flux ~ fr:axent haines ive ≈ en:extensive ~ fr:extensive
wire	6	0.904	en:wire = fr:fils ≈ en:feast = fr:fête ≈ en:felt ~ en:feel ≈ fr:fil
wire	6	0.867	en:wire = fr:fils ≈ en:feast = fr:fête ≈ en:felt ~ en:feels ≈ fr:fil
yourself	3	0.938	en:yourself ≈ fr:ions elfes ~ fr:mas elfes ≈ en:myself
