src	dst	hops	quality	chain
respectable	respectives	6	0.880	en:respectable ~ fr:respectent ≈ en:respects ~ fr:respectes lis ≈ en:respectively ~ en:respective ≈ fr:respectives
respectable	espèce	6	0.878	en:respectable ~ fr:respectent ≈ en:respect = fr:respecte ≈ en:expect ~ en:expects ≈ fr:espèce
respectful	recette	6	0.904	en:respectful ≈ fr:respectent elle ~ fr:respecte ≈ en:respect ~ fr:respect ≈ en:recipe = fr:recette
respectful	recettes	6	0.893	en:respectful ≈ fr:respectent elle ~ fr:respecte ≈ en:respect ~ fr:respect ≈ en:recipe ~ fr:recettes
respectful	espèces	6	0.875	en:respectful ≈ fr:respectent elle ~ fr:respecte ≈ en:expect ~ en:expects ≈ fr:espèce ~ fr:espèces
respective	espèce	6	0.884	en:respective ~ en:respectively ≈ fr:respectes lis ~ fr:respecte ≈ en:expect ~ en:expects ≈ fr:espèce
respective	apex	6	0.867	en:respective ~ en:respectively ≈ fr:respectes lis ~ fr:respecte ≈ en:aspect ~ en:aspects ≈ fr:apex
respective	respect	5	0.937	en:respective ~ en:respectively ≈ fr:respectes lis ~ fr:respecte ≈ en:respect ~ fr:respect
respectively	recette	6	0.914	en:respectively ≈ fr:respectes lis ~ fr:respecte ≈ en:respect ~ fr:respect ≈ en:recipe = fr:recette
respectively	recettes	6	0.904	en:respectively ≈ fr:respectes lis ~ fr:respecte ≈ en:respect ~ fr:respect ≈ en:recipe ~ fr:recettes
respectively	espèces	6	0.886	en:respectively ≈ fr:respectes lis ~ fr:respecte ≈ en:expect ~ en:expects ≈ fr:espèce ~ fr:espèces
respects	respire	6	0.900	en:respects = fr:respecte ≈ en:respect ~ fr:respect ≈ en:recipe ~ en:recipes ≈ fr:respire
respects	six dises	6	0.864	en:respects = fr:respecte ≈ en:expect ~ en:expects ≈ fr:espèce = en:species ≈ fr:six dises
respects	épais ex	6	0.860	en:respects = fr:respecte ≈ en:aspect ~ en:aspects ≈ fr:apex ~ en:apex ≈ fr:épais ex
responded	met aide	6	0.926	en:responded ≈ fr:ries pannes aide ~ fr:brin digne ≈ en:branding ~ en:branded ≈ fr:prennent aide ~ fr:met aide
responded	fait aide	6	0.925	en:responded ≈ fr:ries pannes aide ~ fr:brin digne ≈ en:branding ~ en:branded ≈ fr:prennent aide ~ fr:fait aide
responded	laissent aide	6	0.925	en:responded ≈ fr:ries pannes aide ~ fr:brin digne ≈ en:branding ~ en:branded ≈ fr:prennent aide ~ fr:laissent aide
rest	intéressée	6	0.948	en:rest ≈ fr:restes ~ en:rested ≈ fr:rincent aide ~ fr:aident rincent aide ≈ en:interested = fr:intéressée
rest	intéressés	6	0.948	en:rest ≈ fr:restes ~ en:rested ≈ fr:rincent aide ~ fr:aident rincent aide ≈ en:interested = fr:intéressés
rest	intéressées	6	0.948	en:rest ≈ fr:restes ~ en:rested ≈ fr:rincent aide ~ fr:aident rincent aide ≈ en:interested = fr:intéressées
restaurant	restreint	3	0.869	en:restaurant ~ en:restaurants ≈ fr:restreinte ~ fr:restreint
restaurant	restreindre	3	0.866	en:restaurant ~ en:restaurants ≈ fr:restreinte ~ fr:restreindre
restaurant	restreinte	2	0.843	en:restaurant ~ en:restaurants ≈ fr:restreinte
restaurants	raids	6	0.906	en:restaurants ~ en:restaurant ≈ fr:restes restent ~ fr:restera ≈ en:red error ~ en:red ≈ fr:raids
restaurants	raide	6	0.906	en:restaurants ~ en:restaurant ≈ fr:restes restent ~ fr:restera ≈ en:red error ~ en:red ≈ fr:raide
restaurants	raid	6	0.906	en:restaurants ~ en:restaurant ≈ fr:restes restent ~ fr:restera ≈ en:red error ~ en:red ≈ fr:raid
rested	précise	6	0.914	en:rested ~ fr:restes ≈ en:pressed ~ fr:pressing ≈ en:pressing ~ en:presses ≈ fr:précise
rested	presse	6	0.893	en:rested ~ fr:restes ≈ en:pressed ~ fr:pressing ≈ en:pressing ~ en:presses ≈ fr:presse
rested	restreinte	6	0.872	en:rested ~ en:resting ≈ fr:reste ~ fr:restes restent ≈ en:restaurant ~ en:restaurants ≈ fr:restreinte
resting	raids	6	0.927	en:resting ~ en:rest ≈ fr:restent ~ fr:restera ≈ en:red error ~ en:red ≈ fr:raids
resting	raide	6	0.927	en:resting ~ en:rest ≈ fr:restent ~ fr:restera ≈ en:red error ~ en:red ≈ fr:raide
resting	raid	6	0.927	en:resting ~ en:rest ≈ fr:restent ~ fr:restera ≈ en:red error ~ en:red ≈ fr:raid
restive	restaurée	4	0.922	en:restive ≈ fr:rincent ive ~ fr:rincent ode ≈ en:restored = fr:restaurée
restive	rétabli	4	0.922	en:restive ≈ fr:rincent ive ~ fr:rincent ode ≈ en:restored = fr:rétabli
restive	restauré	4	0.922	en:restive ≈ fr:rincent ive ~ fr:rincent ode ≈ en:restored = fr:restauré
restoration	reçu	5	0.883	en:restoration ~ en:restored ≈ fr:rincent ode ~ fr:rives ≈ en:received = fr:reçu
restoration	reçues	5	0.883	en:restoration ~ en:restored ≈ fr:rincent ode ~ fr:rives ≈ en:received = fr:reçues
restoration	reçus	5	0.883	en:restoration ~ en:restored ≈ fr:rincent ode ~ fr:rives ≈ en:received = fr:reçus
restored	dis ive	6	0.892	en:restored ≈ fr:rincent ode ~ fr:rives ≈ en:receives ~ en:receive ≈ fr:ries ive ~ fr:dis ive
restored	gré ive	6	0.885	en:restored ≈ fr:rincent ode ~ fr:rives ≈ en:receives ~ en:receive ≈ fr:ries ive ~ fr:gré ive
restored	ive	6	0.885	en:restored ≈ fr:rincent ode ~ fr:rives ≈ en:receives ~ en:receive ≈ fr:ries ive ~ fr:ive
restoring	rouge	5	0.933	en:restoring = fr:restaurer ≈ en:red aura ~ en:rouge ≈ fr:rouges ~ fr:rouge
restoring	et gêne	5	0.897	en:restoring ~ en:restoration ≈ fr:rincent origine ~ en:origin ≈ fr:aurait gêne ~ fr:et gêne
restoring	lient gêne	5	0.894	en:restoring ~ en:restoration ≈ fr:rincent origine ~ en:origin ≈ fr:aurait gêne ~ fr:lient gêne
restrict	tristes	6	0.892	en:restrict ~ en:restricted ≈ fr:ries trinquent aide ~ fr:tracent aide ≈ en:trusted ~ en:trust ≈ fr:tristes
restrict	triste	6	0.892	en:restrict ~ en:restricted ≈ fr:ries trinquent aide ~ fr:tracent aide ≈ en:trusted ~ en:trust ≈ fr:triste
restrict	trust	6	0.872	en:restrict ~ en:restricted ≈ fr:ries trinquent aide ~ fr:tracent aide ≈ en:trusted ~ en:trust ≈ fr:trust
restricted	in tri	6	0.914	en:restricted ≈ fr:ries trinquent aide ~ fr:trient aide ≈ en:treated ~ en:treating ≈ fr:trient in ~ fr:in tri
restricted	tristan	6	0.901	en:restricted ≈ fr:ries trinquent aide ~ fr:tracent aide ≈ en:trusted ~ en:trust ≈ fr:triste ~ fr:tristan
restricted	tracer	6	0.896	en:restricted ≈ fr:ries trinquent aide ~ fr:tracent aide ≈ en:trusted ~ en:trusting ≈ fr:tracent in ~ fr:tracer
result	chaînes	6	0.840	en:result ≈ fr:ries halte ~ fr:halte ≈ en:altar ~ en:shrine ≈ fr:chaîne ~ fr:chaînes
result	cadenas	6	0.835	en:result ≈ fr:ries halte ~ fr:halte ≈ en:altar ~ en:shrine ≈ fr:chaîne ~ fr:cadenas
result	chaîne	5	0.817	en:result ≈ fr:ries halte ~ fr:halte ≈ en:altar ~ en:shrine ≈ fr:chaîne
retail	stores	6	0.968	en:retail ~ en:retailers ≈ fr:rient hélas ~ fr:rient ailé ≈ en:retailer ~ en:store ≈ fr:stores
retail	stop	6	0.931	en:retail ~ en:retailers ≈ fr:rient hélas ~ fr:rient ailé ≈ en:retailer ~ en:store ≈ fr:stop
retail	stocks	6	0.931	en:retail ~ en:retailers ≈ fr:rient hélas ~ fr:rient ailé ≈ en:retailer ~ en:store ≈ fr:stocks
retailer	store	6	0.974	en:retailer ≈ fr:rient ailé ~ fr:rient hélas ≈ en:retailers ~ fr:stores ≈ en:store ~ fr:store
retailer	rift	6	0.951	en:retailer ≈ fr:rient ailé ~ fr:rient rive ≈ en:retrieve ~ en:retrieved ≈ fr:rient rift ~ fr:rift
retailer	magasins	6	0.939	en:retailer ≈ fr:rient ailé ~ fr:rient hélas ≈ en:retailers ~ fr:stores ≈ en:stores = fr:magasins
retailers	rigole	6	0.929	en:retailers ~ en:retailer ≈ fr:rient ailé ~ fr:rient collent ≈ en:recall ~ en:recalls ≈ fr:rigole
retailers	col	6	0.918	en:retailers ~ en:retailer ≈ fr:rient ailé ~ fr:rient collent ≈ en:recall ~ en:recalled ≈ fr:col
retailers	rient chaise	6	0.888	en:retailers ~ en:retail ≈ fr:rituels ~ fr:rites ≈ en:reach ~ en:reaches ≈ fr:rient chaise
retention	sain digne	6	0.920	en:retention ≈ fr:ricin chaîne ~ fr:coincent chaîne ≈ en:question ~ fr:question ≈ en:get your ~ fr:sain digne
retention	stress	6	0.911	en:retention ≈ fr:ricin chaîne ~ fr:tain chaîne ≈ en:tension ~ fr:stressée ≈ en:stress ~ fr:stress
retention	stresse	6	0.910	en:retention ≈ fr:ricin chaîne ~ fr:tain chaîne ≈ en:tension ~ fr:stressée ≈ en:stress ~ fr:stresse
retired	rient rive	6	0.958	en:retired ≈ fr:rient aède ~ fr:rient hélas ≈ en:retailers ~ en:retailer ≈ fr:rient ailé ~ fr:rient rive
retired	store	6	0.957	en:retired ≈ fr:rient aède ~ fr:rient hélas ≈ en:retailers ~ fr:stores ≈ en:store ~ fr:store
retired	est ri	6	0.957	en:retired ≈ fr:rient aède ~ fr:rient hélas ≈ en:retailers ~ en:retailer ≈ fr:rient ailé ~ fr:est ri
retreat	lin dos	6	0.917	en:retreat ~ en:wander ≈ fr:van des ~ fr:lin des ≈ en:lender ~ en:lenders ≈ fr:lin dos
retreat	tain des	6	0.914	en:retreat ≈ fr:rites rite ~ fr:rites ≈ en:reach ~ en:reaching ≈ fr:rient chine ~ fr:tain des
retreat	rient rive	6	0.911	en:retreat ≈ fr:rites rite ~ fr:rituels ≈ en:retail ~ en:retailer ≈ fr:rient ailé ~ fr:rient rive
retrieve	store	6	0.975	en:retrieve ≈ fr:rient rive ~ fr:rient ailé ≈ en:retailer ~ en:store ≈ fr:stores ~ fr:store
retrieve	est ri	6	0.974	en:retrieve ≈ fr:rient rive ~ fr:rient hélas ≈ en:retailers ~ en:retailer ≈ fr:rient ailé ~ fr:est ri
retrieve	mets rient	6	0.973	en:retrieve ≈ fr:rient rive ~ fr:rient hélas ≈ en:retailers ~ en:retailer ≈ fr:rient ailé ~ fr:mets rient
retrieved	stores	6	0.971	en:retrieved ~ en:retrieve ≈ fr:rient rive ~ fr:rient ailé ≈ en:retailer ~ en:store ≈ fr:stores
retrieved	rient hélas	6	0.968	en:retrieved ~ en:retrieve ≈ fr:rient rive ~ fr:rient ailé ≈ en:retailer ~ en:retailers ≈ fr:rient hélas
retrieved	stop	6	0.934	en:retrieved ~ en:retrieve ≈ fr:rient rive ~ fr:rient ailé ≈ en:retailer ~ en:store ≈ fr:stop
returns	gars	6	0.784	en:returns ~ en:return ≈ fr:reines ~ fr:but reines ≈ en:boyfriend ~ en:guy ≈ fr:gars
returns	ranger	5	0.881	en:returns ~ en:return ≈ fr:reines ~ fr:reines chez ≈ en:ranger ~ fr:ranger
returns	garda	5	0.842	en:returns ~ en:return ≈ fr:reines ~ fr:reines chez ≈ en:ranger ~ fr:garda
rev	brève	6	0.894	en:rev ≈ fr:rêvent ~ fr:rêve ≈ en:refs ~ en:ref ≈ fr:brefs ~ fr:brève
rev	brefs	6	0.893	en:rev ≈ fr:rêvent ~ fr:rêve ≈ en:refs ~ en:ref ≈ fr:bref ~ fr:brefs
rev	bref	6	0.893	en:rev ≈ fr:rêvent ~ fr:rêve ≈ en:refs ~ en:ref ≈ fr:brefs ~ fr:bref
reveal	ville	2	0.806	en:reveal ~ en:reveals ≈ fr:ville
revealed	ville	2	0.811	en:revealed ~ en:reveals ≈ fr:ville
reveals	boxe	6	0.850	en:reveals ~ en:reveal ≈ fr:rient vil ~ fr:rient ≈ en:rear ~ en:backs ≈ fr:boxe
reveals	max	6	0.836	en:reveals ~ en:reveal ≈ fr:rient vil ~ fr:rient ≈ en:rear ~ en:backs ≈ fr:max
reveals	récupérer	5	0.931	en:reveals ~ en:reveal ≈ fr:rient vil ~ fr:rient rive ≈ en:retrieve = fr:récupérer
revenue	roll	6	0.918	en:revenue = fr:recettes ≈ en:russet ~ en:russell ≈ fr:rôles ~ en:role ≈ fr:roll
revenue	rôle	6	0.891	en:revenue = fr:recettes ≈ en:russet ~ en:russell ≈ fr:rôles ~ en:role ≈ fr:rôle
revenue	roses	6	0.879	en:revenue = fr:recettes ≈ en:russet ~ en:russell ≈ fr:rôles ~ en:roles ≈ fr:roses
revenues	rocher	6	0.917	en:revenues ~ fr:revenues ≈ en:revenue = fr:recettes ≈ en:russet ~ en:rusher ≈ fr:rocher
revenues	roches	6	0.882	en:revenues ~ fr:revenues ≈ en:revenue = fr:recettes ≈ en:russet ~ en:rusher ≈ fr:roches
revenues	rôles	6	0.872	en:revenues ~ fr:revenues ≈ en:revenue = fr:recettes ≈ en:russet ~ en:russell ≈ fr:rôles
reverend	pisse	6	0.926	en:reverend ~ en:pastor ≈ fr:piste ~ fr:pistent ≈ en:pieced ~ en:piece ≈ fr:pisse
reverend	pis aise	6	0.909	en:reverend ~ en:pastor ≈ fr:piste ~ fr:pistent ≈ en:pieced ~ en:pieces ≈ fr:pis aise
reverend	épices	6	0.889	en:reverend ~ en:pastor ≈ fr:piste ~ fr:pistent ≈ en:pieced ~ en:piece ≈ fr:épices
revival	des	6	0.919	en:revival ≈ fr:rivas elle ~ fr:gras elle ≈ en:gravel ~ en:dusty ≈ fr:des tee ~ fr:des
revival	des ève	6	0.918	en:revival ≈ fr:rivas elle ~ fr:gras elle ≈ en:gravel ~ en:dusty ≈ fr:des tee ~ fr:des ève
revival	en de	6	0.870	en:revival ≈ fr:rivas elle ~ fr:gras elle ≈ en:gravel ~ en:dusty ≈ fr:d dit ~ fr:en de
rice	royaume	5	0.927	en:rice = fr:riz ≈ en:re ~ fr:rem ≈ en:realm = fr:royaume
rice	mondes	5	0.892	en:rice = fr:riz ≈ en:re ~ fr:rem ≈ en:realm ~ fr:mondes
rice	réf	3	0.970	en:rice = fr:riz ≈ en:re ~ fr:réf
rich	doux	6	0.895	en:rich ~ en:rico ≈ fr:dico ~ fr:dite ≈ en:did ~ en:do ≈ fr:doux
rich	dis hisse	6	0.889	en:rich ~ en:rico ≈ fr:dico ~ fr:dite ≈ en:deceit ~ en:decease ≈ fr:dis hisse
rich	dis ive	6	0.877	en:rich ~ en:rico ≈ fr:dico ~ fr:dite ≈ en:deceit ~ en:deceive ≈ fr:dis ive
richard	laine	2	0.854	en:richard ~ en:leonard ≈ fr:laine
richer	rient rive	6	0.968	en:richer ≈ fr:rient chez ~ fr:rient ailé ≈ en:retailer ~ en:retailers ≈ fr:rient hélas ~ fr:rient rive
richer	store	6	0.967	en:richer ≈ fr:rient chez ~ fr:rient ailé ≈ en:retailer ~ en:store ≈ fr:stores ~ fr:store
richer	est ri	6	0.964	en:richer ≈ fr:rient chez ~ fr:rient hélas ≈ en:retailers ~ en:retailer ≈ fr:rient ailé ~ fr:est ri
richest	fées	6	0.979	en:richest ≈ fr:rient geste ~ fr:faits rient ≈ en:ferry ~ fr:ferry ≈ en:fairy = fr:fées
richest	fée	6	0.979	en:richest ≈ fr:rient geste ~ fr:faits rient ≈ en:ferry ~ fr:ferry ≈ en:fairy = fr:fée
richest	équitablement	6	0.949	en:richest ≈ fr:rient geste ~ fr:faits rient ≈ en:ferry ~ fr:ferry ≈ en:fairly = fr:équitablement
ricked	test	6	0.856	en:ricked ~ en:wracked ≈ fr:actes = en:deeds ≈ fr:dises ~ en:dissed ≈ fr:test
ricked	traînent	6	0.833	en:ricked ~ en:wracked ≈ fr:actes = en:deeds ≈ fr:dix = en:ten ≈ fr:traînent
ricked	traîne	6	0.833	en:ricked ~ en:wracked ≈ fr:actes = en:deeds ≈ fr:dix = en:ten ≈ fr:traîne
rickey	neil	6	0.929	en:rickey ≈ fr:requis = en:needed ≈ fr:nient bide ~ fr:nil ≈ en:neil ~ fr:neil
rickey	elles	6	0.927	en:rickey ≈ fr:requis = en:needed ≈ fr:nient bide ~ fr:nil ≈ en:neil ~ fr:elles
rickey	ils	6	0.927	en:rickey ≈ fr:requis = en:needed ≈ fr:nient bide ~ fr:nil ≈ en:neil ~ fr:ils
rico	richement	3	0.884	en:rico ~ en:rich ≈ fr:riches ~ fr:richement
rico	riche	3	0.880	en:rico ~ en:rich ≈ fr:riches ~ fr:riche
rico	riches	2	0.841	en:rico ~ en:rich ≈ fr:riches
ridding	replay	6	0.913	en:ridding ≈ fr:rient in ~ fr:rient collent ≈ en:recall = fr:rappeler ≈ en:replay ~ fr:replay
ridding	rejouer	6	0.905	en:ridding ≈ fr:rient in ~ fr:rient collent ≈ en:recall = fr:rappeler ≈ en:replay = fr:rejouer
ridding	rigoureuse	6	0.904	en:ridding ≈ fr:rient in ~ fr:rient collent ≈ en:recall ~ en:recalls ≈ fr:rigole ~ fr:rigoureuse
ride	créent êtes	6	0.911	en:ride ~ fr:rides ≈ en:greed ~ en:greedy ≈ fr:crédit ~ en:credit ≈ fr:créent êtes
ride	prof	6	0.894	en:ride ~ fr:ride ≈ en:reader ~ fr:lecteurs ≈ en:lecturer ~ en:prof ≈ fr:prof
ride	crête	6	0.888	en:ride ~ fr:rides ≈ en:greed ~ en:greedy ≈ fr:crédit ~ en:credit ≈ fr:crête
ridgy	rient rive	6	0.963	en:ridgy ≈ fr:rient chie ~ fr:rient hélas ≈ en:retailers ~ en:retailer ≈ fr:rient ailé ~ fr:rient rive
ridgy	store	6	0.962	en:ridgy ≈ fr:rient chie ~ fr:rient hélas ≈ en:retailers ~ fr:stores ≈ en:store ~ fr:store
ridgy	est ri	6	0.961	en:ridgy ≈ fr:rient chie ~ fr:rient hélas ≈ en:retailers ~ en:retailer ≈ fr:rient ailé ~ fr:est ri
riding	rade	6	0.932	en:riding ~ fr:rider ≈ en:reedy ~ en:reed ≈ fr:ride ~ en:ride ≈ fr:rade
riding	créent êtes	6	0.908	en:riding ~ fr:rides ≈ en:greed ~ en:greedy ≈ fr:crédit ~ en:credit ≈ fr:créent êtes
riding	crête	6	0.885	en:riding ~ fr:rides ≈ en:greed ~ en:greedy ≈ fr:crédit ~ en:credit ≈ fr:crête
rig	rixe	2	0.936	en:rig ~ en:rigs ≈ fr:rixe
righteous	mentor	6	0.883	en:righteous ≈ fr:rat chasse ~ en:rat ≈ fr:rate ~ fr:main taux ≈ en:mentor ~ fr:mentor
righteous	races	6	0.882	en:righteous ≈ fr:rat chasse ~ en:rotten ≈ fr:rat haine ~ en:rats ≈ fr:race ~ fr:races
righteous	corrida	6	0.877	en:righteous ≈ fr:rat chasse ~ en:rotten ≈ fr:rat haine ~ en:rats ≈ fr:race ~ fr:corrida
rightly	gars aise	6	0.902	en:rightly ~ en:right ≈ fr:rate = en:spleen ≈ fr:pline ~ en:gases ≈ fr:gars aise
rightly	mentor	5	0.907	en:rightly ~ en:right ≈ fr:rate ~ fr:main taux ≈ en:mentor ~ fr:mentor
rightly	gazeux	5	0.889	en:rightly ~ en:right ≈ fr:rate = en:spleen ≈ fr:pline ~ fr:gazeux
rights	lasse	6	0.886	en:rights ~ en:liberties ≈ fr:levait aise ~ fr:las aise ≈ en:losses ~ en:loss ≈ fr:lasse
rights	laisse	6	0.883	en:rights ~ en:liberties ≈ fr:levait aise ~ fr:las aise ≈ en:losses ~ en:loss ≈ fr:laisse
rights	douze	6	0.876	en:rights ~ en:liberties ≈ fr:levait aise ~ fr:las aise ≈ en:losses ~ en:loses ≈ fr:douze
rigs	reg	2	0.844	en:rigs ~ en:rig ≈ fr:reg
riley	taux	6	0.874	en:riley ≈ fr:rallie ~ fr:rallye ≈ en:rightly ~ en:right ≈ fr:rate ~ fr:taux
riley	main taux	6	0.869	en:riley ≈ fr:rallie ~ fr:rallye ≈ en:rightly ~ en:right ≈ fr:rate ~ fr:main taux
riley	rente	6	0.869	en:riley ≈ fr:rallie ~ fr:rallye ≈ en:rightly ~ en:right ≈ fr:rate ~ fr:rente
rings	piquent aime	6	0.830	en:rings ~ fr:et rings ≈ en:offerings ~ en:offering ≈ fr:offres ~ en:victim ≈ fr:piquent aime
rings	victime	5	0.820	en:rings ~ fr:et rings ≈ en:offerings ~ en:offering ≈ fr:offres ~ fr:victime
rings	coupables	5	0.811	en:rings ~ fr:et rings ≈ en:offerings ~ en:offering ≈ fr:offres ~ fr:coupables
ripe	roumaine	6	0.937	en:ripe ~ fr:ripe ≈ en:reaped ~ en:reaming ≈ fr:rumine ~ en:rumen ≈ fr:roumaine
ripe	rse	5	0.897	en:ripe ~ fr:ripe ≈ en:reaped ~ en:reaming ≈ fr:rime ~ fr:rse
ripe	rime	4	0.876	en:ripe ~ fr:ripe ≈ en:reaped ~ en:reaming ≈ fr:rime
ripped	rient hélas	6	0.939	en:ripped ≈ fr:rift ~ fr:rient rift ≈ en:retrieved ~ en:retrieve ≈ fr:rient rive ~ fr:rient hélas
ripped	rient chie	6	0.936	en:ripped ≈ fr:rift ~ fr:rient rift ≈ en:retrieved ~ en:retrieve ≈ fr:rient rive ~ fr:rient chie
ripped	rient	6	0.936	en:ripped ≈ fr:rift ~ fr:rient rift ≈ en:retrieved ~ en:retrieve ≈ fr:rient rive ~ fr:rient
ripply	flatté	6	0.887	en:ripply ≈ fr:repli ~ en:reply ≈ fr:plat = en:flat ≈ fr:flatte ~ fr:flatté
ripply	rigole	6	0.885	en:ripply ~ en:ridding ≈ fr:rient in ~ fr:rient collent ≈ en:recall ~ en:recalls ≈ fr:rigole
ripply	locations	6	0.878	en:ripply ≈ fr:repli ~ en:replies ≈ fr:place ~ en:place ≈ fr:places ~ fr:locations
risen	routes	6	0.920	en:risen ~ en:rice ≈ fr:races ~ fr:race ≈ en:routes ~ en:route ≈ fr:routes
risen	rient haine	6	0.909	en:risen ~ en:rice ≈ fr:races ~ fr:race ≈ en:writes ~ en:written ≈ fr:rient haine
risen	routine	6	0.909	en:risen ~ en:rice ≈ fr:races ~ fr:race ≈ en:routes ~ en:routeing ≈ fr:routine
rishi	royaume	5	0.918	en:rishi ~ fr:riz ≈ en:re ~ fr:rem ≈ en:realm = fr:royaume
rishi	mondes	5	0.883	en:rishi ~ fr:riz ≈ en:re ~ fr:rem ≈ en:realm ~ fr:mondes
rishi	réf	3	0.954	en:rishi ~ fr:riz ≈ en:re ~ fr:réf
risks	risquer	3	0.900	en:risks ~ en:risk ≈ fr:risquent ~ fr:risquer
risks	risqué	3	0.887	en:risks ~ en:risk ≈ fr:risquent ~ fr:risqué
risks	risques	2	0.873	en:risks ~ en:risk ≈ fr:risques
road	roue	6	0.904	en:road = fr:route ≈ en:routes ~ fr:routes ≈ en:root ~ en:rooter ≈ fr:roue
road	roux chine	6	0.901	en:road = fr:route ≈ en:routes ~ en:routeing ≈ fr:routine ~ en:routine ≈ fr:roux chine
road	il	6	0.893	en:road = fr:route ≈ en:root ~ en:rooter ≈ fr:roue = en:wheel ≈ fr:il
robert	roses	6	0.834	en:robert ~ en:roberts ≈ fr:race ~ en:races ≈ fr:rose ~ en:rose ≈ fr:roses
robert	riz	5	0.863	en:robert ~ en:roberts ≈ fr:race ~ fr:races ≈ en:rice = fr:riz
robert	hybrides	5	0.863	en:robert ~ en:roberts ≈ fr:race = en:breed ≈ fr:hybride ~ fr:hybrides
roberts	kidnapping	4	0.809	en:roberts ~ en:robert ≈ fr:rapt = en:kidnapping ≈ fr:kidnapping
roberts	rappeur	3	0.833	en:roberts ~ en:robert ≈ fr:rapt ~ fr:rappeur
robots	robotique	3	0.829	en:robots ~ en:robot ≈ fr:robot ~ fr:robotique
robots	robot	2	0.776	en:robots ~ en:robot ≈ fr:robot
rock	chercheuse	3	0.855	en:rock ~ fr:roche ≈ en:researcher ~ fr:chercheuse
rock	recherches	3	0.854	en:rock ~ fr:roche ≈ en:research ~ fr:recherches
rock	chercheur	3	0.852	en:rock ~ fr:roche ≈ en:researcher ~ fr:chercheur
rocky	orthodoxe	5	0.884	en:rocky ~ en:rocks ≈ fr:axe ~ fr:hochet axe ≈ en:orthodox ~ fr:orthodoxe
rocky	orthodoxes	5	0.879	en:rocky ~ en:rocks ≈ fr:axe ~ fr:hochet axe ≈ en:orthodox ~ fr:orthodoxes
rocky	orthodoxie	5	0.875	en:rocky ~ en:rocks ≈ fr:axe ~ fr:hochet axe ≈ en:orthodox = fr:orthodoxie
rod	chair	6	0.884	en:rod = fr:tige ≈ en:teach ~ en:teaches ≈ fr:dit chaise ~ en:chair ≈ fr:chair
rod	chaude	6	0.861	en:rod = fr:canne ≈ en:can ~ en:able ≈ fr:épaule ~ en:shoulder ≈ fr:chaude
rod	sain dit chaise	5	0.902	en:rod = fr:tige ≈ en:teach ~ en:teaches ≈ fr:dit chaise ~ fr:sain dit chaise
rode	rade	6	0.902	en:rode ~ fr:ride ≈ en:read ~ en:reads ≈ fr:rides ~ en:ride ≈ fr:rade
rode	prof	6	0.874	en:rode ~ fr:ride ≈ en:reader ~ fr:lecteurs ≈ en:lecturer ~ en:prof ≈ fr:prof
rode	fuites	6	0.855	en:rode ~ en:ride ≈ fr:rade ~ fr:faites ≈ en:foot ~ en:feet ≈ fr:fuites
role	neutre	6	0.949	en:role ≈ fr:roll ~ en:roll ≈ fr:rôle ~ fr:nouent rôle ≈ en:neutral = fr:neutre
role	neutres	6	0.949	en:role ≈ fr:roll ~ en:roll ≈ fr:rôle ~ fr:nouent rôle ≈ en:neutral = fr:neutres
role	neutralité	6	0.949	en:role ≈ fr:roll ~ en:roll ≈ fr:rôle ~ fr:nouent rôle ≈ en:neutral = fr:neutralité
roles	recettes	6	0.896	en:roles ~ en:role ≈ fr:rôle ~ fr:rôles ≈ en:russell ~ en:russet ≈ fr:recettes
roles	respire	6	0.889	en:roles ~ fr:rôles ≈ en:russell ~ en:russet ≈ fr:recettes = en:recipes ≈ fr:respire
roles	respect	6	0.879	en:roles ~ fr:rôles ≈ en:russell ~ en:russet ≈ fr:recettes ~ en:recipe ≈ fr:respect
roll	recettes	6	0.927	en:roll ~ fr:roll ≈ en:role ~ fr:rôles ≈ en:russell ~ en:russet ≈ fr:recettes
roll	contrôle	6	0.887	en:roll ~ fr:roll ≈ en:troll ~ fr:con troll ≈ en:control ~ en:controls ≈ fr:contrôle
roll	roulent	6	0.880	en:roll ~ fr:roll ≈ en:rolled = fr:roulé ≈ en:rule ~ en:rules ≈ fr:roulent
rolled	ordinaire	5	0.892	en:rolled = fr:roulé ≈ en:ruler = fr:règle ≈ en:regular = fr:ordinaire
rolled	régulière	5	0.892	en:rolled = fr:roulé ≈ en:ruler = fr:règle ≈ en:regular = fr:régulière
rolled	régulières	5	0.892	en:rolled = fr:roulé ≈ en:ruler = fr:règle ≈ en:regular = fr:régulières
rolls	recettes	6	0.915	en:rolls ~ fr:roll ≈ en:role ~ fr:rôles ≈ en:russell ~ en:russet ≈ fr:recettes
rolls	roll	6	0.897	en:rolls ~ en:roll ≈ fr:rôle ~ en:role ≈ fr:rôles ~ en:roles ≈ fr:roll
rolls	roses	6	0.885	en:rolls ~ en:roll ≈ fr:rôle ~ en:role ≈ fr:rôles ~ en:roles ≈ fr:roses
roman	robot	6	0.799	en:roman ~ fr:romane ≈ en:romance ~ fr:romance ≈ en:robots ~ en:robot ≈ fr:robot
roman	robots	5	0.849	en:roman ~ fr:romane ≈ en:romance ~ fr:romance ≈ en:robots ~ fr:robots
roman	robotique	5	0.839	en:roman ~ fr:romane ≈ en:romance ~ fr:romance ≈ en:robots = fr:robotique
